"","description","costA","costB","ward","program","year","cost"
"1004","ON W GLADYS AVE FROM S LAVERGNE AVE (5000 W) TO S LEAMINGTON AVE (5100 1.00 ","37,724.00",NA,"28","Street Resurfacing Menu",2015,37724
"1005","ON S ALBANY AVE FROM W ARTHINGTON ST (900 S) TO W TAYLOR ST (1000 S) 1.00 ","12,246.00",NA,"28","Street Resurfacing Menu (1-5)",2015,12246
"1006","ON W KINZIE ST FROM N LEAMINGTON AVE (5140 W) TO N LARAMIE AVE (5200 W) 1.00 ","21,323.00",NA,"28","Street Resurfacing Menu (1-5)",2015,21323
"1007","ON W WASHBURNE AVE FROM S ASHLAND AVE (1600 W) TO S LAFLIN ST (1500 W) 1.00 ","13,224.00",NA,"28","Street Resurfacing Menu (1-5)",2015,13224
"1008","ON W FIFTH AVE FROM S CENTRAL PARK BLVD (3600 W) TO S MILLARD AVE (3630 W) 1.00 ","1,850.00",NA,"28","Street Speed Hump Menu",2015,1850
"1009","ON W FULTON ST FROM N ST LOUIS AVE (3500 W) TO N CENTRAL PARK AVE (3600 W) 2.00 ","3,700.00",NA,"28","Street Speed Hump Menu",2015,3700
"1010","ON W MAYPOLE AVE FROM N KEELER AVE (4200 W) TO N KOSTNER AVE (4400 W) 4.00 ","7,400.00",NA,"28","Street Speed Hump Menu",2015,7400
"1011","ON W VAN BUREN ST FROM S HAMLIN BLVD (3800 W) TO S SPRINGFIELD AVE (3900 2.00 ","3,700.00",NA,"28","Street Speed Hump Menu",2015,3700
"1012","ON W ADAMS ST FROM S KILBOURN AVE (4500 W) TO S KENTON AVE (4600 W) 1.00 ","1,850.00",NA,"28","Street Speed Hump Menu",2015,1850
"1013","S ASHLAND AVE & W ROOSEVELT RD - 1.00 ","14,905.00",NA,"28","Pedestrian Countdown Signal Menu",2015,14905
"1014","ON S SACRAMENTO AVE FROM W POLK ST (800 S) TO W ROOSEVELT RD (1200 S) Sacramento-Polk to Roosevelt 21.00 ","6,300.00",NA,"28","Street Light Pole Painting Menu",2015,6300
"1015","4536 W MONROE ST Install Pole for Police Camera 1.00 ","3,500.00",NA,"28","Street Light Pole POD Camera Menu",2015,3500
"1016","1534 S WASHTENAW AVE . Current W.O # : 11532800 - 1.00 ","400.00",NA,"28","Street Light Upgrade Menu",2015,400
"1017","1556 S WASHTENAW AVE . Current W.O # : 11532800 - 1.00 ","400.00",NA,"28","Street Light Upgrade Menu",2015,400
"1018","3346 W MONROE ST . Current W.O # : 11532801 - 1.00 ","400.00",NA,"28","Street Light Upgrade Menu",2015,400
"1019","3362 W MONROE ST . Current W.O # : 11532801 - 1.00 ","400.00",NA,"28","Street Light Upgrade Menu",2015,400
"1020","ON S SACRAMENTO AVE FROM W POLK ST (800 S) TO W ROOSEVELT RD (1200 S) Sacramento-Polk to Roosevelt 21.00 ","8,400.00",NA,"28","Street Light Upgrade Menu",2015,8400
"1021","3330 W MONROE ST . Current W.O # : 11532801 - 1.00 ","400.00",NA,"28","Street Light Upgrade Menu",2015,400
"1022","3358 W MONROE ST . Current W.O # : 11532801 - 1.00 ","400.00",NA,"28","Street Light Upgrade Menu",2015,400
"1023","ON S SACRAMENTO AVE FROM W POLK ST (800 S) TO W ROOSEVELT RD (1200 S) Sacramento-Polk to Roosevelt 1.00 ","2,950.00",NA,"28","Traffic Signal Pole Painting Menu",2015,2950
"1024","1.30 ","101,400.00",NA,"28","Street Light Residential Staggered Piggy Back Menu",2015,101400
"1025","Design ","117,000.00",NA,"28","Street Light Residential Staggered Piggy Back Menu",2015,117000
"1026","Design ","117,000.00",NA,"28","Street Light Residential Staggered Piggy Back Menu",2015,117000
"1027","5085 W ADAMS ST Moore Park ","250,000.00",NA,"28","Chicago Park District",2015,250000
"1028","749 S OAKLEY BLVD Sidewalk at Washington/Irving School - ","9,400.00",NA,"28","Chicago Public Schools",2015,9400
"1029","7041 W SCHOOL ST 1.00 ","8,211.00",NA,"29","Alley Apron Menu",2015,8211
"1030","6832 W ARMITAGE AVE 1.00 ","8,448.00",NA,"29","Alley Apron Menu",2015,8448
"1031","N NATOMA AVE & W CORTLAND ST&N NORMANDY AVE & W BLOOMINGDALE AVE 1.00 ","32,514.00",NA,"29","Alley Resurfacing Menu",2015,32514
"1032","N MERRIMAC AVE & W NORTH AVE&N MOBILE AVE & W WABANSIA AVE 1.00 ","32,250.00",NA,"29","Alley Resurfacing Menu",2015,32250
"1033","W WABANSIA AVE & N NASHVILLE AVE&W BLOOMINGDALE AVE & N NATOMA AVE 1.00 ","34,348.00",NA,"29","Alley Resurfacing Menu",2015,34348
"1034","N MELVINA AVE & W WABANSIA AVE&N MERRIMAC AVE & W BLOOMINGDALE AVE 1.00 ","42,292.00",NA,"29","Alley Resurfacing Menu",2015,42292
"1035","N HARLEM AVE & W GRAND AVE&N NEVA AVE & W ALTGELD ST 1.00 ","13,537.00",NA,"29","Alley Resurfacing Menu",2015,13537
"1036","W WABANSIA AVE & N NARRAGANSETT AVE&W NORTH AVE & N MOBILE AVE 1.00 ","55,914.00",NA,"29","Alley Resurfacing Menu (1-1)",2015,55914
"1037","N HARLEM AVE & W GRAND AVE&N NEVA AVE & W ALTGELD ST 1.00 ","2,100.00",NA,"29","Alley Speed Hump Menu",2015,2100
"1038","W NORTH AVE & N OAK PARK AVE 1.00 ","1,400.00",NA,"29","Pavement Markings Menu",2015,1400
"1039","ON N NORDICA AVE FROM W SCHOOL ST (3300 N) TO W HENDERSON ST (3330 N) 0.00 ","1,117.00",NA,"29","Sidewalk Menu",2015,1117
"1040","ON N MONT CLARE AVE FROM W WRIGHTWOOD AVE (2600 N) TO W SCHUBERT AVE 0.00 ","5,585.00",NA,"29","Sidewalk Menu",2015,5585
"1041","ON N OCTAVIA AVE FROM W BARRY AVE (3100 N) TO W BELMONT AVE (3200 N) 0.00 ","3,965.00",NA,"29","Sidewalk Menu",2015,3965
"1042","ON W LEXINGTON ST FROM S LEAMINGTON AVE (5100 W) TO S LARAMIE AVE (5200 1.00 ","46,033.00",NA,"29","Street Resurfacing Menu",2015,46033
"1043","ON S LOCKWOOD AVE FROM W JACKSON BLVD (300 S) TO W VAN BUREN ST (400 S) 2.00 ","35,075.00",NA,"29","Street Resurfacing Menu",2015,35075
"1044","ON W CORTLAND ST FROM N NASHVILLE AVE (6600 W) TO N NATOMA AVE (6630 W) 1.00 ","50,272.00",NA,"29","Street Resurfacing Menu",2015,50272
"1045","ON W GLADYS AVE FROM S LAVERGNE AVE (5000 W) TO S LEAMINGTON AVE (5100 1.00 ","44,107.00",NA,"29","Street Resurfacing Menu",2015,44107
"1046","ON N MCVICKER AVE FROM W NORTH AVE (1600 N) TO W BLOOMINGDALE AVE (1800 2.00 ","119,098.00",NA,"29","Street Resurfacing Menu",2015,119098
"1047","ON N MASON AVE FROM W FULTON ST (300 N) TO W CORCORAN PL (400 N) 1.00 ","32,924.00",NA,"29","Street Resurfacing Menu",2015,32924
"1048","ON W WABANSIA AVE FROM N NORDICA AVE (7100 W) TO N SAYRE AVE (7000 W) 1.00 ","48,610.00",NA,"29","Street Resurfacing Menu",2015,48610
"1049","ON N WALLER AVE FROM W THOMAS ST (1100 N) TO W DIVISION ST (1200 N) 1.00 ","60,950.00",NA,"29","Street Resurfacing Menu",2015,60950
"1050","ON N MASON AVE FROM W BLOOMINGDALE AVE (1800 N) TO W CORTLAND ST (1900 1.00 ","47,255.00",NA,"29","Street Resurfacing Menu",2015,47255
"1051","ON W GLADYS AVE FROM S LOCKWOOD AVE (5300 W) TO S LOTUS AVE (5500 W) 1.00 ","52,938.00",NA,"29","Street Resurfacing Menu",2015,52938
"1052","ON W GLADYS AVE FROM S CICERO AVE (4800 W) TO S LARAMIE AVE (5200 W) 3.00 ","165,656.00",NA,"29","Street Resurfacing Menu",2015,165656
"1053","ON N MAYFIELD AVE FROM W WEST END AVE (200 N) TO W FULTON ST (300 N) 1.00 ","36,952.00",NA,"29","Street Resurfacing Menu",2015,36952
"1054","ON W ERIE ST FROM N MAYFIELD AVE (5900 W) TO N AUSTIN BLVD (6000 W) 1.00 ","52,716.00",NA,"29","Street Resurfacing Menu",2015,52716
"1055","ON W WABANSIA AVE FROM N HARLEM AVE (7200 W) TO N NEVA AVE (7150 W) 1.00 ","35,100.00",NA,"29","Street Resurfacing Menu",2015,35100
"1056","ON W POTOMAC AVE FROM N MASSASOIT AVE (5730 W) TO N MONITOR AVE (5830 W) 2.00 ","52,522.00",NA,"29","Street Resurfacing Menu",2015,52522
"1057","ON N OCONTO AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N) 1.00 ","43,445.00",NA,"29","Street Resurfacing Menu (1-5)",2015,43445
"1058","ON W BLOOMINGDALE AVE FROM N OAK PARK AVE (6800 W) TO N NEWLAND AVE 3.00 ","77,480.00",NA,"29","Street Resurfacing Menu (1-5)",2015,77480
"1059","ON W CONGRESS PKWY FROM S LOTUS AVE (5500 W) TO S CENTRAL AVE (5600 W) 1.00 ","54,988.00",NA,"29","Street Resurfacing Menu (1-5)",2015,54988
"1060","ON N MENARD AVE FROM W AUGUSTA BLVD (1000 N) TO W THOMAS ST (1100 N) 2.00 ","3,700.00",NA,"29","Street Speed Hump Menu",2015,3700
"1061","ON N MULLIGAN AVE FROM W BLOOMINGDALE AVE (1800 N) TO W CORTLAND ST 1.00 ","1,850.00",NA,"29","Street Speed Hump Menu",2015,1850
"1062","ON W BLOOMINGDALE AVE FROM N OAK PARK AVE (6800 W) TO N NEWLAND AVE 2.00 ","3,700.00",NA,"29","Street Speed Hump Menu",2015,3700
"1063","ON W BLOOMINGDALE AVE FROM N MOODY AVE (6130 W) TO N MCVICKER AVE 1.00 ","1,850.00",NA,"29","Street Speed Hump Menu",2015,1850
"1064","ON N NEW ENGLAND AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 2.00 ","3,700.00",NA,"29","Street Speed Hump Menu",2015,3700
"1065","2745 N MOODY AVE 1.00 ","12,294.00",NA,"30","Alley Apron Menu",2015,12294
"1066","ON W CORNELIA AVE FROM 4735 W TO N KEATING AVE (4740 W) 0.00 ","10,978.00",NA,"30","Alley Apron Menu",2015,10978
"1067","ON N PARKSIDE AVE FROM 2746 N TO W DIVERSEY AVE (2800 N) 0.00 ","8,805.00",NA,"30","Alley Apron Menu",2015,8805
"1068","W WAVELAND AVE & N LECLAIRE AVE&W WARWICK AVE & N LAVERGNE AVE 1.00 ","25,702.00",NA,"30","Alley Resurfacing Menu",2015,25702
"1069","W MELROSE ST & N AUSTIN AVE&W BELMONT AVE & N MEADE AVE 1.00 ","34,144.00",NA,"30","Alley Resurfacing Menu",2015,34144
"1070","W PATTERSON AVE & N CICERO AVE&W WAVELAND AVE & N LAMON AVE 1.00 ","32,146.00",NA,"30","Alley Resurfacing Menu (1-1)",2015,32146
"1071","W BARRY AVE & N PULASKI RD&W BARRY AVE & N DAVLIN CT 1.00 ","700.00",NA,"30","Alley Speed Hump Menu",2015,700
"1072","W CORNELIA AVE & N KEDVALE AVE&W NEWPORT AVE & N KARLOV AVE 1.00 ","700.00",NA,"30","Alley Speed Hump Menu",2015,700
"1073","N PULASKI RD & W EDDY ST&N SPRINGFIELD AVE & W CORNELIA AVE 1.00 ","2,100.00",NA,"30","Alley Speed Hump Menu",2015,2100
"1074","W BELMONT AVE & N RIDGEWAY AVE&W SCHOOL ST & N LAWNDALE AVE 1.00 ","2,800.00",NA,"30","Alley Speed Hump Menu",2015,2800
"1075","N CICERO AVE & W GRACE ST&N KILPATRICK AVE & W BERENICE AVE 1.00 ","1,400.00",NA,"30","Alley Speed Hump Menu",2015,1400
"1076","N RIDGEWAY AVE & W SCHOOL ST&N LAWNDALE AVE & W BELMONT AVE 1.00 ","700.00",NA,"30","Alley Speed Hump Menu",2015,700
"1077","N HAMLIN AVE & W SCHOOL ST&N AVERS AVE & W ROSCOE ST 1.00 ","125,000.00",NA,"30","Concrete Alley Menu",2015,125000
"1078","ON N PULASKI RD FROM W ROSCOE ST (3400 N) TO W CORNELIA AVE (3500 N) 0.00 ","2,233.00",NA,"30","Curb & Gutter Menu",2015,2233
"1079","ON W CORNELIA AVE FROM 4735 W TO N KEATING AVE (4740 W) 0.00 ","5,812.00",NA,"30","Curb & Gutter Menu",2015,5812
"1080","ON N LAWNDALE AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N) 0.00 ","1,770.00",NA,"30","Curb & Gutter Menu",2015,1770
"1081","ON W SCHUBERT AVE FROM N AUSTIN AVE (6000 W) TO N MCVICKER AVE (6030 W) 0.00 ","8,431.00",NA,"30","Curb & Gutter Menu",2015,8431
"1082","ON W WELLINGTON AVE FROM N AVERS AVE (3830 W) TO N HAMLIN AVE (3800 W) 0.00 ","6,269.00",NA,"30","Curb & Gutter Menu",2015,6269
"1083","N SPRINGFIELD AVE & W DIVERSEY AVE ","350.00",NA,"30","In-Road ""State Law Stop For Pedestrians"" Signs",2015,350
"1084","N AVONDALE AVE & W EDDY ST 1.00 ","2,400.00",NA,"30","Pavement Markings Menu",2015,2400
"1085","W DIVERSEY AVE & N MANGO AVE 1.00 ","700.00",NA,"30","Pavement Markings Menu",2015,700
"1086","ON W WAVELAND AVE FROM N LAVERGNE AVE (5000 W) TO N LECLAIRE AVE (5100 0.00 ","1,080.00",NA,"30","Sidewalk Menu",2015,1080
"1087","ON N HARDING AVE FROM W BARRY AVE (3100 N) TO W BELMONT AVE (3200 N) 0.00 ","6,083.00",NA,"30","Sidewalk Menu",2015,6083
"1088","ON N KENNETH AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N) 0.00 ","12,546.00",NA,"30","Sidewalk Menu",2015,12546
"1089","ON N LAWNDALE AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N) 0.00 ","35,614.00",NA,"30","Sidewalk Menu",2015,35614
"1090","ON W CORNELIA AVE FROM N KILBOURN AVE (4500 W) TO N KENTON AVE (4600 W) 0.00 ","7,838.00",NA,"30","Sidewalk Menu",2015,7838
"1091","ON W ALTGELD ST FROM N CENTRAL AVE (5600 W) TO N LUNA AVE (5530 W) 0.00 ","23,303.00",NA,"30","Sidewalk Menu",2015,23303
"1092","3224 N RIDGEWAY AVE 0.00 ","5,254.00",NA,"30","Sidewalk Menu",2015,5254
"1093","2829 N MOBILE AVE 0.00 ","2,338.00",NA,"30","Sidewalk Menu",2015,2338
"1094","ON W WRIGHTWOOD AVE FROM N AUSTIN AVE (6000 W) TO N MEADE AVE (6100 W) 0.00 ","6,533.00",NA,"30","Sidewalk Menu",2015,6533
"1095","ON N MILWAUKEE AVE FROM N KEELER AVE (3500 N) TO W ADDISON ST (3600 N) 0.00 ","3,926.00",NA,"30","Sidewalk Menu",2015,3926
"1096","ON N MANGO AVE FROM W SCHUBERT AVE (2700 N) TO W DIVERSEY AVE (2800 N) 0.00 ","3,519.00",NA,"30","Sidewalk Menu",2015,3519
"1097","ON W CORNELIA AVE FROM N KILDARE AVE (4300 W) TO N KOSTNER AVE (4400 W) 0.00 ","12,492.00",NA,"30","Sidewalk Menu",2015,12492
"1098","ON W PATTERSON AVE FROM N LONG AVE (5400 W) TO N LOCKWOOD AVE (5300 W) 0.00 ","8,884.00",NA,"30","Sidewalk Menu",2015,8884
"1099","ON N MCVICKER AVE FROM W WRIGHTWOOD AVE (2600 N) TO W SCHUBERT AVE 0.00 ","6,099.00",NA,"30","Sidewalk Menu",2015,6099
"1100","3446 N KILPATRICK AVE 0.00 ","3,217.00",NA,"30","Sidewalk Menu",2015,3217
"1101","ON W GEORGE ST FROM N HAMLIN AVE (3800 W) TO N SPRINGFIELD AVE (3900 W) 0.00 ","3,467.00",NA,"30","Sidewalk Menu",2015,3467
"1102","ON N KARLOV AVE FROM W ROSCOE ST (3400 N) TO W NEWPORT AVE (3430 N) 0.00 ","11,900.00",NA,"30","Sidewalk Menu",2015,11900
"1103","ON N KILBOURN AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N) 0.00 ","12,846.00",NA,"30","Sidewalk Menu",2015,12846
"1104","ON W SCHOOL ST FROM N LINDER AVE (5500 W) TO N CENTRAL AVE (5600 W) 0.00 ","9,227.00",NA,"30","Sidewalk Menu",2015,9227
"1105","ON N AVONDALE AVE FROM N PULASKI RD (3850 N) TO N HARDING AVE (3800 N) 0.00 ","15,373.00",NA,"30","Sidewalk Menu",2015,15373
"1106","ON N HAMLIN AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N) 0.00 ","23,638.00",NA,"30","Sidewalk Menu",2015,23638
"1107","ON N LAWNDALE AVE FROM W GEORGE ST (2900 N) TO N MILWAUKEE AVE (3060 N) 0.00 ","7,126.00",NA,"30","Sidewalk Menu",2015,7126
"1108","ON N PARKSIDE AVE FROM W WRIGHTWOOD AVE (2600 N) TO W SCHUBERT AVE 0.00 ","4,316.00",NA,"30","Sidewalk Menu",2015,4316
"1109","ON N MONITOR AVE FROM W WRIGHTWOOD AVE (2600 N) TO W ALTGELD ST (2500 0.00 ","18,353.00",NA,"30","Sidewalk Menu",2015,18353
"1110","ON N MAJOR AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST (2900 N) 0.00 ","2,650.00",NA,"30","Sidewalk Menu",2015,2650
"1111","ON W FLETCHER ST FROM N LARAMIE AVE (5200 W) TO N LOCKWOOD AVE (5300 W) 1.00 ","62,358.00",NA,"30","Street Resurfacing Menu",2015,62358
"1112","ON N MULLIGAN AVE FROM W DIVERSEY AVE (2800 N) TO W WELLINGTON AVE 1.00 ","50,871.00",NA,"30","Street Resurfacing Menu",2015,50871
"1113","ON N LONG AVE FROM W BARRY AVE (3100 N) TO W BELMONT AVE (3200 N) 2.00 ","39,616.00",NA,"30","Street Resurfacing Menu",2015,39616
"1114","ON W BARRY AVE FROM N LOCKWOOD AVE (5300 W) TO N LONG AVE (5400 W) 1.00 ","24,543.00",NA,"30","Street Resurfacing Menu",2015,24543
"1115","ON N PARKSIDE AVE FROM W ALTGELD ST (2500 N) TO W WRIGHTWOOD AVE (2600 2.00 ","154,442.00",NA,"30","Street Resurfacing Menu",2015,154442
"1116","ON N LAVERGNE AVE FROM W ADDISON ST (3600 N) TO W PATTERSON AVE (3630 N) 1.00 ","23,352.00",NA,"30","Street Resurfacing Menu",2015,23352
"1117","ON N MEADE AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST (2900 N) 1.00 ","65,278.00",NA,"30","Street Resurfacing Menu",2015,65278
"1118","ON W SCHOOL ST FROM N MEADE AVE (6100 W) TO N MELVINA AVE (6200 W) 1.00 ","55,493.00",NA,"30","Street Resurfacing Menu",2015,55493
"1119","ON N MELVINA AVE FROM W WELLINGTON AVE (3000 N) TO W BELMONT AVE (3200 4.00 ","109,303.00",NA,"30","Street Resurfacing Menu (1-5)",2015,109303
"1120","ON N LAWNDALE AVE FROM W BELMONT AVE (3200 N) TO W SCHOOL ST (3300 N) 1.00 ","52,706.00",NA,"30","Street Resurfacing Menu (1-5)",2015,52706
"1121","ON W SCHUBERT AVE FROM N LONG AVE (5400 W) TO N CENTRAL PARK AVE (3600 2.00 ","106,560.00",NA,"30","Street Resurfacing Menu (1-5)",2015,106560
"1122","ON W ROSCOE ST FROM N LONG AVE (5400 W) TO N LINDER AVE (5500 W) 2.00 ","3,700.00",NA,"30","Street Speed Hump Menu",2015,3700
"1123","ON N MELVINA AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST (2900 N) 2.00 ","3,700.00",NA,"30","Street Speed Hump Menu",2015,3700
"1124","ON N MELVINA AVE FROM W WRIGHTWOOD AVE (2600 N) TO W SCHUBERT AVE 2.00 ","3,700.00",NA,"30","Street Speed Hump Menu",2015,3700
"1125","ON W WRIGHTWOOD AVE FROM N MEADE AVE (6100 W) TO N MERRIMAC AVE (6230 3.00 ","5,550.00",NA,"30","Street Speed Hump Menu",2015,5550
"1126","ON W WRIGHTWOOD AVE FROM N MOBILE AVE (6300 W) TO N MULLIGAN AVE (6330 1.00 ","1,850.00",NA,"30","Street Speed Hump Menu",2015,1850
"1127","ON N KENNETH AVE FROM W BELMONT AVE (3200 N) TO W SCHOOL ST (3300 N) 2.00 ","3,700.00",NA,"30","Street Speed Hump Menu",2015,3700
"1128","ON N KENTON AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AVE (3500 N) 2.00 ","3,700.00",NA,"30","Street Speed Hump Menu",2015,3700
"1129","ON W WELLINGTON AVE FROM N AUSTIN AVE (6000 W) TO N MCVICKER AVE (6030 1.00 ","1,850.00",NA,"30","Street Speed Hump Menu",2015,1850
"1130","ON N KARLOV AVE FROM W SCHOOL ST (3300 N) TO N MILWAUKEE AVE (3380 N) 2.00 ","3,700.00",NA,"30","Street Speed Hump Menu",2015,3700
"1131","ON N MCVICKER AVE FROM W GEORGE ST (2900 N) TO W WELLINGTON AVE (3000 N) 2.00 ","3,700.00",NA,"30","Street Speed Hump Menu",2015,3700
"1132","ON S KILPATRICK AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N) 1.00 ","1,850.00",NA,"30","Street Speed Hump Menu",2015,1850
"1133","5634 W FULLERTON AVE INSTALL ALLEY LIGHTS 1.00 ","400.00",NA,"30","Street Light Upgrade Menu",2015,400
"1134","5638 W FULLERTON AVE INSTALL ALLEY LIGHTS 1.00 ","400.00",NA,"30","Street Light Upgrade Menu",2015,400
"1135","2415 N MAJOR AVE INSTALL ALLEY LIGHTS 1.00 ","400.00",NA,"30","Street Light Upgrade Menu",2015,400
"1136","N KEATING AVE & W WELLINGTON AVE&N CICERO AVE & W BARRY AVE 2.00 ","1,400.00",NA,"31","Alley Speed Hump Menu",2015,1400
"1137","N MONTICELLO AVE & W WRIGHTWOOD AVE&N CENTRAL PARK AVE & W 1.00 ","2,800.00",NA,"31","Alley Speed Hump Menu",2015,2800
"1138","N LONG AVE & W GEORGE ST&N LOTUS AVE & W DIVERSEY AVE 1.00 ","700.00",NA,"31","Alley Speed Hump Menu",2015,700
"1139","W WELLINGTON AVE & N LAVERGNE AVE&W OAKDALE AVE & N LECLAIRE AVE 1.00 ","1,400.00",NA,"31","Alley Speed Hump Menu",2015,1400
"1140","ON W NEWPORT AVE FROM N LAVERGNE AVE (5000 W) TO N LARAMIE AVE (5200 W) 0.00 ","1,258.00",NA,"31","Curb & Gutter Menu",2015,1258
"1141","N LECLAIRE AVE & W DIVERSEY AVE 1.00 ","600.00",NA,"31","In-Road ""State Law Stop For Pedestrians"" Signs",2015,600
"1142","N LOCKWOOD AVE & W DIVERSEY AVE 1.00 ","600.00",NA,"31","In-Road ""State Law Stop For Pedestrians"" Signs",2015,600
"1143","N CENTRAL AVE & W GEORGE ST 1.00 ","600.00",NA,"31","In-Road ""State Law Stop For Pedestrians"" Signs",2015,600
"1144","N LARAMIE AVE & W HENDERSON ST ","600.00",NA,"31","In-Road ""State Law Stop For Pedestrians"" Signs",2015,600
"1145","W FULLERTON AVE & N KEYSTONE AVE 1.00 ","12,811.00",NA,"31","Pedestrian Refuge Island Menu",2015,12811
"1146","ON W BARRY AVE FROM N KARLOV AVE (4100 W) TO N TRIPP AVE (4200 W) 0.00 ","3,306.00",NA,"31","Sidewalk Menu",2015,3306
"1147","ON W FLETCHER ST FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5200 W) 0.00 ","5,191.00",NA,"31","Sidewalk Menu",2015,5191
"1148","ON N KILDARE AVE FROM W GEORGE ST (2900 N) TO W WELLINGTON AVE (3000 N) 0.00 ","2,001.00",NA,"31","Sidewalk Menu",2015,2001
"1149","ON W DRUMMOND PL FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5200 W) 0.00 ","1,430.00",NA,"31","Sidewalk Menu",2015,1430
"1150","ON W PARKER AVE FROM N KILDARE AVE (4300 W) TO N KOSTNER AVE (4400 W) 0.00 ","4,141.00",NA,"31","Sidewalk Menu",2015,4141
"1151","ON W WRIGHTWOOD AVE FROM N LAVERGNE AVE (5000 W) TO N LECLAIRE AVE 0.00 ","7,668.00",NA,"31","Sidewalk Menu",2015,7668
"1152","ON W WOLFRAM ST FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5200 W) 0.00 ","9,197.00",NA,"31","Sidewalk Menu",2015,9197
"1153","ON N LECLAIRE AVE FROM W MELROSE ST (3230 N) TO W SCHOOL ST (3300 N) 0.00 ","5,560.00",NA,"31","Sidewalk Menu",2015,5560
"1154","ON W BARRY AVE FROM N LAVERGNE AVE (5000 W) TO N LECLAIRE AVE (5100 W) 0.00 ","4,083.00",NA,"31","Sidewalk Menu",2015,4083
"1155","ON W WELLINGTON AVE FROM N PULASKI RD (4000 W) TO N KARLOV AVE (4100 W) 0.00 ","8,579.00",NA,"31","Sidewalk Menu",2015,8579
"1156","5355 W DRUMMOND PL 0.00 ","4,654.00",NA,"31","Sidewalk Menu",2015,4654
"1157","ON N LONG AVE FROM W BARRY AVE (3100 N) TO W BELMONT AVE (3200 N) 1.00 ","39,616.00",NA,"31","Street Resurfacing Menu",2015,39616
"1158","ON W MELROSE ST FROM N LARAMIE AVE (5200 W) TO N LOCKWOOD AVE (5300 W) 1.00 ","46,327.00",NA,"31","Street Resurfacing Menu",2015,46327
"1159","ON W SCHOOL ST FROM N CICERO AVE (4800 W) TO N LAMON AVE (4900 W) 1.00 ","44,155.00",NA,"31","Street Resurfacing Menu",2015,44155
"1160","ON N HARDING AVE FROM W WRIGHTWOOD AVE (2600 N) TO W DIVERSEY AVE (2800 2.00 ","109,668.00",NA,"31","Street Resurfacing Menu",2015,109668
"1161","ON N TRIPP AVE FROM W FULLERTON AVE (2400 N) TO W ALTGELD ST (2500 N) 2.00 ","74,586.00",NA,"31","Street Resurfacing Menu",2015,74586
"1162","ON W BARRY AVE FROM N LAVERGNE AVE (5000 W) TO N LARAMIE AVE (5200 W) 2.00 ","98,931.00",NA,"31","Street Resurfacing Menu (1-5)",2015,98931
"1163","ON N LOTUS AVE FROM W WELLINGTON AVE (3000 N) TO W BARRY AVE (3100 N) 1.00 ","50,615.00",NA,"31","Street Resurfacing Menu (1-5)",2015,50615
"1164","ON W DRUMMOND PL FROM N LAMON AVE (4900 W) TO N LAVERGNE AVE (5000 W) 1.00 ","50,547.00",NA,"31","Street Resurfacing Menu (1-5)",2015,50547
"1165","ON W SCHUBERT AVE FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5200 W) 1.00 ","48,628.00",NA,"31","Street Resurfacing Menu (1-5)",2015,48628
"1166","ON W FLETCHER ST FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5200 W) 1.00 ","51,003.00",NA,"31","Street Resurfacing Menu (1-5)",2015,51003
"1167","ON N KEATING AVE FROM W WELLINGTON AVE (3000 N) TO W BARRY AVE (3100 N) 1.00 ","1,850.00",NA,"31","Street Speed Hump Menu",2015,1850
"1168","ON W NEWPORT AVE FROM N LAVERGNE AVE (5000 W) TO N LARAMIE AVE (5200 W) 4.00 ","7,400.00",NA,"31","Street Speed Hump Menu",2015,7400
"1169","4632 W MONTANA ST Install Alley Light 1.00 ","400.00",NA,"31","Street Light Upgrade Menu",2015,400
"1170","Design ","156,000.00",NA,"31","Street Light Residential Staggered Piggy Back Menu",2015,156000
"1171","design ","156,000.00",NA,"31","Street Light Residential Staggered Piggy Back Menu",2015,156000
"1172","ON W NELSON ST FROM N LAVERGNE AVE (5000 W) TO N LARAMIE AVE (5200 W) . Current W.O # : 11553150 - 2.00 ","156,000.00",NA,"31","Street Light Residential Staggered Piggy Back Menu",2015,156000
"1173","W GEORGE ST & N GREENVIEW AVE&W WOLFRAM ST & N SOUTHPORT AVE 1.00 ","5,477.00",NA,"32","Alley Resurfacing Menu",2015,5477
