"","program","description","costA","ward","year","cost","costB"
"591","Street Resurfacing Menu ","ON S MCVICKER AVE FROM 5946 S TO W 59TH ST (5900 S)","$28,633.79","13",2022,28633.79,NA
"592","Street Resurfacing Menu ","ON S MCVICKER AVE FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S)","$55,587.21","13",2022,55587.21,NA
"593","Street Resurfacing Menu ","ON S MCVICKER AVE FROM W 58TH ST (5800 S) TO W 59TH ST (5900 S)","$52,355.53","13",2022,52355.53,NA
"594","Street Resurfacing Menu ","ON S MEADE AVE FROM W 58TH ST (5800 S) TO W 60TH ST (5999 S)","$78,491.99","13",2022,78491.99,NA
"595","Street Resurfacing Menu ","ON S MOODY AVE FROM W 59TH ST (5900 S) TO W 60TH ST (6000 S)","$26,762.34","13",2022,26762.34,NA
"596","Street Resurfacing Menu ","ON S SPRINGFIELD AVE FROM W 70TH PL (7030 S) TO W 71ST ST (7100 S)","$39,050.38","13",2022,39050.38,NA
"597","Street Resurfacing Menu ","ON W 60TH ST FROM S MOODY AVE (6130 W) TO S MEADE AVE (6100 W)","$36,238.92","13",2022,36238.92,NA
"598","Street Resurfacing Menu ","ON W 63RD PL FROM S MEADE AVE (6100 W) TO S MELVINA AVE (6200 W)","$55,947.56","13",2022,55947.56,NA
"599","Street Resurfacing Menu ","ON W 64TH PL FROM 4554 W TO S KILBOURN AVE (4500 W)","$49,009.90","13",2022,49009.9,NA
"600","Wentworth Park Dog Park Improvements","5625 S MOBILE AVE","$75,000.00","13",2022,75000,NA
"601","Westlawn Park Dog Park Improvements","4233 W 65TH ST","$200,000.00","13",2022,200000,NA
"602","ADA - Street Resurfacing Menu ","ON W 52ND ST FROM S NARRAGANSETT AVE (6400 W) TO S NATCHEZ AVE (6500 W)","$28,980.00","14",2022,28980,NA
"603","Alley Resurfacing Menu ","S FAIRFIELD AVE & W 51ST ST&W 52ND ST & S CALIFORNIA AVE","$35,541.04","14",2022,35541.04,NA
"604","Alley Resurfacing Menu ","S HOMAN AVE & W 51ST ST&W 52ND ST & S CHRISTIANA AVE","$53,480.79","14",2022,53480.79,NA
"605","Alley Resurfacing Menu ","S ROCKWELL ST & W 51ST ST&W 52ND ST & S MAPLEWOOD AVE","$46,312.96","14",2022,46312.96,NA
"606","Alley Resurfacing Menu ","S TROY ST & W 58TH ST&W 59TH ST & S ALBANY AVE","$38,606.72","14",2022,38606.72,NA
"607","Alley Speed Hump Menu ","4310 S SPAULDING AVE; W 43RD ST & S CHRISTIANA AVE&S SPAULDING AVE & W 44TH ST","$2,100.00","14",2022,2100,NA
"608","Curb & Gutter Menu ","5241-5249 S CHRISTIANA AVE","$13,331.11","14",2022,13331.11,NA
"609","Sidewalk Menu ","2507 W 50TH ST; 2503 W 50TH ST","$4,135.90","14",2022,4135.9,NA
"610","Sidewalk Menu ","2836 W 55TH ST","$15,907.23","14",2022,15907.23,NA
"611","Sidewalk Menu ","2858 W 55TH ST","$27,641.55","14",2022,27641.55,NA
"612","Sidewalk Menu ","3040 W 54TH PL","$4,699.23","14",2022,4699.23,NA
"613","Sidewalk Menu ","3421-3423 W 54TH PL","$9,300.52","14",2022,9300.52,NA
"614","Sidewalk Menu ","3859 W 47TH ST","$13,136.35","14",2022,13136.35,NA
"615","Sidewalk Menu ","4151-4153 W 47TH ST","$12,713.08","14",2022,12713.08,NA
"616","Sidewalk Menu ","4313-4325 S KEELER AVE","$9,299.58","14",2022,9299.58,NA
"617","Sidewalk Menu ","4731 S KEELER AVE","$1,726.34","14",2022,1726.34,NA
"618","Sidewalk Menu ","4752-4754 S KEELER AVE","$4,820.18","14",2022,4820.18,NA
"619","Sidewalk Menu ","4759 S KOLIN AVE; 4747 S KOLIN AVE; 4743 S KOLIN AVE","$13,850.60","14",2022,13850.6,NA
"620","Sidewalk Menu ","4828-4842 S KOLIN AVE","$16,840.96","14",2022,16840.96,NA
"621","Sidewalk Menu ","4900 S TRIPP AVE","$13,027.20","14",2022,13027.2,NA
"622","Sidewalk Menu ","4928 S KILPATRICK AVE","$3,547.08","14",2022,3547.08,NA
"623","Sidewalk Menu ","4947-4955 S KARLOV AVE","$8,963.28","14",2022,8963.28,NA
"624","Sidewalk Menu ","5101 S LARAMIE AVE","$15,321.12","14",2022,15321.12,NA
"625","Sidewalk Menu ","5114-5122 S CHRISTIANA AVE","$8,209.32","14",2022,8209.32,NA
"626","Sidewalk Menu ","5138-5158 S NASHVILLE AVE","$8,251.74","14",2022,8251.74,NA
"627","Sidewalk Menu ","5151-5159 S LOREL AVE","$21,256.40","14",2022,21256.4,NA
"628","Sidewalk Menu ","5153-5157 S LATROBE AVE","$21,975.85","14",2022,21975.85,NA
"629","Sidewalk Menu ","5158 S SPAULDING AVE","$7,432.82","14",2022,7432.82,NA
"630","Sidewalk Menu ","5200 S LUNA AVE","$8,786.87","14",2022,8786.87,NA
"631","Sidewalk Menu ","5201 S MULLIGAN AVE","$3,737.06","14",2022,3737.06,NA
"632","Sidewalk Menu ","5204-5208 S NATOMA AVE; 5220 S NATOMA AVE; 5244-5248 S NATOMA AVE","$29,881.26","14",2022,29881.26,NA
"633","Sidewalk Menu ","5204-5220 S MASON AVE","$12,824.71","14",2022,12824.71,NA
"634","Sidewalk Menu ","5226 S TRUMBULL AVE","$2,971.24","14",2022,2971.24,NA
"635","Sidewalk Menu ","5228-5234 S MERRIMAC AVE","$4,747.14","14",2022,4747.14,NA
"636","Sidewalk Menu ","5232-5250 S MULLIGAN AVE; 5258 S MULLIGAN AVE","$26,630.24","14",2022,26630.24,NA
"637","Sidewalk Menu ","5233-5241 S MERRIMAC AVE","$5,533.02","14",2022,5533.02,NA
"638","Sidewalk Menu ","5243 S MCVICKER AVE","$16,116.68","14",2022,16116.68,NA
"639","Sidewalk Menu ","5254 S KNOX AVE","$1,367.62","14",2022,1367.62,NA
"640","Sidewalk Menu ","5300 S FRANCISCO AVE","$11,512.02","14",2022,11512.02,NA
"641","Sidewalk Menu ","5308 S WASHTENAW AVE","$5,839.82","14",2022,5839.82,NA
"642","Sidewalk Menu ","5401 S MOZART ST","$15,009.84","14",2022,15009.84,NA
"643","Sidewalk Menu ","ON S CHRISTIANA AVE FROM W 53RD ST (5300 S) TO W 54TH ST (5400 S)","$24,936.00","14",2022,24936,NA
"644","Sidewalk Menu ","W 50TH ST & S TRIPP AVE","$4,948.92","14",2022,4948.92,NA
"645","Street Light Upgrade Menu ","3032 W 55TH ST","$500.00","14",2022,500,NA
"646","Street Light Upgrade Menu ","3910-3914 W 47TH ST","$194.30","14",2022,194.3,NA
"647","Street Light Upgrade Menu ","5214 S MERRIMAC AVE","$500.00","14",2022,500,NA
"648","Street Light Upgrade Menu ","5225 S LOTUS AVE","$500.00","14",2022,500,NA
"649","Street Resurfacing Menu ","ON S FRANCISCO AVE FROM W 53RD ST (5300 S) TO W 55TH ST (5500 S)","$104,895.59","14",2022,104895.59,NA
"650","Street Resurfacing Menu ","ON S KENNETH AVE FROM W 50TH ST (5000 S) TO S ARCHER AVE (5200 S)","$42,346.51","14",2022,42346.51,NA
"651","Street Resurfacing Menu ","ON S KILDARE AVE FROM W 47TH ST (4700 S) TO S ARCHER AVE (5130 S)","$185,133.44","14",2022,185133.44,NA
"652","Street Resurfacing Menu ","ON S KOSTNER AVE FROM W 49TH ST (4900 S) TO W 50TH ST (5000 S)","$59,614.22","14",2022,59614.22,NA
"653","Street Resurfacing Menu ","ON S LA CROSSE AVE FROM W 51ST ST (5100 S) TO S ARCHER AVE (5430 S)","$55,781.16","14",2022,55781.16,NA
"654","Street Resurfacing Menu ","ON S NASHVILLE AVE FROM W 51ST ST (5100 S) TO W 53RD ST (5300 S)","$109,156.45","14",2022,109156.45,NA
"655","Street Resurfacing Menu ","ON S SAWYER AVE FROM W 55TH ST (5500 S) TO W 57TH ST (5700 S)","$118,445.01","14",2022,118445.01,NA
"656","Street Resurfacing Menu ","ON W 49TH ST FROM 4413 W TO S KOSTNER AVE (4400 W)","$11,341.36","14",2022,11341.36,NA
"657","Street Resurfacing Menu ","ON W 52ND ST FROM S LOCKWOOD AVE (5300 W) TO S LOTUS AVE (5430 W)","$101,936.23","14",2022,101936.23,NA
"658","Street Resurfacing Menu ","ON W 52ND ST FROM S NARRAGANSETT AVE (6400 W) TO S NATCHEZ AVE (6500 W)","$48,685.94","14",2022,48685.94,NA
"659","Street Speed Hump Menu ","ON S CAMPBELL AVE FROM W 51ST ST (5100 S) TO W 52ND ST (5200 S)","$2,218.39","14",2022,2218.39,NA
"660","Street Speed Hump Menu ","ON S KILBOURN AVE FROM W 47TH ST (4700 S) TO W 48TH ST (4800 S)","$4,700.00","14",2022,4700,NA
"661","Street Speed Hump Menu ","ON S RICHMOND ST FROM W 47TH ST (4700 S) TO W 48TH PL (4830 S)","$2,350.00","14",2022,2350,NA
"662","Street Speed Hump Menu ","ON W 53RD ST FROM S KNOX AVE (4630 W) TO S CICERO AVE (4800 W)","$7,050.00","14",2022,7050,NA
"663","Street Speed Hump Menu ","ON W ANN LURIE PL FROM S PULASKI RD (4000 W) TO S KILDARE BLVD (4300 W)","$9,400.00","14",2022,9400,NA
"664","ADA - Alley Resurfacing Menu ","S HONORE ST & W 59TH ST&W 60TH ST & S WOOD ST","$7,245.00","15",2022,7245,NA
"665","Alley Apron Menu ","1816 W 49TH ST","$17,447.81","15",2022,17447.81,NA
"666","Alley Apron Menu ","1845 W 48TH ST","$14,837.08","15",2022,14837.08,NA
"667","Alley Apron Menu ","1846 W 49TH ST","$29,448.20","15",2022,29448.2,NA
"668","Alley Apron Menu ","1946 W 49TH ST","$15,723.74","15",2022,15723.74,NA
"669","Alley Apron Menu ","4307 S ARTESIAN AVE; 4312 S ARTESIAN AVE","$22,796.09","15",2022,22796.09,NA
"670","Alley Apron Menu ","5013 S HOYNE AVE","$10,530.10","15",2022,10530.1,NA
"671","Alley Apron Menu ","5044 S SEELEY AVE","$14,313.57","15",2022,14313.57,NA
"672","Alley Apron Menu ","5514 S TALMAN AVE","$14,137.76","15",2022,14137.76,NA
"673","Alley Apron Menu ","ON W 50TH ST FROM S WOOD ST (1800 W) TO S HONORE ST (1830 W)","$11,528.48","15",2022,11528.48,NA
"674","Alley Resurfacing Menu ","1644 W 47TH ST; W 46TH ST & S PAULINA ST&S MARSHFIELD AVE & W 47TH ST","$52,603.53","15",2022,52603.53,NA
"675","Alley Resurfacing Menu ","$53,737.64","$53,737.64","15",2022,53737.64,NA
"676","Alley Resurfacing Menu ","$56,742.03","$56,742.03","15",2022,56742.03,NA
"677","Alley Resurfacing Menu ","S HONORE ST & W 59TH ST&W 60TH ST & S WOOD ST","$52,254.03","15",2022,52254.03,NA
"678","Alley Resurfacing Menu ","W 43RD ST & S HERMITAGE AVE&S PAULINA ST & W 44TH ST","$37,240.57","15",2022,37240.57,NA
"679","Alley Resurfacing Menu ","W 46TH ST & S PAULINA ST&S HERMITAGE AVE & W 47TH ST; 1714 W 47TH ST","$51,826.35","15",2022,51826.35,NA
"680","Alley Resurfacing Menu ","W 55TH ST & S FAIRFIELD AVE&S WASHTENAW AVE & W 56TH ST","$21,016.98","15",2022,21016.98,NA
"681","Alley Resurfacing Menu ","W 55TH ST & S TALMAN AVE&S WASHTENAW AVE & W 56TH ST","$52,278.55","15",2022,52278.55,NA
"682","Alley Resurfacing Menu ","W 56TH ST & S WASHTENAW AVE&S FAIRFIELD AVE & W 57TH ST","$47,412.91","15",2022,47412.91,NA
"683","Alley Speed Hump Menu ","4522 S SACRAMENTO AVE; S SACRAMENTO AVE & W 45TH ST&W 46TH ST & S WHIPPLE ST","$2,100.00","15",2022,2100,NA
"684","Alley Speed Hump Menu ","W 56TH ST & S WASHTENAW AVE&S FAIRFIELD AVE & W 57TH ST","$1,400.00","15",2022,1400,NA
"685","Curb & Gutter Menu ","$10,872.11","$10,872.11","15",2022,10872.11,NA
"686","In-Road State Law Stop For Pedestrians Signs","$298,000.00","$298,000.00","15",2022,298000,NA
"687","Sidewalk Menu ","4301 S ARCHER AVE","$19,047.56","15",2022,19047.56,NA
"688","Sidewalk Menu ","6515 S WOLCOTT AVE","$3,509.97","15",2022,3509.97,NA
"689","Street Resurfacing Menu ","ON E 47TH PL FROM S WESTERN AVE (2400 W) TO S CAMPBELL AVE (2500 W)","$59,915.38","15",2022,59915.38,NA
"690","Street Resurfacing Menu ","ON S MARSHFIELD AVE FROM W 59TH ST (5900 S) TO W 60TH ST (6000 S)","$52,513.21","15",2022,52513.21,NA
"691","Street Resurfacing Menu ","ON W 44TH ST FROM S FAIRFIELD AVE (2730 W) TO S CALIFORNIA AVE (2800 W)","$20,996.47","15",2022,20996.47,NA
"692","Street Resurfacing Menu ","ON W 44TH ST FROM S WESTERN AVE (2400 W) TO S ARTESIAN AVE (2430 W)","$23,339.55","15",2022,23339.55,NA
"693","Street Resurfacing Menu ","ON W 45TH ST FROM S ARTESIAN AVE (2430 W) TO S CAMPBELL AVE (2500 W)","$21,979.84","15",2022,21979.84,NA
"694","Street Resurfacing Menu ","ON W 46TH PL FROM S WESTERN AVE (2400 W) TO S ROCKWELL ST (2600 W)","$123,295.11","15",2022,123295.11,NA
"695","Street Resurfacing Menu ","ON W 47TH ST FROM S WESTERN AVE (2400 W) TO S ROCKWELL ST (2600 W)","$171,196.46","15",2022,171196.46,NA
"696","Street Resurfacing Menu ","ON W 48TH ST FROM S ROCKWELL ST (2600 W) TO S WASHTENAW AVE (2700 W)","$61,160.97","15",2022,61160.97,NA
"697","Street Resurfacing Menu ","ON W 49TH PL FROM 2155 W TO S HOYNE AVE (2100 W)","$45,202.94","15",2022,45202.94,NA
"698","Street Speed Hump Menu ","ON S HAMILTON AVE FROM W GARFIELD BLVD (5500 S) TO W 56TH ST (5600 S)","$2,350.00","15",2022,2350,NA
"699","Alley Apron Menu ","6144 S JUSTINE ST","$14,753.78","16",2022,14753.78,NA
"700","Alley Resurfacing Menu ","S JUSTINE ST & W 61ST ST&W 62ND ST & S LAFLIN ST","$69,897.75","16",2022,69897.75,NA
"701","Alley Resurfacing Menu ","S LAFLIN ST & W 54TH ST&W GARFIELD BLVD & S JUSTINE ST","$56,950.85","16",2022,56950.85,NA
"702","Alley Resurfacing Menu ","S MARSHFIELD AVE & W 56TH ST&W 57TH ST & S PAULINA ST","$45,838.07","16",2022,45838.07,NA
"703","Alley Resurfacing Menu ","S WESTERN AVE & W 62ND ST&W 63RD ST & S CLAREMONT AVE","$40,363.26","16",2022,40363.26,NA
"704","Alley Resurfacing Menu ","W 56TH ST & S JUSTINE ST&S ASHLAND AVE & W 57TH ST","$37,054.39","16",2022,37054.39,NA
"705","Alley Resurfacing Menu ","W 58TH ST & S CARPENTER ST&S ABERDEEN ST & W 59TH ST","$42,579.03","16",2022,42579.03,NA
"706","Bollard Menu ","W 53RD ST & S DAMEN AVE; 5300 S DAMEN AVE","$3,337.87","16",2022,3337.87,NA
"707","Curb & Gutter Menu ","1109 W GARFIELD BLVD","$32,341.79","16",2022,32341.79,NA
"708","Curb & Gutter Menu ","ON S JUSTINE ST FROM W 59TH ST (5900 S) TO W 60TH ST (6000 S)","$235,000.00","16",2022,235000,NA
"709","Miscellaneous CDOT Projects ","1137 W 63RD ST","$101.00","16",2022,101,NA
"710","Sidewalk Menu ","6758 S CARPENTER ST","$15,976.49","16",2022,15976.49,NA
"711","Sidewalk Menu ","ON S MARSHFIELD AVE FROM W MARQUETTE RD (6700 S) TO W 68TH ST (6800 S)","$84,015.12","16",2022,84015.12,NA
"712","Sidewalk Menu ","ON S THROOP ST FROM W 61ST ST (6100 S) TO W 62ND ST (6200 S)","$50,829.44","16",2022,50829.44,NA
"713","Sidewalk Menu ","ON W 68TH ST FROM S CARPENTER ST (1030 W) TO S ABERDEEN ST (1100 W)","$175,000.00","16",2022,175000,NA
"714","Street Resurfacing Menu ","ON S ELIZABETH ST FROM W GARFIELD BLVD (5500 S) TO W 58TH ST (5800 S)","$20,325.52","16",2022,20325.52,NA
"715","Street Resurfacing Menu ","ON S EMERALD AVE FROM 5948 S TO W 59TH ST (5900 S)","$17,694.69","16",2022,17694.69,NA
"716","Street Resurfacing Menu ","ON S LAFLIN ST FROM W 62ND ST (6200 S) TO W 63RD ST (6300 S)","$56,001.04","16",2022,56001.04,NA
"717","Street Resurfacing Menu ","ON S PEORIA ST FROM 6128 S TO W 61ST ST (6100 S); 6100 S PEORIA ST","$33,289.74","16",2022,33289.74,NA
"718","Street Resurfacing Menu ","ON S PEORIA ST FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S)","$65,490.84","16",2022,65490.84,NA
"719","Street Resurfacing Menu ","ON S SANGAMON ST FROM W 60TH ST (6000 S) TO W 61ST ST (6100 S)","$57,003.86","16",2022,57003.86,NA
"720","Street Resurfacing Menu ","ON S SANGAMON ST FROM W 64TH ST (6400 S) TO W 66TH ST (6600 S)","$112,594.90","16",2022,112594.9,NA
"721","Street Resurfacing Menu ","ON S SEELEY AVE FROM W 62ND ST (6200 S) TO W 63RD ST (6300 S)","$60,100.67","16",2022,60100.67,NA
"722","Street Resurfacing Menu ","ON S THROOP ST FROM W GARFIELD BLVD (5500 S) TO W 56TH ST (5600 S)","$48,259.01","16",2022,48259.01,NA
"723","Street Resurfacing Menu ","ON W 52ND ST FROM 2100 W TO S DAMEN AVE (2000 W)","$115,800.88","16",2022,115800.88,NA
"724","Street Speed Hump Menu ","ON S CAMPBELL AVE FROM W 61ST ST (6100 S) TO W 62ND ST (6200 S)","$4,700.00","16",2022,4700,NA
"725","Street Speed Hump Menu ","ON S HOYNE AVE FROM W 63RD ST (6300 S) TO W 64TH ST (6400 S)","$4,700.00","16",2022,4700,NA
"726","In-Road State Law Stop For Pedestrians Signs","7051 S WESTERN AVE","$5,485.49","17",2022,5485.49,NA
"727","Alley Apron Menu ","$25,853.33","$25,853.33","17",2022,25853.33,NA
"728","Alley Resurfacing Menu ","S GREEN ST & W 76TH ST&W 77TH ST & S PEORIA ST","$33,038.89","17",2022,33038.89,NA
"729","Bollard Menu ","7114 S KEDZIE AVE","$1,333.40","17",2022,1333.4,NA
"730","Curb & Gutter Menu ","6925 S ARTESIAN AVE","$5,804.05","17",2022,5804.05,NA
"731","Curb & Gutter Menu ","8058 S WOLCOTT AVE","$13,043.37","17",2022,13043.37,NA
"732","Miscellaneous CDOT Projects ","1057 W 79TH ST","$150.00","17",2022,150,NA
"733","Miscellaneous CDOT Projects ","7752 S GREEN ST","$150.00","17",2022,150,NA
"734","Sidewalk Menu ","1401 W 71ST PL","$10,447.01","17",2022,10447.01,NA
"735","Sidewalk Menu ","6553 S RICHMOND ST","$4,832.04","17",2022,4832.04,NA
"736","Sidewalk Menu ","8217-8219 S WOLCOTT AVE","$9,782.08","17",2022,9782.08,NA
"737","Sidewalk Menu ","ON S PAULINA ST FROM W 78TH ST (7800 S) TO W 79TH ST (7900 S)","$14,755.39","17",2022,14755.39,NA
"738","Sidewalk Menu ","ON W 73RD PL FROM S ST LOUIS AVE (3500 W) TO S CENTRAL PARK AVE (3600 W)","$145,250.51","17",2022,145250.51,NA
"739","Sidewalk Menu ","ON W 73RD ST FROM S ST LOUIS AVE (3500 W) TO S CENTRAL PARK AVE (3600 W)","$79,803.34","17",2022,79803.34,NA
"740","Sidewalk Menu ","ON W 74TH ST FROM S ST LOUIS AVE (3500 W) TO S CENTRAL PARK AVE (3600 W)","$144,598.26","17",2022,144598.26,NA
"741","Street Light Upgrade Menu ","ON W 75TH ST FROM S OAKLEY AVE (2300 W) TO S WESTERN AVE (2400 W)","$1,500.00","17",2022,1500,NA
"742","Street Resurfacing Menu ","ON S BISHOP ST FROM W 76TH ST (7600 S) TO W 79TH ST (7900 S)","$105,900.25","17",2022,105900.25,NA
"743","Street Resurfacing Menu ","ON S HERMITAGE AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S)","$49,608.24","17",2022,49608.24,NA
"744","Street Resurfacing Menu ","ON S HERMITAGE AVE FROM W 81ST ST (8100 S) TO W 83RD ST (8300 S)","$97,503.04","17",2022,97503.04,NA
"745","Street Resurfacing Menu ","ON S PAULINA ST FROM W 68TH ST (6800 S) TO W 69TH ST (6900 S)","$58,258.78","17",2022,58258.78,NA
"746","Street Resurfacing Menu ","ON S PAULINA ST FROM W 76TH ST (7600 S) TO W 77TH ST (7700 S)","$51,173.40","17",2022,51173.4,NA
"747","Street Resurfacing Menu ","ON S PAULINA ST FROM W 78TH ST (7800 S) TO W 79TH ST (7900 S)","$50,364.60","17",2022,50364.6,NA
"748","Street Resurfacing Menu ","ON S TALMAN AVE FROM W 68TH ST (6800 S) TO W LITHUANIAN PLAZA CT (6900 S)","$52,763.15","17",2022,52763.15,NA
"749","Street Resurfacing Menu ","ON S WINCHESTER AVE FROM W 80TH ST (8000 S) TO W 83RD ST (8300 S)","$160,432.13","17",2022,160432.13,NA
"750","Street Resurfacing Menu ","ON S WOLCOTT AVE FROM W 81ST ST (8100 S) TO W 83RD ST (8300 S)","$112,641.87","17",2022,112641.87,NA
"751","Street Resurfacing Menu ","ON S WOOD ST FROM W 80TH ST (8000 S) TO W 81ST ST (8100 S)","$52,871.94","17",2022,52871.94,NA
"752","Street Resurfacing Menu ","ON W 71ST PL FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500 W)","$54,018.49","17",2022,54018.49,NA
"753","Street Resurfacing Menu ","ON W 73RD PL FROM S ST LOUIS AVE (3500 W) TO S CENTRAL PARK AVE (3600 W)","$45,256.64","17",2022,45256.64,NA
"754","Street Resurfacing Menu ","ON W 73RD ST FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500 W)","$53,202.57","17",2022,53202.57,NA
"755","Street Resurfacing Menu ","ON W 74TH ST FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500 W)","$50,777.73","17",2022,50777.73,NA
"756","Street Speed Hump Menu ","ON S BISHOP ST FROM W 76TH ST (7600 S) TO W 77TH ST (7700 S)","$4,700.00","17",2022,4700,NA
"757","Street Speed Hump Menu ","ON W 75TH PL FROM S ASHLAND AVE (1600 W) TO S PAULINA ST (1700 W)","$4,700.00","17",2022,4700,NA
"758","Curb & Gutter Menu ","7959 S KEDVALE AVE","$1,731.52","18",2022,1731.52,NA
"759","Floodlight Menu ","2354 W 74TH ST","$950.00","18",2022,950,NA
"760","Floodlight Menu ","W 86TH ST & W COLUMBUS AVE","$950.00","18",2022,950,NA
"761","In-Road State Law Stop For Pedestrians Signs","7051 S WESTERN AVE","$5,485.51","18",2022,5485.51,NA
"762","Pavement Markings Menu ","ON W 77TH ST FROM S SPAULDING AVE (3300 W) TO S CHRISTIANA AVE (3330 W)","$3,100.00","18",2022,3100,NA
"763","Sidewalk Menu ","2048 W 83RD ST","$6,904.36","18",2022,6904.36,NA
"764","Sidewalk Menu ","2651 W 84TH ST","$8,669.64","18",2022,8669.64,NA
"765","Sidewalk Menu ","3500 W 78TH PL","$23,079.74","18",2022,23079.74,NA
"766","Sidewalk Menu ","3631 W 82ND ST","$6,876.10","18",2022,6876.1,NA
"767","Sidewalk Menu ","3643 W 86TH PL","$2,861.26","18",2022,2861.26,NA
"768","Sidewalk Menu ","3701 W 79TH PL","$15,064.12","18",2022,15064.12,NA
"769","Sidewalk Menu ","8019 S KEELER AVE","$5,569.25","18",2022,5569.25,NA
"770","Sidewalk Menu ","8140 S CLAREMONT AVE","$14,021.43","18",2022,14021.43,NA
"771","Sidewalk Menu ","8153 S FAIRFIELD AVE; 8155 S FAIRFIELD AVE","$3,463.30","18",2022,3463.3,NA
"772","Sidewalk Menu ","8238 S LAWNDALE AVE","$19,740.10","18",2022,19740.1,NA
"773","Sidewalk Menu ","8610 S KNOX AVE","$7,293.52","18",2022,7293.52,NA
"774","Sidewalk Menu ","8618 S KNOX AVE","$6,286.69","18",2022,6286.69,NA
"775","Street Light Upgrade Menu ","3521 W 82ND PL","$500.00","18",2022,500,NA
"776","Street Light Upgrade Menu ","3934 W 86TH ST","$7,000.00","18",2022,7000,NA
"777","Street Light Upgrade Menu ","8600 S DAMEN AVE","$17,490.00","18",2022,17490,NA
"778","Street Resurfacing Menu ","ON S FAIRFIELD AVE FROM W 82ND ST (8200 S) TO W 83RD ST (8300 S)","$56,660.90","18",2022,56660.9,NA
"779","Street Resurfacing Menu ","ON S FRANCISCO AVE FROM W 73RD ST (7300 S) TO W 74TH ST (7400 S)","$43,178.94","18",2022,43178.94,NA
"780","Street Resurfacing Menu ","ON S HOMAN AVE FROM W 78TH ST (7800 S) TO W 79TH ST (7860 S)","$56,116.65","18",2022,56116.65,NA
"781","Street Resurfacing Menu ","ON S KEELER AVE FROM W 86TH ST (8600 S) TO W 87TH ST (8700 S)","$52,448.61","18",2022,52448.61,NA
"782","Street Resurfacing Menu ","ON S KILBOURN AVE FROM W 79TH PL (7910 S) TO W 81ST ST (8100 S)","$119,304.89","18",2022,119304.89,NA
"783","Street Resurfacing Menu ","ON S KILBOURN AVE FROM W 83RD PL (8330 S) TO W 84TH PL (8450 S)","$57,735.13","18",2022,57735.13,NA
"784","Street Resurfacing Menu ","ON S KILPATRICK AVE FROM W 81ST ST (8100 S) TO W 82ND ST (8200 S)","$73,551.93","18",2022,73551.93,NA
"785","Street Resurfacing Menu ","ON S KNOX AVE FROM W 86TH ST (8600 S) TO W 87TH ST (8700 S)","$48,737.92","18",2022,48737.92,NA
"786","Street Resurfacing Menu ","ON S KOLIN AVE FROM W 85TH ST (8500 S) TO W 86TH ST (8600 S)","$56,365.99","18",2022,56365.99,NA
"787","Street Resurfacing Menu ","ON S KOLMAR AVE FROM W 86TH ST (8600 S) TO W 87TH ST (8700 S)","$52,969.58","18",2022,52969.58,NA
"788","Street Resurfacing Menu ","ON S RICHMOND ST FROM W 71ST ST (7100 S) TO W 72ND ST (7200 S)","$56,044.88","18",2022,56044.88,NA
"789","Street Resurfacing Menu ","ON S TROY ST FROM W 80TH ST (8000 S) TO W 81ST ST (8100 S)","$53,284.16","18",2022,53284.16,NA
"790","Street Resurfacing Menu ","ON S WASHTENAW AVE FROM W 79TH ST (7900 S) TO W 80TH ST (8000 S)","$51,298.74","18",2022,51298.74,NA
"791","Street Resurfacing Menu ","ON S WHIPPLE ST FROM W 71ST ST (7100 S) TO W 72ND ST (7200 S)","$48,248.37","18",2022,48248.37,NA
"792","Street Resurfacing Menu ","ON S WHIPPLE ST FROM W 82ND ST (8200 S) TO W 83RD ST (8300 S)","$53,152.43","18",2022,53152.43,NA
"793","Street Resurfacing Menu ","ON W 80TH PL FROM S ST LOUIS AVE (3500 W) TO S CENTRAL PARK AVE (3600 W)","$52,044.09","18",2022,52044.09,NA
"794","Street Resurfacing Menu ","ON W 81ST PL FROM S CENTRAL PARK AVE (3600 W) TO S LAWNDALE AVE (3700 W)","$51,539.26","18",2022,51539.26,NA
"795","Street Resurfacing Menu ","ON W 81ST PL FROM S ST LOUIS AVE (3500 W) TO S CENTRAL PARK AVE (3600 W)","$48,612.74","18",2022,48612.74,NA
"796","Street Resurfacing Menu ","ON W 83RD PL FROM S ALBANY AVE (3100 W) TO S KEDZIE AVE (3200 W)","$68,977.75","18",2022,68977.75,NA
"797","Street Resurfacing Menu ","ON W 84TH PL FROM S HAMLIN AVE (3800 W) TO S SPRINGFIELD AVE (3900 W)","$56,175.60","18",2022,56175.6,NA
"798","Street Resurfacing Menu ","ON W 84TH ST FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500 W)","$51,679.51","18",2022,51679.51,NA
"799","Street Resurfacing Menu ","ON W 84TH ST FROM S KEDZIE AVE (3200 W) TO S SPAULDING AVE (3300 W)","$51,457.67","18",2022,51457.67,NA
