"","year","ward","cost","category","program","description"
"7397",2015,26,50630,"Streets & Transportation","Street Resurfacing Menu","ON W DICKENS AVE FROM N SAWYER AVE (3250 W) TO N SPAULDING AVE (3300 W) 1.00 "
"7398",2015,26,75863,"Streets & Transportation","Street Resurfacing Menu","ON N LAWNDALE AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N) 2.00 "
"7399",2015,26,66849,"Streets & Transportation","Street Resurfacing Menu","ON W ERIE ST FROM N OAKLEY BLVD (2300 W) TO N WESTERN AVE (2400 W) 1.00 "
"7400",2015,26,57538,"Streets & Transportation","Street Resurfacing Menu","ON N HARDING AVE FROM W WABANSIA AVE (1700 N) TO W CORTLAND ST (1900 N) 1.00 "
"7401",2015,26,189938,"Streets & Transportation","Street Resurfacing Menu","ON W ERIE ST FROM N HOYNE AVE (2100 W) TO N OAKLEY BLVD (2300 W) 2.00 "
"7402",2015,26,1850,"Streets & Transportation","Street Speed Hump Menu","ON N HAMLIN AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N) 1.00 "
"7403",2015,26,3700,"Streets & Transportation","Street Speed Hump Menu","ON N HARDING AVE FROM W CORTLAND ST (1900 N) TO W ARMITAGE AVE (2000 N) 2.00 "
"7404",2015,26,3700,"Streets & Transportation","Street Speed Hump Menu","ON N KEDVALE AVE FROM W WABANSIA AVE (1700 N) TO W CORTLAND ST (1900 N) 2.00 "
"7405",2015,26,1850,"Streets & Transportation","Street Speed Hump Menu","ON W WABANSIA AVE FROM N SPRINGFIELD AVE (3900 W) TO N HAMLIN AVE (3800 1.00 "
"7406",2015,26,3700,"Streets & Transportation","Street Speed Hump Menu","ON N SPRINGFIELD AVE FROM W HIRSCH ST (1400 N) TO W LE MOYNE ST (1500 N) 2.00 "
"7407",2015,26,7400,"Streets & Transportation","Street Speed Hump Menu","ON N MOZART ST FROM W CHICAGO AVE (800 N) TO W AUGUSTA BLVD (1000 N) 4.00 "
"7408",2015,26,400,"Lighting","Street Light Upgrade Menu","1430 N RIDGEWAY AVE . Current W.O # : 11532601 - 1.00 "
"7409",2015,26,168000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON N RIDGEWAY AVE FROM W POTOMAC AVE (1300 N) TO W LE MOYNE ST (1500 N) Res LED LTG w/PiggyBacks 2.00 "
"7410",2015,27,50519,"Streets & Transportation","Alley Resurfacing Menu","N CHRISTIANA AVE & W CHICAGO AVE&N HOMAN AVE & W HURON ST 1.00 "
"7411",2015,27,9909,"Streets & Transportation","Alley Resurfacing Menu","W MAYPOLE AVE & N CALIFORNIA AVE&W WASHINGTON BLVD & N TALMAN AVE 1.00 "
"7412",2015,27,43426,"Streets & Transportation","Alley Resurfacing Menu","W JACKSON BLVD & S WESTERN AVE&W ADAMS ST & S OAKLEY BLVD 1.00 "
"7413",2015,27,26772,"Streets & Transportation","Alley Resurfacing Menu","600 N CENTRAL PARK AVE 1.00 "
"7414",2015,27,1987,"Streets & Transportation","Alley Resurfacing Menu","N ABERDEEN ST & W KINZIE ST&N CARPENTER ST & W HUBBARD ST 1.00 "
"7415",2015,27,36304,"Streets & Transportation","Alley Resurfacing Menu","N HOMAN AVE & W CHICAGO AVE&N TRUMBULL AVE & W HURON ST 1.00 "
"7416",2015,27,28438,"Streets & Transportation","Alley Resurfacing Menu","S ROCKWELL ST & W MONROE ST&S CAMPBELL AVE & W MADISON ST 1.00 "
"7417",2015,27,36167,"Streets & Transportation","Alley Resurfacing Menu","W FULTON BLVD & N KEDZIE AVE&W WALNUT ST & N ALBANY AVE 1.00 "
"7418",2015,27,36763,"Streets & Transportation","Alley Resurfacing Menu","N ST LOUIS AVE & W THOMAS ST&N DRAKE AVE & W AUGUSTA BLVD 1.00 "
"7419",2015,27,32641,"Streets & Transportation","Alley Resurfacing Menu","N DRAKE AVE & W IOWA ST&N CENTRAL PARK AVE & W AUGUSTA BLVD 1.00 "
"7420",2015,27,44161,"Streets & Transportation","Alley Resurfacing Menu","1057 N RIDGEWAY AVE 1.00 "
"7421",2015,27,9624,"Streets & Transportation","Sidewalk Menu","ON W IOWA ST FROM N DRAKE AVE (3540 W) TO N CENTRAL PARK AVE (3600 W) 0.00 "
"7422",2015,27,8248,"Streets & Transportation","Sidewalk Menu","159 W BURTON PL 0.00 "
"7423",2015,27,30525,"Streets & Transportation","Sidewalk Menu","ON W FRANKLIN BLVD FROM N KEDZIE AVE (3199 W) TO N ALBANY AVE (3099 W) 0.00 "
"7424",2015,27,9898,"Streets & Transportation","Sidewalk Menu","ON W JACKSON BLVD FROM S PAULINA ST (1700 W) TO S ASHLAND AVE (1600 W) 0.00 "
"7425",2015,27,7962,"Streets & Transportation","Sidewalk Menu","ON N MAY ST FROM W WASHINGTON BLVD (100 N) TO W RANDOLPH ST S (150 N) 0.00 "
"7426",2015,27,26479,"Streets & Transportation","Sidewalk Menu","ON N MORGAN ST FROM W WASHINGTON BLVD (100 N) TO W RANDOLPH ST N (150 N) 0.00 "
"7427",2015,27,4266,"Streets & Transportation","Sidewalk Menu","ON N MONTICELLO AVE FROM W GARFIELD SQUARE DR (520 N) TO W OHIO ST (600 0.00 "
"7428",2015,27,29737,"Streets & Transportation","Sidewalk Menu","ON N ASHLAND AVE FROM W FULTON ST (300 N) TO W WALNUT ST (230 N) 0.00 "
"7429",2015,27,59575,"Streets & Transportation","Street Resurfacing Menu","ON N RACINE AVE FROM W LAKE ST (200 N) TO W CARROLL AVE (340 N) 2.00 "
"7430",2015,27,75135,"Streets & Transportation","Street Resurfacing Menu","ON N HAMLIN AVE FROM W CHICAGO AVE (800 N) TO W IOWA ST (899 N) 1.00 "
"7431",2015,27,64670,"Streets & Transportation","Street Resurfacing Menu","ON W CARROLL AVE FROM N RACINE AVE (1200 W) TO N ELIZABETH ST (1300 W) 1.00 "
"7432",2015,27,202414,"Streets & Transportation","Street Resurfacing Menu (1-5)","ON W OHIO ST FROM N AVERS AVE (3830 W) TO N DRAKE AVE (3540 W) 7.00 "
"7433",2015,27,60503,"Streets & Transportation","Street Resurfacing Menu (1-5)","ON N ABERDEEN ST FROM W GRAND AVE (500 N) TO W KINZIE ST (400 N) 2.00 "
"7434",2015,27,1850,"Streets & Transportation","Street Speed Hump Menu",""
"7435",2015,27,1850,"Streets & Transportation","Street Speed Hump Menu","ON N NORTH PARK AVE FROM W SCHILLER ST (1400 N) TO W NORTH AVE (1600 N) 1.00 "
"7436",2015,27,3700,"Streets & Transportation","Street Speed Hump Menu","ON N ST LOUIS AVE FROM W HURON ST (700 N) TO W CHICAGO AVE (800 N) 2.00 "
"7437",2015,27,1850,"Streets & Transportation","Street Speed Hump Menu","ON N LOREL AVE FROM W OHIO ST (600 N) TO W HURON ST (700 N) 1.00 "
"7438",2015,27,400,"Lighting","Street Light Upgrade Menu","232 S ASHLAND AVE 232 S. Ashland 1.00 "
"7439",2015,27,1600,"Lighting","Street Light Upgrade Menu","ON S LEAVITT ST FROM W 27TH ST (2700 S) TO S BLUE ISLAND AVE (2520 S) Changeout fixtures to 400 Watt 4.00 "
"7440",2015,27,400,"Lighting","Street Light Upgrade Menu","208 S ASHLAND AVE 208 S. Ashland 1.00 "
"7441",2015,27,78000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON N THROOP ST FROM W WASHINGTON BLVD (100 N) TO W MADISON ST (0 S) Res LED sW O # : 11552750 1.00 "
"7442",2015,27,78000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON N HAMLIN AVE FROM W DIVISION ST (1200 N) TO W GRAND AVE (1298 N) N Hamlin Ave from Division St to Grand Ave 1.00 "
"7443",2015,27,78000,"Lighting","Street Light Residential Staggered Piggy Back Menu","ON N ADA ST FROM W MADISON ST (0 S) TO W WASHINGTON BLVD (100 N) LED Res w/piggybacksW O # : 11552751 1.00 "
"7444",2015,28,4534,"Streets & Transportation","Alley Resurfacing Menu","ON S MAPLEWOOD AVE FROM W HARRISON ST (600 S) TO W FLOURNOY ST (700 S) "
"7445",2015,28,5426,"Streets & Transportation","Alley Resurfacing Menu","W ADAMS ST & S SPRINGFIELD AVE&W WILCOX ST & S PULASKI RD 1.00 "
"7446",2015,28,6801,"Streets & Transportation","Alley Resurfacing Menu","S OAKLEY BLVD & W TAYLOR ST&S CLAREMONT AVE & W GRENSHAW ST 1.00 "
"7447",2015,28,37608,"Streets & Transportation","Alley Resurfacing Menu","W JACKSON BLVD & S RACINE AVE&W VAN BUREN ST & S THROOP ST 1.00 "
"7448",2015,28,4076,"Streets & Transportation","Alley Resurfacing Menu","S ASHLAND AVE & W ADAMS ST&W OGDEN AVE & W MONROE ST 1.00 "
"7449",2015,28,30363,"Streets & Transportation","Alley Resurfacing Menu (1-1)","S HAMLIN BLVD & W JACKSON BLVD&S SPRINGFIELD AVE & W GLADYS AVE 1.00 "
"7450",2015,28,7833,"Streets & Transportation","Curb & Gutter Menu","ON S MAPLEWOOD AVE FROM W HARRISON ST (600 S) TO W FLOURNOY ST (700 S) 0.00 "
"7451",2015,28,5916,"Streets & Transportation","Curb & Gutter Menu","ON W MONROE ST FROM S KOSTNER AVE (4400 W) TO S KILBOURN AVE (4500 W) 0.00 "
"7452",2015,28,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs","W JACKSON BLVD & S ALBANY AVE "
"7453",2015,28,227,"Streets & Transportation","Miscellaneous Other Projects","3532 W MONROE ST guardrail 2014 & 2015 funds - PM: GW "
"7454",2015,28,3094,"Streets & Transportation","Sidewalk Menu","ON W GLADYS AVE FROM S SPRINGFIELD AVE (3900 W) TO S PULASKI RD (4000 W) 0.00 "
"7455",2015,28,151,"Streets & Transportation","Sidewalk Menu","3113 W FIFTH AVE 0.00 "
"7456",2015,28,12819,"Streets & Transportation","Sidewalk Menu","ON W JACKSON BLVD FROM S SACRAMENTO BLVD (3000 W) TO S WHIPPLE ST (3040 0.00 "
"7457",2015,28,2391,"Streets & Transportation","Sidewalk Menu","ON W MONROE ST FROM S KOSTNER AVE (4400 W) TO S KILBOURN AVE (4500 W) 0.00 "
"7458",2015,28,8038,"Streets & Transportation","Street Resurfacing Menu","ON S LAFLIN ST FROM W FILLMORE ST (1100 S) TO W ROOSEVELT RD (1200 S) 1.00 "
"7459",2015,28,7699,"Streets & Transportation","Street Resurfacing Menu","ON W FILLMORE ST FROM S LOOMIS ST (1400 W) TO S LAFLIN ST (1500 W) 1.00 "
"7460",2015,28,109883,"Streets & Transportation","Street Resurfacing Menu","ON W GLADYS AVE FROM S KEELER AVE (4200 W) TO S KOSTNER AVE (4400 W) 2.00 "
"7461",2015,28,23833,"Streets & Transportation","Street Resurfacing Menu","ON S KARLOV AVE FROM W JACKSON BLVD (300 S) TO W GLADYS AVE (330 S) 1.00 "
"7462",2015,28,28847,"Streets & Transportation","Street Resurfacing Menu","ON W ADAMS ST FROM S LEAMINGTON AVE (5100 W) TO S LARAMIE AVE (5200 W) 1.00 "
"7463",2015,28,16347,"Streets & Transportation","Street Resurfacing Menu","ON S MAPLEWOOD AVE FROM W HARRISON ST (600 S) TO W FLOURNOY ST (700 S) 1.00 "
"7464",2015,28,36637,"Streets & Transportation","Street Resurfacing Menu","ON W ARTHINGTON ST FROM S ADA ST (1300 W) TO S LOOMIS ST (1400 W) 1.00 "
"7465",2015,28,106888,"Streets & Transportation","Street Resurfacing Menu","ON W ADAMS ST FROM S HAMLIN BLVD (3800 W) TO S PULASKI RD (4000 W) 2.00 "
"7466",2015,28,33375,"Streets & Transportation","Street Resurfacing Menu","ON S LAMON AVE FROM W WASHINGTON BLVD (100 N) TO W WEST END AVE (150 N) 1.00 "
"7467",2015,28,24541,"Streets & Transportation","Street Resurfacing Menu","ON S KARLOV AVE FROM W VAN BUREN ST (400 S) TO W CONGRESS PKWY (500 S) 1.00 "
"7468",2015,28,45466,"Streets & Transportation","Street Resurfacing Menu","ON W GLADYS AVE FROM S KARLOV AVE (4100 W) TO S KEELER AVE (4200 W) 1.00 "
"7469",2015,28,20289,"Streets & Transportation","Street Resurfacing Menu","ON W WASHINGTON BLVD FROM N LEAMINGTON AVE (5130 W) TO N LARAMIE AVE 1.00 "
"7470",2015,28,37724,"Streets & Transportation","Street Resurfacing Menu","ON W GLADYS AVE FROM S LAVERGNE AVE (5000 W) TO S LEAMINGTON AVE (5100 1.00 "
"7471",2015,28,12246,"Streets & Transportation","Street Resurfacing Menu (1-5)","ON S ALBANY AVE FROM W ARTHINGTON ST (900 S) TO W TAYLOR ST (1000 S) 1.00 "
"7472",2015,28,21323,"Streets & Transportation","Street Resurfacing Menu (1-5)","ON W KINZIE ST FROM N LEAMINGTON AVE (5140 W) TO N LARAMIE AVE (5200 W) 1.00 "
"7473",2015,28,13224,"Streets & Transportation","Street Resurfacing Menu (1-5)","ON W WASHBURNE AVE FROM S ASHLAND AVE (1600 W) TO S LAFLIN ST (1500 W) 1.00 "
"7474",2015,28,1850,"Streets & Transportation","Street Speed Hump Menu","ON W FIFTH AVE FROM S CENTRAL PARK BLVD (3600 W) TO S MILLARD AVE (3630 W) 1.00 "
"7475",2015,28,3700,"Streets & Transportation","Street Speed Hump Menu","ON W FULTON ST FROM N ST LOUIS AVE (3500 W) TO N CENTRAL PARK AVE (3600 W) 2.00 "
"7476",2015,28,7400,"Streets & Transportation","Street Speed Hump Menu","ON W MAYPOLE AVE FROM N KEELER AVE (4200 W) TO N KOSTNER AVE (4400 W) 4.00 "
"7477",2015,28,3700,"Streets & Transportation","Street Speed Hump Menu","ON W VAN BUREN ST FROM S HAMLIN BLVD (3800 W) TO S SPRINGFIELD AVE (3900 2.00 "
"7478",2015,28,1850,"Streets & Transportation","Street Speed Hump Menu","ON W ADAMS ST FROM S KILBOURN AVE (4500 W) TO S KENTON AVE (4600 W) 1.00 "
"7479",2015,28,14905,"Streets & Transportation","Pedestrian Countdown Signal Menu","S ASHLAND AVE & W ROOSEVELT RD - 1.00 "
"7480",2015,28,6300,"Lighting","Street Light Pole Painting Menu","ON S SACRAMENTO AVE FROM W POLK ST (800 S) TO W ROOSEVELT RD (1200 S) Sacramento-Polk to Roosevelt 21.00 "
"7481",2015,28,3500,"Security Cameras","Street Light Pole POD Camera Menu","4536 W MONROE ST Install Pole for Police Camera 1.00 "
"7482",2015,28,400,"Lighting","Street Light Upgrade Menu","1534 S WASHTENAW AVE . Current W.O # : 11532800 - 1.00 "
"7483",2015,28,400,"Lighting","Street Light Upgrade Menu","1556 S WASHTENAW AVE . Current W.O # : 11532800 - 1.00 "
"7484",2015,28,400,"Lighting","Street Light Upgrade Menu","3346 W MONROE ST . Current W.O # : 11532801 - 1.00 "
"7485",2015,28,400,"Lighting","Street Light Upgrade Menu","3362 W MONROE ST . Current W.O # : 11532801 - 1.00 "
"7486",2015,28,8400,"Lighting","Street Light Upgrade Menu","ON S SACRAMENTO AVE FROM W POLK ST (800 S) TO W ROOSEVELT RD (1200 S) Sacramento-Polk to Roosevelt 21.00 "
"7487",2015,28,400,"Lighting","Street Light Upgrade Menu","3330 W MONROE ST . Current W.O # : 11532801 - 1.00 "
"7488",2015,28,400,"Lighting","Street Light Upgrade Menu","3358 W MONROE ST . Current W.O # : 11532801 - 1.00 "
"7489",2015,28,2950,"Streets & Transportation","Traffic Signal Pole Painting Menu","ON S SACRAMENTO AVE FROM W POLK ST (800 S) TO W ROOSEVELT RD (1200 S) Sacramento-Polk to Roosevelt 1.00 "
"7490",2015,28,101400,"Lighting","Street Light Residential Staggered Piggy Back Menu","1.30 "
"7491",2015,28,117000,"Lighting","Street Light Residential Staggered Piggy Back Menu","Design "
"7492",2015,28,117000,"Lighting","Street Light Residential Staggered Piggy Back Menu","Design "
"7493",2015,28,250000,"Parks & Recreation","Chicago Park District","5085 W ADAMS ST Moore Park "
"7494",2015,28,9400,"Schools & Libraries","Chicago Public Schools","749 S OAKLEY BLVD Sidewalk at Washington/Irving School - "
"7495",2015,29,8211,"Streets & Transportation","Alley Apron Menu","7041 W SCHOOL ST 1.00 "
"7496",2015,29,8448,"Streets & Transportation","Alley Apron Menu","6832 W ARMITAGE AVE 1.00 "
"7497",2015,29,32514,"Streets & Transportation","Alley Resurfacing Menu","N NATOMA AVE & W CORTLAND ST&N NORMANDY AVE & W BLOOMINGDALE AVE 1.00 "
"7498",2015,29,32250,"Streets & Transportation","Alley Resurfacing Menu","N MERRIMAC AVE & W NORTH AVE&N MOBILE AVE & W WABANSIA AVE 1.00 "
"7499",2015,29,34348,"Streets & Transportation","Alley Resurfacing Menu","W WABANSIA AVE & N NASHVILLE AVE&W BLOOMINGDALE AVE & N NATOMA AVE 1.00 "
"7500",2015,29,42292,"Streets & Transportation","Alley Resurfacing Menu","N MELVINA AVE & W WABANSIA AVE&N MERRIMAC AVE & W BLOOMINGDALE AVE 1.00 "
"7501",2015,29,13537,"Streets & Transportation","Alley Resurfacing Menu","N HARLEM AVE & W GRAND AVE&N NEVA AVE & W ALTGELD ST 1.00 "
"7502",2015,29,55914,"Streets & Transportation","Alley Resurfacing Menu (1-1)","W WABANSIA AVE & N NARRAGANSETT AVE&W NORTH AVE & N MOBILE AVE 1.00 "
"7503",2015,29,2100,"Streets & Transportation","Alley Speed Hump Menu","N HARLEM AVE & W GRAND AVE&N NEVA AVE & W ALTGELD ST 1.00 "
"7504",2015,29,1400,"Streets & Transportation","Pavement Markings Menu","W NORTH AVE & N OAK PARK AVE 1.00 "
"7505",2015,29,1117,"Streets & Transportation","Sidewalk Menu","ON N NORDICA AVE FROM W SCHOOL ST (3300 N) TO W HENDERSON ST (3330 N) 0.00 "
"7506",2015,29,5585,"Streets & Transportation","Sidewalk Menu","ON N MONT CLARE AVE FROM W WRIGHTWOOD AVE (2600 N) TO W SCHUBERT AVE 0.00 "
"7507",2015,29,3965,"Streets & Transportation","Sidewalk Menu","ON N OCTAVIA AVE FROM W BARRY AVE (3100 N) TO W BELMONT AVE (3200 N) 0.00 "
"7508",2015,29,46033,"Streets & Transportation","Street Resurfacing Menu","ON W LEXINGTON ST FROM S LEAMINGTON AVE (5100 W) TO S LARAMIE AVE (5200 1.00 "
"7509",2015,29,35075,"Streets & Transportation","Street Resurfacing Menu","ON S LOCKWOOD AVE FROM W JACKSON BLVD (300 S) TO W VAN BUREN ST (400 S) 2.00 "
"7510",2015,29,50272,"Streets & Transportation","Street Resurfacing Menu","ON W CORTLAND ST FROM N NASHVILLE AVE (6600 W) TO N NATOMA AVE (6630 W) 1.00 "
"7511",2015,29,44107,"Streets & Transportation","Street Resurfacing Menu","ON W GLADYS AVE FROM S LAVERGNE AVE (5000 W) TO S LEAMINGTON AVE (5100 1.00 "
"7512",2015,29,119098,"Streets & Transportation","Street Resurfacing Menu","ON N MCVICKER AVE FROM W NORTH AVE (1600 N) TO W BLOOMINGDALE AVE (1800 2.00 "
"7513",2015,29,32924,"Streets & Transportation","Street Resurfacing Menu","ON N MASON AVE FROM W FULTON ST (300 N) TO W CORCORAN PL (400 N) 1.00 "
"7514",2015,29,48610,"Streets & Transportation","Street Resurfacing Menu","ON W WABANSIA AVE FROM N NORDICA AVE (7100 W) TO N SAYRE AVE (7000 W) 1.00 "
"7515",2015,29,60950,"Streets & Transportation","Street Resurfacing Menu","ON N WALLER AVE FROM W THOMAS ST (1100 N) TO W DIVISION ST (1200 N) 1.00 "
"7516",2015,29,47255,"Streets & Transportation","Street Resurfacing Menu","ON N MASON AVE FROM W BLOOMINGDALE AVE (1800 N) TO W CORTLAND ST (1900 1.00 "
"7517",2015,29,52938,"Streets & Transportation","Street Resurfacing Menu","ON W GLADYS AVE FROM S LOCKWOOD AVE (5300 W) TO S LOTUS AVE (5500 W) 1.00 "
"7518",2015,29,165656,"Streets & Transportation","Street Resurfacing Menu","ON W GLADYS AVE FROM S CICERO AVE (4800 W) TO S LARAMIE AVE (5200 W) 3.00 "
"7519",2015,29,36952,"Streets & Transportation","Street Resurfacing Menu","ON N MAYFIELD AVE FROM W WEST END AVE (200 N) TO W FULTON ST (300 N) 1.00 "
"7520",2015,29,52716,"Streets & Transportation","Street Resurfacing Menu","ON W ERIE ST FROM N MAYFIELD AVE (5900 W) TO N AUSTIN BLVD (6000 W) 1.00 "
"7521",2015,29,35100,"Streets & Transportation","Street Resurfacing Menu","ON W WABANSIA AVE FROM N HARLEM AVE (7200 W) TO N NEVA AVE (7150 W) 1.00 "
"7522",2015,29,52522,"Streets & Transportation","Street Resurfacing Menu","ON W POTOMAC AVE FROM N MASSASOIT AVE (5730 W) TO N MONITOR AVE (5830 W) 2.00 "
"7523",2015,29,43445,"Streets & Transportation","Street Resurfacing Menu (1-5)","ON N OCONTO AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N) 1.00 "
"7524",2015,29,77480,"Streets & Transportation","Street Resurfacing Menu (1-5)","ON W BLOOMINGDALE AVE FROM N OAK PARK AVE (6800 W) TO N NEWLAND AVE 3.00 "
"7525",2015,29,54988,"Streets & Transportation","Street Resurfacing Menu (1-5)","ON W CONGRESS PKWY FROM S LOTUS AVE (5500 W) TO S CENTRAL AVE (5600 W) 1.00 "
"7526",2015,29,3700,"Streets & Transportation","Street Speed Hump Menu","ON N MENARD AVE FROM W AUGUSTA BLVD (1000 N) TO W THOMAS ST (1100 N) 2.00 "
"7527",2015,29,1850,"Streets & Transportation","Street Speed Hump Menu","ON N MULLIGAN AVE FROM W BLOOMINGDALE AVE (1800 N) TO W CORTLAND ST 1.00 "
"7528",2015,29,3700,"Streets & Transportation","Street Speed Hump Menu","ON W BLOOMINGDALE AVE FROM N OAK PARK AVE (6800 W) TO N NEWLAND AVE 2.00 "
"7529",2015,29,1850,"Streets & Transportation","Street Speed Hump Menu","ON W BLOOMINGDALE AVE FROM N MOODY AVE (6130 W) TO N MCVICKER AVE 1.00 "
"7530",2015,29,3700,"Streets & Transportation","Street Speed Hump Menu","ON N NEW ENGLAND AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 2.00 "
"7531",2015,30,12294,"Streets & Transportation","Alley Apron Menu","2745 N MOODY AVE 1.00 "
"7532",2015,30,10978,"Streets & Transportation","Alley Apron Menu","ON W CORNELIA AVE FROM 4735 W TO N KEATING AVE (4740 W) 0.00 "
"7533",2015,30,8805,"Streets & Transportation","Alley Apron Menu","ON N PARKSIDE AVE FROM 2746 N TO W DIVERSEY AVE (2800 N) 0.00 "
"7534",2015,30,25702,"Streets & Transportation","Alley Resurfacing Menu","W WAVELAND AVE & N LECLAIRE AVE&W WARWICK AVE & N LAVERGNE AVE 1.00 "
"7535",2015,30,34144,"Streets & Transportation","Alley Resurfacing Menu","W MELROSE ST & N AUSTIN AVE&W BELMONT AVE & N MEADE AVE 1.00 "
"7536",2015,30,32146,"Streets & Transportation","Alley Resurfacing Menu (1-1)","W PATTERSON AVE & N CICERO AVE&W WAVELAND AVE & N LAMON AVE 1.00 "
"7537",2015,30,700,"Streets & Transportation","Alley Speed Hump Menu","W BARRY AVE & N PULASKI RD&W BARRY AVE & N DAVLIN CT 1.00 "
"7538",2015,30,700,"Streets & Transportation","Alley Speed Hump Menu","W CORNELIA AVE & N KEDVALE AVE&W NEWPORT AVE & N KARLOV AVE 1.00 "
"7539",2015,30,2100,"Streets & Transportation","Alley Speed Hump Menu","N PULASKI RD & W EDDY ST&N SPRINGFIELD AVE & W CORNELIA AVE 1.00 "
"7540",2015,30,2800,"Streets & Transportation","Alley Speed Hump Menu","W BELMONT AVE & N RIDGEWAY AVE&W SCHOOL ST & N LAWNDALE AVE 1.00 "
"7541",2015,30,1400,"Streets & Transportation","Alley Speed Hump Menu","N CICERO AVE & W GRACE ST&N KILPATRICK AVE & W BERENICE AVE 1.00 "
"7542",2015,30,700,"Streets & Transportation","Alley Speed Hump Menu","N RIDGEWAY AVE & W SCHOOL ST&N LAWNDALE AVE & W BELMONT AVE 1.00 "
"7543",2015,30,125000,"Streets & Transportation","Concrete Alley Menu","N HAMLIN AVE & W SCHOOL ST&N AVERS AVE & W ROSCOE ST 1.00 "
"7544",2015,30,2233,"Streets & Transportation","Curb & Gutter Menu","ON N PULASKI RD FROM W ROSCOE ST (3400 N) TO W CORNELIA AVE (3500 N) 0.00 "
"7545",2015,30,5812,"Streets & Transportation","Curb & Gutter Menu","ON W CORNELIA AVE FROM 4735 W TO N KEATING AVE (4740 W) 0.00 "
"7546",2015,30,1770,"Streets & Transportation","Curb & Gutter Menu","ON N LAWNDALE AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N) 0.00 "
"7547",2015,30,8431,"Streets & Transportation","Curb & Gutter Menu","ON W SCHUBERT AVE FROM N AUSTIN AVE (6000 W) TO N MCVICKER AVE (6030 W) 0.00 "
"7548",2015,30,6269,"Streets & Transportation","Curb & Gutter Menu","ON W WELLINGTON AVE FROM N AVERS AVE (3830 W) TO N HAMLIN AVE (3800 W) 0.00 "
"7549",2015,30,350,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs","N SPRINGFIELD AVE & W DIVERSEY AVE "
"7550",2015,30,2400,"Streets & Transportation","Pavement Markings Menu","N AVONDALE AVE & W EDDY ST 1.00 "
"7551",2015,30,700,"Streets & Transportation","Pavement Markings Menu","W DIVERSEY AVE & N MANGO AVE 1.00 "
"7552",2015,30,1080,"Streets & Transportation","Sidewalk Menu","ON W WAVELAND AVE FROM N LAVERGNE AVE (5000 W) TO N LECLAIRE AVE (5100 0.00 "
"7553",2015,30,6083,"Streets & Transportation","Sidewalk Menu","ON N HARDING AVE FROM W BARRY AVE (3100 N) TO W BELMONT AVE (3200 N) 0.00 "
"7554",2015,30,12546,"Streets & Transportation","Sidewalk Menu","ON N KENNETH AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N) 0.00 "
"7555",2015,30,35614,"Streets & Transportation","Sidewalk Menu","ON N LAWNDALE AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N) 0.00 "
"7556",2015,30,7838,"Streets & Transportation","Sidewalk Menu","ON W CORNELIA AVE FROM N KILBOURN AVE (4500 W) TO N KENTON AVE (4600 W) 0.00 "
"7557",2015,30,23303,"Streets & Transportation","Sidewalk Menu","ON W ALTGELD ST FROM N CENTRAL AVE (5600 W) TO N LUNA AVE (5530 W) 0.00 "
"7558",2015,30,5254,"Streets & Transportation","Sidewalk Menu","3224 N RIDGEWAY AVE 0.00 "
"7559",2015,30,2338,"Streets & Transportation","Sidewalk Menu","2829 N MOBILE AVE 0.00 "
"7560",2015,30,6533,"Streets & Transportation","Sidewalk Menu","ON W WRIGHTWOOD AVE FROM N AUSTIN AVE (6000 W) TO N MEADE AVE (6100 W) 0.00 "
"7561",2015,30,3926,"Streets & Transportation","Sidewalk Menu","ON N MILWAUKEE AVE FROM N KEELER AVE (3500 N) TO W ADDISON ST (3600 N) 0.00 "
"7562",2015,30,3519,"Streets & Transportation","Sidewalk Menu","ON N MANGO AVE FROM W SCHUBERT AVE (2700 N) TO W DIVERSEY AVE (2800 N) 0.00 "
"7563",2015,30,12492,"Streets & Transportation","Sidewalk Menu","ON W CORNELIA AVE FROM N KILDARE AVE (4300 W) TO N KOSTNER AVE (4400 W) 0.00 "
"7564",2015,30,8884,"Streets & Transportation","Sidewalk Menu","ON W PATTERSON AVE FROM N LONG AVE (5400 W) TO N LOCKWOOD AVE (5300 W) 0.00 "
"7565",2015,30,6099,"Streets & Transportation","Sidewalk Menu","ON N MCVICKER AVE FROM W WRIGHTWOOD AVE (2600 N) TO W SCHUBERT AVE 0.00 "
"7566",2015,30,3217,"Streets & Transportation","Sidewalk Menu","3446 N KILPATRICK AVE 0.00 "
"7567",2015,30,3467,"Streets & Transportation","Sidewalk Menu","ON W GEORGE ST FROM N HAMLIN AVE (3800 W) TO N SPRINGFIELD AVE (3900 W) 0.00 "
