"","year","ward","cost","category","program","description"
"27551",2024,35,600,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","N CENTRAL PARK AVE & W GEORGE ST"
"27552",2024,35,600,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","N CENTRAL PARK AVE & W WOLFRAM ST"
"27553",2024,35,350,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","N ELSTON AVE & N DRAKE AVE"
"27554",2024,35,600,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","N KEDVALE AVE & W ARMITAGE AVE"
"27555",2024,35,350,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","N KEDZIE AVE & W BARRY AVE"
"27556",2024,35,700,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","N KIMBALL AVE & W DRUMMOND PL"
"27557",2024,35,600,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","N KIMBALL AVE & W PARKER AVE"
"27558",2024,35,350,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","N MILWAUKEE AVE & N SAWYER AVE"
"27559",2024,35,600,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","N MILWAUKEE AVE & N SPAULDING AVE"
"27560",2024,35,350,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","N MILWAUKEE AVE & N WISNER AVE"
"27561",2024,35,700,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","N SACRAMENTO AVE & W GEORGE ST"
"27562",2024,35,600,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","W ARMITAGE AVE & N KEDVALE AVE"
"27563",2024,35,700,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","W ARMITAGE AVE & N TRIPP AVE"
"27564",2024,35,350,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","W DIVERSEY AVE & N DRAKE AVE"
"27565",2024,35,1200,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","W DIVERSEY AVE & N SPAULDING AVE"
"27566",2024,35,700,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","W DIVERSEY AVE & N SPRINGFIELD AVE"
"27567",2024,35,700,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","W DIVERSEY AVE & N ST LOUIS AVE"
"27568",2024,35,350,"Streets & Transportation","In-Road State Law Stop For Pedestrians Signs","W DIVERSEY AVE & N WHIPPLE ST"
"27569",2024,35,660,"Streets & Transportation","Miscellaneous CDOT Projects ","2358 N KEYSTONE AVE"
"27570",2024,35,40000,"Streets & Transportation","Miscellaneous CDOT Projects ","2439 N ALBANY AVE; 2415 N ALBANY AVE"
"27571",2024,35,660,"Streets & Transportation","Miscellaneous CDOT Projects ","2601 W BELMONT AVE"
"27572",2024,35,660,"Streets & Transportation","Miscellaneous CDOT Projects ","W FULLERTON AVE & N KIMBALL AVE"
"27573",2024,35,150000,"Streets & Transportation","Miscellaneous CDOT Projects ","W WELLINGTON AVE & N KIMBALL AVE"
"27574",2024,35,26000,"Streets & Transportation","Pavement Markings Menu ","N ELSTON AVE & N BERNARD ST; W GRACE ST & N ELSTON AVE"
"27575",2024,35,5000,"Streets & Transportation","Pavement Markings Menu ","$5,000.00"
"27576",2024,35,2500,"Streets & Transportation","Pavement Markings Menu ","W ADDISON ST & N DRAKE AVE"
"27577",2024,35,1650,"Streets & Transportation","Pavement Markings Menu ","W DIVERSEY AVE & N SAWYER AVE"
"27578",2024,35,9343.68,"Streets & Transportation","Sidewalk Menu ","2100 N TRIPP AVE"
"27579",2024,35,7927.97,"Streets & Transportation","Sidewalk Menu ","2108-2110 N KILDARE AVE"
"27580",2024,35,10790.97,"Streets & Transportation","Sidewalk Menu ","2137 N LAWNDALE AVE"
"27581",2024,35,4143.65,"Streets & Transportation","Sidewalk Menu ","2211 N KEELER AVE"
"27582",2024,35,14770.34,"Streets & Transportation","Sidewalk Menu ","2304-2312 N CENTRAL PARK AVE"
"27583",2024,35,5457.76,"Streets & Transportation","Sidewalk Menu ","2314 N MONTICELLO AVE"
"27584",2024,35,9308.29,"Streets & Transportation","Sidewalk Menu ","2417-2419 N SPRINGFIELD AVE"
"27585",2024,35,7791.47,"Streets & Transportation","Sidewalk Menu ","2643 N TROY ST"
"27586",2024,35,4483.89,"Streets & Transportation","Sidewalk Menu ","2657 N CENTRAL PARK AVE"
"27587",2024,35,6030.94,"Streets & Transportation","Sidewalk Menu ","2738 N LAWNDALE AVE"
"27588",2024,35,12612.8,"Streets & Transportation","Sidewalk Menu ","2814 N LAWNDALE AVE; 2828-2832 N LAWNDALE AVE"
"27589",2024,35,16699.66,"Streets & Transportation","Sidewalk Menu ","2847-2851 N FRANCISCO AVE"
"27590",2024,35,8244.66,"Streets & Transportation","Sidewalk Menu ","2905-2909 N DAWSON AVE"
"27591",2024,35,3944.83,"Streets & Transportation","Sidewalk Menu ","2911 N RIDGEWAY AVE"
"27592",2024,35,1060.65,"Streets & Transportation","Sidewalk Menu ","2952 N GRESHAM AVE"
"27593",2024,35,4695.3,"Streets & Transportation","Sidewalk Menu ","3017 N CALIFORNIA AVE"
"27594",2024,35,1016.1,"Streets & Transportation","Sidewalk Menu ","3048 N SAWYER AVE"
"27595",2024,35,9358.24,"Streets & Transportation","Sidewalk Menu ","3052-3054 N MONTICELLO AVE"
"27596",2024,35,14102.56,"Streets & Transportation","Sidewalk Menu ","3081 N ELBRIDGE AVE; 3076-3080 N ELBRIDGE AVE"
"27597",2024,35,12690.64,"Streets & Transportation","Sidewalk Menu ","3106 N MONTICELLO AVE; 3125 N MONTICELLO AVE"
"27598",2024,35,5263.18,"Streets & Transportation","Sidewalk Menu ","3108-3110 N ST LOUIS AVE"
"27599",2024,35,6062.32,"Streets & Transportation","Sidewalk Menu ","3123-3129 N RICHMOND ST"
"27600",2024,35,7934.43,"Streets & Transportation","Sidewalk Menu ","3407 N KIMBALL AVE"
"27601",2024,35,5441.53,"Streets & Transportation","Sidewalk Menu ","3650 N FRANCISCO AVE"
"27602",2024,35,4660.37,"Streets & Transportation","Sidewalk Menu ","3819 W DIVERSEY AVE"
"27603",2024,35,1914.81,"Streets & Transportation","Sidewalk Menu ","3908 N KIMBALL AVE"
"27604",2024,35,77261.01,"Streets & Transportation","Sidewalk Menu ","$77,261.01"
"27605",2024,35,1016.1,"Streets & Transportation","Sidewalk Menu ","ON N KIMBALL AVE FROM N WISNER AVE (3000 N) TO W WELLINGTON AVE (3000 N)"
"27606",2024,35,19687.73,"Streets & Transportation","Sidewalk Menu ","ON W WOLFRAM ST FROM N DRAKE AVE (3560 W) TO N CENTRAL PARK AVE (3600 W)"
"27607",2024,35,35816.56,"Streets & Transportation","Street Bump Outs Menu ","N KARLOV AVE & W BELDEN AVE"
"27608",2024,35,34132.02,"Streets & Transportation","Street Bump Outs Menu ","N SACRAMENTO AVE & W GEORGE ST"
"27609",2024,35,24000,"Streets & Transportation","Street Bump Outs Menu ","W PALMER ST & N KEDZIE AVE"
"27610",2024,35,29192.43,"Streets & Transportation","Street Bump Outs Menu ","W SHAKESPEARE AVE & N DRAKE AVE"
"27611",2024,35,33833.07,"Streets & Transportation","Street Bump Outs Menu ","W WAVELAND AVE & N CENTRAL PARK AVE"
"27612",2024,35,12432.4,"Streets & Transportation","Street Bump Outs Menu ","W WAVELAND AVE & N DRAKE AVE"
"27613",2024,35,500,"Lighting","Street Light Upgrade Menu ","3116 N ROCKWELL ST"
"27614",2024,35,500,"Lighting","Street Light Upgrade Menu ","3320 W FULLERTON AVE"
"27615",2024,35,500,"Lighting","Street Light Upgrade Menu ","3656 N RICHMOND ST"
"27616",2024,35,500,"Lighting","Street Light Upgrade Menu ","3916 N ELSTON AVE"
"27617",2024,35,45252.48,"Streets & Transportation","Street Resurfacing Menu ","ON N ALBANY AVE FROM W FULLERTON AVE (2400 N) TO N KEDZIE BLVD E (2500 N)"
"27618",2024,35,65407.79,"Streets & Transportation","Street Resurfacing Menu ","ON W GEORGE ST FROM N KEDZIE AVE (3200 W) TO N CHRISTIANA AVE (3330 W)"
"27619",2024,35,4880,"Streets & Transportation","Street Speed Hump Menu ","ON N TRIPP AVE FROM W DICKENS AVE (2100 N) TO W PALMER ST (2200 N)"
"27620",2024,35,2440,"Streets & Transportation","Street Speed Hump Menu ","ON W BELDEN AVE FROM N KARLOV AVE (4100 W) TO N KEDVALE AVE (4130 W)"
"27621",2024,35,4880,"Streets & Transportation","Street Speed Hump Menu ","ON W SHAKESPEARE AVE FROM N LAWNDALE AVE (3700 W) TO N HAMLIN AVE (3800 W)"
"27622",2024,35,14090.82,"Streets & Transportation","Street Traffic Circle Menu ","N ST LOUIS AVE & W BELDEN AVE"
"27623",2024,35,18978.26,"Streets & Transportation","Street Traffic Circle Menu ","W WAVELAND AVE & N BERNARD ST"
"27624",2024,35,15616.7,"Streets & Transportation","Street Traffic Circle Menu ","W WAVELAND AVE & N ST LOUIS AVE"
"27625",2024,36,83754.16,"Streets & Transportation","Alley Apron Menu ","1301 N PULASKI RD"
"27626",2024,36,37307.91,"Streets & Transportation","Alley Apron Menu ","1328 N HARDING AVE"
"27627",2024,36,62501.5,"Streets & Transportation","Alley Apron Menu ","2559 N RUTHERFORD AVE"
"27628",2024,36,36707.47,"Streets & Transportation","Alley Resurfacing Menu ","1921 W ERIE ST; W ERIE ST & N WOLCOTT AVE&N DAMEN AVE & W OHIO ST"
"27629",2024,36,56248.55,"Streets & Transportation","Alley Resurfacing Menu ","$56,248.55"
"27630",2024,36,78791.61,"Streets & Transportation","Alley Resurfacing Menu ","2300 W WALTON ST; W WALTON ST & N OAKLEY BLVD&N WESTERN AVE & W IOWA ST"
"27631",2024,36,38837.28,"Streets & Transportation","Alley Resurfacing Menu ","$38,837.28"
"27632",2024,36,30788.86,"Streets & Transportation","Alley Resurfacing Menu ","N HARDING AVE & W POTOMAC AVE&W GRAND AVE & N PULASKI RD; 1306 N HARDING AVE"
"27633",2024,36,22785.63,"Streets & Transportation","Alley Resurfacing Menu ","$22,785.63"
"27634",2024,36,42502.47,"Streets & Transportation","Alley Resurfacing Menu ","N KEELER AVE & W HIRSCH ST&W GRAND AVE & N KEDVALE AVE; 1405 N KEELER AVE"
"27635",2024,36,46025.13,"Streets & Transportation","Alley Resurfacing Menu ","$46,025.13"
"27636",2024,36,40123.13,"Streets & Transportation","Alley Resurfacing Menu ","$40,123.13"
"27637",2024,36,32783.11,"Streets & Transportation","Alley Resurfacing Menu ","W CORTEZ ST & N CAMPBELL AVE&N ROCKWELL ST & W THOMAS ST; 2548 W CORTEZ ST"
"27638",2024,36,26881.11,"Streets & Transportation","Alley Resurfacing Menu ","$26,881.11"
"27639",2024,36,2175,"Streets & Transportation","Alley Speed Hump Menu ","2359 N SAYRE AVE; N SAYRE AVE & W GRAND AVE&W MEDILL AVE & N NEWLAND AVE"
"27640",2024,36,725,"Streets & Transportation","Alley Speed Hump Menu ","W ERIE ST & N WOOD ST&N WOLCOTT AVE & W HURON ST; 1844 W ERIE ST"
"27641",2024,36,4571.58,"Streets & Transportation","Curb & Gutter Menu ","1545 N KOLIN AVE"
"27642",2024,36,9190.11,"Streets & Transportation","Curb & Gutter Menu ","2329 W CORTEZ ST"
"27643",2024,36,6025.03,"Streets & Transportation","Curb & Gutter Menu ","3044 N NORMANDY AVE"
"27644",2024,36,14387.34,"Streets & Transportation","Curb & Gutter Menu ","N KOLIN AVE & W GRAND AVE; 4329 W GRAND AVE"
"27645",2024,36,31124.94,"Streets & Transportation","Left-Turn Arrow Menu ","N OAK PARK AVE & W DIVERSEY AVE"
"27646",2024,36,660,"Streets & Transportation","Miscellaneous CDOT Projects ","2358 N MEADE AVE"
"27647",2024,36,660,"Streets & Transportation","Miscellaneous CDOT Projects ","3058 N OAK PARK AVE"
"27648",2024,36,22368.56,"Streets & Transportation","Sidewalk Menu ","1101 N LAWNDALE AVE"
"27649",2024,36,19357.46,"Streets & Transportation","Sidewalk Menu ","1248 N LAWNDALE AVE"
"27650",2024,36,14094.81,"Streets & Transportation","Sidewalk Menu ","1831 W RACE AVE"
"27651",2024,36,2142.38,"Streets & Transportation","Sidewalk Menu ","2112 N MASON AVE"
"27652",2024,36,6534.13,"Streets & Transportation","Sidewalk Menu ","2120 N MONITOR AVE"
"27653",2024,36,34155.82,"Streets & Transportation","Sidewalk Menu ","2136 N MERRIMAC AVE; 2144 N MERRIMAC AVE"
"27654",2024,36,20022.6,"Streets & Transportation","Sidewalk Menu ","2201 N MERRIMAC AVE; 6224 W PALMER ST"
"27655",2024,36,6538.09,"Streets & Transportation","Sidewalk Menu ","2334 N PARKSIDE AVE"
"27656",2024,36,8802.55,"Streets & Transportation","Sidewalk Menu ","2417 N RUTHERFORD AVE"
"27657",2024,36,8934.76,"Streets & Transportation","Sidewalk Menu ","2501 N NEW ENGLAND AVE"
"27658",2024,36,6389.45,"Streets & Transportation","Sidewalk Menu ","2529 N NEWCASTLE AVE"
"27659",2024,36,7034.69,"Streets & Transportation","Sidewalk Menu ","2705 W IOWA ST"
"27660",2024,36,5480.38,"Streets & Transportation","Sidewalk Menu ","2826 N NAGLE AVE"
"27661",2024,36,3652.41,"Streets & Transportation","Sidewalk Menu ","2911 N NEWLAND AVE"
"27662",2024,36,559.34,"Streets & Transportation","Sidewalk Menu ","2935 N NATCHEZ AVE"
"27663",2024,36,15264.15,"Streets & Transportation","Sidewalk Menu ","3045 N OAK PARK AVE"
"27664",2024,36,716.94,"Streets & Transportation","Sidewalk Menu ","3113 N NEW ENGLAND AVE"
"27665",2024,36,16846.78,"Streets & Transportation","Sidewalk Menu ","6343 W GRAND AVE"
"27666",2024,36,33000.99,"Streets & Transportation","Sidewalk Menu ","958 N LEAVITT ST"
"27667",2024,36,40297.4,"Lighting","Street Light Residential Staggered Piggy Back Menu ","ON N NEW ENGLAND AVE FROM W BELMONT AVE (3200 N) TO W SCHOOL ST (3300 N)"
"27668",2024,36,500,"Lighting","Street Light Upgrade Menu ","2241 N MENARD AVE"
"27669",2024,36,500,"Lighting","Street Light Upgrade Menu ","3121 N NEWLAND AVE"
"27670",2024,36,20404.78,"Streets & Transportation","Street Resurfacing Menu ","ON N DRAKE AVE FROM W THOMAS ST (1100 N) TO W GRAND AVE (1200 N)"
"27671",2024,36,58067.02,"Streets & Transportation","Street Resurfacing Menu ","ON N NAGLE AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST (2900 N)"
"27672",2024,36,58689.57,"Streets & Transportation","Street Resurfacing Menu ","ON N NATOMA AVE FROM W DIVERSEY AVE (2800 N) TO W GEORGE ST (2900 N)"
"27673",2024,36,61089.02,"Streets & Transportation","Street Resurfacing Menu ","ON N NATOMA AVE FROM W GEORGE ST (2900 N) TO W WELLINGTON AVE (3000 N)"
"27674",2024,36,57016.08,"Streets & Transportation","Street Resurfacing Menu ","ON N NEW ENGLAND AVE FROM W BARRY AVE (3100 N) TO W BELMONT AVE (3200 N)"
"27675",2024,36,40060.31,"Streets & Transportation","Street Resurfacing Menu ","ON W BELDEN AVE FROM N NAGLE AVE (6432 W) TO N NATCHEZ AVE (6500 W)"
"27676",2024,36,59818.37,"Streets & Transportation","Street Resurfacing Menu ","ON W IOWA ST FROM N OAKLEY BLVD (2300 W) TO N WESTERN AVE (2400 W)"
"27677",2024,36,29977.12,"Streets & Transportation","Street Resurfacing Menu ","ON W IOWA ST FROM N WASHTENAW AVE (2700 W) TO N FAIRFIELD AVE (2740 W)"
"27678",2024,36,42716.05,"Streets & Transportation","Street Resurfacing Menu ","ON W OAKDALE AVE FROM N NEWLAND AVE (6930 W) TO N SAYRE AVE (7000 W)"
"27679",2024,36,25042.7,"Streets & Transportation","Street Resurfacing Menu ","ON W POTOMAC AVE FROM N SPRINGFIELD AVE (3900 W) TO N HARDING AVE (3940 W)"
"27680",2024,36,56624.29,"Streets & Transportation","Street Resurfacing Menu ","ON W RICE ST FROM N OAKLEY BLVD (2300 W) TO N WESTERN AVE (2400 W)"
"27681",2024,36,1603.46,"Streets & Transportation","Street Speed Hump Menu ","1837 W OHIO ST; ON W OHIO ST FROM N WOOD ST (1800 W) TO N WOLCOTT AVE (1900 W)"
"27682",2024,36,2440,"Streets & Transportation","Street Speed Hump Menu ","$2,440.00"
"27683",2024,36,4880,"Streets & Transportation","Street Speed Hump Menu ","ON N PARKSIDE AVE FROM W BELDEN AVE (2300 N) TO W FULLERTON AVE (2400 N)"
"27684",2024,36,2440,"Streets & Transportation","Street Speed Hump Menu ","ON W BARRY AVE FROM N NASHVILLE AVE (6600 W) TO N NATOMA AVE (6630 W)"
"27685",2024,37,21452.45,"Streets & Transportation","Alley Apron Menu ","1101 N LEAMINGTON AVE"
"27686",2024,37,27105.07,"Streets & Transportation","Alley Apron Menu ","1206-1208 N PINE AVE"
"27687",2024,37,17397.51,"Streets & Transportation","Alley Apron Menu ","$17,397.51"
"27688",2024,37,22229.42,"Streets & Transportation","Alley Resurfacing Menu ","$22,229.42"
"27689",2024,37,34078.6,"Streets & Transportation","Alley Resurfacing Menu ","900 N LAWLER AVE; N LAWLER AVE & W IOWA ST&W AUGUSTA BLVD & N LECLAIRE AVE"
"27690",2024,37,41727.63,"Streets & Transportation","Alley Resurfacing Menu ","N LECLAIRE AVE & W CHICAGO AVE&W SUPERIOR ST & N LAVERGNE AVE"
"27691",2024,37,33850.33,"Streets & Transportation","Alley Resurfacing Menu ","W KAMERLING AVE & N KARLOV AVE&N KEELER AVE & W POTOMAC AVE"
"27692",2024,37,40351.4,"Streets & Transportation","Alley Resurfacing Menu ","W POTOMAC AVE & N LATROBE AVE&N LOCKWOOD AVE & W KAMERLING AVE"
"27693",2024,37,2175,"Streets & Transportation","Alley Speed Hump Menu ","N KEYSTONE AVE & W IOWA ST&W CHICAGO AVE & N PULASKI RD"
"27694",2024,37,1450,"Streets & Transportation","Alley Speed Hump Menu ","W HURON ST & N LECLAIRE AVE&N LEAMINGTON AVE & W OHIO ST"
"27695",2024,37,53188.55,"Streets & Transportation","Curb & Gutter Menu ","1400 N LAVERGNE AVE"
"27696",2024,37,4961.45,"Streets & Transportation","Curb & Gutter Menu ","1800 N LOTUS AVE"
"27697",2024,37,1358.23,"Streets & Transportation","Curb & Gutter Menu ","325 N LOTUS AVE"
"27698",2024,37,66000,"Streets & Transportation","Curb & Gutter Menu ","N KOLIN AVE & W IOWA ST"
"27699",2024,37,112000,"Streets & Transportation","Diagonal Parking Menu ","1540 N LOTUS AVE"
"27700",2024,37,300,"Streets & Transportation","Miscellaneous CDOT Projects ","100-130 N LOTUS AVE"
"27701",2024,37,450,"Streets & Transportation","Miscellaneous CDOT Projects ","101-143 N PINE AVE"
"27702",2024,37,21053.1,"Streets & Transportation","Sidewalk Menu ","1400 N LAVERGNE AVE"
"27703",2024,37,7625.69,"Streets & Transportation","Sidewalk Menu ","1401 N LARAMIE AVE"
"27704",2024,37,2096.56,"Streets & Transportation","Sidewalk Menu ","1444 N LARAMIE AVE"
"27705",2024,37,15134.65,"Streets & Transportation","Sidewalk Menu ","323 N PINE AVE; 320 N PINE AVE"
"27706",2024,37,5815.45,"Streets & Transportation","Sidewalk Menu ","4111 W KAMERLING AVE"
"27707",2024,37,13705.45,"Streets & Transportation","Sidewalk Menu ","5101 W POTOMAC AVE"
"27708",2024,37,9332.59,"Streets & Transportation","Sidewalk Menu ","5400 W OHIO ST; 601 N LOCKWOOD AVE"
"27709",2024,37,5415.33,"Streets & Transportation","Sidewalk Menu ","634 N LONG AVE"
"27710",2024,37,15569.67,"Streets & Transportation","Sidewalk Menu ","ON N LAVERGNE AVE FROM W DIVISION ST (1200 N) TO W CRYSTAL ST (1230 N)"
"27711",2024,37,158517.57,"Streets & Transportation","Sidewalk Menu ","ON N LAVERGNE AVE FROM W POTOMAC AVE (1300 N) TO W HIRSCH ST (1400 N)"
"27712",2024,37,29370.23,"Streets & Transportation","Sidewalk Menu ","W IOWA ST & N KEDVALE AVE; 900 N KEDVALE AVE"
"27713",2024,37,422000,"Lighting","Street Light Residential Staggered Piggy Back Menu ","ON W BLOOMINGDALE AVE FROM N LAMON AVE (4900 W) TO N LARAMIE AVE (5200 W)"
"27714",2024,37,15126.35,"Lighting","Street Light Residential Staggered Piggy Back Menu ","ON W HURON ST FROM N LAVERGNE AVE (5000 W) TO N LECLAIRE AVE (5100 W)"
"27715",2024,37,98148.78,"Lighting","Street Light Residential Staggered Piggy Back Menu ","ON W OHIO ST FROM N LAVERGNE AVE (5000 W) TO N LECLAIRE AVE (5100 W)"
"27716",2024,37,500,"Lighting","Street Light Upgrade Menu ","300 N LONG AVE"
"27717",2024,37,1000,"Lighting","Street Light Upgrade Menu ","303 N LOCKWOOD AVE"
"27718",2024,37,500,"Lighting","Street Light Upgrade Menu ","4821 W OHIO ST"
"27719",2024,37,68213.44,"Streets & Transportation","Street Resurfacing Menu ","ON N KEELER AVE FROM W CHICAGO AVE (800 N) TO W IOWA ST (900 N)"
"27720",2024,37,59018.08,"Streets & Transportation","Street Resurfacing Menu ","$59,018.08"
"27721",2024,37,4880,"Streets & Transportation","Street Speed Hump Menu ","ON N LAVERGNE AVE FROM W HIRSCH ST (1400 N) TO W LE MOYNE ST (1500 N)"
"27722",2024,37,4880,"Streets & Transportation","Street Speed Hump Menu ","$4,880.00"
"27723",2024,37,4880,"Streets & Transportation","Street Speed Hump Menu ","ON N SPRINGFIELD AVE FROM W AUGUSTA BLVD (1000 N) TO W THOMAS ST (1100 N)"
"27724",2024,37,21960,"Streets & Transportation","Street Speed Hump Menu ","ON W HIRSCH ST FROM N LARAMIE AVE (5200 W) TO N CENTRAL AVE (5600 W)"
"27725",2024,37,2440,"Streets & Transportation","Street Speed Hump Menu ","ON W LE MOYNE ST FROM N KILPATRICK AVE (4700 W) TO N KEATING AVE (4730 W)"
"27726",2024,37,4880,"Streets & Transportation","Street Speed Hump Menu ","ON W WALTON ST FROM N LAMON AVE (4900 W) TO N LAVERGNE AVE (5000 W)"
"27727",2024,38,14381.31,"Streets & Transportation","Alley Apron Menu ","3212 N ORANGE AVE"
"27728",2024,38,30944.12,"Streets & Transportation","Alley Apron Menu ","3215 N OSAGE AVE"
"27729",2024,38,17298.15,"Streets & Transportation","Alley Apron Menu ","3217 N OZANAM AVE"
"27730",2024,38,15312.97,"Streets & Transportation","Alley Apron Menu ","3542 N NORA AVE"
"27731",2024,38,16679.36,"Streets & Transportation","Alley Apron Menu ","3542 N NORDICA AVE"
"27732",2024,38,30434.43,"Streets & Transportation","Alley Apron Menu ","3941 N PARIS AVE"
"27733",2024,38,24141.25,"Streets & Transportation","Alley Apron Menu ","5300 W CUYLER AVE"
"27734",2024,38,21183.26,"Streets & Transportation","Alley Apron Menu ","5456 W HUTCHINSON ST"
"27735",2024,38,20289.9,"Streets & Transportation","Alley Apron Menu ","5500 W HUTCHINSON ST"
"27736",2024,38,29205.19,"Streets & Transportation","Alley Apron Menu ","6345 W GRACE ST"
"27737",2024,38,4473.93,"Streets & Transportation","Curb & Gutter Menu ","ON N NORDICA AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N)"
"27738",2024,38,660,"Streets & Transportation","Miscellaneous CDOT Projects ","4500 N MULLIGAN AVE"
"27739",2024,38,5568.77,"Streets & Transportation","Sidewalk Menu ","3301 N ODELL AVE"
"27740",2024,38,500,"Lighting","Street Light Upgrade Menu ","3218 N PARIS AVE"
"27741",2024,38,500,"Lighting","Street Light Upgrade Menu ","4130-4132 N MOODY AVE"
"27742",2024,38,15173.91,"Streets & Transportation","Street Resurfacing Menu ","ON N FORESTVIEW AVE FROM 4553 N TO W WILSON AVE (4600 N)"
"27743",2024,38,35282.46,"Streets & Transportation","Street Resurfacing Menu ","$35,282.46"
"27744",2024,38,36663.22,"Streets & Transportation","Street Resurfacing Menu ","ON N MARIA CT FROM W CASTLEISLAND AVE (4540 N) TO W WINDSOR AVE (4600 N)"
"27745",2024,38,70227.37,"Streets & Transportation","Street Resurfacing Menu ","ON N MOBILE AVE FROM W ADDISON ST (3600 N) TO W WAVELAND AVE (3700 N)"
"27746",2024,38,55976.63,"Streets & Transportation","Street Resurfacing Menu ","ON N NEVA AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N)"
"27747",2024,38,53727.89,"Streets & Transportation","Street Resurfacing Menu ","ON N NEWCASTLE AVE FROM W BELMONT AVE (3200 N) TO W SCHOOL ST (3300 N)"
"27748",2024,38,60194.12,"Streets & Transportation","Street Resurfacing Menu ","ON N NORDICA AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N)"
"27749",2024,38,58607.89,"Streets & Transportation","Street Resurfacing Menu ","ON N OCONTO AVE FROM W CORNELIA AVE (3500 N) TO W ADDISON ST (3600 N)"
"27750",2024,38,56248.97,"Streets & Transportation","Street Resurfacing Menu ","ON N ODELL AVE FROM W WAVELAND AVE (3700 N) TO W GRACE ST (3800 N)"
"27751",2024,38,69294.74,"Streets & Transportation","Street Resurfacing Menu ","ON N OLCOTT AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AVE (3500 N)"
"27752",2024,38,59934.26,"Streets & Transportation","Street Resurfacing Menu ","ON N ORANGE AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N)"
"27753",2024,38,56017.93,"Streets & Transportation","Street Resurfacing Menu ","ON N OZANAM AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AVE (3500 N)"
"27754",2024,38,63835.95,"Streets & Transportation","Street Resurfacing Menu ","ON N PAGE AVE FROM W BYRON ST (3900 N) TO W IRVING PARK RD (4000 N)"
"27755",2024,38,63276.05,"Streets & Transportation","Street Resurfacing Menu ","ON N PANAMA AVE FROM W ROSCOE ST (3400 N) TO W CORNELIA AVE (3500 N)"
"27756",2024,38,58092.4,"Streets & Transportation","Street Resurfacing Menu ","ON N PANAMA AVE FROM W SCHOOL ST (3300 N) TO W ROSCOE ST (3400 N)"
"27757",2024,38,41690.49,"Streets & Transportation","Street Resurfacing Menu ","ON N PARIS AVE FROM 3610 N TO W WAVELAND AVE (3700 N)"
"27758",2024,38,26925.82,"Streets & Transportation","Street Resurfacing Menu ","ON N PARKSIDE AVE FROM 4433 N TO W SUNNYSIDE AVE (4500 N)"
"27759",2024,38,26568.32,"Streets & Transportation","Street Resurfacing Menu ","ON W BELLE PLAINE AVE FROM N AUSTIN AVE (6000 W) TO N MCVICKER AVE (6030 W)"
"27760",2024,38,32735.67,"Streets & Transportation","Street Resurfacing Menu ","ON W BERTEAU AVE FROM N MOBILE AVE (6300 W) TO N MULLIGAN AVE (6330 W)"
"27761",2024,38,50199.17,"Streets & Transportation","Street Resurfacing Menu ","ON W BYRON ST FROM N MENARD AVE (5800 W) TO N MARMORA AVE (5900 W)"
"27762",2024,38,49165.72,"Streets & Transportation","Street Resurfacing Menu ","ON W GRACE ST FROM N MOBILE AVE (6300 W) TO N NARRAGANSETT AVE (6400 W)"
"27763",2024,38,39165.57,"Streets & Transportation","Street Resurfacing Menu ","ON W NEWPORT AVE FROM N SAYRE AVE (7000 W) TO N NORDICA AVE (7050 W)"
"27764",2024,38,10451.98,"Streets & Transportation","Street Resurfacing Menu ","ON W SCHOOL ST FROM N PACIFIC AVE (8000 W) TO N PAGE AVE (8030 W)"
"27765",2024,38,50482.56,"Streets & Transportation","Street Resurfacing Menu ","ON W WARWICK AVE FROM N MEADE AVE (6100 W) TO N MELVINA AVE (6200 W)"
"27766",2024,38,4880,"Streets & Transportation","Street Speed Hump Menu ","ON N LEAMINGTON AVE FROM W BELLE PLAINE AVE (4100 N) TO W BERTEAU AVE (4200 N)"
"27767",2024,38,4880,"Streets & Transportation","Street Speed Hump Menu ","ON N MENARD AVE FROM W MONTROSE AVE (4400 N) TO W SUNNYSIDE AVE (4500 N)"
