"","program","description","costA","ward","year","cost","costB"
"57","Street Resurfacing Menu ","ON N DAYTON ST FROM W BLACKHAWK ST (1500 N) TO W NORTH AVE (1600 N)","$73,020.92","2",2021,73020.92,NA
"58","Street Resurfacing Menu ","ON N DEARBORN ST FROM W DIVISION ST (1200 N) TO W NORTH BLVD (1600 N)","$235,976.32","2",2021,235976.32,NA
"59","Street Resurfacing Menu ","ON N JANSSEN AVE FROM W WEBSTER AVE (2200 N) TO W ALTGELD ST (2500 N)","$2,733.15","2",2021,2733.15,NA
"60","Street Resurfacing Menu ","ON N NOBLE ST FROM 1416 N TO W BLACKHAWK ST (1400 N)","$22,981.89","2",2021,22981.89,NA
"61","Street Resurfacing Menu ","ON N NOBLE ST FROM W AUGUSTA BLVD (1000 N) TO N MILWAUKEE AVE (1060 N)","$34,574.99","2",2021,34574.99,NA
"62","Street Resurfacing Menu ","ON N PAULINA ST FROM W PIERCE AVE (1530 N) TO W NORTH AVE (1600 N)","$24,812.93","2",2021,24812.93,NA
"63","Street Resurfacing Menu ","ON N SCHICK PL FROM N CLYBOURN AVE (1280 N) TO N CLEVELAND AVE (1300 N)","$12,330.14","2",2021,12330.14,NA
"64","Street Resurfacing Menu ","ON N WOOD ST FROM N ELK GROVE AVE (1500 N) TO W JULIAN ST (1440 N)","$7,669.70","2",2021,7669.7,NA
"65","Street Resurfacing Menu ","ON W BLACKHAWK ST FROM N BOSWORTH AVE (1530 W) TO N CLEAVER ST (1430 W)","$39,599.56","2",2021,39599.56,NA
"66","Street Resurfacing Menu ","ON W CRYSTAL ST FROM N NOBLE ST (1400 W) TO N ADA ST (1360 W)","$20,561.31","2",2021,20561.31,NA
"67","Street Resurfacing Menu ","ON W IOWA ST FROM N DAMEN AVE (2000 W) TO N LEAVITT ST (2200 W)","$132,093.09","2",2021,132093.09,NA
"68","Street Resurfacing Menu ","ON W LE MOYNE DR FROM N ASHLAND AVE (1600 W) TO N WOOD ST (1800 W)","$113,737.24","2",2021,113737.24,NA
"69","Street Resurfacing Menu ","ON W MAPLE ST FROM N STATE ST (1 W) TO N DEARBORN ST (50 W)","$32,830.45","2",2021,32830.45,NA
"70","Street Resurfacing Menu ","ON W OAK ST FROM N STATE ST (0 E) TO N DEARBORN ST (50 W)","$34,519.29","2",2021,34519.29,NA
"71","Street Resurfacing Menu ","ON W SCHILLER ST FROM N LA SALLE DR (140 W) TO N DEARBORN ST (30 W)","$74,178.60","2",2021,74178.6,NA
"72","Street Speed Hump Menu ","ON N MAGNOLIA AVE FROM N CLYBOURN AVE (2000 N) TO W DICKENS AVE (2100 N)","$3,132.39","2",2021,3132.39,NA
"73","1 POD Camera NE Corner of Cermack and Wabash","S WABASH AVE & E CERMAK RD","$24,776.00","3",2021,24776,NA
"74","In-Road State Law Stop For Pedestrians Signs","$175,901.00","$175,901.00","3",2021,175901,NA
"75","Alley Resurfacing Menu (1-1) ","S DR MARTIN LUTHER KING JR DR & E 43RD ST&E 44TH ST & S VINCENNES AVE","$38,436.09","3",2021,38436.09,NA
"76","Alley Resurfacing Menu ","S CALUMET AVE & E 45TH ST&E 46TH ST & S DR MARTIN LUTHER KING JR DR","$37,349.83","3",2021,37349.83,NA
"77","Alley Resurfacing Menu ","S GILES AVE & E 35TH ST&W 37TH ST & S PRINCETON AVE","$69,522.70","3",2021,69522.7,NA
"78","Alley Resurfacing Menu ","S INDIANA AVE & E 31ST ST&E 32ND ST & S PRAIRIE AVE","$28,686.74","3",2021,28686.74,NA
"79","Alley Resurfacing Menu ","S WABASH AVE & E 42ND ST&E 43RD ST & S MICHIGAN AVE","$25,775.49","3",2021,25775.49,NA
"80","Alley Resurfacing Menu ","S WABASH AVE & E 47TH ST&E 48TH ST & S STATE ST","$42,697.20","3",2021,42697.2,NA
"81","Alley Resurfacing Menu ","W 47TH ST & S PRINCETON AVE&S SHIELDS AVE & W 48TH PL","$16,562.66","3",2021,16562.66,NA
"82","Alley Resurfacing Menu ","W 51ST PL & S PRINCETON AVE&S PRINCETON AVE & W 51ST ST","$27,954.99","3",2021,27954.99,NA
"83","Alley Speed Hump Menu ","W 51ST PL & S PRINCETON AVE&S PRINCETON AVE & W 51ST ST","$700.00","3",2021,700,NA
"84","Miscellaneous CDOT Projects ","3300 S STATE ST","$660.00","3",2021,660,NA
"85","Miscellaneous CDOT Projects ","447 E 43RD ST; 435 E 43RD ST","$150.00","3",2021,150,NA
"86","Miscellaneous CDOT Projects ","4711-4755 S CALUMET AVE","$300.00","3",2021,300,NA
"87","Miscellaneous CDOT Projects ","4712 S PRINCETON AVE","$150.00","3",2021,150,NA
"88","Miscellaneous CDOT Projects ","4747-4759 S CALUMET AVE","$300.00","3",2021,300,NA
"89","Miscellaneous CDOT Projects ","5213 S WABASH AVE; 5221 S WABASH AVE","$266.13","3",2021,266.13,NA
"90","Miscellaneous CDOT Projects ","5301 S WENTWORTH AVE","$660.00","3",2021,660,NA
"91","Miscellaneous CDOT Projects ","5308 S INDIANA AVE; 5314 S INDIANA AVE","$300.00","3",2021,300,NA
"92","Miscellaneous CDOT Projects ","5334 S INDIANA AVE","$150.00","3",2021,150,NA
"93","Miscellaneous CDOT Projects ","5420 S INDIANA AVE","$450.00","3",2021,450,NA
"94","Miscellaneous CDOT Projects ","542 E 47TH ST","$150.00","3",2021,150,NA
"95","Miscellaneous CDOT Projects ","600-608 E 47TH ST","$300.00","3",2021,300,NA
"96","Miscellaneous CDOT Projects ","S STATE ST & E 43RD ST","$2,500.00","3",2021,2500,NA
"97","Sidewalk Menu ","319-321 E 18TH ST","$3,948.07","3",2021,3948.07,NA
"98","Sidewalk Menu ","3658 S WENTWORTH AVE","$20,357.00","3",2021,20357,NA
"99","Sidewalk Menu ","4458 S DR MARTIN LUTHER KING JR DR W; S DR MARTIN LUTHER KING JR DR & E 45TH ST","$22,448.46","3",2021,22448.46,NA
"100","Sidewalk Menu ","4807 S PRAIRIE AVE","$12,249.37","3",2021,12249.37,NA
"101","Sidewalk Menu ","5640 S PRINCETON AVE","$3,812.48","3",2021,3812.48,NA
"102","Sidewalk Menu ","E 50TH ST & S PRAIRIE AVE","$15,284.77","3",2021,15284.77,NA
"103","Street Bump Outs Menu ","S MICHIGAN AVE & E 46TH ST","$16,727.48","3",2021,16727.48,NA
"104","Street Light Pole for High Definition Camera Menu ","W 53RD ST & S PRINCETON AVE","$3,000.00","3",2021,3000,NA
"105","Street Light Pole Painting Menu ","ON E 18TH ST FROM S PRAIRIE AVE (300 E) TO S CALUMET AVE (334 E)","$2,600.00","3",2021,2600,NA
"106","Street Light Pole Painting Menu ","ON S CALUMET AVE FROM 1834 S TO E 18TH ST (1800 S)","$3,000.00","3",2021,3000,NA
"107","Street Light Pole Painting Menu ","ON S PRAIRIE AVE FROM E 17TH ST (1700 S) TO E 18TH ST (1799 S)","$2,100.00","3",2021,2100,NA
"108","Street Light Residential Staggered Piggy Back Menu ","$123,330.76","$123,330.76","3",2021,123330.76,NA
"109","Street Light Upgrade Menu ","3423 S MICHIGAN AVE","$500.00","3",2021,500,NA
"110","Street Light Upgrade Menu ","3664 S INDIANA AVE","$500.00","3",2021,500,NA
"111","Street Light Upgrade Menu ","3804 S INDIANA AVE","$500.00","3",2021,500,NA
"112","Street Light Upgrade Menu ","421 E 41ST ST","$259.76","3",2021,259.76,NA
"113","Street Light Upgrade Menu ","4319 S STATE ST","$500.00","3",2021,500,NA
"114","Street Light Upgrade Menu ","517 E 46TH PL","$500.00","3",2021,500,NA
"115","Street Light Upgrade Menu ","5439 S INDIANA AVE","$500.00","3",2021,500,NA
"116","Street Resurfacing Menu ","ON E 37TH PL FROM S WABASH AVE (50 E) TO S INDIANA AVE (200 E)","$67,395.75","3",2021,67395.75,NA
"117","Street Resurfacing Menu ","$63,244.31","$63,244.31","3",2021,63244.31,NA
"118","Street Resurfacing Menu ","$68,391.54","$68,391.54","3",2021,68391.54,NA
"119","Street Resurfacing Menu ","ON S DEARBORN ST FROM W 40TH ST (4000 S) TO W ROOT ST (4134 S)","$96,298.53","3",2021,96298.53,NA
"120","Street Resurfacing Menu ","ON S FEDERAL ST FROM W 26TH ST (2600 S) TO W 27TH ST (2700 S)","$40,469.88","3",2021,40469.88,NA
"121","Street Resurfacing Menu ","ON S PRAIRIE AVE FROM 1472 S TO E 15TH PL (1531 S)","$49,220.32","3",2021,49220.32,NA
"122","Street Resurfacing Menu ","ON S PRAIRIE AVE FROM E 32ND ST (3200 S) TO E 33RD BLVD (3300 S)","$63,755.71","3",2021,63755.71,NA
"123","Street Resurfacing Menu ","ON S PRINCETON AVE FROM W 37TH ST (3700 S) TO W 38TH ST (3760 S)","$72,816.17","3",2021,72816.17,NA
"124","Street Resurfacing Menu ","ON S PRINCETON AVE FROM W 43RD ST (4300 S) TO W 45TH ST (4500 S)","$171,764.11","3",2021,171764.11,NA
"125","Street Resurfacing Menu ","ON W SWANN ST FROM S WENTWORTH AVE (232 W) TO S PRINCETON AVE (300 W)","$20,122.59","3",2021,20122.59,NA
"126","Street Resurfacing Menu ","$24,454.10","$24,454.10","3",2021,24454.1,NA
"127","Street Speed Hump Menu ","ON E 15TH PL FROM S INDIANA AVE (200 E) TO S PRAIRIE AVE (300 E)","$2,350.00","3",2021,2350,NA
"128","Street Speed Hump Menu ","ON E 46TH ST FROM S INDIANA AVE (200 E) TO S DR MARTIN LUTHER KING JR DR (380 E)","$7,050.00","3",2021,7050,NA
"129","Street Speed Hump Menu ","ON E 46TH ST FROM S VINCENNES AVE (500 E) TO S CHAMPLAIN AVE (640 E)","$7,050.00","3",2021,7050,NA
"130","Street Speed Hump Menu ","ON S LA SALLE ST FROM W GARFIELD BLVD (5500 S) TO W 57TH ST (5700 S)","$9,400.00","3",2021,9400,NA
"131","Street Speed Hump Menu ","ON S PRINCETON AVE FROM W 37TH ST (3700 S) TO W 38TH ST (3760 S)","$4,700.00","3",2021,4700,NA
"132","Street Speed Hump Menu ","ON S PRINCETON AVE FROM W 38TH ST (3760 S) TO W PERSHING RD (3900 S)","$4,700.00","3",2021,4700,NA
"133","In-Road State Law Stop For Pedestrians Signs","$131,782.00","$131,782.00","4",2021,131782,NA
"134","In-Road State Law Stop For Pedestrians Signs","101 W IDA B WELLS DR; 110 E ROOSEVELT RD; 600 S STATE ST","$82,230.00","4",2021,82230,NA
"135","Alley Apron Menu ","600 E 42ND ST","$66,743.26","4",2021,66743.26,NA
"136","Alley Resurfacing Menu ","E 43RD ST & S BERKELEY AVE&S GREENWOOD AVE & E 44TH ST","$38,230.78","4",2021,38230.78,NA
"137","Alley Resurfacing Menu ","E 46TH ST & S DREXEL BLVD&S ELLIS AVE & E 47TH ST; 936 E 47TH ST","$22,754.44","4",2021,22754.44,NA
"138","Alley Speed Hump Menu ","E OAKWOOD BLVD & S ELLIS AVE&S LAKE PARK AVE & E 40TH ST","$2,100.00","4",2021,2100,NA
"139","Concrete Alley Menu ","801-833 E OAKWOOD BLVD; S ELLIS AVE & E OAKWOOD BLVD&E 40TH ST & S DREXEL BLVD","$126,503.40","4",2021,126503.4,NA
"140","Concrete Alley Menu ","E 46TH ST & S CHAMPLAIN AVE&S EVANS AVE & E 45TH ST","$128,612.09","4",2021,128612.09,NA
"141","Concrete Alley Menu ","S VINCENNES AVE & E OAKWOOD BLVD&E PERSHING RD & S LANGLEY AVE","$25,000.00","4",2021,25000,NA
"142","Curb & Gutter Menu ","$7,832.39","$7,832.39","4",2021,7832.39,NA
"143","Kenwood Park Benches","1330 E 50TH ST","$54,000.00","4",2021,54000,NA
"144","Kenwood Park - Infield Resizing","1330 E 50TH ST","$27,140.00","4",2021,27140,NA
"145","Miscellaneous CDOT Projects ","401 E 35TH ST","$660.00","4",2021,660,NA
"146","Miscellaneous CDOT Projects ","4125 S DREXEL BLVD","$150.00","4",2021,150,NA
"147","Miscellaneous CDOT Projects ","4337 S LAKE PARK AVE","$150.00","4",2021,150,NA
"148","Miscellaneous CDOT Projects ","4734 S INGLESIDE AVE","$17,686.35","4",2021,17686.35,NA
"149","Miscellaneous CDOT Projects ","4736-4738 S INGLESIDE AVE","$150.00","4",2021,150,NA
"150","Miscellaneous CDOT Projects ","622 E 41ST ST","$4,296.33","4",2021,4296.33,NA
"151","Miscellaneous CDOT Projects ","863 E OAKWOOD BLVD","$150.00","4",2021,150,NA
"152","Miscellaneous CDOT Projects ","E 43RD ST & S OAKENWALD AVE","$660.00","4",2021,660,NA
"153","Miscellaneous CDOT Projects ","E 48TH ST & S GREENWOOD AVE","$70,103.26","4",2021,70103.26,NA
"154","Miscellaneous CDOT Projects ","E 49TH ST & S KENWOOD AVE","$101,658.78","4",2021,101658.78,NA
"155","Pedestrian Refuge Island Menu ","1306 E 47TH ST","$46,650.21","4",2021,46650.21,NA
"156","Printers Row Fountian Restoration","632 S DEARBORN ST","$35,000.00","4",2021,35000,NA
"157","Sidewalk Menu ","403 E 37TH ST","$24,766.24","4",2021,24766.24,NA
"158","Sidewalk Menu ","662-700 E 46TH ST","$4,986.80","4",2021,4986.8,NA
"159","Street Bump Outs Menu ","1111 S WABASH AVE","$6,190.70","4",2021,6190.7,NA
"160","Street Bump Outs Menu ","4046 S ELLIS AVE; S ELLIS AVE & E 41ST ST","$43,940.07","4",2021,43940.07,NA
"161","Street Bump Outs Menu ","S PLYMOUTH CT & W JACKSON BLVD","$9,772.56","4",2021,9772.56,NA
"162","Street Bump Outs Menu ","S PLYMOUTH CT & W VAN BUREN ST","$16,035.36","4",2021,16035.36,NA
"163","Street Cul-de-Sac Menu ","4950 S GREENWOOD AVE","$30,513.92","4",2021,30513.92,NA
"164","Street Light Upgrade Menu ","829 E 47TH PL; 813 E 47TH PL","$1,000.00","4",2021,1000,NA
"165","Street Resurfacing Menu ","2900 S CALUMET AVE; ON S CALUMET AVE FROM 2932 S TO E 29TH ST (2900 S)","$54,132.57","4",2021,54132.57,NA
"166","Street Resurfacing Menu ","E 37TH ST & S LAKE PARK AVE","$15,975.57","4",2021,15975.57,NA
"167","Street Resurfacing Menu ","ON E 49TH ST FROM S EVANS AVE (730 E) TO S COTTAGE GROVE AVE (800 E)","$56,934.95","4",2021,56934.95,NA
"168","Street Resurfacing Menu ","ON E 49TH ST FROM S FORRESTVILLE AVE (540 E) TO S CHAMPLAIN AVE (640 E)","$59,943.18","4",2021,59943.18,NA
"169","Street Resurfacing Menu ","ON E 50TH PL FROM S CHAMPLAIN AVE (640 E) TO S COTTAGE GROVE AVE (800 E)","$85,312.12","4",2021,85312.12,NA
"170","Street Resurfacing Menu ","ON S CHAMPLAIN AVE FROM E 46TH ST (4600 S) TO E 47TH ST (4700 S)","$30,399.93","4",2021,30399.93,NA
"171","Street Resurfacing Menu ","ON S CHAMPLAIN AVE FROM E 49TH ST (4900 S) TO E 50TH ST (5000 S)","$69,852.73","4",2021,69852.73,NA
"172","In-Road State Law Stop For Pedestrians Signs","$214,482.00","$214,482.00","5",2021,214482,NA
"173","Alley Apron Menu ","2116 E 68TH ST","$8,486.80","5",2021,8486.8,NA
"174","Alley Apron Menu ","5314 S HARPER AVE","$26,004.26","5",2021,26004.26,NA
"175","Alley Apron Menu ","5530-5532 S SHORE DR","$26,407.52","5",2021,26407.52,NA
"176","Alley Resurfacing Menu ","E 52ND ST & S DREXEL AVE&S COTTAGE GROVE AVE & E DREXEL SQUARE DR","$35,665.85","5",2021,35665.85,NA
"177","Alley Resurfacing Menu ","S MERRILL AVE & E 67TH ST&E 68TH ST & S CLYDE AVE","$33,770.63","5",2021,33770.63,NA
"178","Concrete Alley Menu ","E 68TH ST & S CHAPPEL AVE; S CHAPPEL AVE & E 67TH ST&E 68TH ST & S JEFFERY BLVD","$234,560.25","5",2021,234560.25,NA
"179","Concrete Alley Menu ","S GREENWOOD AVE & E 71ST ST&E 72ND ST & S UNIVERSITY AVE","$259,004.90","5",2021,259004.9,NA
"180","Sidewalk Menu ","6747-6759 S OGLESBY AVE","$30,845.43","5",2021,30845.43,NA
"181","Sidewalk Menu ","ON E 53RD ST FROM S ELLIS AVE (999 E) TO S BERKELEY AVE (1020 E); 1001 E 53RD ST","$5,800.31","5",2021,5800.31,NA
"182","Sidewalk Menu ","ON E 53RD ST FROM S INGLESIDE AVE (928 E) TO S ELLIS AVE (999 E)","$19,489.26","5",2021,19489.26,NA
"183","Street Bump Outs Menu ","4926 S CORNELL AVE; 4930 S CORNELL AVE","$11,756.85","5",2021,11756.85,NA
"184","Street Light Residential Staggered Piggy Back Menu ","ON S CORNELL AVE FROM E 67TH ST (6700 S) TO E 69TH ST (6900 S)","$230,000.00","5",2021,230000,NA
"185","Street Light Residential Staggered Piggy Back Menu ","ON S RIDGELAND AVE FROM E 67TH ST (6700 S) TO E 69TH ST (6900 S)","$235,000.00","5",2021,235000,NA
"186","Street Resurfacing Menu ","ON S BENNETT AVE FROM E 67TH ST (6700 S) TO E 68TH ST (6800 S)","$45,886.96","5",2021,45886.96,NA
"187","Street Resurfacing Menu ","ON S BLACKSTONE AVE FROM E 53RD ST (5300 S) TO E 54TH ST (5400 S)","$4,869.99","5",2021,4869.99,NA
"188","Street Resurfacing Menu ","ON S CONSTANCE AVE FROM E 70TH ST (7000 S) TO E 71ST ST (7100 S)","$35,209.38","5",2021,35209.38,NA
"189","Street Resurfacing Menu ","ON S EUCLID AVE FROM E 70TH ST (7000 S) TO E 71ST ST (7100 S)","$38,059.60","5",2021,38059.6,NA
"190","Street Speed Hump Menu ","ON S MERRILL AVE FROM E 67TH ST (6700 S) TO E 68TH ST (6800 S)","$4,700.00","5",2021,4700,NA
"191","Alley Apron Menu ","8644 S PRAIRIE AVE; 8645 S PRAIRIE AVE","$67,932.92","6",2021,67932.92,NA
"192","Alley Apron Menu ","$24,027.76","$24,027.76","6",2021,24027.76,NA
"193","Alley Speed Hump Menu ","S CALUMET AVE & E 69TH ST&E 70TH ST & S DR MARTIN LUTHER KING JR DR","$2,800.00","6",2021,2800,NA
"194","Alley Speed Hump Menu ","S PEORIA ST & W 68TH ST&W 69TH ST & S GREEN ST; 846 W 69TH ST","$1,400.00","6",2021,1400,NA
"195","Curb & Gutter Menu ","7043 S PEORIA ST; ON S PEORIA ST FROM W 70TH ST (7000 S) TO W 71ST ST (7100 S)","$77,613.18","6",2021,77613.18,NA
"196","Floodlight Menu ","E 75TH ST & S PRAIRIE AVE","$697.26","6",2021,697.26,NA
"197","Miscellaneous CDOT Projects ","ST; S DR MARTIN LUTHER KING JR DR & E 87TH ST; S DR MARTIN LUTHER KING JR DR & E","$5,270.57","6",2021,5270.57,NA
"198","Sidewalk Menu ","224 E 86TH ST","$12,179.21","6",2021,12179.21,NA
"199","Sidewalk Menu ","455 E 82ND ST","$9,797.20","6",2021,9797.2,NA
"200","Sidewalk Menu ","6601 S ABERDEEN ST","$23,167.69","6",2021,23167.69,NA
"201","Sidewalk Menu ","7134 S WABASH AVE","$8,880.07","6",2021,8880.07,NA
"202","Sidewalk Menu ","7200 S INDIANA AVE; 129-131 E 72ND ST","$41,867.98","6",2021,41867.98,NA
"203","Sidewalk Menu ","7601 S VERNON AVE","$13,715.94","6",2021,13715.94,NA
"204","Sidewalk Menu ","7658 S PERRY AVE","$25,061.47","6",2021,25061.47,NA
"205","Sidewalk Menu ","7709 S ST LAWRENCE AVE","$4,284.15","6",2021,4284.15,NA
"206","Sidewalk Menu ","8206 S PRAIRIE AVE","$6,665.52","6",2021,6665.52,NA
"207","Sidewalk Menu ","8350 S COTTAGE GROVE AVE","$36,323.92","6",2021,36323.92,NA
"208","Sidewalk Menu ","8621-8633 S PRAIRIE AVE","$31,520.75","6",2021,31520.75,NA
"209","Sidewalk Menu ","ON E 85TH ST FROM S WABASH AVE (50 E) TO S MICHIGAN AVE (100 E)","$5,236.55","6",2021,5236.55,NA
"210","Sidewalk Menu ","ON W 66TH ST FROM S PARNELL AVE (550 W) TO S LOWE AVE (632 W)","$56,695.86","6",2021,56695.86,NA
"211","Street Light Residential Staggered Piggy Back Menu ","ON S UNION AVE FROM W 74TH ST (7400 S) TO W 76TH ST (7600 S)","$100,000.00","6",2021,100000,NA
"212","Street Light Residential Staggered Piggy Back Menu ","$175,000.00","$175,000.00","6",2021,175000,NA
"213","Street Light Upgrade Menu ","438 E 75TH ST","$500.00","6",2021,500,NA
"214","Street Light Upgrade Menu ","445 E 75TH ST","$500.00","6",2021,500,NA
"215","Street Resurfacing Menu ","ON E 88TH PL FROM S ST LAWRENCE AVE (600 E) TO S LANGLEY AVE (700 E)","$42,373.71","6",2021,42373.71,NA
"216","Street Resurfacing Menu ","ON S CHAMPLAIN AVE FROM E 71ST ST (7100 S) TO E 72ND ST (7200 S)","$62,446.32","6",2021,62446.32,NA
