"","description","costA","costB","ward","program","year","cost"
"1519","ON ROCKWELL FROM W GUNNISON ST (4836 N) TO W 0.00 ","1,443.00",NA,"40","Curb & Gutter Menu",2012,1443
"1520","W BALMORAL AVE & N LINCOLN AVE 0.00 ","800.00",NA,"40","In-Road ""State Law Stop",2012,800
"1521","W BALMORAL AVE & N RAVENSWOOD AVE 1.00 ","229.00",NA,"40","In-Road ""State Law Stop",2012,229
"1522","W WINONA ST & N CALIFORNIA AVE 0.00 ","410.00",NA,"40","In-Road ""State Law Stop",2012,410
"1523","ON FRANCISCO FROM W BRYN MAWR AV (5600 N) TO W ","1,173.00",NA,"40","Miscellaneous Other",2012,1173
"1524","N FAIRFIELD AVE & W ARDMORE AVE 0.00 ","1,275.00",NA,"40","Sidewalk Menu",2012,1275
"1525","ON N HERMITAGE AVE FROM W ROSEHILL DR (5750 N) TO 1.00 ","4,025.00",NA,"40","Street Resurfacing Menu",2012,4025
"1526","ON W THORNDALE AVE FROM N WESTERN AV (2400 W) TO 4.00 ","197,791.00",NA,"40","Street Resurfacing Menu",2012,197791
"1527","ON W BERWYN AVE FROM N HOYNE AV (2100 W) TO N 1.00 ","4,025.00",NA,"40","Street Resurfacing Menu",2012,4025
"1528","ON W CATALPA AVE FROM N CALIFORNIA AV (2800 W) TO 2.00 ","79,609.00",NA,"40","Street Resurfacing Menu",2012,79609
"1529","ON W GREGORY ST FROM N FRANCISCO AV (2900 W) TO N 1.00 ","66,329.00",NA,"40","Street Resurfacing Menu",2012,66329
"1530","ON N FAIRFIELD AVE FROM N LINCOLN AV (5712 N) TO W 3.00 ","120,176.00",NA,"40","Street Resurfacing Menu",2012,120176
"1531","ON N MOZART ST FROM W AINSLIE ST (4912 N) TO W 1.00 ","115,866.00",NA,"40","Street Resurfacing Menu",2012,115866
"1532","ON W BALMORAL AVE FROM N WINCHESTER AV (1920 W) 2.50 ","143,967.00",NA,"40","Street Resurfacing Menu",2012,143967
"1533","ON W RASCHER AVE FROM N CALIFORNIA AV (2800 W) TO 2.00 ","80,771.00",NA,"40","Street Resurfacing Menu",2012,80771
"1534","ON W THORNDALE AVE FROM N TALMAN AV (2632 W) TO N 3.00 ","59,204.00",NA,"40","Street Resurfacing Menu",2012,59204
"1535","ON N ARTESIAN AVE FROM W BRYN MAWR AV (5600 N) TO 4.00 ","130,476.00",NA,"40","Street Resurfacing Menu",2012,130476
"1536","W AINSLIE ST & N WESTERN AVE ","14,000.00",NA,"40","Pedestrian Countdown",2012,14000
"1537","1743 W GRANVILLE AVE ","350.00",NA,"40","Street Light Upgrade",2012,350
"1538","5018 N MOZART ST ","350.00",NA,"40","Street Light Upgrade",2012,350
"1539","Relocate POD camera from 5208 N. Wolcott to 5301 N. Hoyne ","1,800.00",NA,"40","High Definition Camera",2012,1800
"1540","Relocate POD camera from 1401 W. Devon to 1600 W. Morse ","1,800.00",NA,"40","High Definition Camera",2012,1800
"1541","N NEWLAND AVE & N SAYRE AVE & W GREGORY ST & W 0.00 ","2,100.00",NA,"41","Alley Speed Hump Menu",2012,2100
"1542","N NEW ENGLAND AVE & N SAYRE AVE & W GREGORY ST & 0.00 ","2,800.00",NA,"41","Alley Speed Hump Menu",2012,2800
"1543","W DEVON AVE & W HORTENSE AVE & N OLCOTT AVE & N 0.00 ","48,000.00",NA,"41","Concrete Alley Menu",2012,48000
"1544","ON W TALCOTT AVE FROM N ORIOLE AV (7600 W) TO N 0.00 ","21,182.00",NA,"41","Curb & Gutter Menu",2012,21182
"1545","ON N MINNEHAHA AVE FROM N HIAWATHA AV (6482 N) TO 0.00 ","9,327.00",NA,"41","Curb & Gutter Menu",2012,9327
"1546","ON N OCONTO AVE FROM W BIRCHWOOD AV (7500 N) TO W 0.00 ","3,677.00",NA,"41","Curb & Gutter Menu",2012,3677
"1547","ON N ALGONQUIN AVE FROM N HIAWATHA AV (6530 N) TO 0.00 ","9,506.00",NA,"41","Curb & Gutter Menu",2012,9506
"1548","N NORTHWEST HWY & N OSHKOSH AVE 0.00 ","800.00",NA,"41","In-Road ""State Law Stop",2012,800
"1549","W DEVON AVE & N NEWCASTLE AVE 0.00 ","800.00",NA,"41","In-Road ""State Law Stop",2012,800
"1550","W DEVON AVE & N OAK PARK AVE 0.00 ","400.00",NA,"41","In-Road ""State Law Stop",2012,400
"1551","ON N AVONDALE AVE FROM N OLYMPIA AV (6497 N) TO N 0.00 ","8,433.00",NA,"41","Sidewalk Menu",2012,8433
"1552","6069 N Naples 0.00 ","2,964.00",NA,"41","Sidewalk Menu",2012,2964
"1553","ON N ODELL AVE FROM W COYLE AV (6932 N) TO W LUNT 1.00 ","16,073.00",NA,"41","Street Resurfacing Menu",2012,16073
"1554","ON N NORDICA AVE FROM W ARGYLE ST (5000 N) TO W 2.00 ","130,706.00",NA,"41","Street Resurfacing Menu",2012,130706
"1555","ON N MOBILE AVE FROM W ESTES AV (7100 N) TO W TOUHY 1.00 ","68,224.00",NA,"41","Street Resurfacing Menu",2012,68224
"1556","ON N MENDOTA AVE FROM N CALDWELL AV (6832 N) TO N 1.00 ","46,017.00",NA,"41","Street Resurfacing Menu",2012,46017
"1557","ON W ALBION AVE FROM N NATOMA AV (6600 W) TO N 2.00 ","83,700.00",NA,"41","Street Resurfacing Menu",2012,83700
"1558","ON N MOBILE AVE FROM W GREENLEAF AV (7035 N) TO W 1.00 ","38,928.00",NA,"41","Street Resurfacing Menu",2012,38928
"1559","ON W LUNT AVE FROM N OCTAVIA AV (7300 W) TO N 1.00 ","28,748.00",NA,"41","Street Resurfacing Menu",2012,28748
"1560","ON N NEVA AVE FROM W GUNNISON ST (4800 N) TO W 0.00 ","51,579.00",NA,"41","Street Resurfacing Menu",2012,51579
"1561","ON N IONIA AVE FROM N MENDOTA AV (7014 N) TO N 2.00 ","44,269.00",NA,"41","Street Resurfacing Menu",2012,44269
"1562","ON N WESLEY TR FROM W FOSTER AV (5200 N) TO CITY 1.00 ","6,950.00",NA,"41","Street Resurfacing Menu",2012,6950
"1563","ON N MENDOTA AVE FROM N HIAWATHA AV (6940 N) TO N 1.00 ","42,331.00",NA,"41","Street Resurfacing Menu",2012,42331
"1564","ON N OLEANDER AVE FROM W ESTES AV (7100 N) TO W 1.00 ","38,152.00",NA,"41","Street Resurfacing Menu",2012,38152
"1565","ON N NORDICA AVE FROM W BALMORAL AV (5400 N) TO W 1.00 ","2,636.00",NA,"41","Street Resurfacing Menu",2012,2636
"1566","ON N PANAMA AVE FROM W GREGORY ST (5520 N) TO W 0.25 ","46,805.00",NA,"41","Street Resurfacing Menu",2012,46805
"1567","ON W GREENLEAF AVE FROM N MOBILE AV (6300 W) TO N 1.00 ","37,863.00",NA,"41","Street Resurfacing Menu",2012,37863
"1568","ON N NEWARK AVE FROM N NORTHWEST HW (6071 N) TO 1.00 ","53,642.00",NA,"41","Street Resurfacing Menu",2012,53642
"1569","ON W ESTES AVE FROM N MOBILE AV (6300 W) TO N 1.00 ","24,183.00",NA,"41","Street Resurfacing Menu",2012,24183
"1570","ON W ESTES AVE FROM N MERRIMAC AV (6233 W) TO N 1.00 ","15,141.00",NA,"41","Street Resurfacing Menu",2012,15141
"1571","ON N NEWCASTLE AVE FROM W CARMEN AV (5100 N) TO W 1.00 ","53,254.00",NA,"41","Street Resurfacing Menu",2012,53254
"1572","ON W COYLE AVE FROM N OCTAVIA AV (7300 W) TO N 1.00 ","27,216.00",NA,"41","Street Resurfacing Menu",2012,27216
"1573","ON N CHESTER AVE FROM W ARGYLE ST (5000 N) TO W 1.00 ","52,043.00",NA,"41","Street Resurfacing Menu",2012,52043
"1574","PALATINE AV (6243 N) ","35,370.00",NA,"41","Street Resurfacing Menu",2012,35370
"1575","ON N CHESTER AVE FROM W WINONA ST (5120 N) TO W 1.00 ","34,375.00",NA,"41","Street Resurfacing Menu",2012,34375
"1576","ON W PALATINE AVE FROM N ODELL AV (7331 W) TO N 1.00 ","62,928.00",NA,"41","Street Resurfacing Menu",2012,62928
"1577","ON N JEAN AVE FROM N IONIA AV (6872 N) TO N 1.00 ","47,889.00",NA,"41","Street Resurfacing Menu",2012,47889
"1578","5967 N NINA AVE ","350.00",NA,"41","Street Light Upgrade",2012,350
"1579","Norwood Park- dog friendly area ","60,000.00",NA,"41","Chicago Park District",2012,60000
"1580","Brooks Park- tennis cours surface and fence repair ","60,000.00",NA,"41","Chicago Park District",2012,60000
"1581","E BELLEVUE PL & E OAK ST & N LAKE SHORE DR & N RUSH 0.00 ","31,770.00",NA,"42","Alley Resurfacing Menu",2012,31770
"1582","ON E WALTON ST FROM N MIES VAN DER ROHE WY (236 E) 0.00 ","35,170.00",NA,"42","Curb & Gutter Menu",2012,35170
"1583","ON E ERIE ST FROM N MCCLURG CT (400 E) TO N LAKE 0.00 ","6,527.00",NA,"42","Curb & Gutter Menu",2012,6527
"1584","ON WABASH FROM E CHICAGO AV (800 N) TO E SUPERIOR 0.00 ","7,401.00",NA,"42","Curb & Gutter Menu",2012,7401
"1585","ON W HUBBARD ST FROM N CLARK ST (100 W) TO N LA 0.00 ","5,400.00",NA,"42","Curb & Gutter Menu",2012,5400
"1586","N CLARK ST & W GERMANIA PL 0.00 ","800.00",NA,"42","In-Road ""State Law Stop",2012,800
"1587","N LA SALLE ST & W COURT PL 0.00 ","800.00",NA,"42","In-Road ""State Law Stop",2012,800
"1588","W LA SALLE DR & W CARROLL AVE 0.00 ","410.00",NA,"42","In-Road ""State Law Stop",2012,410
"1589","N HARBOR DR & E RANDOLPH ST 1.00 ","550.00",NA,"42","In-Road ""State Law Stop",2012,550
"1590","W RANDOLPH ST & N FIELD U BLVD 0.00 ","800.00",NA,"42","In-Road ""State Law Stop",2012,800
"1591","N WABASH AVE & E KINZIE ST 0.00 ","410.00",NA,"42","In-Road ""State Law Stop",2012,410
"1592","E CHESTNUT ST & N MICHIGAN AVE 0.00 ","410.00",NA,"42","In-Road ""State Law Stop",2012,410
"1593","N STETSON U AVE & E SOUTH WATER 1.00 ","410.00",NA,"42","In-Road ""State Law Stop",2012,410
"1594","W DELAWARE PL & N DEARBORN ST 1.00 ","550.00",NA,"42","In-Road ""State Law Stop",2012,550
"1595","LaSalle Plaza 335 1.00 ","979.00",NA,"42","Miscellaneous Other",2012,979
"1596","ON W HURON ST FROM N CLARK ST (100 W) TO N WELLS ST 0.00 ","12,475.00",NA,"42","Sidewalk Menu",2012,12475
"1597","ON W SUPERIOR ST FROM N WELLS ST (200 W) TO N 0.00 ","114,640.00",NA,"42","Sidewalk Menu",2012,114640
"1598","ON N MILWAUKEE AVE FROM W LAKE ST (200 N) TO W 0.00 ","59,990.00",NA,"42","Sidewalk Menu",2012,59990
"1599","ON E JACKSON BLVD FROM S COLUMBUS DR (301 E) TO S 0.00 ","2,558.00",NA,"42","Sidewalk Menu",2012,2558
"1600","ON N WELLS ST FROM W ILLINOIS ST (500 N) TO W ILLINOIS 0.00 ","15,359.00",NA,"42","Sidewalk Menu",2012,15359
"1601","ON N COLUMBUS DR FROM E NORTH WATER ST (400 N) TO 1.00 ","109,581.00",NA,"42","Street Resurfacing Menu",2012,109581
"1602","ON W HURON ST FROM N KINGSBURY ST (530 W) TO N 1.00 ","43,361.00",NA,"42","Street Resurfacing Menu",2012,43361
"1603","ON W HURON ST FROM N ORLEANS ST (332 W) TO N LA 2.00 ","117,717.00",NA,"42","Street Resurfacing Menu",2012,117717
"1604","ON E ERIE ST FROM N MCCLURG CT (400 E) TO N LAKE 1.00 ","64,919.00",NA,"42","Street Resurfacing Menu",2012,64919
"1605","ON E ONTARIO ST FROM N FAIRBANKS CT (300 E) TO N 1.00 ","94,925.00",NA,"42","Street Resurfacing Menu",2012,94925
"1606","ON W HURON ST FROM N STATE ST (0 E) TO N DEARBORN 0.75 ","39,165.00",NA,"42","Street Resurfacing Menu",2012,39165
"1607","ON W WAYMAN ST FROM N JEFFERSON ST (600 W) TO N 0.50 ","18,344.00",NA,"42","Street Resurfacing Menu",2012,18344
"1608","ON N STATE ST FROM W KINZIE ST (400 N) TO W KINZIE ST 0.80 ","44,252.00",NA,"42","Street Resurfacing Menu",2012,44252
"1609","ON W HUBBARD ST FROM N STATE ST (0 E) TO N 1.00 ","39,596.00",NA,"42","Street Resurfacing Menu",2012,39596
"1610","ON N HARBOR DR FROM E RANDOLPH ST (123 N) TO N 1.00 ","57,869.00",NA,"42","Street Resurfacing Menu",2012,57869
"1611","ON E OHIO ST FROM N MCCLURG CT (400 E) TO N LAKE 1.00 ","30,768.00",NA,"42","Street Resurfacing Menu",2012,30768
"1612","ON N LARRABEE ST FROM W ERIE ST (637 N) TO W HURON 0.35 ","18,398.00",NA,"42","Street Resurfacing Menu",2012,18398
"1613","ON E SUPERIOR ST FROM N MICHIGAN AV (120 E) TO N ST 0.50 ","26,375.00",NA,"42","Street Resurfacing Menu",2012,26375
"1614","ON W OHIO ST FROM E KENNEDY FEEDER OUT RP (441 W) 1.00 ","48,724.00",NA,"42","Street Resurfacing Menu",2012,48724
"1615","ON N CANAL ST FROM W KINZIE ST (400 N) TO N CLINTON 0.50 ","28,229.00",NA,"42","Street Resurfacing Menu",2012,28229
"1616","S WELLS ST & W CHICAGO AVE 1.00 ","20,900.00",NA,"42","Left-Turn Arrow Menu",2012,20900
"1617","S STATE ST & W RANDOLPH L ST ","5,050.00",NA,"42","Left-Turn Arrow Menu",2012,5050
"1618","W GRAND AVE & N KINGSBURY ST ","29,950.00",NA,"42","Left-Turn Arrow Menu",2012,29950
"1619","W WASHINGTON & S CLARK ST 1.00 ","14,000.00",NA,"42","Pedestrian Countdown",2012,14000
"1620","S LA SALLE ST & W HUBBARD ST 1.00 ","12,900.00",NA,"42","Pedestrian Countdown",2012,12900
"1621","ON OHIO FROM N CLARK ST (100 W) TO N FRANKLIN ST ","3,300.00",NA,"42","Street Light Pole Painting",2012,3300
"1622","ON HUBBARD FROM N ORLEANS ST (332 W) TO N CLARK ST ","3,000.00",NA,"42","Street Light Pole Painting",2012,3000
"1623","ON KINZIE FROM N ORLEANS ST (332 W) TO N CLARK ST ","900.00",NA,"42","Street Light Pole Painting",2012,900
"1624","ON ILLINOIS FROM N ORLEANS ST (332 W) TO N CLARK ST ","4,500.00",NA,"42","Street Light Pole Painting",2012,4500
"1625","ON LA SALLE FROM W DELAWARE PL (906 N) TO W ","8,400.00",NA,"42","Street Light Pole Painting",2012,8400
"1626","ON GRAND FROM N ORLEANS ST (332 W) TO N CLARK ST ","4,800.00",NA,"42","Street Light Pole Painting",2012,4800
"1627","ON ERIE FROM N FRANKLIN ST (300 W) TO N ORLEANS ST ","72,000.00",NA,"42","Street Light Residential",2012,72000
"1628","ON KINZIE FROM N ORLEANS ST (332 W) TO N CLARK ST ","2,000.00",NA,"42","Street Light Upgrade",2012,2000
"1629","ON HUBBARD FROM N ORLEANS ST (332 W) TO N CLARK ST ","6,000.00",NA,"42","Street Light Upgrade",2012,6000
"1630","ON OHIO FROM N CLARK ST (100 W) TO N FRANKLIN ST ","7,200.00",NA,"42","Street Light Upgrade",2012,7200
"1631","ON ILLINOIS FROM N ORLEANS ST (332 W) TO N CLARK ST ","8,000.00",NA,"42","Street Light Upgrade",2012,8000
"1632","ON GRAND FROM N ORLEANS ST (332 W) TO N CLARK ST ","8,800.00",NA,"42","Street Light Upgrade",2012,8800
"1633","ON LA SALLE FROM W DELAWARE PL (906 N) TO W ","2,000.00",NA,"42","Traffic Equipment",2012,2000
"1634","ON GRAND FROM N ORLEANS ST (332 W) TO N CLARK ST ","7,600.00",NA,"42","Traffic Equipment",2012,7600
"1635","ON ILLINOIS FROM N ORLEANS ST (332 W) TO N CLARK ST ","6,050.00",NA,"42","Traffic Equipment",2012,6050
"1636","ON KINZIE FROM N ORLEANS ST (332 W) TO N CLARK ST ","2,100.00",NA,"42","Traffic Equipment",2012,2100
"1637","ON HUBBARD FROM N ORLEANS ST (332 W) TO N CLARK ST ","4,700.00",NA,"42","Traffic Equipment",2012,4700
"1638","ON OHIO FROM N CLARK ST (100 W) TO N FRANKLIN ST ","6,050.00",NA,"42","Traffic Equipment",2012,6050
"1639","ON W MONTANA ST FROM 1145 W TO N SEMINARY AV (1100 1.00 ","8,588.00",NA,"43","Alley Apron Menu",2012,8588
"1640","ON W FULLERTON PKWY FROM 500 W TO N GENEVA TR 1.00 ","11,036.00",NA,"43","Alley Apron Menu",2012,11036
"1641","ON W BELDEN AVE FROM 558 W TO N GENEVA TR (600 W) 1.00 ","12,777.00",NA,"43","Alley Apron Menu",2012,12777
"1642","ON N CLEVELAND AVE FROM 2235 N TO W GRANT PL (2232 1.00 ","10,075.00",NA,"43","Alley Apron Menu",2012,10075
"1643","ON W DICKENS BLVD FROM 334 W TO N LINCOLN PARK 1.00 ","14,695.00",NA,"43","Alley Apron Menu",2012,14695
"1644","ON W DICKENS AVE FROM 1051 W TO N SEMINARY AV (1100 1.00 ","8,748.00",NA,"43","Alley Apron Menu",2012,8748
"1645","ON N SEDGWICK ST FROM 1915 N TO W WISCONSIN ST (1910 1.00 ","10,402.00",NA,"43","Alley Apron Menu",2012,10402
"1646","ON W ALTGELD ST FROM 1112 W TO N RACINE AV (1200 W) 1.00 ","7,812.00",NA,"43","Alley Apron Menu",2012,7812
"1647","ON W DICKENS AVE FROM 1017 W TO N SHEFFIELD AV 1.00 ","8,131.00",NA,"43","Alley Apron Menu",2012,8131
"1648","ON W ALTGELD ST FROM 911 W TO N LINCOLN AV (917 W) 1.00 ","20,057.00",NA,"43","Alley Apron Menu",2012,20057
"1649","ON W LILL AVE FROM 815 W TO N HALSTED ST (800 W) 1.00 ","9,771.00",NA,"43","Alley Apron Menu",2012,9771
"1650","ON N DAYTON ST FROM 2780 N TO W SCHUBERT AV (2700 1.00 ","13,418.00",NA,"43","Alley Apron Menu",2012,13418
"1651","ON N MOHAWK ST FROM 1945 N TO W WISCONSIN ST (1910 1.00 ","8,245.00",NA,"43","Alley Apron Menu",2012,8245
"1652","ON N SHEFFIELD AVE FROM 2615 N TO W SCHUBERT AV 1.00 ","10,953.00",NA,"43","Alley Apron Menu",2012,10953
"1653","ON W GRANT PL FROM 510 W TO N CLEVELAND AV (500 W) 1.00 ","9,651.00",NA,"43","Alley Apron Menu",2012,9651
"1654","ON N DAYTON ST FROM 2617 N TO W WRIGHTWOOD AV 1.00 ","9,292.00",NA,"43","Alley Apron Menu",2012,9292
"1655","ON N BISSELL ST FROM 2214 N TO W WEBSTER AV (2200 N) 1.00 ","11,059.00",NA,"43","Alley Apron Menu",2012,11059
"1656","ON N KENMORE AVE FROM 2015 N TO W ARMITAGE AV 1.00 ","11,787.00",NA,"43","Alley Apron Menu",2012,11787
"1657","ON W SCHUBERT AVE FROM 757 W TO N BURLING ST (728 1.00 ","10,247.00",NA,"43","Alley Apron Menu",2012,10247
"1658","ON N DAYTON ST FROM 2614 N TO W WRIGHTWOOD AV 1.00 ","9,883.00",NA,"43","Alley Apron Menu",2012,9883
"1659","ON W WRIGHTWOOD AVE FROM 815 W TO N HALSTED ST 1.00 ","7,955.00",NA,"43","Alley Apron Menu",2012,7955
"1660","ON W MONTANA ST FROM 1144 W TO N RACINE AV (1200 W) 1.00 ","9,813.00",NA,"43","Alley Apron Menu",2012,9813
"1661","ON N FREMONT ST FROM 2258 N TO W WEBSTER AV (2200 1.00 ","7,870.00",NA,"43","Alley Apron Menu",2012,7870
"1662","ON W WEBSTER AVE FROM 824 W TO N DAYTON ST (832 W) 1.00 ","8,354.00",NA,"43","Alley Apron Menu",2012,8354
"1663","ON N GENEVA TR FROM 2357 N TO W BELDEN AV (2300 N) 1.00 ","10,377.00",NA,"43","Alley Apron Menu",2012,10377
"1664","ON W BELDEN AVE FROM 643 W TO N GENEVA TR (600 W) 1.00 ","15,034.00",NA,"43","Alley Apron Menu",2012,15034
"1665","ON N SHEFFIELD AVE FROM 2018 N TO W ARMITAGE AV 1.00 ","10,535.00",NA,"43","Alley Apron Menu",2012,10535
"1666","ON N SEMINARY AVE FROM 2017 N TO W ARMITAGE AV 1.00 ","11,117.00",NA,"43","Alley Apron Menu",2012,11117
"1667","ON N MILDRED AVE FROM 2625 N TO W WRIGHTWOOD AV 1.00 ","10,155.00",NA,"43","Alley Apron Menu",2012,10155
"1668","ON N SHEFFIELD AVE FROM 2753 N TO W DIVERSEY PW 1.00 ","8,697.00",NA,"43","Alley Apron Menu",2012,8697
"1669","ON W WILLOW ST FROM 814 W TO N HALSTED ST (800 W) 1.00 ","11,006.00",NA,"43","Alley Apron Menu",2012,11006
"1670","ON W WRIGHTWOOD AVE FROM 444 W TO N HAMPDEN CT 1.00 ","20,301.00",NA,"43","Alley Apron Menu",2012,20301
"1671","ON W DEMING PL FROM 542 W TO N GENEVA TR (603 W) 1.00 ","15,782.00",NA,"43","Alley Apron Menu",2012,15782
"1672","ON W MONTANA ST FROM 920 W TO N LINCOLN AV (873 W) 1.00 ","23,881.00",NA,"43","Alley Apron Menu",2012,23881
"1673","ON W GRANT PL FROM 511 W TO N CLEVELAND AV (500 W) 1.00 ","9,012.00",NA,"43","Alley Apron Menu",2012,9012
"1674","ON W DICKENS AVE FROM 847 W TO N HALSTED ST (800 W) 1.00 ","8,235.00",NA,"43","Alley Apron Menu",2012,8235
"1675","ON N KENMORE AVE FROM 2014 N TO W ARMITAGE AV 1.00 ","10,966.00",NA,"43","Alley Apron Menu",2012,10966
"1676","ON W MONTANA ST FROM 1116 W TO N RACINE AV (1200 W) 1.00 ","8,908.00",NA,"43","Alley Apron Menu",2012,8908
"1677","ON W ARMITAGE AVE FROM 415 W TO N HUDSON AV (435 1.00 ","10,353.00",NA,"43","Alley Apron Menu",2012,10353
"1678","ON W WRIGHTWOOD AVE FROM 2619 W TO N CLARK ST 1.00 ","9,755.00",NA,"43","Alley Apron Menu",2012,9755
"1679","ON W WRIGHTWOOD AVE FROM 629 W TO N ORCHARD ST 1.00 ","11,983.00",NA,"43","Alley Apron Menu",2012,11983
"1680","ON KENMORE FROM W DICKENS AV (2100 N) TO W ","2,465.00",NA,"43","Alley Resurfacing Menu",2012,2465
"1681","N LINCOLN AVE & N HALSTED ST & W LILL AVE & W 0.00 ","39,945.00",NA,"43","Alley Resurfacing Menu",2012,39945
"1682","ON WRIGHTWOOD FROM N PINE GROVE AV (442 W) TO N ","10,835.00",NA,"43","Alley Resurfacing Menu",2012,10835
"1683","2258 N Fremont ","953.00",NA,"43","Alley Resurfacing Menu",2012,953
"1684","ON N COMMONWEALTH AVE FROM 2376 N TO W BELDEN 1.00 ","1,260.00",NA,"43","Bollard Menu",2012,1260
"1685","ON W GOETHE ST FROM 153 W TO N LA SALLE DR (140 W) 1.00 ","630.00",NA,"43","Bollard Menu",2012,630
"1686","ON W GOETHE ST FROM 159 W TO N WELLS ST (200 W) 1.00 ","630.00",NA,"43","Bollard Menu",2012,630
"1687","210 W Scott ","704.00",NA,"43","Bollard Menu",2012,704
"1688","W NORTH AVE & W BLACKHAWK ST & N DAYTON ST & N 0.00 ","174,000.00",NA,"43","Concrete Alley Menu",2012,174000
"1689","ON N LINCOLN AVE FROM W WISCONSIN ST (1910 N) TO N 0.00 ","50,458.00",NA,"43","Curb & Gutter Menu",2012,50458
"1690","ON N SEDGWICK ST FROM W BLACKHAWK ST (1500 N) TO 0.00 ","17,425.00",NA,"43","Curb & Gutter Menu",2012,17425
"1691","ON N STOCKTON DR FROM W WEBSTER DR (2200 N) TO W 0.00 ","46,581.00",NA,"43","Curb & Gutter Menu",2012,46581
"1692","ON N DAYTON ST FROM W ARMITAGE AVE (2000 N) TO W 0.00 ","12,750.00",NA,"43","Curb & Gutter Menu",2012,12750
"1693","ON N SEDGWICK ST FROM W MENOMONEE ST (1800 N) TO 0.00 ","22,595.00",NA,"43","Curb & Gutter Menu",2012,22595
"1694","ON ORCHARD FROM W DIVERSEY PW (2800 N) TO W 0.00 ","15,366.00",NA,"43","Curb & Gutter Menu",2012,15366
"1695","ON N CLARK ST FROM W MENOMONEE ST (1826 N) TO N 0.00 ","32,751.00",NA,"43","Curb & Gutter Menu",2012,32751
"1696","ON ALTGELD FROM N RACINE AV (1200 W) TO N 0.00 ","763.00",NA,"43","Curb & Gutter Menu",2012,763
"1697","W FULLERTON AVE & N SEMINARY AVE 1.00 ","960.00",NA,"43","In-Road ""State Law Stop",2012,960
"1698","N CLARK ST & W ARTHINGTON ST 1.00 ","550.00",NA,"43","In-Road ""State Law Stop",2012,550
"1699","N STOCKTON DR & W ROSLYN PL 1.00 ","550.00",NA,"43","In-Road ""State Law Stop",2012,550
"1700","N STOCKTON DR & W ST JAMES PL 0.00 ","410.00",NA,"43","In-Road ""State Law Stop",2012,410
"1701","W MONTANA ST & N LINCOLN AVE 1.00 ","950.00",NA,"43","In-Road ""State Law Stop",2012,950
"1702","W ARMITAGE AVE & N HOWE ST 1.00 ","950.00",NA,"43","In-Road ""State Law Stop",2012,950
"1703","W SCHUBERT AVE & N CLARK ST 1.00 ","550.00",NA,"43","In-Road ""State Law Stop",2012,550
"1704","W FULLERTON AVE & N SEMINARY AVE 1.00 ","550.00",NA,"43","In-Road ""State Law Stop",2012,550
"1705","N STOCKTON DR & W LA SALLE DR 1.00 ","550.00",NA,"43","In-Road ""State Law Stop",2012,550
"1706","N SEDGWICK ST & W WEBSTER AVE 0.00 ","410.00",NA,"43","In-Road ""State Law Stop",2012,410
"1707","N STOCKTON DR & W WRIGHTWOOD AVE 1.00 ","960.00",NA,"43","In-Road ""State Law Stop",2012,960
"1708","N WELLS ST & W WENDELL ST 0.00 ","410.00",NA,"43","In-Road ""State Law Stop",2012,410
"1709","W DIVERSEY PKWY & N HAMPDEN CT 1.00 ","550.00",NA,"43","In-Road ""State Law Stop",2012,550
"1710","W DEMING PL & N CLARK ST 1.00 ","550.00",NA,"43","In-Road ""State Law Stop",2012,550
"1711","W WEBSTER AVE & N SEDGWICK ST 1.00 ","550.00",NA,"43","In-Road ""State Law Stop",2012,550
"1712","N CLARK ST & W WEBSTER AVE 0.00 ","410.00",NA,"43","In-Road ""State Law Stop",2012,410
"1713","N CANNON DR & N LAKE SHORE I DR 1.00 ","550.00",NA,"43","In-Road ""State Law Stop",2012,550
"1714","N CLYBOURN AVE & N MAGNOLIA AVE 0.00 ","410.00",NA,"43","In-Road ""State Law Stop",2012,410
"1715","2256 N LINCOLN AVE ","6,713.00",NA,"43","Miscellaneous Other",2012,6713
"1716","E DIVISION ST & N LAKE SHORE DR ","13,471.00",NA,"43","Miscellaneous Other",2012,13471
"1717","N LARRABEE ST & W MENOMONEE ST 0.00 ","300.00",NA,"43","Pavement Markings",2012,300
"1718","W LA SALLE DR & N LAKE SHORE DR 0.00 ","900.00",NA,"43","Pavement Markings",2012,900
"1719","ON W DIVERSEY AVE FROM N SHEFFIELD AVE (1000 W) TO 0.00 ","12,955.00",NA,"43","Sidewalk Menu",2012,12955
"1720","ON N LINCOLN PARK W FROM W WISCONSIN ST (1900 N) 0.00 ","2,056.00",NA,"43","Sidewalk Menu",2012,2056
"1721","ON W ST JAMES PL FROM N LAKEVIEW AV (400 W) TO N 0.00 ","2,212.00",NA,"43","Sidewalk Menu",2012,2212
"1722","ON N FREMONT ST FROM W ARMITAGE AVE (2000 N) TO W 0.00 ","6,960.00",NA,"43","Sidewalk Menu",2012,6960
"1723","ON W BLACKHAWK ST FROM N HALSTED ST (800 W) TO N 0.00 ","18,469.00",NA,"43","Sidewalk Menu",2012,18469
"1724","ON N GENEVA TR FROM W KEMPER PL (2332 N) TO W 0.00 ","28,681.00",NA,"43","Sidewalk Menu",2012,28681
"1725","ON W DIVERSEY PKWY FROM N MILDRED AV (900 W) TO N 0.00 ","12,955.00",NA,"43","Sidewalk Menu",2012,12955
