"","program","description","costA","ward","year","cost","costB"
"47","Traffic Signal LED Upgrade Menu ","N WESTERN AVE & W LYNDALE ST","$14,000.00","1",2017,14000,NA
"48","Tree Planting (100)","$50,000.00","$50,000.00","1",2017,50000,NA
"49","Alley Resurfacing Menu ","AVE","$42,229.01","2",2017,42229.01,NA
"50","Alley Resurfacing Menu ","AVE","$24,693.66","2",2017,24693.66,NA
"51","Alley Resurfacing Menu ","W GOETHE ST & N STATE PKWY&W SCHILLER ST & N DEARBORN ST","$27,368.28","2",2017,27368.28,NA
"52","Arterial Street Bump Outs Menu ","N WELLS ST & W SCOTT ST","$96,177.74","2",2017,96177.74,NA
"53","Bollard Menu ","ON N MICHIGAN AVE FROM 100 N TO E OAK ST (1000 N)","$10,000.00","2",2017,10000,NA
"54","Curb & Gutter Menu ","350-375 E SUPERIOR ST","$18,420.11","2",2017,18420.11,NA
"55","Curb & Gutter Menu ","200 E DELAWARE PL","$15,740.08","2",2017,15740.08,NA
"56","Curb & Gutter Menu ","W LE MOYNE ST & N GREENVIEW AVE","$21,872.28","2",2017,21872.28,NA
"57","Division Street Underpass","E DIVISION ST & N LAKE SHORE DR","$100,000.00","2",2017,100000,NA
"58","Signs Menu (2018)","N CLYBOURN AVE & W WISCONSIN ST","$350.00","2",2017,350,NA
"59","Signs Menu (2018)","176 E CHESTNUT ST","$350.00","2",2017,350,NA
"60","Left-Turn Arrow Menu ","W DIVISION ST & N LA SALLE DR","$18,490.00","2",2017,18490,NA
"61","Miscellaneous CDOT Projects ","E OAK ST & N MICHIGAN AVE","$19,702.21","2",2017,19702.21,NA
"62","50/50 Neighborhood Arts Program","$10,000.00","$10,000.00","2",2017,10000,NA
"63","Pavement Markings Menu (2016)","172 E CHESTNUT ST","$1,400.00","2",2017,1400,NA
"64","Pedestrian Countdown Signal","W NORTH AVE & N ELSTON AVE","$5,972.00","2",2017,5972,NA
"65","Pedestrian Countdown Signal Menu ","W NORTH AVE & N DAMEN AVE","$50,888.00","2",2017,50888,NA
"66","P.F.C. Joseph Schallmoser Honorary Sign","$634.00","$634.00","2",2017,634,NA
"67","POD Camera - Ward 2","N MICHIGAN AVE & E LAKE SHORE DR","$27,011.00","2",2017,27011,NA
"68","Sidewalk Menu ","70 E ELM ST","$1,128.73","2",2017,1128.73,NA
"69","Sidewalk Menu (2018)","102 W GERMANIA PL","$38,823.28","2",2017,38823.28,NA
"70","Sidewalk Menu (2018)","1236 N DEARBORN ST","$1,272.98","2",2017,1272.98,NA
"71","Street Light Residential Staggered Piggy Back","AVE (2039 W)","$205,000.00","2",2017,205000,NA
"72","Street Resurfacing Menu (1-5) ","(1000 N)","$47,178.55","2",2017,47178.55,NA
"73","Street Resurfacing Menu (1-5) ","ON N WOOD ST FROM W BEACH AVE (1420 N) TO W JULIAN ST (1440 N)","$19,187.76","2",2017,19187.76,NA
"74","Street Resurfacing Menu (1-5) ","(2200 W)","$47,096.51","2",2017,47096.51,NA
"75","Street Resurfacing Menu (1-5) ","AVE (1430 W)","$23,909.77","2",2017,23909.77,NA
"76","Street Resurfacing Menu ","CLYBOURN AVE (2132 N)","$21,825.77","2",2017,21825.77,NA
"77","Street Resurfacing Menu ","GREENVIEW AVE (1500 W)","$24,961.05","2",2017,24961.05,NA
"78","Street Resurfacing Menu ","AVE (1600 W)","$100,760.54","2",2017,100760.54,NA
"79","Street Resurfacing Menu ","AVE (1300 W)","$120,033.01","2",2017,120033.01,NA
"80","Street Resurfacing Menu ","W)","$43,183.36","2",2017,43183.36,NA
"81","Street Resurfacing Menu ","E)","$20,083.72","2",2017,20083.72,NA
"82","Street Resurfacing Menu ","W)","$19,600.51","2",2017,19600.51,NA
"83","Street Resurfacing Menu ","W)","$16,148.91","2",2017,16148.91,NA
"84","Street Resurfacing Menu (2018)","W)","$24,609.29","2",2017,24609.29,NA
"85","Street Resurfacing Menu (2018)","ON E ELM ST FROM N STATE ST (1 E) TO N LAKE SHORE DR (100 E)","$245.25","2",2017,245.25,NA
"86","Street Speed Hump Menu ","WRIGHTWOOD AVE (2600 N)","$2,941.35","2",2017,2941.35,NA
"87","Street Speed Hump Menu ","AVE (1500 W)","$3,700.00","2",2017,3700,NA
"88","Street Speed Hump Menu (2018)","(2200 W)","$3,700.00","2",2017,3700,NA
"89","Street Speed Hump Menu (2018)","(2200 W)","$3,700.00","2",2017,3700,NA
"90","Street Speed Hump Menu (2018)","(1700 W)","$3,700.00","2",2017,3700,NA
"91","Viaduct Improvement Menu ","W NORTH AVE & N GREENVIEW AVE","$35,911.26","2",2017,35911.26,NA
"92","Alley Resurfacing Menu (1-1) ","S PRAIRIE AVE & E 35TH ST:S GILES AVE & E 37TH ST","$3,693.51","3",2017,3693.51,NA
"93","Alley Resurfacing Menu ","4532 S FORRESTVILLE AVE","$1,146.26","3",2017,1146.26,NA
"94","Alley Resurfacing Menu ","W GARFIELD BLVD & S PRINCETON AVE:S WELLS ST & W 57TH ST","$8,762.54","3",2017,8762.54,NA
"95","Alley Resurfacing Menu ","S MICHIGAN AVE & E 50TH ST&S INDIANA AVE & E 51ST ST","$41,174.37","3",2017,41174.37,NA
"96","Alley Resurfacing Menu ","S MICHIGAN AVE & E 49TH ST&S WABASH AVE & E 50TH ST","$41,734.77","3",2017,41734.77,NA
"97","Alley Resurfacing Menu ","KING JR DR","$20,337.87","3",2017,20337.87,NA
"98","Alley Speed Hump Menu ","4726 S SHIELDS AVE","$1,400.00","3",2017,1400,NA
"99","Alley Speed Hump Menu ","MICHIGAN AVE & E 53RD ST&S WABASH AVE & E GARFIELD BLVD","$700.00","3",2017,700,NA
"100","Arterial Street Bump Outs Menu (2018)","S MICHIGAN AVE & E 46TH ST","$27,011.00","3",2017,27011,NA
"101","Concrete Alley Menu ","W 47TH ST & S PRINCETON AVE&W 48TH PL & S SHIELDS AVE","$9,000.00","3",2017,9000,NA
"102","Curb & Gutter Menu ","1335 S INDIANA AVE","$15,702.86","3",2017,15702.86,NA
"103","Curb & Gutter Menu ","4943 S DR MARTIN LUTHER KING JR DR","$23,989.30","3",2017,23989.3,NA
"104","Curb & Gutter Menu ","1618 S PRAIRIE AVE","$9,299.20","3",2017,9299.2,NA
"105","Miscellaneous CDOT Projects ","S INDIANA AVE & E 13TH ST","$87,215.09","3",2017,87215.09,NA
"106","50/50 Neighborhoods Arts Project","$10,000.00","$10,000.00","3",2017,10000,NA
"107","Pavement Markings Menu ","41 W 35TH ST","$2,000.00","3",2017,2000,NA
"108","Pedestrian Refuge Island Menu ","S STATE ST & E 13TH ST","$11,166.57","3",2017,11166.57,NA
"109","cancelled)","VINCENNES AVE","$81,033.00","3",2017,81033,NA
"110","Sidewalk Menu ","BLVD (3946 S)","$24,182.64","3",2017,24182.64,NA
"111","Sidewalk Menu ","ON E 50TH ST FROM S INDIANA AVE (200 E) TO S PRAIRIE AVE (300 E)","$27,861.33","3",2017,27861.33,NA
"112","Sidewalk Menu ","E)","$34,246.08","3",2017,34246.08,NA
"113","Sidewalk Menu ","326 W 47TH ST","$17,034.58","3",2017,17034.58,NA
"114","Sidewalk Menu ","351 W 44TH PL","$30,369.43","3",2017,30369.43,NA
"115","Sidewalk Menu ","4500-4526 S PRAIRIE AVE","$15,674.71","3",2017,15674.71,NA
"116","Street Light Residential Staggered Piggy Back","E):ON S CALUMET AVE FROM E 42ND ST (4200 S) TO E 45TH ST (4500 S)","$320,000.00","3",2017,320000,NA
"117","Street Resurfacing Menu (1-5) ","W)","$14,152.19","3",2017,14152.19,NA
"118","Street Resurfacing Menu (1-5) ","LAWRENCE AVE (600 E)","$124,662.89","3",2017,124662.89,NA
"119","Street Resurfacing Menu (1-5) ","S)","$65,369.30","3",2017,65369.3,NA
"120","Street Resurfacing Menu (1-5) ","ON W 45TH ST FROM S VINCENNES AVE (499 E) TO S EVANS AVE (720 E)","$128,600.35","3",2017,128600.35,NA
"121","Street Resurfacing Menu ","E)","$20,480.15","3",2017,20480.15,NA
"122","Street Resurfacing Menu ","S FORRESTVILLE AVE & E 45TH ST","$4,300.00","3",2017,4300,NA
"123","Street Speed Hump Menu ","ON S EVANS AVE FROM E 44TH ST (4400 S) TO E 45TH ST (4500 S)","$3,700.00","3",2017,3700,NA
"124","Street Speed Hump Menu ","S MOE DR & S LSD 18TH DR XR","$28,000.00","3",2017,28000,NA
"125","Viaduct Improvement Menu ","ON W 43RD ST FROM S SHIELDS AVE (330 W) TO S WALLACE ST (600 W)","$66,000.00","3",2017,66000,NA
"126","Alley Resurfacing Menu ","E 47TH ST & S INGLESIDE AVE&E 48TH ST & S ELLIS AVE","$18,272.17","4",2017,18272.17,NA
"127","Alley Resurfacing Menu ","1312 E 53RD ST","$5,553.01","4",2017,5553.01,NA
"128","Alley Resurfacing Menu ","4127 S ELLIS AVE","$3,744.46","4",2017,3744.46,NA
"129","Alley Resurfacing Menu ","S CALUMET AVE & E 33RD BLVD&S GILES AVE & E 35TH ST","$61,781.62","4",2017,61781.62,NA
"130","Alley Resurfacing Menu ","740 E 43RD ST","$10,520.14","4",2017,10520.14,NA
"131","Concrete Alley Menu ","554 E 51ST ST","$19,354.19","4",2017,19354.19,NA
"132","Curb & Gutter Menu ","4471 S OAKENWALD AVE","$30,223.90","4",2017,30223.9,NA
"133","Curb & Gutter Menu ","4471 S OAKENWALD AVE","$13,138.42","4",2017,13138.42,NA
"134","Dearborn Park - Lighting Improvements","33 W POLK ST","$8,200.00","4",2017,8200,NA
"135","Dearborn Park - OEMC Camera","33 W POLK ST","$27,011.00","4",2017,27011,NA
"136","In-Road ""State Law Stop For Pedestrians"" Signs MS COTTAGE GROVE AVE & E 38TH ST","$600.00","$600.00","4",2017,600,NA
"137","Left-Turn Arrow Menu ","E HYDE PARK BLVD & S LAKE PARK AVE","$70,000.00","4",2017,70000,NA
"138","Miscellaneous CDOT Projects ","LUTHER KING JR DR","$4,200.00","4",2017,4200,NA
"139","50/50 Neighborhood Arts Program","$10,000.00","$10,000.00","4",2017,10000,NA
"140","Miscellaneous Other Projects (2018)","S DR MARTIN LUTHER KING JR DR & E 37TH ST","$6,545.00","4",2017,6545,NA
"141","Pavement Markings Menu (2018)","W POLK ST & S CLARK ST","$1,300.00","4",2017,1300,NA
"142","Pedestrian Countdown Signal Menu (2016)","S COTTAGE GROVE AVE & E 35TH ST","$8,892.00","4",2017,8892,NA
"143","Pedestrian Refuge Island Menu ","S COTTAGE GROVE AVE & E 47TH PL","$54,919.23","4",2017,54919.23,NA
"144","POD Camera","1163 E 43RD ST","$27,011.00","4",2017,27011,NA
"145","Printers Row Park - Lighting Improvements","$6,500.00","$6,500.00","4",2017,6500,NA
"146","Sidewalk Menu ","BLVD (3946 S)","$39,389.96","4",2017,39389.96,NA
"147","Sidewalk Menu ","(4800 S)","$16,586.63","4",2017,16586.63,NA
"148","Sidewalk Menu ","4007 S DREXEL BLVD","$1,301.92","4",2017,1301.92,NA
"149","Sidewalk Menu ","601 E BOWEN AVE","$56,360.44","4",2017,56360.44,NA
"150","Sidewalk Menu ","S DREXEL BLVD & E 42ND ST","$21,143.52","4",2017,21143.52,NA
"151","Sidewalk Menu ","4800 S CHAMPLAIN AVE","$49,495.13","4",2017,49495.13,NA
"152","Sidewalk Menu ","S LAKE PARK AVE & E 47TH ST","$35,788.58","4",2017,35788.58,NA
"153","Street Light Upgrade Menu ","4232 S COTTAGE GROVE AVE","$2,000.00","4",2017,2000,NA
"154","Street Light Upgrade Menu ","S LAKE PARK AVE & E 47TH ST","$11,355.00","4",2017,11355,NA
"155","Street Resurfacing Menu ","AVE (1200 E)","$67,719.95","4",2017,67719.95,NA
"156","Street Resurfacing Menu ","ON S PLYMOUTH CT FROM W 9TH ST (900 S) TO W 13TH ST (1300 S)","$69,876.53","4",2017,69876.53,NA
"157","Street Resurfacing Menu ","(540 E)","$44,222.43","4",2017,44222.43,NA
"158","Street Resurfacing Menu ","S)","$95,167.76","4",2017,95167.76,NA
"159","Street Resurfacing Menu ","ON S INGLESIDE AVE FROM E 47TH ST (4700 S) TO E 48TH ST (4800 S)","$45,432.89","4",2017,45432.89,NA
"160","Street Resurfacing Menu ","ST (3500 S) TO E 36TH ST (3600 S)","$58,924.52","4",2017,58924.52,NA
"161","Street Resurfacing Menu ","ON E 32ND ST FROM S EBERHART AVE (470 E) TO S RHODES AVE (500 E)","$31,529.86","4",2017,31529.86,NA
"162","Street Resurfacing Menu ","ON S KENWOOD AVE FROM E 54TH ST (5400 S) TO E 55TH ST (5500 S)","$34,064.77","4",2017,34064.77,NA
"163","Street Resurfacing Menu ","(1700 E)","$14,066.91","4",2017,14066.91,NA
"164","Street Resurfacing Menu ","(640 E)","$10,903.55","4",2017,10903.55,NA
"165","Street Resurfacing Menu ","ON S VINCENNES AVE FROM E 49TH ST (4899 S) TO E 50TH PL (5099 S)","$2,743.47","4",2017,2743.47,NA
"166","Street Resurfacing Menu ","E)","$22,241.22","4",2017,22241.22,NA
"167","Street Resurfacing Menu ","ON E 31ST ST FROM S MOE DR (599 E) TO S LAKE PARK AVE (570 E)","$60,732.60","4",2017,60732.6,NA
"168","Street Resurfacing Menu (2018)","ON S DREXEL AVE FROM E 45TH ST (4500 S) TO E 47TH ST (4700 S)","$133,786.21","4",2017,133786.21,NA
"169","Street Speed Hump Menu ","ON S PLYMOUTH CT FROM W 9TH ST (900 S) TO W 11TH PL (1150 S)","$7,400.00","4",2017,7400,NA
"170","Alley Apron Menu ","911 E 54TH PL","$47,637.00","5",2017,47637,NA
"171","Alley Apron Menu ","S ELLIS AVE & E 55TH ST","$28,888.44","5",2017,28888.44,NA
"172","Left-Turn Arrow Menu ","S LAKE PARK AVE & E 55TH ST","$80,304.00","5",2017,80304,NA
"173","Left-Turn Arrow Menu ","S LAKE PARK AVE & E 55TH ST","$959.95","5",2017,959.95,NA
"174","50/50 Neighborhood Arts Program","$5,000.00","$5,000.00","5",2017,5000,NA
"175","Sidewalk Menu ","E 61ST ST & S HARPER AVE","$15,050.76","5",2017,15050.76,NA
"176","Sidewalk Menu ","ON S ELLIS AVE FROM E MARQUETTE RD (6599 S) TO E 67TH ST (6700 S)","$38,443.99","5",2017,38443.99,NA
"177","Sidewalk Menu ","S WOODLAWN AVE & E 55TH ST","$5,397.30","5",2017,5397.3,NA
"178","Sidewalk Menu ","6858 S CREGIER AVE","$21,633.20","5",2017,21633.2,NA
"179","Sidewalk Menu (2018)","6639 S MARYLAND AVE","$634.14","5",2017,634.14,NA
"180","Street Resurfacing Menu (1-5) ","S)","$34,420.50","5",2017,34420.5,NA
"181","Street Resurfacing Menu (1-5) ","ISLAND AVE (1600 E)","$71,478.64","5",2017,71478.64,NA
"182","Street Resurfacing Menu (1-5) ","(1300 E)","$62,676.43","5",2017,62676.43,NA
"183","Street Resurfacing Menu (1-5) ","(1900 E)","$24,343.63","5",2017,24343.63,NA
"184","Street Resurfacing Menu (1-5) ","ON S CORNELL AVE FROM E 54TH ST (5400 S) TO E 54TH PL (5450 S)","$56,513.02","5",2017,56513.02,NA
"185","Street Resurfacing Menu ","E)","$4,923.56","5",2017,4923.56,NA
"186","Street Resurfacing Menu ","S)","$63,465.60","5",2017,63465.6,NA
"187","Street Resurfacing Menu ","ON S DOBSON AVE FROM E 72ND ST (7200 S) TO E 73RD ST (7300 S)","$68,466.33","5",2017,68466.33,NA
"188","Street Resurfacing Menu ","ON S INGLESIDE AVE FROM E 54TH PL (5450 S) TO E 55TH ST (5500 S)","$147,193.35","5",2017,147193.35,NA
"189","Street Resurfacing Menu ","STONY ISLAND AVE (1600 E)","$240,985.20","5",2017,240985.2,NA
"190","Street Resurfacing Menu ","ON E 54TH ST FROM S MARYLAND AVE (830 E) TO S DREXEL AVE (900 E)","$43,726.89","5",2017,43726.89,NA
"191","Street Resurfacing Menu ","ON S CONSTANCE AVE FROM E 67TH ST (6700 S) TO E 68TH ST (6800 S)","$5,353.37","5",2017,5353.37,NA
"192","Street Resurfacing Menu ","(1200 E)","$44,539.42","5",2017,44539.42,NA
"193","Street Resurfacing Menu ","(1300 E)","$48,078.26","5",2017,48078.26,NA
"194","Street Resurfacing Menu ","ON S DREXEL AVE FROM E 53RD ST (5320 S) TO E 54TH ST (5440 S)","$20,785.69","5",2017,20785.69,NA
"195","Street Resurfacing Menu ","ON S DREXEL AVE FROM E 54TH ST (5440 S) TO E 54TH ST (5440 S)","$42,910.47","5",2017,42910.47,NA
"196","Street Resurfacing Menu ","70TH ST (7000 S)","$48,059.17","5",2017,48059.17,NA
"197","Street Resurfacing Menu ","ON S KENWOOD AVE FROM E 54TH ST (5400 S) TO E 55TH ST (5500 S)","$34,064.77","5",2017,34064.77,NA
"198","Street Resurfacing Menu ","(1700 E)","$14,066.91","5",2017,14066.91,NA
"199","Alley Apron Menu ","ON E 85TH ST FROM S MICHIGAN AVE (100 E) TO S INDIANA AVE (200 E)","$24,938.90","6",2017,24938.9,NA
"200","Alley Apron Menu ","ON S PRAIRIE AVE FROM E 74TH ST (7400 S) TO E 75TH ST (7500 S)","$29,376.89","6",2017,29376.89,NA
"201","Alley Apron Menu (2018)","7129 S PRAIRIE AVE","$34,095.98","6",2017,34095.98,NA
"202","Diagonal Parking Menu (2018)","E 87TH ST & S VERNON AVE","$55,176.59","6",2017,55176.59,NA
"203","Pedestrian Countdown Signal Menu ","S HALSTED ST & W 69TH ST","$20,000.00","6",2017,20000,NA
"204","Pedestrian Countdown Signal Menu ","E 75TH ST & S DR MARTIN LUTHER KING JR DR","$20,000.00","6",2017,20000,NA
"205","Pedestrian Countdown Signal Menu ","S COTTAGE GROVE AVE & E 86TH ST","$28,200.00","6",2017,28200,NA
"206","Sidewalk Menu ","ON S WALLACE ST FROM W 76TH ST (7600 S) TO W 78TH ST (7800 S)","$53,764.80","6",2017,53764.8,NA
"207","Sidewalk Menu ","1434 W 71ST PL","$13,372.73","6",2017,13372.73,NA
"208","Sidewalk Menu ","38 W 77TH PL","$18,571.58","6",2017,18571.58,NA
"209","Sidewalk Menu ","6700-6712 S HALSTED ST","$23,418.67","6",2017,23418.67,NA
"210","Street Light Pole Painting Menu ","E)","$9,700.00","6",2017,9700,NA
"211","Street Light Pole Painting Menu ","E)","$11,050.00","6",2017,11050,NA
"212","Street Resurfacing Menu (1-5) ","ON E 72ND ST FROM S PEORIA ST (900 W) TO S RACINE AVE (1200 W)","$168,549.36","6",2017,168549.36,NA
"213","Street Resurfacing Menu (1-5) ","ON S EGGLESTON AVE FROM W 69TH ST (6900 S) TO W 71ST ST (7100 S)","$92,723.91","6",2017,92723.91,NA
"214","Street Resurfacing Menu (1-5) ","ON S EVANS AVE FROM E 76TH ST (7600 S) TO E 79TH ST (7900 S)","$140,066.86","6",2017,140066.86,NA
"215","Street Resurfacing Menu ","ON S EMERALD AVE FROM W 68TH ST (6800 S) TO W 71ST ST (7100 S)","$211,912.09","6",2017,211912.09,NA
"216","Street Resurfacing Menu ","ON W 66TH ST FROM S GREEN ST (830 W) TO S SANGAMON ST (930 W)","$72,501.49","6",2017,72501.49,NA
"217","Street Resurfacing Menu ","ON S CHAMPLAIN AVE FROM E 79TH ST (7900 S) TO E 80TH ST (8000 S)","$27,559.41","6",2017,27559.41,NA
"218","Street Resurfacing Menu ","ON S PARNELL AVE FROM W 75TH ST (7500 S) TO W 76TH ST (7600 S)","$45,888.80","6",2017,45888.8,NA
"219","Street Resurfacing Menu ","ON S UNION AVE FROM W 72ND ST (7200 S) TO W 73RD ST (7300 S)","$75,565.07","6",2017,75565.07,NA
"220","Street Resurfacing Menu ","ON S EGGLESTON AVE FROM W 69TH ST (6900 S) TO W 71ST ST (7100 S)","$8,821.77","6",2017,8821.77,NA
"221","Street Resurfacing Menu (2018)","ON S MICHIGAN AVE FROM E 70TH ST (7000 S) TO E 71ST ST (7100 S)","$45,818.37","6",2017,45818.37,NA
"222","Street Resurfacing Menu (2018)","ON S CALUMET AVE FROM E 71ST ST (7100 S) TO E 72ND ST (7200 S)","$72,009.27","6",2017,72009.27,NA
"223","Street Resurfacing Menu (2018)","(6800 S)","$6,298.85","6",2017,6298.85,NA
"224","Street Speed Hump Menu ","ON S RHODES AVE FROM E 70TH ST (7000 S) TO E 71ST ST (7100 S)","$3,700.00","6",2017,3700,NA
"225","Street Speed Hump Menu (2018)","ON S MICHIGAN AVE FROM E 70TH ST (7000 S) TO E 71ST ST (7100 S)","$3,700.00","6",2017,3700,NA
"226","Street Speed Hump Menu (2018)","ON S CALUMET AVE FROM E 71ST ST (7100 S) TO E 72ND ST (7200 S)","$3,218.60","6",2017,3218.6,NA
"227","Curb & Gutter Menu ","ON S OGLESBY AVE FROM E 95TH ST (9500 S) TO E 96TH ST (9600 S)","$16,142.99","7",2017,16142.99,NA
"228","Curb & Gutter Menu ","ON S OGLESBY AVE FROM E 96TH ST (9600 S) TO E 97TH ST (9700 S)","$148,455.94","7",2017,148455.94,NA
"229","Curb & Gutter Menu ","ON S CRANDON AVE FROM E 97TH ST (9700 S) TO E 98TH ST (9800 S)","$89,790.07","7",2017,89790.07,NA
"230","Curb & Gutter Menu ","8905 S CRANDON AVE","$11,349.17","7",2017,11349.17,NA
"231","Curb & Gutter Menu ","9005 S PAXTON AVE","$5,806.25","7",2017,5806.25,NA
"232","Curb & Gutter Menu ","AVE (8820 S) TO E 89TH ST (8900 S)","$152,732.05","7",2017,152732.05,NA
"233","Pedestrian Refuge Island Menu ","9141 S SOUTH CHICAGO AVE","$38,999.29","7",2017,38999.29,NA
"234","Street Light Residential Staggered Piggy Back","ON S OGLESBY AVE FROM E 81ST ST (8100 S) TO E 83RD ST (8300 S)","$83,000.00","7",2017,83000,NA
"235","Street Resurfacing Menu (1-5) ","ON S YATES AVE FROM E 92ND ST (9200 S) TO E 93RD ST (9300 S)","$49,273.37","7",2017,49273.37,NA
"236","Street Resurfacing Menu (1-5) ","ON S OGLESBY AVE FROM E 96TH ST (9600 S) TO E 97TH ST (9700 S)","$32,422.96","7",2017,32422.96,NA
"237","Street Resurfacing Menu (1-5) ","ON S OGLESBY AVE FROM E 95TH ST (9500 S) TO E 96TH ST (9600 S)","$25,818.30","7",2017,25818.3,NA
"238","Street Resurfacing Menu ","ON S MANISTEE AVE FROM E 79TH ST (7900 S) TO E 80TH ST (8000 S)","$56,382.94","7",2017,56382.94,NA
"239","Street Resurfacing Menu ","ON S OGLESBY AVE FROM E 74TH ST (7400 S) TO E 75TH ST (7500 S)","$38,122.40","7",2017,38122.4,NA
"240","Street Resurfacing Menu ","ON S OGLESBY AVE FROM E 72ND ST (7200 S) TO E 73RD ST (7300 S)","$18,078.79","7",2017,18078.79,NA
"241","Street Resurfacing Menu ","ON S COLFAX AVE FROM E 78TH ST (7800 S) TO E 79TH ST (7900 S)","$29,287.22","7",2017,29287.22,NA
