"","program","description","costA","ward","year","cost","costB"
"427","Street Resurfacing Menu ","ON S ARTESIAN AVE FROM S ARCHER AVE (3800 S) TO W PERSHING RD (3900 S)","$74,850.59","12",2023,74850.59,NA
"428","Street Resurfacing Menu ","ON S CHRISTIANA AVE FROM W 43RD ST (4300 S) TO S ARCHER AVE (4500 S)","$109,096.63","12",2023,109096.63,NA
"429","Street Resurfacing Menu ","ON S HOMAN AVE FROM W 46TH ST (4600 S) TO W 47TH ST (4700 S)","$59,708.45","12",2023,59708.45,NA
"430","Street Resurfacing Menu ","ON S MAPLEWOOD AVE FROM W 42ND ST (4200 S) TO W 44TH ST (4400 S)","$107,565.25","12",2023,107565.25,NA
"431","Street Resurfacing Menu ","ON S MOZART ST FROM 4306 S TO W 44TH ST (4400 S)","$61,216.90","12",2023,61216.9,NA
"432","Street Resurfacing Menu ","ON S TALMAN AVE FROM W 45TH ST (4500 S) TO W 47TH ST (4700 S)","$113,061.80","12",2023,113061.8,NA
"433","Street Resurfacing Menu ","ON S WINCHESTER AVE FROM W 38TH ST (3800 S) TO W PERSHING PL (3920 S)","$57,601.70","12",2023,57601.7,NA
"434","Street Resurfacing Menu ","ON W 39TH PL FROM S CALIFORNIA AVE (2800 W) TO S FRANCISCO AVE (2900 W)","$56,076.58","12",2023,56076.58,NA
"435","Alley Apron Menu ","5554 S NOTTINGHAM AVE","$13,923.22","13",2023,13923.22,NA
"436","Alley Apron Menu ","5658 S MOODY AVE","$860.22","13",2023,860.22,NA
"437","Alley Apron Menu ","5659 S MEADE AVE","$17,367.45","13",2023,17367.45,NA
"438","Alley Apron Menu ","5758 W 63RD PL","$22,803.04","13",2023,22803.04,NA
"439","Alley Apron Menu ","5801 S MELVINA AVE","$25,844.37","13",2023,25844.37,NA
"440","Alley Apron Menu ","5848 S MASON AVE","$11,651.80","13",2023,11651.8,NA
"441","Alley Apron Menu ","6058 S PARKSIDE AVE","$19,520.96","13",2023,19520.96,NA
"442","Alley Apron Menu ","6100 S KILBOURN AVE","$25,278.01","13",2023,25278.01,NA
"443","Alley Apron Menu ","6234 W 59TH ST","$10,913.36","13",2023,10913.36,NA
"444","Alley Apron Menu ","6244 S NASHVILLE AVE; 6245 S NASHVILLE AVE","$28,063.92","13",2023,28063.92,NA
"445","Alley Apron Menu ","6258 W 63RD PL","$17,588.37","13",2023,17588.37,NA
"446","Alley Apron Menu ","6401 S KARLOV AVE","$16,070.84","13",2023,16070.84,NA
"447","Alley Apron Menu ","6401 S KOLIN AVE","$12,726.91","13",2023,12726.91,NA
"448","Alley Apron Menu ","6706 W 63RD ST","$34,938.46","13",2023,34938.46,NA
"449","Alley Apron Menu ","6742 W 64TH ST","$18,672.18","13",2023,18672.18,NA
"450","Alley Apron Menu ","7001 W 63RD PL","$12,622.79","13",2023,12622.79,NA
"451","Alley Speed Hump Menu ","6314 S LA CROSSE AVE","$725.00","13",2023,725,NA
"452","Alley Speed Hump Menu ","6325 S KILBOURN AVE; W 63RD ST & S KILBOURN AVE&S KENNETH AVE & W 64TH ST","$2,175.00","13",2023,2175,NA
"453","Alley Speed Hump Menu ","W 63RD ST & S KOLIN AVE&S KILDARE AVE & W 62ND ST","$1,343.94","13",2023,1343.94,NA
"454","Bollard Menu ","5526 S PARKSIDE AVE","$2,850.17","13",2023,2850.17,NA
"455","Bollard Menu ","5914 S RUTHERFORD AVE","$2,217.22","13",2023,2217.22,NA
"456","Bollard Menu ","5914 S TRIPP AVE","$1,418.66","13",2023,1418.66,NA
"457","Bollard Menu ","5915 S MOODY AVE","$1,409.65","13",2023,1409.65,NA
"458","Bollard Menu ","6243 S KEELER AVE","$685.63","13",2023,685.63,NA
"459","cm","5915 S NORMANDY AVE","$2,217.22","13",2023,2217.22,NA
"460","Concrete Alley Menu ","5725 S MCVICKER AVE","$73,943.39","13",2023,73943.39,NA
"461","Concrete Alley Menu ","5758 S MOODY AVE","$6,474.22","13",2023,6474.22,NA
"462","Concrete Alley Menu ","5917-5925 W 59TH ST","$40,369.98","13",2023,40369.98,NA
"463","Concrete Alley Menu ","6022 S MAYFIELD AVE","$14,663.75","13",2023,14663.75,NA
"464","Concrete Alley Menu ","6132 W 60TH ST","$8,507.03","13",2023,8507.03,NA
"465","Concrete Alley Menu ","6218 S NATOMA AVE","$1,315.39","13",2023,1315.39,NA
"466","Concrete Alley Menu ","7136 W 64TH PL","$50,702.76","13",2023,50702.76,NA
"467","Concrete Alley Menu ","S KOLMAR AVE & W 55TH ST&W 56TH ST & S KOLMAR AVE","$19,693.91","13",2023,19693.91,NA
"468","Curb & Gutter Menu ","5527 S MULLIGAN AVE; 5547 S MULLIGAN AVE","$5,732.12","13",2023,5732.12,NA
"469","Curb & Gutter Menu ","5529 S KILDARE AVE","$4,906.09","13",2023,4906.09,NA
"470","Curb & Gutter Menu ","5554 S NEVA AVE; 5523 S NEVA AVE; 5535 S NEVA AVE","$13,095.80","13",2023,13095.8,NA
"471","Curb & Gutter Menu ","5615 S MASON AVE","$5,020.75","13",2023,5020.75,NA
"472","Curb & Gutter Menu ","5633 S NORMANDY AVE; 5658 S NORMANDY AVE","$28,521.34","13",2023,28521.34,NA
"473","Curb & Gutter Menu ","5649 S NAGLE AVE","$955.84","13",2023,955.84,NA
"474","Curb & Gutter Menu ","5707 S MASON AVE; 5718 S MASON AVE; 5720 S MASON AVE","$11,996.95","13",2023,11996.95,NA
"475","Curb & Gutter Menu ","5716 S KOLMAR AVE","$910.03","13",2023,910.03,NA
"476","Curb & Gutter Menu ","5724 S NAGLE AVE","$1,449.50","13",2023,1449.5,NA
"477","Curb & Gutter Menu ","5742 S NORMANDY AVE; 5704 S NORMANDY AVE","$9,277.60","13",2023,9277.6,NA
"478","Curb & Gutter Menu ","5750 S KENNETH AVE; 5710 S KENNETH AVE; 5706 S KENNETH AVE","$6,838.81","13",2023,6838.81,NA
"479","Curb & Gutter Menu ","5811 S AUSTIN AVE","$3,604.56","13",2023,3604.56,NA
"480","Curb & Gutter Menu ","5849 S NASHVILLE AVE","$5,598.98","13",2023,5598.98,NA
"481","Curb & Gutter Menu ","5859 S NATOMA AVE","$7,875.34","13",2023,7875.34,NA
"482","Curb & Gutter Menu ","5905 S NEWCASTLE AVE","$5,521.69","13",2023,5521.69,NA
"483","Curb & Gutter Menu ","5919 S KILBOURN AVE","$5,173.65","13",2023,5173.65,NA
"484","Curb & Gutter Menu ","6012 S MERRIMAC AVE; 6031 S MERRIMAC AVE","$7,336.26","13",2023,7336.26,NA
"485","Curb & Gutter Menu ","6047 S NATOMA AVE; 6017 S NATOMA AVE","$12,559.28","13",2023,12559.28,NA
"486","Curb & Gutter Menu ","6058 S MASON AVE","$11,576.48","13",2023,11576.48,NA
"487","Curb & Gutter Menu ","6153 S NARRAGANSETT AVE; 6115 S NARRAGANSETT AVE; 6149 S NARRAGANSETT AVE","$7,272.06","13",2023,7272.06,NA
"488","Curb & Gutter Menu ","6243 S KOLMAR AVE","$6,269.41","13",2023,6269.41,NA
"489","Curb & Gutter Menu ","6452 S LA CROSSE AVE","$2,825.31","13",2023,2825.31,NA
"490","Curb & Gutter Menu ","6617-6619 W 59TH ST; 6621 W 59TH ST","$9,366.66","13",2023,9366.66,NA
"491","Floodlight Menu ","5701 S SAYRE AVE","$950.00","13",2023,950,NA
"492","Floodlight Menu ","5923 S NASHVILLE AVE","$950.00","13",2023,950,NA
"493","Miscellaneous CDOT Projects ","5601 S MEADE AVE","$660.00","13",2023,660,NA
"494","Pavement Markings Menu ","ON W 55TH ST FROM S AUSTIN AVE (6000 W) TO S ARCHER AVE (6360 W)","$19,000.00","13",2023,19000,NA
"495","Pavement Markings Menu ","ON W 55TH ST FROM S AUSTIN AVE (6000 W) TO S MOBILE AVE (6300 W)","$8,400.00","13",2023,8400,NA
"496","Sidewalk Menu ","4067 W 58TH ST","$1,105.47","13",2023,1105.47,NA
"497","Sidewalk Menu ","4200 W 62ND ST","$3,044.81","13",2023,3044.81,NA
"498","Sidewalk Menu ","4500 W 64TH PL; 4530 W 64TH PL; 4517 W 64TH PL","$20,171.30","13",2023,20171.3,NA
"499","Sidewalk Menu ","4509 W 66TH PL","$7,513.18","13",2023,7513.18,NA
"500","Sidewalk Menu ","4543 W 65TH PL","$5,975.54","13",2023,5975.54,NA
"501","Sidewalk Menu ","4559 W 64TH ST","$3,484.95","13",2023,3484.95,NA
"502","Sidewalk Menu ","5153 W 64TH ST","$4,286.89","13",2023,4286.89,NA
"503","Sidewalk Menu ","5253 W 64TH PL; 5240 W 64TH PL","$7,435.71","13",2023,7435.71,NA
"504","Sidewalk Menu ","5520 S KOLMAR AVE","$2,302.30","13",2023,2302.3,NA
"505","Sidewalk Menu ","5524 S KENNETH AVE","$2,142.38","13",2023,2142.38,NA
"506","Sidewalk Menu ","5525 S AUSTIN AVE","$2,886.16","13",2023,2886.16,NA
"507","Sidewalk Menu ","5526 S NEWLAND AVE","$2,122.58","13",2023,2122.58,NA
"508","Sidewalk Menu ","5537 S PARKSIDE AVE","$5,693.48","13",2023,5693.48,NA
"509","Sidewalk Menu ","5539 S MONITOR AVE","$3,468.67","13",2023,3468.67,NA
"510","Sidewalk Menu ","5540 S NORDICA AVE","$420.13","13",2023,420.13,NA
"511","Sidewalk Menu ","5547 S MOODY AVE","$2,849.31","13",2023,2849.31,NA
"512","Sidewalk Menu ","5551 S MOBILE AVE","$4,297.45","13",2023,4297.45,NA
"513","Sidewalk Menu ","5554 S MAYFIELD AVE","$4,124.86","13",2023,4124.86,NA
"514","Sidewalk Menu ","5558 S KEDVALE AVE","$13,203.87","13",2023,13203.87,NA
"515","Sidewalk Menu ","5600 S MASSASOIT AVE","$5,130.03","13",2023,5130.03,NA
"516","Sidewalk Menu ","5600 S NATCHEZ AVE","$6,567.90","13",2023,6567.9,NA
"517","Sidewalk Menu ","5601 S KILDARE AVE","$10,576.85","13",2023,10576.85,NA
"518","Sidewalk Menu ","5601 S NATOMA AVE","$21,519.57","13",2023,21519.57,NA
"519","Sidewalk Menu ","5601 S NEWLAND AVE; 5623 S NEWLAND AVE","$23,095.55","13",2023,23095.55,NA
"520","Sidewalk Menu ","5604 S KOLIN AVE","$1,869.57","13",2023,1869.57,NA
"521","Sidewalk Menu ","5608 S NASHVILLE AVE","$6,091.48","13",2023,6091.48,NA
"522","Sidewalk Menu ","5611 S MENARD AVE","$4,067.74","13",2023,4067.74,NA
"523","Sidewalk Menu ","5612 S MEADE AVE","$2,883.58","13",2023,2883.58,NA
"524","Sidewalk Menu ","5616 S NORDICA AVE","$4,523.40","13",2023,4523.4,NA
"525","Sidewalk Menu ","5617 S AUSTIN AVE","$1,139.74","13",2023,1139.74,NA
"526","Sidewalk Menu ","5619 S NEWCASTLE AVE","$2,506.64","13",2023,2506.64,NA
"527","Sidewalk Menu ","5631 S NEW ENGLAND AVE","$6,208.06","13",2023,6208.06,NA
"528","Sidewalk Menu ","5643 S NEW ENGLAND AVE","$7,122.93","13",2023,7122.93,NA
"529","Sidewalk Menu ","5645 S MCVICKER AVE","$11,033.72","13",2023,11033.72,NA
"530","Sidewalk Menu ","5645 S MOODY AVE","$2,917.85","13",2023,2917.85,NA
"531","Sidewalk Menu ","5652 S RUTHERFORD AVE","$3,497.38","13",2023,3497.38,NA
"532","Sidewalk Menu ","5653 S OAK PARK AVE","$5,040.57","13",2023,5040.57,NA
"533","Sidewalk Menu ","5659 S MELVINA AVE","$3,191.98","13",2023,3191.98,NA
"534","Sidewalk Menu ","5708 S SAYRE AVE; 5756 S SAYRE AVE","$18,429.23","13",2023,18429.23,NA
"535","Sidewalk Menu ","5720 S MEADE AVE; 5753 S MEADE AVE","$7,662.07","13",2023,7662.07,NA
"536","Sidewalk Menu ","5723 S MASSASOIT AVE","$944.30","13",2023,944.3,NA
"537","Sidewalk Menu ","5724 S MERRIMAC AVE; 5700 S MERRIMAC AVE","$3,445.92","13",2023,3445.92,NA
"538","Sidewalk Menu ","5725 S NEWCASTLE AVE","$3,954.78","13",2023,3954.78,NA
"539","Sidewalk Menu ","5729 S NEWCASTLE AVE","$2,575.17","13",2023,2575.17,NA
"540","Sidewalk Menu ","5729 S RUTHERFORD AVE","$4,279.05","13",2023,4279.05,NA
"541","Sidewalk Menu ","5747 S AUSTIN AVE","$2,202.08","13",2023,2202.08,NA
"542","Sidewalk Menu ","5748-5752 S CENTRAL AVE","$6,305.60","13",2023,6305.6,NA
"543","Sidewalk Menu ","5755 S MAYFIELD AVE","$4,078.02","13",2023,4078.02,NA
"544","Sidewalk Menu ","5808 S NORDICA AVE; 5820 S NORDICA AVE","$1,500.68","13",2023,1500.68,NA
"545","Sidewalk Menu ","5812 S MCVICKER AVE","$2,940.69","13",2023,2940.69,NA
"546","Sidewalk Menu ","5812 S OAK PARK AVE; 5825 S OAK PARK AVE; 5834 S OAK PARK AVE; 5835 S OAK PARK AVE","$10,693.64","13",2023,10693.64,NA
"547","Sidewalk Menu ","5812 W 64TH PL","$3,054.97","13",2023,3054.97,NA
"548","Sidewalk Menu ","5815-5817 S NORMANDY AVE; 5859 S NORMANDY AVE","$7,161.23","13",2023,7161.23,NA
"549","Sidewalk Menu ","5818 S MERRIMAC AVE","$1,125.79","13",2023,1125.79,NA
"550","Sidewalk Menu ","5820 W 59TH ST","$3,161.62","13",2023,3161.62,NA
"551","Sidewalk Menu ","5822 S MCVICKER AVE","$3,286.01","13",2023,3286.01,NA
"552","Sidewalk Menu ","5824 S RUTHERFORD AVE; 5859 S RUTHERFORD AVE","$17,199.73","13",2023,17199.73,NA
"553","Sidewalk Menu ","5849 W 64TH ST","$5,773.74","13",2023,5773.74,NA
"554","Sidewalk Menu ","5854 W 64TH ST; 5848 W 64TH ST","$6,430.39","13",2023,6430.39,NA
"555","Sidewalk Menu ","5901 W 55TH ST","$18,553.33","13",2023,18553.33,NA
"556","Sidewalk Menu ","5914 S NASHVILLE AVE","$3,826.71","13",2023,3826.71,NA
"557","Sidewalk Menu ","5914 S NATOMA AVE; 5925 S NATOMA AVE; 5955 S NATOMA AVE","$2,849.31","13",2023,2849.31,NA
"558","Sidewalk Menu ","5922 S NARRAGANSETT AVE","$2,959.62","13",2023,2959.62,NA
"559","Sidewalk Menu ","5923 S MOODY AVE","$2,963.53","13",2023,2963.53,NA
"560","Sidewalk Menu ","5923 W 59TH ST","$5,721.47","13",2023,5721.47,NA
"561","Sidewalk Menu ","5926 S NARRAGANSETT AVE","$3,179.92","13",2023,3179.92,NA
"562","Sidewalk Menu ","5949 S KILDARE AVE; 5959 S KILDARE AVE","$6,686.12","13",2023,6686.12,NA
"563","Sidewalk Menu ","5959 S OAK PARK AVE; 5901 S OAK PARK AVE","$21,412.00","13",2023,21412,NA
"564","Sidewalk Menu ","6001 S MCVICKER AVE","$8,890.82","13",2023,8890.82,NA
"565","Sidewalk Menu ","6005 S NAGLE AVE","$752.64","13",2023,752.64,NA
"566","Sidewalk Menu ","6011 S MOBILE AVE","$3,087.92","13",2023,3087.92,NA
"567","Sidewalk Menu ","6039 S KEATING AVE; 6056 S KEATING AVE","$7,416.45","13",2023,7416.45,NA
"568","Sidewalk Menu ","6041 S NORMANDY AVE","$522.93","13",2023,522.93,NA
"569","Sidewalk Menu ","6047 S KEATING AVE","$1,811.13","13",2023,1811.13,NA
"570","Sidewalk Menu ","6053 S MENARD AVE","$3,510.55","13",2023,3510.55,NA
"571","Sidewalk Menu ","6056 S RUTHERFORD AVE","$4,678.51","13",2023,4678.51,NA
"572","Sidewalk Menu ","6058 S TRIPP AVE","$5,130.36","13",2023,5130.36,NA
"573","Sidewalk Menu ","6059 S MAJOR AVE","$5,358.47","13",2023,5358.47,NA
"574","Sidewalk Menu ","6100 S KILPATRICK AVE; 6115 S KILPATRICK AVE","$10,224.50","13",2023,10224.5,NA
"575","Sidewalk Menu ","6101 S KOSTNER AVE; 6111 S KOSTNER AVE; 6136 S KOSTNER AVE","$12,087.72","13",2023,12087.72,NA
"576","Sidewalk Menu ","6105 S MAYFIELD AVE","$3,009.22","13",2023,3009.22,NA
"577","Sidewalk Menu ","6110-6112 S MONITOR AVE","$2,402.43","13",2023,2402.43,NA
"578","Sidewalk Menu ","6118 S MASSASOIT AVE","$3,317.63","13",2023,3317.63,NA
"579","Sidewalk Menu ","6123 S MONITOR AVE","$5,944.20","13",2023,5944.2,NA
"580","Sidewalk Menu ","6137 S NAGLE AVE","$1,583.95","13",2023,1583.95,NA
"581","Sidewalk Menu ","6139 S KEELER AVE","$3,732.80","13",2023,3732.8,NA
"582","Sidewalk Menu ","6141 S TRIPP AVE; 6144 S TRIPP AVE; 6158 S TRIPP AVE","$23,365.73","13",2023,23365.73,NA
"583","Sidewalk Menu ","6143 S NATCHEZ AVE","$1,448.14","13",2023,1448.14,NA
"584","Sidewalk Menu ","6158 S MENARD AVE","$13,351.82","13",2023,13351.82,NA
"585","Sidewalk Menu ","6201 S TRIPP AVE","$7,241.99","13",2023,7241.99,NA
"586","Sidewalk Menu ","6204 S KILPATRICK AVE","$4,644.47","13",2023,4644.47,NA
"587","Sidewalk Menu ","6205 S NAGLE AVE","$2,620.86","13",2023,2620.86,NA
"588","Sidewalk Menu ","6210 S PARKSIDE AVE; 6221 S PARKSIDE AVE","$7,124.59","13",2023,7124.59,NA
"589","Sidewalk Menu ","6211 S MASSASOIT AVE","$3,156.45","13",2023,3156.45,NA
"590","Sidewalk Menu ","6224 S KEATING AVE","$2,540.91","13",2023,2540.91,NA
"591","Sidewalk Menu ","6235 S KILBOURN AVE","$2,804.94","13",2023,2804.94,NA
"592","Sidewalk Menu ","6255 W 63RD PL","$1,297.13","13",2023,1297.13,NA
"593","Sidewalk Menu ","6317 W 63RD PL","$2,095.43","13",2023,2095.43,NA
"594","Sidewalk Menu ","6332 S KENNETH AVE","$4,248.19","13",2023,4248.19,NA
"595","Sidewalk Menu ","6342 S KNOX AVE","$2,232.50","13",2023,2232.5,NA
"596","Sidewalk Menu ","6343 S KEATING AVE","$1,175.60","13",2023,1175.6,NA
"597","Sidewalk Menu ","6346 S KOMENSKY AVE","$2,643.71","13",2023,2643.71,NA
"598","Sidewalk Menu ","6351 S KARLOV AVE","$3,867.23","13",2023,3867.23,NA
"599","Sidewalk Menu ","6400 S OAK PARK AVE","$16,617.09","13",2023,16617.09,NA
"600","Sidewalk Menu ","6411 S KARLOV AVE; 6415 S KARLOV AVE","$2,849.37","13",2023,2849.37,NA
"601","Sidewalk Menu ","6436-6440 S LAMON AVE","$4,581.75","13",2023,4581.75,NA
"602","Sidewalk Menu ","6457 S KOSTNER AVE","$11,322.68","13",2023,11322.68,NA
"603","Sidewalk Menu ","6507 S KOMENSKY AVE; 6516 S KOMENSKY AVE; 6518 S KOMENSKY AVE","$9,783.91","13",2023,9783.91,NA
"604","Sidewalk Menu ","6527 S KILPATRICK AVE; 6521 S KILPATRICK AVE","$8,635.72","13",2023,8635.72,NA
"605","Sidewalk Menu ","6534 W 63RD ST","$9,830.08","13",2023,9830.08,NA
"606","Sidewalk Menu ","6536 S KARLOV AVE; 6541 S KARLOV AVE","$4,230.24","13",2023,4230.24,NA
"607","Sidewalk Menu ","6539 S KEELER AVE","$547.10","13",2023,547.1,NA
"608","Sidewalk Menu ","6554 S KNOX AVE; 6529 S KNOX AVE; 6536 S KNOX AVE","$8,221.57","13",2023,8221.57,NA
"609","Sidewalk Menu ","6642 S KOMENSKY AVE","$4,159.12","13",2023,4159.12,NA
"610","Sidewalk Menu ","6647 S KEELER AVE","$1,105.47","13",2023,1105.47,NA
"611","Sidewalk Menu ","6712 W 63RD PL","$2,119.60","13",2023,2119.6,NA
"612","Sidewalk Menu ","6725 W 64TH ST; 6742 W 64TH ST","$5,037.38","13",2023,5037.38,NA
"613","Sidewalk Menu ","6823 W 64TH ST; 6815 W 64TH ST","$7,341.60","13",2023,7341.6,NA
"614","Sidewalk Menu ","6835 W ARCHER AVE","$6,079.96","13",2023,6079.96,NA
"615","Sidewalk Menu ","6837 W 63RD PL","$3,123.51","13",2023,3123.51,NA
"616","Sidewalk Menu ","6853 W 64TH PL; 6854 W 64TH PL","$9,385.17","13",2023,9385.17,NA
"617","Sidewalk Menu ","6918 W 63RD PL","$3,260.52","13",2023,3260.52,NA
"618","Street Bump Outs Menu ","6000 S NATOMA AVE","$7,983.68","13",2023,7983.68,NA
"619","Street Light Upgrade Menu ","3835 W 66TH PL","$500.00","13",2023,500,NA
"620","Street Light Upgrade Menu ","4114 W 56TH PL","$500.00","13",2023,500,NA
"621","Street Light Upgrade Menu ","4123 W 57TH PL","$500.00","13",2023,500,NA
"622","Street Light Upgrade Menu ","4658 W 63RD ST","$500.00","13",2023,500,NA
"623","Street Light Upgrade Menu ","5737 S PARKSIDE AVE; 5759 S PARKSIDE AVE; 5701 S PARKSIDE AVE","$1,500.00","13",2023,1500,NA
"624","Street Light Upgrade Menu ","5917-5919 S KEDVALE AVE","$500.00","13",2023,500,NA
"625","Street Light Upgrade Menu ","6015 W 64TH ST","$500.00","13",2023,500,NA
"626","Street Light Upgrade Menu ","6052 S TRIPP AVE","$500.00","13",2023,500,NA
"627","Street Light Upgrade Menu ","6220 S KEATING AVE","$500.00","13",2023,500,NA
"628","Street Light Upgrade Menu ","6334 S LOREL AVE","$500.00","13",2023,500,NA
"629","Street Light Upgrade Menu ","6356 S KOSTNER AVE","$500.00","13",2023,500,NA
"630","Street Light Upgrade Menu ","6601 S KENNETH AVE","$500.00","13",2023,500,NA
"631","Street Light Upgrade Menu ","6738 S KOMENSKY AVE","$500.00","13",2023,500,NA
"632","Street Light Upgrade Menu ","6801 W 63RD ST","$500.00","13",2023,500,NA
"633","Street Resurfacing Menu ","ON S NEWLAND AVE FROM W 58TH ST (5800 S) TO W 59TH ST (5899 S)","$56,601.14","13",2023,56601.14,NA
"634","Street Speed Hump Menu ","5522 S OAK PARK AVE","$2,440.00","13",2023,2440,NA
"635","Street Speed Hump Menu ","ON W 64TH ST FROM S LONG AVE (5400 W) TO S LINDER AVE (5500 W)","$2,440.00","13",2023,2440,NA
"636","Alley Resurfacing Menu ","3307 W 66TH PL; W MARQUETTE RD & S SPAULDING AVE&S HOMAN AVE & W 66TH PL","$40,475.00","14",2023,40475,NA
"637","Alley Resurfacing Menu ","S SACRAMENTO AVE & W 58TH ST&W 59TH ST & S WHIPPLE ST; 5800 S SACRAMENTO AVE","$25,813.88","14",2023,25813.88,NA
"638","Alley Resurfacing Menu ","W 52ND ST & S CAMPBELL AVE&S MAPLEWOOD AVE & W 53RD ST","$40,382.30","14",2023,40382.3,NA
"639","Alley Resurfacing Menu ","W 52ND ST & S FAIRFIELD AVE&S CALIFORNIA AVE & W 53RD ST","$47,689.10","14",2023,47689.1,NA
"640","Alley Resurfacing Menu ","W 52ND ST & S FRANCISCO AVE&S RICHMOND ST & W 53RD ST","$40,598.60","14",2023,40598.6,NA
"641","Alley Resurfacing Menu ","W 52ND ST & S SACRAMENTO AVE&S WHIPPLE ST & W 53RD ST","$40,598.60","14",2023,40598.6,NA
"642","Alley Resurfacing Menu ","W 56TH ST & S WHIPPLE ST&S ALBANY AVE & W 57TH ST","$34,977.04","14",2023,34977.04,NA
"643","Alley Resurfacing Menu ","W 60TH ST & S TROY ST&S KEDZIE AVE & W 61ST ST","$5,390.50","14",2023,5390.5,NA
"644","Alley Speed Hump Menu ","W 54TH ST & S SAWYER AVE&S KEDZIE AVE & W 55TH ST","$1,450.00","14",2023,1450,NA
"645","Curb & Gutter Menu ","4557 S SPRINGFIELD AVE","$31,370.37","14",2023,31370.37,NA
"646","Miscellaneous CDOT Projects ","3200 W 48TH PL","$660.00","14",2023,660,NA
"647","Sidewalk Menu ","2846 W 55TH ST","$907.74","14",2023,907.74,NA
"648","Sidewalk Menu ","2958 W 53RD ST","$16,254.07","14",2023,16254.07,NA
"649","Sidewalk Menu ","3044 W 55TH ST; 3000 W 55TH ST; 3032 W 55TH ST","$25,537.34","14",2023,25537.34,NA
"650","Sidewalk Menu ","3433 W 54TH PL; 3431 W 54TH PL","$1,922.10","14",2023,1922.1,NA
"651","Sidewalk Menu ","3435 W 55TH ST","$4,305.06","14",2023,4305.06,NA
"652","Sidewalk Menu ","3802 W 45TH PL; 3812 W 45TH PL; 3818 W 45TH PL","$12,131.32","14",2023,12131.32,NA
"653","Sidewalk Menu ","3823 W 45TH PL; 3807-3809 W 45TH PL; 3815 W 45TH PL","$17,446.34","14",2023,17446.34,NA
"654","Sidewalk Menu ","3840 W 42ND ST","$14,589.96","14",2023,14589.96,NA
"655","Sidewalk Menu ","4201 W 47TH ST","$7,072.65","14",2023,7072.65,NA
"656","Sidewalk Menu ","4301 S KOMENSKY AVE","$25,269.41","14",2023,25269.41,NA
"657","Sidewalk Menu ","4316 S KARLOV AVE; 4309-4311 S KARLOV AVE; 4358 S KARLOV AVE","$8,788.62","14",2023,8788.62,NA
"658","Sidewalk Menu ","4545 S HARDING AVE","$1,566.50","14",2023,1566.5,NA
"659","Sidewalk Menu ","4553 S HARDING AVE","$4,393.00","14",2023,4393,NA
"660","Sidewalk Menu ","4557 S HARDING AVE","$3,629.38","14",2023,3629.38,NA
"661","Sidewalk Menu ","$35,401.26","$35,401.26","14",2023,35401.26,NA
"662","Sidewalk Menu ","4736 S KEELER AVE","$11,643.01","14",2023,11643.01,NA
"663","Sidewalk Menu ","4800-4822 S KOLIN AVE","$37,225.06","14",2023,37225.06,NA
"664","Sidewalk Menu ","4845 S RIDGEWAY AVE","$16,998.81","14",2023,16998.81,NA
"665","Sidewalk Menu ","4856 S TRIPP AVE","$20,225.13","14",2023,20225.13,NA
"666","Sidewalk Menu ","4859 S KEELER AVE","$9,491.16","14",2023,9491.16,NA
"667","Sidewalk Menu ","4901 S KILBOURN AVE","$10,052.05","14",2023,10052.05,NA
"668","Sidewalk Menu ","5105 S AUSTIN AVE","$2,360.79","14",2023,2360.79,NA
"669","Sidewalk Menu ","5119 S HOMAN AVE; 5122-5124 S HOMAN AVE","$5,880.51","14",2023,5880.51,NA
"670","Sidewalk Menu ","5130-5132 S SACRAMENTO AVE; 5136 S SACRAMENTO AVE","$6,002.09","14",2023,6002.09,NA
"671","Sidewalk Menu ","5143-5147 S RICHMOND ST; 5121-5123 S RICHMOND ST; 5129 S RICHMOND ST","$10,422.61","14",2023,10422.61,NA
"672","Sidewalk Menu ","5159 S WHIPPLE ST","$9,902.71","14",2023,9902.71,NA
"673","Sidewalk Menu ","5243 S SACRAMENTO AVE","$12,704.27","14",2023,12704.27,NA
"674","Sidewalk Menu ","5318 S ALBANY AVE","$16,620.76","14",2023,16620.76,NA
"675","Sidewalk Menu ","5326-5330 S RICHMOND ST; 5320 S RICHMOND ST","$11,959.40","14",2023,11959.4,NA
"676","Sidewalk Menu ","5408 S SPAULDING AVE","$2,531.43","14",2023,2531.43,NA
"677","Sidewalk Menu ","5416-5418 S SPAULDING AVE; 5434-5438 S SPAULDING AVE; 5440 S SPAULDING AVE","$17,650.10","14",2023,17650.1,NA
"678","Sidewalk Menu ","5433 S RICHMOND ST; 5437-5439 S RICHMOND ST; 5443 S RICHMOND ST","$20,755.28","14",2023,20755.28,NA
"679","Sidewalk Menu ","5600 S WHIPPLE ST; 3041 W 56TH ST","$12,669.92","14",2023,12669.92,NA
"680","Sidewalk Menu ","5700 S WHIPPLE ST","$11,544.88","14",2023,11544.88,NA
"681","Sidewalk Menu ","5754 S SACRAMENTO AVE","$2,229.80","14",2023,2229.8,NA
"682","Sidewalk Menu ","ON S HARDING AVE FROM W 47TH ST (4700 S) TO W 48TH ST (4800 S)","$23,861.64","14",2023,23861.64,NA
"683","Sidewalk Menu ","ON S KENNETH AVE FROM W 47TH ST (4700 S) TO W 48TH ST (4800 S)","$31,023.34","14",2023,31023.34,NA
