"","description","costA","costB","ward","program","year","cost"
"1133","ON W 18TH ST FROM S THROOP ST (1300 W) TO S PAULINA 4.00 ","3,650.00",NA,"25","Traffic Equipment",2014,3650
"1134","ON S BLUE ISLAND AVE FROM W 18TH ST (1800 S) TO W 1.00 ","1,050.00",NA,"25","Traffic Equipment",2014,1050
"1135","1824 S WOOD ST Harrison Park - (part of ","500,000 menu 2012-2016) ","62,242.00","25","Chicago Park District",2014,62242
"1136","2159 W 21ST PL ","22,500.00",NA,"25","High Definition Camera",2014,22500
"1137","2331 S HOYNE AVE ","22,500.00",NA,"25","High Definition Camera",2014,22500
"1138","1800 W 18TH ST ","22,500.00",NA,"25","High Definition Camera",2014,22500
"1139","ON N HARDING AVE FROM 1850 N TO W CORTLAND ST 1.00 ","15,094.00",NA,"26","Alley Apron Menu",2014,15094
"1140","W NORTH AVE & N LAWNDALE AVE&W LE MOYNE ST & N 1.00 ","30,798.00",NA,"26","Alley Resurfacing Menu",2014,30798
"1141","W DIVISION ST & N HOMAN AVE&W GRAND AVE & N 1.00 ","48,960.00",NA,"26","Alley Resurfacing Menu",2014,48960
"1142","N RICHMOND ST & W WALTON ST&N FRANCISCO AVE & 1.00 ","2,800.00",NA,"26","Alley Speed Hump Menu",2014,2800
"1143","N KOSTNER AVE & W HIRSCH ST&N KOLIN AVE & W LE 1.00 ","1,400.00",NA,"26","Alley Speed Hump Menu",2014,1400
"1144","ON N CALIFORNIA AVE FROM 1201 N TO W DIVISION ST ","16,425.00",NA,"26","Bus Pad",2014,16425
"1145","N AVERS AVE & W HIRSCH ST&N HAMLIN AVE & W LE 1.00 ","288,000.00",NA,"26","Concrete Alley Menu",2014,288000
"1146","ON W POTOMAC AVE FROM N WASHTENAW AVE (2700 W) 0.00 ","5,023.00",NA,"26","Curb & Gutter Menu",2014,5023
"1147","ON N PULASKI RD FROM W ARMITAGE AVE (2000 N) TO W 0.00 ","47,690.00",NA,"26","Curb & Gutter Menu",2014,47690
"1148","W ARMITAGE AVE & N RIDGEWAY AVE 1.00 ","550.00",NA,"26","In-Road ""State Law Stop",2014,550
"1149","ON N KARLOV AVE FROM W NORTH AVE (1600 N) TO W 0.00 ","9,124.00",NA,"26","Sidewalk Menu",2014,9124
"1150","ON W DIVISION ST FROM N CENTRAL PARK AVE (1200 N) 0.00 ","2,392.00",NA,"26","Sidewalk Menu",2014,2392
"1151","ON W DIVISION ST FROM N HOMAN AVE (1200 N) TO N 0.00 ","9,506.00",NA,"26","Sidewalk Menu",2014,9506
"1152","ON W WALTON ST FROM N CAMPBELL AVE (2500 W) TO N 0.00 ","3,069.00",NA,"26","Sidewalk Menu",2014,3069
"1153","ON N ARTESIAN AVE FROM W POTOMAC AVE (1300 N) TO 0.00 ","23,422.00",NA,"26","Sidewalk Menu",2014,23422
"1154","ON N HOMAN AVE FROM W DIVISION ST (1200 N) TO W 0.00 ","29,434.00",NA,"26","Sidewalk Menu",2014,29434
"1155","ON W BELDEN AVE FROM N SPAULDING AVE (3300 W) TO N 0.00 ","14,088.00",NA,"26","Sidewalk Menu",2014,14088
"1156","ON N CAMPBELL AVE FROM W POTOMAC AVE (1300 N) TO 1.00 ","70,795.00",NA,"26","Street Resurfacing Menu",2014,70795
"1157","ON N SPRINGFIELD AVE FROM W NORTH AVE (1600 N) TO 1.00 ","53,852.00",NA,"26","Street Resurfacing Menu",2014,53852
"1158","ON N KEELER AVE FROM W KAMERLING AVE (1330 N) TO 1.00 ","40,784.00",NA,"26","Street Resurfacing Menu",2014,40784
"1159","ON N LAWNDALE AVE FROM W NORTH AVE (1600 N) TO W 1.00 ","43,505.00",NA,"26","Street Resurfacing Menu",2014,43505
"1160","ON N MONTICELLO AVE FROM W NORTH AVE (1600 N) TO 0.50 ","26,599.00",NA,"26","Street Resurfacing Menu",2014,26599
"1161","ON N AVERS AVE FROM W DICKENS AVE (2100 N) TO W 1.00 ","18,904.00",NA,"26","Street Resurfacing Menu",2014,18904
"1162","ON N HUMBOLDT BLVD FROM W NORTH AVE (1600 N) TO 1.00 ","23,998.00",NA,"26","Street Resurfacing Menu",2014,23998
"1163","ON W EVERGREEN AVE FROM N HOMAN AVE (3400 W) TO 1.00 ","45,294.00",NA,"26","Street Resurfacing Menu",2014,45294
"1164","ON W THOMAS ST FROM N RICHMOND ST (2930 W) TO N 1.00 ","45,294.00",NA,"26","Street Resurfacing Menu",2014,45294
"1165","ON W MCLEAN AVE FROM N LAWNDALE AVE (3700 W) TO 1.00 ","41,633.00",NA,"26","Street Resurfacing Menu",2014,41633
"1166","ON N ARTESIAN AVE FROM W DIVISION ST (1200 N) TO W 1.00 ","43,913.00",NA,"26","Street Resurfacing Menu",2014,43913
"1167","ON N SPRINGFIELD AVE FROM W LE MOYNE ST (1500 N) TO 1.00 ","3,700.00",NA,"26","Street Speed Hump Menu",2014,3700
"1168","ON W CORTLAND ST FROM N PULASKI RD (4000 W) TO N 3.00 ","7,400.00",NA,"26","Street Speed Hump Menu",2014,7400
"1169","ON W ERIE ST FROM N LEAVITT ST (2200 W) TO N OAKLEY 1.00 ","3,700.00",NA,"26","Street Speed Hump Menu",2014,3700
"1170","ON N AVERS AVE FROM W ARMITAGE AVE (2000 N) TO W 1.00 ","3,700.00",NA,"26","Street Speed Hump Menu",2014,3700
"1171","ON N MOZART ST FROM W THOMAS ST (1100 N) TO W 1.00 ","3,700.00",NA,"26","Street Speed Hump Menu",2014,3700
"1172","ON W RACE AVE FROM N LEAVITT ST (2200 W) TO N 1.00 ","3,700.00",NA,"26","Street Speed Hump Menu",2014,3700
"1173","ON N HARDING AVE FROM W WABANSIA AVE (1700 N) TO 1.00 ","3,700.00",NA,"26","Street Speed Hump Menu",2014,3700
"1174","ON N CHRISTIANA AVE FROM W GRAND AVE (1020 N) TO W 2.00 ","144,000.00",NA,"26","Street Light Residential",2014,144000
"1175","ON N MONTICELLO AVE FROM W DIVISION ST (1200 N) TO 2.00 ","144,000.00",NA,"26","Street Light Residential",2014,144000
"1176","W ADAMS ST & S BELL AVE&W JACKSON BLVD & S 1.00 ","11,448.00",NA,"27","Alley Resurfacing Menu",2014,11448
"1177","N NORTH PARK AVE & W SCHILLER ST&N ORLEANS ST & 2.00 ","25,462.00",NA,"27","Alley Resurfacing Menu",2014,25462
"1178","W IOWA ST & N DRAKE AVE&W AUGUSTA BLVD & N ST 1.00 ","39,927.00",NA,"27","Alley Resurfacing Menu",2014,39927
"1179","N CLYBOURN AVE & N SCHICK PL&W GOETHE ST & N 1.00 ","8,512.00",NA,"27","Alley Resurfacing Menu",2014,8512
"1180","W JACKSON BLVD & S CALIFORNIA AVE&W ADAMS ST & 1.00 ","16,219.00",NA,"27","Alley Resurfacing Menu",2014,16219
"1181","N ALBANY AVE & W FRANKLIN BLVD N&N TROY ST & W 1.00 ","2,800.00",NA,"27","Alley Speed Hump Menu",2014,2800
"1182","W ADAMS ST & S THROOP ST&W MONROE ST & S RACINE 1.00 ","2,100.00",NA,"27","Alley Speed Hump Menu",2014,2100
"1183","N CROSBY ST & N LARRABEE ST 1.00 ","550.00",NA,"27","In-Road ""State Law Stop",2014,550
"1184","ON W HURON ST FROM N CARPENTER ST (1030 W) TO N 0.00 ","12,809.00",NA,"27","Sidewalk Menu",2014,12809
"1185","ON W AUGUSTA BLVD FROM N GREENVIEW AVE (1500 W) 0.00 ","8,917.00",NA,"27","Sidewalk Menu",2014,8917
"1186","ON W IOWA ST FROM N CENTRAL PARK AVE (3600 W) TO N 0.00 ","7,463.00",NA,"27","Sidewalk Menu",2014,7463
"1187","ON W CORTEZ ST FROM N MILWAUKEE AVE (1300 W) TO N 0.00 ","4,335.00",NA,"27","Sidewalk Menu",2014,4335
"1188","ON W CHICAGO AVE FROM N MORGAN ST (1000 W) TO N 0.00 ","12,721.00",NA,"27","Sidewalk Menu",2014,12721
"1189","ON W MADISON ST FROM N LEAVITT ST (2200 W) TO N 0.00 ","73,763.00",NA,"27","Sidewalk Menu",2014,73763
"1190","ON N TRUMBULL AVE FROM W HURON ST (700 N) TO W 0.00 ","1,943.00",NA,"27","Sidewalk Menu",2014,1943
"1191","ON W FULTON ST FROM N ALBANY AVE (3100 W) TO N 0.00 ","21,432.00",NA,"27","Sidewalk Menu",2014,21432
"1192","ON S RACINE AVE FROM W MONROE ST (100 S) TO W 0.00 ","29,716.00",NA,"27","Sidewalk Menu",2014,29716
"1193","ON W MONROE ST FROM S OAKLEY BLVD (2300 W) TO S 0.00 ","927.00",NA,"27","Sidewalk Menu",2014,927
"1194","ON N RIDGEWAY AVE FROM W CHICAGO AVE (800 N) TO W 0.00 ","5,541.00",NA,"27","Sidewalk Menu",2014,5541
"1195","ON W HURON ST FROM N PEORIA ST (900 W) TO N GREEN 0.00 ","24,350.00",NA,"27","Sidewalk Menu",2014,24350
"1196","ON N ASHLAND AVE FROM W MAYPOLE AVE (140 N) TO W 0.00 ","1,224.00",NA,"27","Sidewalk Menu",2014,1224
"1197","ON N CARPENTER ST FROM W GRAND AVE (500 N) TO W 0.00 ","5,396.00",NA,"27","Sidewalk Menu",2014,5396
"1198","ON N OAKLEY AVE FROM W MADISON ST (0 S) TO W 0.00 ","2,602.00",NA,"27","Sidewalk Menu",2014,2602
"1199","ON N ALBANY AVE FROM W OHIO ST (600 N) TO W HURON 0.00 ","917.00",NA,"27","Sidewalk Menu",2014,917
"1200","ON N SEDGWICK ST FROM W SCHILLER ST (1400 N) TO W 0.00 ","10,700.00",NA,"27","Sidewalk Menu",2014,10700
"1201","ON W OHIO ST FROM N AVERS AVE (3830 W) TO N 0.00 ","28,592.00",NA,"27","Sidewalk Menu",2014,28592
"1202","ON W WALNUT ST FROM N MOZART ST (2830 W) TO N 0.00 ","6,583.00",NA,"27","Sidewalk Menu",2014,6583
"1203","ON W KINZIE ST FROM N ARMOUR ST (1500 W) TO N ADA 0.00 ","20,562.00",NA,"27","Sidewalk Menu",2014,20562
"1204","ON N LARRABEE ST FROM 930 N TO N CROSBY ST (930 N) 1.00 ","180,050.00",NA,"27","Street Cul-de-Sac Menu",2014,180050
"1205","ON N ADA ST FROM W MADISON ST (0 S) TO W 1.00 ","32,594.00",NA,"27","Street Resurfacing Menu",2014,32594
"1206","ON N WIELAND ST FROM W NORTH AVE (1600 N) TO W 1.00 ","63,953.00",NA,"27","Street Resurfacing Menu",2014,63953
"1207","ON N THROOP ST FROM W MADISON ST (0 S) TO W 1.00 ","32,665.00",NA,"27","Street Resurfacing Menu",2014,32665
"1208","ON W CHESTNUT ST FROM N SANGAMON ST (1000 W) TO N 1.00 ","29,368.00",NA,"27","Street Resurfacing Menu",2014,29368
"1209","ON N CENTRAL PARK BLVD FROM W CARROLL AVE (338 N) 1.00 ","42,921.00",NA,"27","Street Resurfacing Menu",2014,42921
"1210","ON N GREEN ST FROM W ERIE ST (640 N) TO W ANCONA ST 1.00 ","62,402.00",NA,"27","Street Resurfacing Menu",2014,62402
"1211","ON N AVERS AVE FROM W AUGUSTA BLVD (1000 N) TO W 1.00 ","43,194.00",NA,"27","Street Resurfacing Menu",2014,43194
"1212","ON N NORTH PARK AVE FROM W SCHILLER ST (1400 N) TO 1.00 ","95,774.00",NA,"27","Street Resurfacing Menu",2014,95774
"1213","ON N TROY ST FROM W OHIO ST (600 N) TO W HURON ST 1.00 ","3,700.00",NA,"27","Street Speed Hump Menu",2014,3700
"1214","ON W ADAMS ST FROM S OAKLEY BLVD (2300 W) TO S 1.00 ","3,700.00",NA,"27","Street Speed Hump Menu",2014,3700
"1215","ON N AVERS AVE FROM W AUGUSTA BLVD (1000 N) TO W 1.00 ","3,700.00",NA,"27","Street Speed Hump Menu",2014,3700
"1216","ON N HARDING AVE FROM W HURON ST (700 N) TO W 1.00 ","3,700.00",NA,"27","Street Speed Hump Menu",2014,3700
"1217","ON N NOBLE ST FROM W THOMAS ST (1100 N) TO W 1.00 ","3,700.00",NA,"27","Street Speed Hump Menu",2014,3700
"1218","ON N ST LOUIS AVE FROM W IOWA ST (900 N) TO W 1.00 ","3,700.00",NA,"27","Street Speed Hump Menu",2014,3700
"1219","ON N RACINE AVE FROM W GRAND AVE (500 N) TO W 1.00 ","1,850.00",NA,"27","Street Speed Hump Menu",2014,1850
"1220","ON N MONTICELLO AVE FROM W THOMAS ST (1100 N) TO 1.00 ","3,700.00",NA,"27","Street Speed Hump Menu",2014,3700
"1221","ON N MONTICELLO AVE FROM W CHICAGO AVE (800 N) TO 2.00 ","144,000.00",NA,"27","Street Light Residential",2014,144000
"1222","ON N RIDGEWAY AVE FROM W OHIO ST (600 N) TO W 2.00 ","144,000.00",NA,"27","Street Light Residential",2014,144000
"1223","ON W ELM ST FROM N CROSBY ST (700 W) TO N LARRABEE 1.00 ","4,000.00",NA,"27","Street Light Residential",2014,4000
"1224","ON N HOWE ST FROM W DIVISION ST (1200 N) TO W ELM ST 1.00 ","4,000.00",NA,"27","Street Light Residential",2014,4000
"1225","2241 W ADAMS ST 1.00 ","500.00",NA,"27","Street Light Upgrade",2014,500
"1226","2100 W MADISON ST ","22,500.00",NA,"27","High Definition Camera",2014,22500
"1227","ON N LOCKWOOD AVE FROM 50 N TO W MADISON ST (0 S) 1.00 ","20,082.00",NA,"28","Alley Apron Menu",2014,20082
"1228","W 13TH ST & S WESTERN AVE&W GRENSHAW ST & S 1.00 ","19,248.00",NA,"28","Alley Resurfacing Menu",2014,19248
"1229","N KOSTNER AVE & W WASHINGTON BLVD&N KILDARE 1.00 ","700.00",NA,"28","Alley Speed Hump Menu",2014,700
"1230","W RACE AVE & N CICERO AVE&W OHIO ST & N LAMON 1.00 ","2,800.00",NA,"28","Alley Speed Hump Menu",2014,2800
"1231","W RACE AVE & N CICERO AVE&W FERDINAND ST & N 1.00 ","472.00",NA,"28","Alley Speed Hump Menu",2014,472
"1232","W MAYPOLE AVE & N LAVERGNE AVE&W WEST END AVE 1.00 ","700.00",NA,"28","Alley Speed Hump Menu",2014,700
"1233","W TAYLOR ST & S LOOMIS ST&W POLK ST & S LAFLIN ST 1.00 ","2,100.00",NA,"28","Alley Speed Hump Menu",2014,2100
"1234","W GLADYS AVE & S SPRINGFIELD AVE&W VAN BUREN ST 1.00 ","3,500.00",NA,"28","Alley Speed Hump Menu",2014,3500
"1235","ON W FLOURNOY ST FROM S SACRAMENTO BLVD (3000 W) 0.00 ","22,511.00",NA,"28","Curb & Gutter Menu",2014,22511
"1236","ON W WASHINGTON BLVD FROM N KOSTNER AVE (4399 W) 0.00 ","10,687.00",NA,"28","Curb & Gutter Menu",2014,10687
"1237","ON W WEST END AVE FROM N CICERO AVE (4800 W) TO N 0.00 ","4,844.00",NA,"28","Curb & Gutter Menu",2014,4844
"1238","ON W VAN BUREN ST FROM S KARLOV AVE (4100 W) TO S 0.00 ","1,665.00",NA,"28","Curb & Gutter Menu",2014,1665
"1239","ON W LAKE ST FROM N KEELER AVE (4200 W) TO N 0.00 ","5,841.00",NA,"28","Curb & Gutter Menu",2014,5841
"1240","ON S ALBANY AVE FROM W LEXINGTON ST (730 S) TO W 0.00 ","4,307.00",NA,"28","Curb & Gutter Menu",2014,4307
"1241","ON S KEELER AVE FROM W GLADYS AVE (330 S) TO W 0.00 ","15,839.00",NA,"28","Curb & Gutter Menu",2014,15839
"1242","ON W WASHINGTON BLVD FROM N CENTRAL PARK DR 0.00 ","4,718.00",NA,"28","Curb & Gutter Menu",2014,4718
"1243","ON N KARLOV AVE FROM W LAKE ST (300 N) TO W 0.00 ","3,771.00",NA,"28","Curb & Gutter Menu",2014,3771
"1244","ON W ARTHINGTON ST FROM S ALBANY AVE (3100 W) TO S 0.00 ","1,555.00",NA,"28","Curb & Gutter Menu",2014,1555
"1245","ON W FLOURNOY ST FROM S ALBANY AVE (3100 W) TO S 0.00 ","4,337.00",NA,"28","Curb & Gutter Menu",2014,4337
"1246","ON N KENNETH AVE FROM W WEST END AVE (200 N) TO W 0.00 ","3,950.00",NA,"28","Curb & Gutter Menu",2014,3950
"1247","ON W VAN BUREN ST FROM S HOMAN AVE (3400 W) TO S 0.00 ","4,752.00",NA,"28","Curb & Gutter Menu",2014,4752
"1248","ON W WASHINGTON ST FROM N KOSTNER AVE (4399 W) TO 0.00 ","17,486.00",NA,"28","Curb & Gutter Menu",2014,17486
"1249","ON W MONROE ST FROM 3532 W TO S ST LOUIS AVE (3500 1.00 ","1,050.00",NA,"28","Guardrail Menu",2014,1050
"1250","ON W JACKSON BLVD FROM S KOSTNER AVE (4400 W) TO S 0.00 ","1,876.00",NA,"28","Sidewalk Menu",2014,1876
"1251","ON W WASHINGTON BLVD FROM N KOSTNER AVE (4399 W) 0.00 ","7,213.00",NA,"28","Sidewalk Menu",2014,7213
"1252","ON W JACKSON BLVD FROM S ST LOUIS AVE (3500 W) TO S 0.00 ","5,636.00",NA,"28","Sidewalk Menu",2014,5636
"1253","ON W FULTON DR FROM N HOMAN AVE (3400 W) TO N ST 0.00 ","1,562.00",NA,"28","Sidewalk Menu",2014,1562
"1254","ON S ALBANY AVE FROM W FLOURNOY ST (700 S) TO W 0.00 ","11,852.00",NA,"28","Sidewalk Menu",2014,11852
"1255","ON W ERIE ST FROM N LECLAIRE AVE (5100 W) TO N 0.00 ","2,335.00",NA,"28","Sidewalk Menu",2014,2335
"1256","ON W JACKSON BLVD FROM S CICERO AVE (4800 W) TO S 0.00 ","2,428.00",NA,"28","Sidewalk Menu",2014,2428
"1257","ON W JACKSON BLVD FROM S ALBANY AVE (3100 W) TO S 0.00 ","2,475.00",NA,"28","Sidewalk Menu",2014,2475
"1258","ON W JACKSON BLVD FROM S KILDARE AVE (4300 W) TO S 0.00 ","7,491.00",NA,"28","Sidewalk Menu",2014,7491
"1259","ON W JACKSON BLVD FROM S KEELER AVE (4200 W) TO S 0.00 ","7,491.00",NA,"28","Sidewalk Menu",2014,7491
"1260","ON N HAMLIN AVE FROM W WEST END AVE (200 N) TO W 0.00 ","1,038.00",NA,"28","Sidewalk Menu",2014,1038
"1261","ON S WASHTENAW AVE FROM W 13TH PL (1350 S) TO W 0.00 ","2,601.00",NA,"28","Sidewalk Menu",2014,2601
"1262","ON W JACKSON BLVD FROM S KILPATRICK AVE (4700 W) 0.00 ","8,947.00",NA,"28","Sidewalk Menu",2014,8947
"1263","ON W CONGRESS PKWY FROM S CALIFORNIA AVE (2800 W) 0.00 ","30,867.00",NA,"28","Sidewalk Menu",2014,30867
"1264","ON S KOLMAR AVE FROM W CONGRESS PKWY (500 S) TO W 1.00 ","20,269.00",NA,"28","Street Resurfacing Menu",2014,20269
"1265","ON W CONGRESS PKWY FROM S KILBOURN AVE (4500 W) 1.00 ","32,177.00",NA,"28","Street Resurfacing Menu",2014,32177
"1266","ON W MONROE ST FROM S LEAMINGTON AVE (5100 W) TO 1.00 ","21,334.00",NA,"28","Street Resurfacing Menu",2014,21334
"1267","W CONGRESS PKWY & S KILBOURN AVE ","10,723.00",NA,"28","Street Resurfacing Menu",2014,10723
"1268","ON S LOCKWOOD AVE FROM W MADISON ST (0 S) TO W 1.00 ","25,162.00",NA,"28","Street Resurfacing Menu",2014,25162
"1269","ON N KENTON AVE FROM W WEST END AVE (200 N) TO W 1.00 ","5,183.00",NA,"28","Street Resurfacing Menu",2014,5183
"1270","ON W MAYPOLE AVE FROM N CICERO AVE (4800 W) TO N 3.00 ","31,780.00",NA,"28","Street Resurfacing Menu",2014,31780
"1271","ON S SPRINGFIELD AVE FROM W GLADYS AVE (340 S) TO W 2.00 ","43,988.00",NA,"28","Street Resurfacing Menu",2014,43988
"1272","ON S KEELER AVE FROM W MAYPOLE AVE (250 N) TO W 1.00 ","53,522.00",NA,"28","Street Resurfacing Menu",2014,53522
"1273","ON S KARLOV AVE FROM W WASHINGTON BLVD (100 N) 1.00 ","58,409.00",NA,"28","Street Resurfacing Menu",2014,58409
"1274","ON S KEELER AVE FROM W GLADYS AVE (330 S) TO W 2.00 ","45,741.00",NA,"28","Street Resurfacing Menu",2014,45741
"1275","ON W FULTON ST FROM N LAVERGNE AVE (5000 W) TO N 1.00 ","58,800.00",NA,"28","Street Resurfacing Menu",2014,58800
"1276","ON S LEAMINGTON AVE FROM W MADISON ST (0 S) TO W 1.00 ","100,451.00",NA,"28","Street Resurfacing Menu",2014,100451
"1277","ON W FLOURNOY ST FROM S ALBANY AVE (3100 W) TO S 1.00 ","3,700.00",NA,"28","Street Speed Hump Menu",2014,3700
"1278","ON W ADAMS ST FROM S PULASKI RD (4000 W) TO S 4.00 ","11,100.00",NA,"28","Street Speed Hump Menu",2014,11100
"1279","ON S KEELER AVE FROM W JACKSON BLVD (300 S) TO W 1.00 ","1,850.00",NA,"28","Street Speed Hump Menu",2014,1850
"1280","ON W CARROLL AVE FROM N KEELER AVE (4200 W) TO N 1.00 ","1,850.00",NA,"28","Street Speed Hump Menu",2014,1850
"1281","ON W WALNUT ST FROM N ST LOUIS AVE (3500 W) TO N 1.00 ","3,700.00",NA,"28","Street Speed Hump Menu",2014,3700
"1282","ON W VAN BUREN ST FROM S HOMAN AVE (3400 W) TO S 1.00 ","1,850.00",NA,"28","Street Speed Hump Menu",2014,1850
"1283","ON W VAN BUREN ST FROM S PULASKI RD (4000 W) TO S 1.00 ","3,700.00",NA,"28","Street Speed Hump Menu",2014,3700
"1284","ON W FULTON ST FROM N HOMAN AVE (3400 W) TO N ST 1.00 ","3,700.00",NA,"28","Street Speed Hump Menu",2014,3700
"1285","ON W MONROE ST FROM S LAVERGNE AVE (5000 W) TO S 1.00 ","5,550.00",NA,"28","Street Speed Hump Menu",2014,5550
"1286","ON W CARROLL AVE FROM N KILDARE AVE (4300 W) TO N 1.00 ","1,850.00",NA,"28","Street Speed Hump",2014,1850
"1287","W MADISON ST & S PULASKI RD Relocate Traffic Signals 1.00 ","3,035.00",NA,"28","Pedestrian Countdown",2014,3035
"1288","ON W WILCOX ST FROM S HAMLIN BLVD (3800 W) TO S 11.00 ","3,300.00",NA,"28","Street Light Pole Painting",2014,3300
"1289","ON W MONROE ST FROM S HAMLIN BLVD (3800 W) TO S 11.00 ","3,300.00",NA,"28","Street Light Pole Painting",2014,3300
"1290","ON S SPRINGFIELD AVE FROM W JACKSON BLVD (300 S) TO 9.00 ","2,700.00",NA,"28","Street Light Pole Painting",2014,2700
"1291","ON W ADAMS ST FROM S HAMLIN BLVD (3800 W) TO S 11.00 ","3,300.00",NA,"28","Street Light Pole Painting",2014,3300
"1292","ON W QUINCY ST FROM S LAVERGNE AVE (5000 W) TO S 2.00 ","164,000.00",NA,"28","Street Light Residential",2014,164000
"1293","ON W VAN BUREN ST FROM S HAMLIN BLVD (3800 W) TO S 1.00 ","72,000.00",NA,"28","Street Light Residential",2014,72000
"1294","ON S SPRINGFIELD AVE FROM W JACKSON BLVD (300 S) TO 9.00 ","3,600.00",NA,"28","Street Light Upgrade",2014,3600
"1295","350 N CICERO AVE 1.00 ","400.00",NA,"28","Street Light Upgrade",2014,400
"1296","ON W WILCOX ST FROM S HAMLIN BLVD (3800 W) TO S 7.00 ","2,800.00",NA,"28","Street Light Upgrade",2014,2800
"1297","ON W ADAMS ST FROM S HAMLIN BLVD (3800 W) TO S 11.00 ","4,400.00",NA,"28","Street Light Upgrade",2014,4400
"1298","ON N KEYSTONE AVE FROM W WEST END AVE (200 N) TO 3.00 ","1,050.00",NA,"28","Street Light Upgrade",2014,1050
"1299","338 N CICERO AVE 1.00 ","400.00",NA,"28","Street Light Upgrade",2014,400
"1300","3300 W MONROE ST 5.00 ","2,000.00",NA,"28","Street Light Upgrade",2014,2000
"1301","347 N LAMON AVE 2.00 ","800.00",NA,"28","Street Light Upgrade",2014,800
"1302","330 N CICERO AVE 1.00 ","400.00",NA,"28","Street Light Upgrade",2014,400
"1303","5085 W ADAMS ST Moore Park ","250,000.00",NA,"28","Chicago Park District",2014,250000
"1304","S KENTON AVE & W MONROE ST Relocate from 442 N. Laramie to Kenton & Monroe ","1,800.00",NA,"28","High Definition Camera",2014,1800
"1305","4546 W MONROE ST Relocate from 4859 W. Hubbard to 4546 W. Monroe ","1,800.00",NA,"28","High Definition Camera",2014,1800
"1306","S KOSTNER AVE & W MONROE ST ","1,800.00",NA,"28","High Definition Camera",2014,1800
"1307","W HIRSCH ST & N MONITOR AVE&W LE MOYNE ST & N 1.00 ","25,449.00",NA,"29","Alley Resurfacing Menu",2014,25449
"1308","N NORMANDY AVE & W BLOOMINGDALE AVE&N 1.00 ","23,589.00",NA,"29","Alley Resurfacing Menu",2014,23589
"1309","ON N MOODY AVE FROM W DIVERSEY AVE (2800 N) TO W 0.00 ","1,665.00",NA,"29","Curb & Gutter Menu",2014,1665
"1310","ON W VAN BUREN ST FROM S CICERO AVE (4800 W) TO S 1.00 ","79,287.00",NA,"29","Street Resurfacing Menu",2014,79287
"1311","ON W CORTLAND ST FROM N MASON AVE (5930 W) TO N 1.00 ","23,877.00",NA,"29","Street Resurfacing Menu",2014,23877
"1312","ON N MENARD AVE FROM W NORTH AVE (1600 N) TO W 1.00 ","63,203.00",NA,"29","Street Resurfacing Menu",2014,63203
"1313","ON W MIDWAY PARK FROM N MENARD AVE (5800 W) TO N 1.00 ","46,988.00",NA,"29","Street Resurfacing Menu",2014,46988
"1314","ON W LE MOYNE ST FROM N MASSASOIT AVE (5730 W) TO 1.00 ","147,093.00",NA,"29","Street Resurfacing Menu",2014,147093
"1315","ON W POTOMAC AVE FROM N MONITOR AVE (5830 W) TO N 3.00 ","62,541.00",NA,"29","Street Resurfacing Menu",2014,62541
"1316","ON N WALLER AVE FROM W WEST END AVE (200 N) TO W 2.00 ","64,436.00",NA,"29","Street Resurfacing Menu",2014,64436
"1317","ON N MAYFIELD AVE FROM W NORTH AVE (1600 N) TO W 3.00 ","112,515.00",NA,"29","Street Resurfacing Menu",2014,112515
"1318","ON W BLOOMINGDALE AVE FROM N AUSTIN AVE (6000 W) 3.00 ","65,973.00",NA,"29","Street Resurfacing Menu",2014,65973
"1319","ON W CHICAGO AVE FROM N CENTRAL AVE (5600 W) TO N 45.00 ","13,500.00",NA,"29","Street Light Pole Painting",2014,13500
"1320","ON N MASON AVE FROM W ADAMS BLVD (200 S) TO W 1.00 ","70,000.00",NA,"29","Street Light Residential",2014,70000
"1321","ON S MASON AVE FROM W ARTHINGTON ST (1000 S) TO W 1.00 ","70,000.00",NA,"29","Street Light Residential",2014,70000
"1322","ON S MAYFIELD AVE FROM W ARTHINGTON ST (1000 S) TO 1.00 ","70,000.00",NA,"29","Street Light Residential",2014,70000
"1323","ON N WALLER AVE FROM W AUGUSTA BLVD (1000 N) TO W 2.00 ","140,000.00",NA,"29","Street Light Residential",2014,140000
"1324","ON N MENARD AVE FROM W MADISON ST (0 S) TO W 1.00 ","70,000.00",NA,"29","Street Light Residential",2014,70000
"1325","ON N MONITOR AVE FROM W RAILROAD AVE (900 S) TO W 2.00 ","144,000.00",NA,"29","Street Light Residential",2014,144000
"1326","ON W CHICAGO AVE FROM N CENTRAL AVE (5600 W) TO N 50.00 ","20,000.00",NA,"29","Street Light Upgrade",2014,20000
"1327","ON W CHICAGO AVE FROM N CENTRAL AVE (5600 W) TO N 4.00 ","5,200.00",NA,"29","Traffic Equipment",2014,5200
"1328","ON N KILPATRICK AVE FROM 3471 N TO W CORNELIA AVE 1.00 ","4,916.00",NA,"30","Alley Apron Menu",2014,4916
"1329","ON N KILPATRICK AVE FROM 3470 N TO W CORNELIA AVE 1.00 ","6,056.00",NA,"30","Alley Apron Menu",2014,6056
"1330","W EDDY ST & N AVONDALE AVE guardrail - 2013 & 2014 fund split ","270.00",NA,"30","Miscellaneous Other",2014,270
"1331","ON N MANGO AVE FROM W WELLINGTON AVE (3000 N) TO 0.00 ","3,354.00",NA,"30","Sidewalk Menu",2014,3354
