"","program","description","costA","ward","year","cost","costB"
"118","Street Light Upgrade Menu ","5543 W 64TH PL","$500.00","13",2025,500,NA
"119","Street Light Upgrade Menu ","5759 W 55TH ST","$500.00","13",2025,500,NA
"120","Street Light Upgrade Menu ","6040 S KOMENSKY AVE","$500.00","13",2025,500,NA
"121","Street Light Upgrade Menu ","6252 W 63RD ST; 6324 W 63RD ST; 6232 W 63RD ST; 6300 W 63RD ST","$2,000.00","13",2025,2000,NA
"122","Street Light Upgrade Menu ","6400 S LAPORTE AVE","$500.00","13",2025,500,NA
"123","Street Resurfacing Menu ","ON S KILDARE AVE FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S)","$56,898.57","13",2025,56898.57,NA
"124","Street Resurfacing Menu ","ON S KILDARE AVE FROM W 66TH ST (6600 S) TO W MARQUETTE RD (6700 S)","$61,749.35","13",2025,61749.35,NA
"125","Street Resurfacing Menu ","ON S NEWCASTLE AVE FROM W 57TH ST (5700 S) TO W 59TH ST (5899 S)","$105,451.37","13",2025,105451.37,NA
"126","Street Resurfacing Menu ","ON S NEW ENGLAND AVE FROM W 56TH ST (5600 S) TO W 57TH ST (5700 S)","$54,638.03","13",2025,54638.03,NA
"127","Street Resurfacing Menu ","ON S NORDICA AVE FROM W ARCHER AVE (5500 S) TO W 56TH ST (5600 S)","$53,400.95","13",2025,53400.95,NA
"128","Street Resurfacing Menu ","ON S NOTTINGHAM AVE FROM W 58TH ST (5800 S) TO W 59TH ST (5899 S)","$55,045.08","13",2025,55045.08,NA
"129","Street Resurfacing Menu ","ON S RUTHERFORD AVE FROM W ARCHER AVE (5500 S) TO W 56TH ST (5600 S)","$58,002.44","13",2025,58002.44,NA
"130","Street Speed Hump Menu ","ON S LINDER AVE FROM W 64TH PL (6430 S) TO W 65TH ST (6500 S)","$2,440.00","13",2025,2440,NA
"131","West Lawn Little League Park District Construction","6336 S KILBOURN AVE","$200,000.00","13",2025,200000,NA
"132","Street Resurfacing Menu ","ON S MAPLEWOOD AVE FROM W 52ND ST (5200 S) TO W 53RD ST (5300 S)","$58,712.93","14",2025,58712.93,NA
"133","Street Speed Hump Menu ","ON S MAPLEWOOD AVE FROM W 52ND ST (5200 S) TO W 53RD ST (5300 S)","$4,880.00","14",2025,4880,NA
"134","Alley Resurfacing Menu ","S SACRAMENTO AVE & W 66TH ST&W MARQUETTE RD & S WHIPPLE ST","$28,372.23","15",2025,28372.23,NA
"135","Alley Resurfacing Menu ","W 47TH ST & S HONORE ST&S WOLCOTT AVE & W 48TH ST; 1841 W 47TH ST","$59,987.50","15",2025,59987.5,NA
"136","Alley Resurfacing Menu ","W 54TH ST & S MAPLEWOOD AVE&S ROCKWELL ST & W 55TH ST","$47,888.79","15",2025,47888.79,NA
"137","Bollard Menu ","4501 S WALLACE ST","$1,455.73","15",2025,1455.73,NA
"138","Sidewalk Menu ","5658 S CAMPBELL AVE","$14,946.01","15",2025,14946.01,NA
"139","Sidewalk Menu ","5700 S MOZART ST","$18,393.30","15",2025,18393.3,NA
"140","Street Light Residential Staggered Piggy Back Menu ","ON S MOZART ST FROM W 65TH ST (6500 S) TO W MARQUETTE RD (6700 S)","$370,000.00","15",2025,370000,NA
"141","Sidewalk Menu ","6904 S TALMAN AVE","$16,732.93","17",2025,16732.93,NA
"142","Sidewalk Menu ","7700 S ABERDEEN ST","$190,000.00","17",2025,190000,NA
"143","Sidewalk Menu ","8100 S MORGAN ST","$583.53","17",2025,583.53,NA
"144","Street Resurfacing Menu ","ON S ELIZABETH ST FROM W 86TH ST (8600 S) TO W 87TH ST (8700 S)","$53,952.97","17",2025,53952.97,NA
"145","Street Resurfacing Menu ","ON S EMERALD AVE FROM W 74TH ST (7400 S) TO W 76TH ST (7600 S)","$100,254.73","17",2025,100254.73,NA
"146","Street Resurfacing Menu ","ON S HERMITAGE AVE FROM W 68TH ST (6800 S) TO W 69TH ST (6900 S)","$56,068.48","17",2025,56068.48,NA
"147","Street Resurfacing Menu ","ON S HERMITAGE AVE FROM W 72ND ST (7200 S) TO W 73RD ST (7300 S)","$56,417.02","17",2025,56417.02,NA
"148","Street Resurfacing Menu ","ON S LAFLIN ST FROM W 69TH ST (6900 S) TO W 71ST ST (7100 S)","$113,068.92","17",2025,113068.92,NA
"149","Street Resurfacing Menu ","ON S PAULINA ST FROM W 72ND ST (7200 S) TO W 73RD ST (7300 S)","$53,489.03","17",2025,53489.03,NA
"150","Street Resurfacing Menu ","ON S PAULINA ST FROM W 81ST ST (8100 S) TO W 82ND ST (8200 S)","$53,964.41","17",2025,53964.41,NA
"151","Street Resurfacing Menu ","ON S SPAULDING AVE FROM W 72ND ST (7200 S) TO W 73RD ST (7300 S)","$53,434.29","17",2025,53434.29,NA
"152","Street Resurfacing Menu ","ON S THROOP ST FROM W 70TH ST (7000 S) TO W 71ST ST (7100 S)","$60,193.30","17",2025,60193.3,NA
"153","Street Resurfacing Menu ","ON S THROOP ST FROM W MARQUETTE RD (6700 S) TO W 68TH ST (6800 S)","$67,740.58","17",2025,67740.58,NA
"154","Street Resurfacing Menu ","ON S WALLACE ST FROM W 76TH ST (7600 S) TO W 79TH ST (7900 S)","$126,199.23","17",2025,126199.23,NA
"155","Curb & Gutter Menu ","8055 S TALMAN AVE","$7,220.05","18",2025,7220.05,NA
"156","Sidewalk Menu ","3601 W 86TH ST","$2,649.10","18",2025,2649.1,NA
"157","Sidewalk Menu ","3626 W 81ST PL","$4,407.55","18",2025,4407.55,NA
"158","Sidewalk Menu ","3642 W 80TH ST","$4,664.73","18",2025,4664.73,NA
"159","Sidewalk Menu ","3845 W 82ND ST","$8,239.66","18",2025,8239.66,NA
"160","Sidewalk Menu ","3939 W 85TH PL","$6,329.21","18",2025,6329.21,NA
"161","Sidewalk Menu ","ON S CHRISTIANA AVE FROM W 81ST ST (8100 S) TO W 82ND ST (8200 S)","$60,180.80","18",2025,60180.8,NA
"162","Sidewalk Menu ","ON W 79TH PL FROM S CENTRAL PARK AVE (3600 W) TO S LAWNDALE AVE (3700 W)","$160,940.80","18",2025,160940.8,NA
"163","Street Cul-de-Sac Menu ","S KILBOURN AVE & W 87TH ST; 8642 S KILBOURN AVE","$44,952.25","18",2025,44952.25,NA
"164","Street Resurfacing Menu ","ON S HAMILTON AVE FROM 8425 S TO W 84TH ST (8400 S)","$41,683.49","18",2025,41683.49,NA
"165","Street Resurfacing Menu ","ON S PAULINA ST FROM W 88TH ST (8800 S) TO W 89TH ST (8900 S)","$71,825.64","18",2025,71825.64,NA
"166","Street Resurfacing Menu ","ON W 77TH PL FROM S RIDGEWAY AVE (3750 W) TO S HAMLIN AVE (3800 W)","$45,256.40","18",2025,45256.4,NA
"167","Street Resurfacing Menu ","ON W 79TH PL FROM S OAKLEY AVE (2300 W) TO S WESTERN AVE (2400 W)","$50,846.68","18",2025,50846.68,NA
"168","Street Resurfacing Menu ","ON W 80TH PL FROM S OAKLEY AVE (2300 W) TO S WESTERN AVE (2400 W)","$53,870.70","18",2025,53870.7,NA
"169","Street Resurfacing Menu ","ON W 81ST ST FROM 2216 W TO S OAKLEY AVE (2300 W)","$38,431.59","18",2025,38431.59,NA
"170","Street Resurfacing Menu ","ON W 82ND ST FROM S FRANCISCO AVE (2900 W) TO S RICHMOND ST (2930 W)","$29,086.89","18",2025,29086.89,NA
"171","Street Resurfacing Menu ","ON W 84TH PL FROM S HOMAN AVE (3400 W) TO S ST LOUIS AVE (3500 W)","$53,434.29","18",2025,53434.29,NA
"172","Street Speed Hump Menu ","ON S LAWNDALE AVE FROM W 84TH ST (8400 S) TO W 85TH ST (8500 S)","$4,880.00","18",2025,4880,NA
"173","Street Speed Hump Menu ","ON S ROCKWELL ST FROM W 72ND ST (7200 S) TO W 73RD ST (7300 S)","$4,880.00","18",2025,4880,NA
"174","Bollard Menu ","S MALTA ST & W 100TH PL","$1,923.73","19",2025,1923.73,NA
"175","Street Bump Outs Menu ","S WALDEN PKWY & W 101ST ST","$3,452.27","19",2025,3452.27,NA
"176","Diagonal Parking Menu ","ON W 108TH ST FROM S EMERALD AVE (730 W) TO S HALSTED ST (800 W)","$90,000.00","21",2025,90000,NA
"177","Street Resurfacing Menu ","ON S ADA ST FROM 11255 S TO W 112TH PL (11240 S)","$17,916.98","21",2025,17916.98,NA
"178","Street Resurfacing Menu ","ON S CARPENTER ST FROM W 87TH ST (8700 S) TO W 89TH ST (8900 S)","$98,442.75","21",2025,98442.75,NA
"179","Street Resurfacing Menu ","ON S JUSTINE ST FROM W 115TH ST (11500 S) TO W 116TH ST (11600 S)","$58,335.69","21",2025,58335.69,NA
"180","Street Resurfacing Menu ","ON S LAFLIN ST FROM W 114TH PL (11430 S) TO W 115TH ST (11500 S)","$25,526.85","21",2025,25526.85,NA
"181","Street Resurfacing Menu ","ON S LAFLIN ST FROM W 115TH ST (11500 S) TO W 116TH ST (11600 S)","$57,873.90","21",2025,57873.9,NA
"182","Street Resurfacing Menu ","ON S LOOMIS ST FROM W 112TH ST (11200 S) TO W 112TH PL (11240 S)","$34,676.52","21",2025,34676.52,NA
"183","Street Resurfacing Menu ","ON S MORGAN ST FROM W 105TH ST (10500 S) TO W 106TH ST (10600 S)","$59,547.32","21",2025,59547.32,NA
"184","Street Resurfacing Menu ","ON S MORGAN ST FROM W 87TH ST (8700 S) TO W 89TH ST (8900 S)","$111,362.86","21",2025,111362.86,NA
"185","Street Resurfacing Menu ","ON S PEORIA ST FROM W 100TH ST (10000 S) TO W 101ST ST (10100 S)","$58,813.40","21",2025,58813.4,NA
"186","Street Resurfacing Menu ","ON S PEORIA ST FROM W 87TH ST (8700 S) TO S VINCENNES AVE (8800 S)","$47,601.21","21",2025,47601.21,NA
"187","Street Resurfacing Menu ","ON S RACINE AVE FROM W 117TH ST (11700 S) TO W 118TH ST (11800 S)","$58,747.54","21",2025,58747.54,NA
"188","Street Resurfacing Menu ","ON S THROOP ST FROM W 90TH ST (9000 S) TO W 91ST ST (9100 S)","$69,669.76","21",2025,69669.76,NA
"189","Street Resurfacing Menu ","ON W 108TH ST FROM S SANGAMON ST (930 W) TO S BEVERLY AVE (1100 W)","$136,521.81","21",2025,136521.81,NA
"190","Street Resurfacing Menu ","ON W 113TH PL FROM S MORGAN ST (1000 W) TO S ABERDEEN ST (1100 W)","$49,345.22","21",2025,49345.22,NA
"191","Street Resurfacing Menu ","ON W 114TH PL FROM 1565 W TO S LAFLIN ST (1500 W)","$35,428.99","21",2025,35428.99,NA
"192","Arterial Street Bump Outs Menu ","W CERMAK RD & S KENNETH AVE","$13,829.80","22",2025,13829.8,NA
"193","Pedestrian Refuge Island Menu ","3350 S KEDZIE AVE","$185.29","22",2025,185.29,NA
"194","Pavement Markings Menu ","S ARCHER AVE & S LARAMIE AVE","$5,921.34","23",2025,5921.34,NA
"195","Street Bump Outs Menu ","5100-5101 S MEADE AVE; W 51ST ST & S MEADE AVE","$22,724.11","23",2025,22724.11,NA
"196","Street Resurfacing Menu ","ON S KILBOURN AVE FROM W ROOSEVELT RD (1200 S) TO W 14TH ST (1400 S)","$37,209.70","24",2025,37209.7,NA
"197","Alley Resurfacing Menu ","W 18TH PL & S HOYNE AVE&S DAMEN AVE & W 19TH ST","$29,935.46","25",2025,29935.46,NA
"198","New electric slide gate system for Fink Elementary","2332 S WESTERN AVE","$52,000.00","25",2025,52000,NA
"199","Street Light Piggy Back Only Menu ","ON W 23RD PL FROM S ROCKWELL ST (2600 W) TO S CALIFORNIA AVE (2800 W)","$12,600.00","25",2025,12600,NA
"200","Street Light Upgrade Menu ","ON W CULLERTON ST FROM S ROCKWELL ST (2600 W) TO S WASHTENAW AVE (2700 W)","$5,600.00","25",2025,5600,NA
"201","Alley Apron Menu ","1000 N MOZART ST","$88,357.81","26",2025,88357.81,NA
"202","Alley Resurfacing Menu ","N HARDING AVE & W WABANSIA AVE&W NORTH AVE & N SPRINGFIELD AVE","$29,754.86","26",2025,29754.86,NA
"203","Alley Resurfacing Menu ","N KILBOURN AVE & W PALMER ST&W DICKENS AVE & N KENNETH AVE","$42,823.44","26",2025,42823.44,NA
"204","Alley Resurfacing Menu ","N LAPORTE AVE & W PALMER ST&W DICKENS AVE & N LAVERGNE AVE","$41,665.83","26",2025,41665.83,NA
"205","Alley Resurfacing Menu ","N LATROBE AVE & W BELDEN AVE&W PALMER ST & N LARAMIE AVE","$25,616.51","26",2025,25616.51,NA
"206","Alley Resurfacing Menu ","$59,105.68","$59,105.68","26",2025,59105.68,NA
"207","Alley Resurfacing Menu ","N MOZART ST & W WABANSIA AVE&W BLOOMINGDALE AVE & N FRANCISCO AVE","$26,864.50","26",2025,26864.5,NA
"208","Alley Resurfacing Menu ","N SPAULDING AVE & W BEACH AVE&W HIRSCH ST & N HOMAN AVE","$43,332.14","26",2025,43332.14,NA
"209","Alley Resurfacing Menu ","N WASHTENAW AVE & W LE MOYNE ST&W HIRSCH ST & N FAIRFIELD AVE","$33,125.34","26",2025,33125.34,NA
"210","Alley Resurfacing Menu ","W CORTEZ ST & N SACRAMENTO AVE&N RICHMOND ST & W AUGUSTA BLVD","$19,590.92","26",2025,19590.92,NA
"211","Sidewalk Menu ","1020 N FRANCISCO AVE","$4,251.47","26",2025,4251.47,NA
"212","Sidewalk Menu ","1020 N MOZART ST","$5,571.02","26",2025,5571.02,NA
"213","Sidewalk Menu ","1113 N MOZART ST","$4,395.16","26",2025,4395.16,NA
"214","Sidewalk Menu ","1118 N CHRISTIANA AVE","$1,624.46","26",2025,1624.46,NA
"215","Sidewalk Menu ","1219 N CAMPBELL AVE","$6,088.66","26",2025,6088.66,NA
"216","Sidewalk Menu ","1223 N CAMPBELL AVE","$6,396.50","26",2025,6396.5,NA
"217","Sidewalk Menu ","1249 N ARTESIAN AVE","$4,448.35","26",2025,4448.35,NA
"218","Sidewalk Menu ","1317 N ROCKWELL ST","$3,824.30","26",2025,3824.3,NA
"219","Sidewalk Menu ","1329 N LAWNDALE AVE","$5,887.44","26",2025,5887.44,NA
"220","Sidewalk Menu ","1411 N CALIFORNIA AVE","$1,928.56","26",2025,1928.56,NA
"221","Sidewalk Menu ","1412 N KEDZIE AVE","$5,924.45","26",2025,5924.45,NA
"222","Sidewalk Menu ","1438 N LAWNDALE AVE","$1,831.45","26",2025,1831.45,NA
"223","Sidewalk Menu ","1508 N KEDZIE AVE","$6,327.30","26",2025,6327.3,NA
"224","Sidewalk Menu ","1650 N RICHMOND ST","$9,068.61","26",2025,9068.61,NA
"225","Sidewalk Menu ","1652 N ROCKWELL ST","$10,234.51","26",2025,10234.51,NA
"226","Sidewalk Menu ","1808 N KEYSTONE AVE","$5,630.31","26",2025,5630.31,NA
"227","Sidewalk Menu ","1828 N DRAKE AVE","$3,320.88","26",2025,3320.88,NA
"228","Sidewalk Menu ","1907 N KILBOURN AVE","$2,675.99","26",2025,2675.99,NA
