"","description","costA","costB","ward","program","year","cost"
"1109","ON N ABERDEEN ST FROM W KINZIE ST (400 N) TO W 0.00 ","88,432.00",NA,"27","Sidewalk Menu",2016,88432
"1110","2819-2829 W WASHINGTON BLVD 0.00 ","7,911.00",NA,"27","Sidewalk Menu",2016,7911
"1111","431 N RIDGEWAY AVE 0.00 ","1,532.00",NA,"27","Sidewalk Menu",2016,1532
"1112","ON N GREEN ST FROM W HUBBARD ST (440 N) TO W 0.00 ","49,694.00",NA,"27","Sidewalk Menu",2016,49694
"1113","150 W MAPLE ST 0.00 ","9,095.00",NA,"27","Sidewalk Menu",2016,9095
"1114","ON W FRANKLIN BLVD S FROM N KEDZIE AVE (3200 W) TO 0.00 ","2,669.00",NA,"27","Sidewalk Menu",2016,2669
"1115","ON N SANGAMON ST FROM W KINZIE ST (400 N) TO W 0.00 ","58,429.00",NA,"27","Sidewalk Menu",2016,58429
"1116","ON N HUDSON AVE FROM W EVERGREEN AVE (1340 N) TO 0.00 ","156,199.00",NA,"27","Sidewalk Menu",2016,156199
"1117","ON N NOBLE ST FROM W LE MOYNE ST (1500 N) TO W 1.00 ","38,916.00",NA,"27","Street Resurfacing Menu",2016,38916
"1118","ON N MAY ST FROM W KINZIE ST (400 N) TO W HUBBARD 1.00 ","28,963.00",NA,"27","Street Resurfacing Menu",2016,28963
"1119","ON W MAYPOLE AVE FROM N ASHLAND AVE (1600 W) TO N 1.00 ","66,768.00",NA,"27","Street Resurfacing Menu",2016,66768
"1120","ON N GREEN ST FROM W KINZIE ST (400 N) TO W HUBBARD 1.00 ","12,205.00",NA,"27","Street Resurfacing Menu",2016,12205
"1121","ON W EVERGREEN AVE FROM N NORTH PARK AVE (300 W) 1.00 ","42,709.00",NA,"27","Street Resurfacing Menu",2016,42709
"1122","ON N RACINE AVE FROM W KINZIE ST (400 N) TO W 2.00 ","33,896.00",NA,"27","Viaduct Improvement",2016,33896
"1123","ON N PEORIA ST FROM W KINZIE ST (400 N) TO W 2.00 ","39,247.00",NA,"27","Viaduct Improvement",2016,39247
"1124","ON N SANGAMON ST FROM W KINZIE ST (400 N) TO W 2.00 ","25,567.00",NA,"27","Viaduct Improvement",2016,25567
"1125","ON N MAY ST FROM W KINZIE ST (400 N) TO W HUBBARD 2.00 ","19,246.00",NA,"27","Viaduct Improvement",2016,19246
"1126","ON N CARPENTER ST FROM W KINZIE ST (400 N) TO W 2.00 ","31,398.00",NA,"27","Viaduct Improvement",2016,31398
"1127","ON N ABERDEEN ST FROM W KINZIE ST (400 N) TO W 2.00 ","26,100.00",NA,"27","Viaduct Improvement",2016,26100
"1128","ON N GREEN ST FROM W KINZIE ST (400 N) TO W HUBBARD 2.00 ","13,428.00",NA,"27","Viaduct Improvement",2016,13428
"1129","ON N HALSTED ST FROM W WAYMAN ST (320 N) TO W 2.00 ","55,564.00",NA,"27","Viaduct Improvement",2016,55564
"1130","N MILWAUKEE AVE & N DESPLAINES ST Install Pedestrian Countdown Signals 1.00 ","11,795.00",NA,"27","Pedestrian Countdown",2016,11795
"1131","ON E HUBBARD ST FROM N DESPLAINES ST (640 W) TO N 5.00 ","2,000.00",NA,"27","Street Light Upgrade",2016,2000
"1132","ON N RIDGEWAY AVE FROM W AUGUSTA BLVD (1000 N) 2.00 ","156,000.00",NA,"27","Street Light Residential",2016,156000
"1133","W POLK ST & S LAFLIN ST&W LEXINGTON ST & S LOOMIS 1.00 ","20,378.00",NA,"28","Alley Resurfacing Menu",2016,20378
"1134","W FIFTH AVE & S HOMAN AVE&W VAN BUREN ST & S 1.00 ","23,279.00",NA,"28","Alley Resurfacing Menu",2016,23279
"1135","W WASHINGTON BLVD & N KEDZIE AVE&W MAYPOLE 1.00 ","41,393.00",NA,"28","Alley Resurfacing Menu",2016,41393
"1136","3960 W MADISON ST 1.00 ","5,910.00",NA,"28","Alley Resurfacing Menu",2016,5910
"1137","W FULTON BLVD & N HOMAN AVE&W WALNUT ST & N 1.00 ","54,853.00",NA,"28","Alley Resurfacing Menu",2016,54853
"1138","5023 W WEST END AVE 1.00 ","700.00",NA,"28","Alley Speed Hump Menu",2016,700
"1139","W GLADYS AVE & S LEAMINGTON AVE&W VAN BUREN ST 1.00 ","700.00",NA,"28","Alley Speed Hump Menu",2016,700
"1140","800-998 S CLAREMONT AVE; S CLAREMONT AVE & W POLK 1.00 ","2,100.00",NA,"28","Alley Speed Hump Menu",2016,2100
"1141","S BISHOP ST & W POLK ST&S LAFLIN ST & W TAYLOR ST 1.00 ","700.00",NA,"28","Alley Speed Hump Menu",2016,700
"1142","N HAMLIN BLVD & W WEST END DR&N PULASKI RD & W 1.00 ","3,500.00",NA,"28","Alley Speed Hump Menu",2016,3500
"1143","S PULASKI RD & W WILCOX ST&S SPRINGFIELD AVE & W 1.00 ","700.00",NA,"28","Alley Speed Hump Menu",2016,700
"1144","W VAN BUREN ST & S THROOP ST 1.00 ","3,892.00",NA,"28","Bus Pad",2016,3892
"1145","4830-4834 W WASHINGTON BLVD 0.00 ","7,831.00",NA,"28","Curb & Gutter Menu",2016,7831
"1146","S ASHLAND AVE & W TAYLOR ST 1.00 ","2,350.00",NA,"28","Miscellaneous CDOT",2016,2350
"1147","S ASHLAND AVE & W 14TH PL 1.00 ","20,377.00",NA,"28","Pedestrian Refuge Island",2016,20377
"1148","2110 W OGDEN AVE 1.00 ","20,281.00",NA,"28","Pedestrian Refuge Island",2016,20281
"1149","727 S CAMPBELL AVE 0.00 ","7,687.00",NA,"28","Sidewalk Menu",2016,7687
"1150","4951 W WEST END AVE 0.00 ","3,184.00",NA,"28","Sidewalk Menu",2016,3184
"1151","4921 W WEST END AVE 0.00 ","1,654.00",NA,"28","Sidewalk Menu",2016,1654
"1152","3806 W CONGRESS PKWY 0.00 ","2,076.00",NA,"28","Sidewalk Menu",2016,2076
"1153","418 S HAMLIN BLVD 0.00 ","5,141.00",NA,"28","Sidewalk Menu",2016,5141
"1154","ON S KOLMAR AVE FROM W CONGRESS PKWY (500 S) TO W 0.00 ","40,847.00",NA,"28","Sidewalk Menu",2016,40847
"1155","ON S LYTLE ST FROM W CABRINI ST (810 S) TO W 1.00 ","42,068.00",NA,"28","Street Resurfacing Menu",2016,42068
"1156","ON S SPAULDING AVE FROM W MADISON ST (0 S) TO W 1.00 ","27,607.00",NA,"28","Street Resurfacing Menu",2016,27607
"1157","ON N LAVERGNE AVE FROM W WASHINGTON BLVD (100 N) 4.00 ","116,183.00",NA,"28","Street Resurfacing Menu",2016,116183
"1158","ON S DENVIR AVE FROM W CONGRESS PKWY (500 S) TO W 1.00 ","24,194.00",NA,"28","Street Resurfacing Menu",2016,24194
"1159","ON N KENTON AVE FROM W SUPERIOR ST (730 N) TO W 1.00 ","16,666.00",NA,"28","Street Resurfacing Menu",2016,16666
"1160","ON N KARLOV AVE FROM W WASHINGTON BLVD (100 N) 1.00 ","49,895.00",NA,"28","Street Resurfacing Menu",2016,49895
"1161","ON N KARLOV AVE FROM W LAKE ST (300 N) TO W 0.20 ","14,490.00",NA,"28","Street Resurfacing Menu",2016,14490
"1162","ON S LEAVITT ST FROM W POLK ST (800 S) TO W OGDEN 3.00 ","73,636.00",NA,"28","Street Resurfacing Menu",2016,73636
"1163","ON W FULTON DR FROM N ST LOUIS AVE (3500 W) TO N 1.00 ","11,364.00",NA,"28","Street Resurfacing Menu",2016,11364
"1164","ON N KARLOV AVE FROM W LAKE ST (300 N) TO W 2.00 ","28,540.00",NA,"28","Street Resurfacing Menu",2016,28540
"1165","ON W FILLMORE ST FROM S OAKLEY BLVD (2300 W) TO S 1.00 ","28,236.00",NA,"28","Street Resurfacing Menu",2016,28236
"1166","ON S LYTLE ST FROM W WESTGATE TER (615 S) TO W 1.00 ","16,656.00",NA,"28","Street Resurfacing Menu",2016,16656
"1167","200 N LONG AVE 2.00 ","3,700.00",NA,"28","Street Speed Hump Menu",2016,3700
"1168","ON S KILPATRICK AVE FROM W MADISON ST (0 S) TO W 1.00 ","5,550.00",NA,"28","Street Speed Hump Menu",2016,5550
"1169","ON W HURON ST FROM N KENTON AVE (4600 W) TO N 1.00 ","3,700.00",NA,"28","Street Speed Hump Menu",2016,3700
"1170","ON S LAFLIN ST FROM W POLK ST (800 S) TO W TAYLOR ST 1.00 ","5,550.00",NA,"28","Street Speed Hump Menu",2016,5550
"1171","ON N KILPATRICK AVE FROM W CHICAGO AVE (800 N) TO 1.00 ","5,550.00",NA,"28","Street Speed Hump Menu",2016,5550
"1172","3845 W VAN BUREN ST; 3857 W VAN BUREN ST Install 2 Alley Lights and String Cable 2.00 ","1,100.00",NA,"28","Street Light Upgrade",2016,1100
"1173","ON S CICERO AVE FROM W MADISON ST (0 S) TO W Install 8 LED Alley Lights 8.00 ","3,800.00",NA,"28","Street Light Upgrade",2016,3800
"1174","ON W FULTON ST FROM N LARAMIE AVE (5200 W) TO N 4.00 ","340,000.00",NA,"28","Street Light Residential",2016,340000
"1175","18 N LATROBE AVE ","470.00",NA,"28","Traffic Signal",2016,470
"1176","217 S KILPATRICK AVE 1.00 ","470.00",NA,"28","Traffic Signal",2016,470
"1177","4700 W MONROE ST 1.00 ","642.00",NA,"28","Traffic Signal",2016,642
"1178","N NORMANDY AVE & W ARMITAGE AVE&N NATOMA AVE 1.00 ","40,141.00",NA,"29","Alley Resurfacing Menu",2016,40141
"1179","N AUSTIN AVE & W BLOOMINGDALE AVE&N MASON AVE 1.00 ","42,292.00",NA,"29","Alley Resurfacing Menu",2016,42292
"1180","N NORMANDY AVE & W WABANSIA AVE&N NATOMA AVE 1.00 ","18,697.00",NA,"29","Alley Resurfacing Menu",2016,18697
"1181","N NORDICA AVE & W PALMER ST&N SAYRE AVE & W 1.00 ","34,602.00",NA,"29","Alley Resurfacing Menu",2016,34602
"1182","N MERRIMAC AVE & W WABANSIA AVE&N MELVINA AVE 1.00 ","35,711.00",NA,"29","Alley Resurfacing Menu",2016,35711
"1183","W GLADYS AVE & S LAVERGNE AVE&W VAN BUREN ST & 6.00 ","4,200.00",NA,"29","Alley Speed Hump Menu",2016,4200
"1184","W NORTH AVE & N NEW ENGLAND AVE&W WABANSIA 2.00 ","1,400.00",NA,"29","Alley Speed Hump Menu",2016,1400
"1185","W WASHINGTON BLVD & N LONG AVE&W MADISON ST & 1.00 ","1,400.00",NA,"29","Alley Speed Hump Menu",2016,1400
"1186","N NEWLAND AVE & W ARMITAGE AVE&N NEW ENGLAND 1.00 ","2,800.00",NA,"29","Alley Speed Hump Menu",2016,2800
"1187","W HURON ST & N WALLER AVE&W CHICAGO AVE & N 1.00 ","2,800.00",NA,"29","Alley Speed Hump Menu",2016,2800
"1188","N NEWCASTLE AVE & W ARMITAGE AVE&N NEW 1.00 ","1,400.00",NA,"29","Alley Speed Hump Menu",2016,1400
"1189","6600-6612 W BLOOMINGDALE AVE 0.00 ","14,935.00",NA,"29","Curb & Gutter Menu",2016,14935
"1190","5080 W HARRISON ST 0.00 ","7,519.00",NA,"29","Curb & Gutter Menu",2016,7519
"1191","5909 W OHIO ST 0.00 ","4,904.00",NA,"29","Curb & Gutter Menu",2016,4904
"1192","5090 W CONGRESS PKWY 0.00 ","2,524.00",NA,"29","Sidewalk Menu",2016,2524
"1193","5244-5248 W GLADYS AVE 0.00 ","7,830.00",NA,"29","Sidewalk Menu",2016,7830
"1194","ON N MAYFIELD AVE FROM W RICE ST (840 N) TO W IOWA 0.00 ","42,380.00",NA,"29","Sidewalk Menu",2016,42380
"1195","2310 N SAYRE AVE 0.00 ","46,865.00",NA,"29","Sidewalk Menu",2016,46865
"1196","5844 W AUGUSTA BLVD 0.00 ","12,071.00",NA,"29","Sidewalk Menu",2016,12071
"1197","ON W BELDEN AVE FROM N SAYRE AVE (7000 W) TO N 2.00 ","36,021.00",NA,"29","Street Resurfacing Menu",2016,36021
"1198","ON S MAYFIELD AVE FROM W MADISON ST (0 S) TO W 1.00 ","27,276.00",NA,"29","Street Resurfacing Menu",2016,27276
"1199","ON N OLEANDER AVE FROM W BELMONT AVE (3200 N) TO 1.00 ","48,869.00",NA,"29","Street Resurfacing Menu",2016,48869
"1200","ON S MENARD AVE FROM W MADISON ST (0 S) TO W 1.00 ","28,714.00",NA,"29","Street Resurfacing Menu",2016,28714
"1201","ON W WABANSIA AVE FROM N MASON AVE (5930 W) TO N 1.00 ","9,905.00",NA,"29","Street Resurfacing Menu",2016,9905
"1202","ON W ARMITAGE AVE FROM N OAK PARK AVE (6799 W) TO 4.00 ","116,920.00",NA,"29","Street Resurfacing Menu",2016,116920
"1203","ON N OLCOTT AVE FROM W SCHOOL ST (3300 N) TO W 1.00 ","54,516.00",NA,"29","Street Resurfacing Menu",2016,54516
"1204","ON W POLK ST FROM S CICERO AVE (4800 W) TO S 1.00 ","92,057.00",NA,"29","Street Resurfacing Menu",2016,92057
"1205","ON N NEWCASTLE AVE FROM W WABANSIA AVE (1700 N) 1.00 ","2,351.00",NA,"29","Street Speed Hump Menu",2016,2351
"1206","ON N NATOMA AVE FROM W NORTH AVE (1600 N) TO W 1.00 ","3,700.00",NA,"29","Street Speed Hump Menu",2016,3700
"1207","ON W WEST END AVE FROM N WALLER AVE (5700 W) TO N 1.00 ","1,850.00",NA,"29","Street Speed Hump Menu",2016,1850
"1208","ON N NEWCASTLE AVE FROM W NORTH AVE (1600 N) TO W 1.00 ","3,700.00",NA,"29","Street Speed Hump Menu",2016,3700
"1209","ON N ODELL AVE FROM W SCHOOL ST (3300 N) TO W 1.00 ","1,850.00",NA,"29","Street Speed Hump Menu",2016,1850
"1210","ON N MONITOR AVE FROM W BLOOMINGDALE AVE (1750 1.00 ","1,850.00",NA,"29","Street Speed Hump Menu",2016,1850
"1211","ON N NEVA AVE FROM W WRIGHTWOOD AVE (2600 N) TO 1.00 ","3,700.00",NA,"29","Street Speed Hump Menu",2016,3700
"1212","ON N NEW ENGLAND AVE FROM W CORTLAND ST (1900 N) 1.00 ","2,100.00",NA,"29","Street Speed Hump Menu",2016,2100
"1213","ON N PARKSIDE AVE FROM W HURON ST (700 N) TO W 1.00 ","3,700.00",NA,"29","Street Speed Hump Menu",2016,3700
"1214","Participatory Budgeting Projects 234912.06 ","234,912.00",NA,"29","Miscellaneous Other",2016,234912
"1215","5417 W MADISON ST Veteran's Peace Garden 90087.94 ","90,088.00",NA,"29","Miscellaneous Other",2016,90088
"1216","Mural project - Austin and Corcoran Viaduct 60000.00 ","60,000.00",NA,"29","Miscellaneous Other",2016,60000
"1217","N MONTICELLO AVE & W BARRY AVE&N CENTRAL PARK 1.00 ","46,634.00",NA,"30","Alley Resurfacing Menu",2016,46634
"1218","N LARAMIE AVE & W BARRY AVE&N LOCKWOOD AVE & 1.00 ","20,693.00",NA,"30","Alley Resurfacing Menu",2016,20693
"1219","N MCVICKER AVE & W SCHUBERT AVE&N MEADE AVE & 1.00 ","40,611.00",NA,"30","Alley Resurfacing Menu",2016,40611
"1220","W DIVERSEY AVE & N MCVICKER AVE&W GEORGE ST & N 1.00 ","54,467.00",NA,"30","Alley Resurfacing Menu",2016,54467
"1221","N MONITOR AVE & W WRIGHTWOOD AVE&N MARMORA 1.00 ","49,334.00",NA,"30","Alley Resurfacing Menu",2016,49334
"1222","N CENTRAL PARK AVE & N MILWAUKEE AVE&N 1.00 ","40,766.00",NA,"30","Alley Resurfacing Menu",2016,40766
"1223","N CENTRAL PARK AVE & W ROSCOE ST&N MONTICELLO 1.00 ","23,562.00",NA,"30","Alley Resurfacing Menu",2016,23562
"1224","N KILPATRICK AVE & W ROSCOE ST&N KEATING AVE & W 1.00 ","30,260.00",NA,"30","Alley Resurfacing Menu",2016,30260
"1225","3319 N SPRINGFIELD AVE 2.00 ","1,400.00",NA,"30","Alley Speed Hump Menu",2016,1400
"1226","2427-2429 N MONITOR AVE 0.00 ","3,299.00",NA,"30","Curb & Gutter Menu",2016,3299
"1227","3316 N KEATING AVE 0.00 ","4,214.00",NA,"30","Curb & Gutter Menu",2016,4214
"1228","3630 N AVERS AVE 0.00 ","3,695.00",NA,"30","Curb & Gutter Menu",2016,3695
"1229","ON W CORNELIA AVE FROM N MONTICELLO AVE (3630 W) 0.00 ","5,530.00",NA,"30","Curb & Gutter Menu",2016,5530
"1230","3115 N MONTICELLO AVE 0.00 ","3,320.00",NA,"30","Curb & Gutter Menu",2016,3320
"1231","3319 N SPRINGFIELD AVE Flashing Beacons 1.00 ","90,000.00",NA,"30","Miscellaneous CDOT",2016,90000
"1232","N PULASKI RD & W BELMONT AVE 1.00 ","4,831.00",NA,"30","Pavement Markings",2016,4831
"1233","W BELMONT AVE & N MASON AVE 1.00 ","31,461.00",NA,"30","Pedestrian Refuge Island",2016,31461
"1234","ON N AVERS AVE FROM W ROSCOE ST (3400 N) TO W 0.00 ","27,180.00",NA,"30","Sidewalk Menu",2016,27180
"1235","ON N KILPATRICK AVE FROM W ROSCOE ST (3400 N) TO W 0.00 ","17,999.00",NA,"30","Sidewalk Menu",2016,17999
"1236","ON N MONITOR AVE FROM W WRIGHTWOOD AVE (2600 N) 0.00 ","33,657.00",NA,"30","Sidewalk Menu",2016,33657
"1237","ON N MASON AVE FROM W SCHUBERT AVE (2700 N) TO W 0.00 ","28,488.00",NA,"30","Sidewalk Menu",2016,28488
"1238","5255 W PATTERSON AVE 0.00 ","11,429.00",NA,"30","Sidewalk Menu",2016,11429
"1239","ON W WAVELAND AVE FROM N LAVERGNE AVE (5000 W) 0.00 ","21,511.00",NA,"30","Sidewalk Menu",2016,21511
"1240","3332 N KOSTNER AVE 0.00 ","1,610.00",NA,"30","Sidewalk Menu",2016,1610
"1241","3963 W BELMONT AVE 0.00 ","9,904.00",NA,"30","Sidewalk Menu",2016,9904
"1242","2700 N MAJOR AVE 0.00 ","19,955.00",NA,"30","Sidewalk Menu",2016,19955
"1243","5204 W EDDY ST 0.00 ","5,889.00",NA,"30","Sidewalk Menu",2016,5889
"1244","ON W MELROSE ST FROM N MAJOR AVE (5700 W) TO N 0.00 ","23,434.00",NA,"30","Sidewalk Menu",2016,23434
"1245","ON N MOODY AVE FROM W SCHUBERT AVE (2700 N) TO W 0.00 ","49,689.00",NA,"30","Sidewalk Menu",2016,49689
"1246","2718 N MANGO AVE 0.00 ","3,808.00",NA,"30","Sidewalk Menu",2016,3808
"1247","ON N KEELER AVE FROM W ROSCOE ST (3400 N) TO N 1.00 ","60,668.00",NA,"30","Street Resurfacing Menu",2016,60668
"1248","ON W WELLINGTON AVE FROM N AVERS AVE (3830 W) TO 1.00 ","19,420.00",NA,"30","Street Resurfacing Menu",2016,19420
"1249","ON W PATTERSON AVE FROM N KILPATRICK AVE (4700 W) 1.00 ","32,322.00",NA,"30","Street Resurfacing Menu",2016,32322
"1250","ON W SCHOOL ST FROM N AUSTIN AVE (6000 W) TO N 1.00 ","47,879.00",NA,"30","Street Resurfacing Menu",2016,47879
"1251","ON N KEATING AVE FROM W BELMONT AVE (3200 N) TO W 1.00 ","44,203.00",NA,"30","Street Resurfacing Menu",2016,44203
"1252","ON W WELLINGTON AVE FROM N MEADE AVE (6100 W) TO 5.00 ","159,272.00",NA,"30","Street Resurfacing Menu",2016,159272
"1253","ON W WARWICK AVE FROM N KILPATRICK AVE (4700 W) 1.00 ","46,670.00",NA,"30","Street Resurfacing Menu",2016,46670
"1254","ON N MANGO AVE FROM W WRIGHTWOOD AVE (2600 N) 1.00 ","50,026.00",NA,"30","Street Resurfacing Menu",2016,50026
"1255","ON N SPRINGFIELD AVE FROM W CORNELIA AVE (3500 N) 1.00 ","32,467.00",NA,"30","Street Resurfacing Menu",2016,32467
"1256","ON W PATTERSON AVE FROM N LARAMIE AVE (5200 W) TO 2.00 ","3,700.00",NA,"30","Street Speed Hump Menu",2016,3700
"1257","ON W GRACE ST FROM N KILPATRICK AVE (4700 W) TO N 1.00 ","3,700.00",NA,"30","Street Speed Hump Menu",2016,3700
"1258","ON N KILPATRICK AVE FROM W SCHOOL ST (3300 N) TO W 1.00 ","2,726.00",NA,"30","Street Speed Hump Menu",2016,2726
"1259","4603 W PATTERSON AVE Install 1 Alley Light 1.00 ","450.00",NA,"30","Street Light Upgrade",2016,450
"1260","ON N KILPATRICK AVE FROM W BELMONT AVE (3200 N) TO 2.00 ","107,867.00",NA,"30","Street Light Residential",2016,107867
"1261","W NELSON ST & N LECLAIRE AVE&W BARRY AVE & N 1.00 ","34,245.00",NA,"31","Alley Resurfacing Menu",2016,34245
"1262","N KOSTNER AVE & W BELMONT AVE&N LOWELL AVE & W 1.00 ","45,857.00",NA,"31","Alley Resurfacing Menu",2016,45857
"1263","W NEWPORT AVE & N LAVERGNE AVE&W ROSCOE ST & N 1.00 ","24,199.00",NA,"31","Alley Resurfacing Menu",2016,24199
"1264","N HARDING AVE & W WRIGHTWOOD AVE&N SPRINGFIELD 1.00 ","34,501.00",NA,"31","Alley Resurfacing Menu",2016,34501
"1265","N KEATING AVE & W WELLINGTON AVE&N CICERO AVE & ","700.00",NA,"31","Alley Speed Hump Menu",2016,700
"1266","ON W BELMONT AVE FROM N LAVERGNE AVE (5000 W) TO 1.00 ","7,999.00",NA,"31","Bus Pad",2016,7999
"1267","N LECLAIRE AVE & W BELMONT AVE 1.00 ","600.00",NA,"31","In-Road ""State Law Stop",2016,600
"1268","3935 W WRIGHTWOOD AVE 0.00 ","21,259.00",NA,"31","Sidewalk Menu",2016,21259
"1269","2304 N TRIPP AVE 0.00 ","7,984.00",NA,"31","Sidewalk Menu",2016,7984
"1270","3143 N KOSTNER AVE 0.00 ","589.00",NA,"31","Sidewalk Menu",2016,589
"1271","4322 W BELDEN AVE 0.00 ","35,631.00",NA,"31","Sidewalk Menu",2016,35631
"1272","4909 W GEORGE ST 0.00 ","1,215.00",NA,"31","Sidewalk Menu",2016,1215
"1273","4956 W NELSON ST 0.00 ","13,733.00",NA,"31","Sidewalk Menu",2016,13733
"1274","ON N KOSTNER AVE FROM W DIVERSEY AVE (2800 N) TO W 0.00 ","24,215.00",NA,"31","Sidewalk Menu",2016,24215
"1275","5111 W DRUMMOND PL 0.00 ","9,434.00",NA,"31","Sidewalk Menu",2016,9434
"1276","3005 N KOSTNER AVE 0.00 ","4,048.00",NA,"31","Sidewalk Menu",2016,4048
"1277","ON N KOSTNER AVE FROM W WELLINGTON AVE (3000 N) 0.00 ","12,395.00",NA,"31","Sidewalk Menu",2016,12395
"1278","3036-3044 N LOCKWOOD AVE 0.00 ","11,402.00",NA,"31","Sidewalk Menu",2016,11402
"1279","ON N LOWELL AVE FROM W GEORGE ST (2900 N) TO W 1.00 ","49,190.00",NA,"31","Street Resurfacing Menu",2016,49190
"1280","ON W SCHUBERT AVE FROM N AVERS AVE (3830 W) TO N 1.00 ","17,021.00",NA,"31","Street Resurfacing Menu",2016,17021
"1281","ON W BELDEN AVE FROM N KENNETH AVE (4430 W) TO N 1.00 ","47,480.00",NA,"31","Street Resurfacing Menu",2016,47480
"1282","ON W SCHUBERT AVE FROM N HARDING AVE (3930 W) TO 1.00 ","16,123.00",NA,"31","Street Resurfacing Menu",2016,16123
"1283","ON N KILDARE AVE FROM W DRUMMOND PL (2630 N) TO W 1.00 ","20,317.00",NA,"31","Street Resurfacing Menu",2016,20317
"1284","ON N HAMLIN AVE FROM W WRIGHTWOOD AVE (2600 N) 1.00 ","46,469.00",NA,"31","Street Resurfacing Menu",2016,46469
"1285","ON N KOSTNER AVE FROM W WELLINGTON AVE (3000 N) 1.00 ","46,954.00",NA,"31","Street Resurfacing Menu",2016,46954
"1286","ON N LINDER AVE FROM W BELMONT AVE (3200 N) TO W 2.00 ","2,850.00",NA,"31","Street Speed Hump Menu",2016,2850
"1287","ON W SCHOOL ST FROM N LAMON AVE (4900 W) TO N 7.00 ","3,700.00",NA,"31","Street Speed Hump Menu",2016,3700
"1288","ON W WOLFRAM ST FROM N LECLAIRE AVE (5100 W) TO N 1.00 ","1,850.00",NA,"31","Street Speed Hump Menu",2016,1850
"1289","5125 W NELSON ST 1.00 ","1,850.00",NA,"31","Street Speed Hump Menu",2016,1850
"1290","4100 W WRIGHTWOOD AVE lighting, power wash & paint 1.00 ","24,000.00",NA,"31","Viaduct Improvement",2016,24000
"1291","4015 W FULLERTON AVE lighting, power wash & paint 2.00 ","19,625.00",NA,"31","Viaduct Improvement",2016,19625
"1292","4100 W WRIGHTWOOD AVE lighting, power wash & paint 1.00 ","7,356.00",NA,"31","Viaduct Improvement",2016,7356
"1293","4100 W WRIGHTWOOD AVE lighting, power wash & paint 1.00 ","35,911.00",NA,"31","Viaduct Improvement",2016,35911
"1294","4311 W BELMONT AVE 2.00 ","7,508.00",NA,"31","Viaduct Improvement",2016,7508
"1295","N KOSTNER AVE & W DIVERSEY AVE 1.00 ","98,100.00",NA,"31","Left-Turn Arrow Menu",2016,98100
"1296","2648 N KILDARE AVE Install Street Light Pole & Fixture 1.00 ","5,000.00",NA,"31","Street Light Upgrade",2016,5000
"1297","ON N KOSTNER AVE FROM W BELMONT AVE (3200 N) TO W 4.00 ","328,000.00",NA,"31","Street Light Residential",2016,328000
"1298","1855 N OAKLEY AVE 1.00 ","15,985.00",NA,"32","Alley Apron Menu",2016,15985
"1299","2815 N LAKEWOOD AVE 1.00 ","19,997.00",NA,"32","Alley Apron Menu",2016,19997
"1300","2048 W DICKENS AVE 1.00 ","21,229.00",NA,"32","Alley Apron Menu",2016,21229
"1301","1852 W OAKDALE AVE 1.00 ","11,943.00",NA,"32","Alley Apron Menu",2016,11943
"1302","N ASHLAND AVE & W FULLERTON AVE&N MARSHFIELD 1.00 ","38,969.00",NA,"32","Alley Resurfacing Menu",2016,38969
"1303","N DAMEN AVE & W CORNELIA AVE&N SEELEY AVE & W 1.00 ","28,247.00",NA,"32","Alley Resurfacing Menu",2016,28247
"1304","W DIVERSEY PKWY & N JANSSEN AVE&N SOUTHPORT AVE 1.00 ","6,419.00",NA,"32","Alley Resurfacing Menu",2016,6419
"1305","W DIVERSEY PKWY & N SOUTHPORT AVE&W SCHUBERT 1.00 ","17,867.00",NA,"32","Alley Resurfacing Menu",2016,17867
"1306","1754 N PAULINA ST 1.00 ","7,795.00",NA,"32","Alley Resurfacing Menu",2016,7795
"1307","1920 W BARRY AVE 1.00 ","3,311.00",NA,"32","Alley Resurfacing Menu",2016,3311
"1308","1641 N PAULINA ST 1.00 ","2,955.00",NA,"32","Alley Resurfacing Menu",2016,2955
"1309","W DIVERSEY AVE & N WESTERN AVE&W SCHUBERT AVE 1.00 ","41,107.00",NA,"32","Alley Resurfacing Menu",2016,41107
"1310","W ROSCOE ST & W SCHOOL ST & N DAMEN AVE & N 1.00 ","30,796.00",NA,"32","Alley Resurfacing Menu",2016,30796
"1311","2548 N ASHLAND AVE; N ASHLAND AVE & W 1.00 ","1,400.00",NA,"32","Alley Speed Hump Menu",2016,1400
"1312","2312 N HAMILTON AVE 1.00 ","1,758.00",NA,"32","Bollard Menu",2016,1758
"1313","N MILWAUKEE AVE & W LOGAN BLVD 0.00 ","3,424.00",NA,"32","Curb & Gutter Menu",2016,3424
"1314","N RAVENSWOOD AVE & W BELMONT AVE 0.00 ","22,411.00",NA,"32","Curb & Gutter Menu",2016,22411
"1315","W ARMITAGE AVE & N HOYNE AVE 1.00 ","600.00",NA,"32","In-Road ""State Law Stop",2016,600
"1316","N SACRAMENTO AVE & W SCHUBERT AVE 1.00 ","600.00",NA,"32","In-Road ""State Law Stop",2016,600
"1317","W CHURCHILL ST & N DAMEN AVE 1.00 ","350.00",NA,"32","In-Road ""State Law Stop",2016,350
"1318","W ARMITAGE AVE & N OAKLEY AVE 1.00 ","600.00",NA,"32","In-Road ""State Law Stop",2016,600
"1319","W SCHUBERT AVE & N CALIFORNIA AVE ","600.00",NA,"32","In-Road ""State Law Stop",2016,600
