"","description","costA","costB","ward","program","year","cost"
"1138","ON W GOETHE ST FROM N SEDGWICK ST (400 W) TO N ","2,762.00",NA,"27","Street Light Upgrade",2013,2762
"1139","3132 W FRANKLIN BLVD ","22,500.00",NA,"27","High Definition Camera",2013,22500
"1140","ON S SPRINGFIELD AVE FROM 112 S TO W MONROE ST (100 1.00 ","22,946.00",NA,"28","Alley Apron Menu",2013,22946
"1141","W WASHINGTON BLVD & N KOSTNER AVE&W MADISON 1.00 ","859.00",NA,"28","Alley Resurfacing Menu",2013,859
"1142","W WILCOX ST & S KILDARE AVE&W ADAMS ST & S 1.00 ","549.00",NA,"28","Alley Resurfacing Menu",2013,549
"1143","W WILCOX ST & S KARLOV AVE&W MONROE ST & S 1.00 ","3,554.00",NA,"28","Alley Resurfacing Menu",2013,3554
"1144","W MONROE ST & S PULASKI RD&W WILCOX ST & S 1.00 ","358.00",NA,"28","Alley Resurfacing Menu",2013,358
"1145","ON W JACKSON BLVD FROM S WASHTENAW AVE (2700 W) 0.00 ","34,391.00",NA,"28","Curb & Gutter Menu",2013,34391
"1146","ON W VAN BUREN ST FROM S KILBOURN AVE (4500 W) TO 0.00 ","11,025.00",NA,"28","Curb & Gutter Menu",2013,11025
"1147","ON S RACINE AVE FROM W TAYLOR ST (1000 S) TO W 0.00 ","1,410.00",NA,"28","Curb & Gutter Menu",2013,1410
"1148","W RACE AVE & N KILPATRICK AVE&W OHIO ST & N ","928.00",NA,"28","Miscellaneous Other",2013,928
"1149","ON W JACKSON BLVD FROM S KILPATRICK AVE (4700 W) 0.00 ","704.00",NA,"28","Sidewalk Menu",2013,704
"1150","ON S KARLOV AVE FROM W JACKSON BLVD (300 S) TO W 1.00 ","9,124.00",NA,"28","Street Resurfacing Menu",2013,9124
"1151","ON N LEAMINGTON AVE FROM W WASHINGTON (S) BV(48 1.00 ","44,978.00",NA,"28","Street Resurfacing Menu",2013,44978
"1152","ON W FULTON ST FROM N LARAMIE AV (5200 W) TO N 1.00 ","20,907.00",NA,"28","Street Resurfacing Menu",2013,20907
"1153","ON W JACKSON BLVD FROM S SPAULDING AV (3300 W) TO S 1.00 ","17,578.00",NA,"28","Street Resurfacing Menu",2013,17578
"1154","ON S SPRINGFIELD AVE FROM W GLADYS AVE (340 S) TO W 1.00 ","17,820.00",NA,"28","Street Resurfacing Menu",2013,17820
"1155","ON W MAYPOLE AVE FROM N CAMPBELL AV (2450 W) TO N 1.00 ","20,150.00",NA,"28","Street Resurfacing Menu",2013,20150
"1156","ON N LECLAIRE AVE FROM W WEST END AV (132 N) TO W 2.00 ","27,662.00",NA,"28","Street Resurfacing Menu",2013,27662
"1157","ON W JACKSON BLVD FROM S PULASKI RD (4000 W) TO S 4.00 ","145,008.00",NA,"28","Street Resurfacing Menu",2013,145008
"1158","ON S KEELER AVE FROM W JACKSON BLVD (300 S) TO W 1.00 ","9,822.00",NA,"28","Street Resurfacing Menu",2013,9822
"1159","ON S KARLOV AVE FROM W MAYPOLE AVE (250 N) TO W 1.00 ","60,771.00",NA,"28","Street Resurfacing Menu",2013,60771
"1160","ON W GRENSHAW ST FROM S WESTERN AV (2400 W) TO S 1.00 ","17,820.00",NA,"28","Street Resurfacing Menu",2013,17820
"1161","ON W MONROE ST FROM S CICERO AVE (4800 W) TO S 2.00 ","77,609.00",NA,"28","Street Resurfacing Menu",2013,77609
"1162","ON W ADAMS ST FROM S LAVERGNE AV (5000 W) TO S 2.00 ","75,535.00",NA,"28","Street Resurfacing Menu",2013,75535
"1163","ON W WEST END AVE FROM N HAMLIN BV (3800 W) TO N 2.00 ","92,816.00",NA,"28","Street Resurfacing Menu",2013,92816
"1164","ON S LAVERGNE AVE FROM W QUINCY ST (240 S) TO W 2.00 ","42,801.00",NA,"28","Street Resurfacing Menu",2013,42801
"1165","ON W MAYPOLE AVE FROM N PULASKI RD (4000 W) TO N 1.00 ","18,376.00",NA,"28","Street Resurfacing Menu",2013,18376
"1166","ON N FRANCISCO AVE FROM W FILLMORE ST (1100 S) TO W 1.00 ","3,700.00",NA,"28","Street Speed Hump Menu",2013,3700
"1167","ON W FILLMORE ST FROM S CALIFORNIA AVE (2800 W) TO 1.00 ","7,400.00",NA,"28","Street Speed Hump Menu",2013,7400
"1168","ON N LATROBE AVE FROM W MADISON ST (0 N) TO W 1.00 ","3,700.00",NA,"28","Street Speed Hump Menu",2013,3700
"1169","ON W FLOURNOY ST FROM S FRANCISCO AVE (2900 W) TO 2.00 ","3,700.00",NA,"28","Street Speed Hump Menu",2013,3700
"1170","ON W VAN BUREN ST FROM S KILBOURN AVE (4500 W) TO 1.00 ","3,700.00",NA,"28","Street Speed Hump Menu",2013,3700
"1171","3301 W GLADYS AVE 1.00 ","600.00",NA,"28","Floodlight Menu",2013,600
"1172","3311 W GLADYS AVE ","600.00",NA,"28","Floodlight Menu",2013,600
"1173","ON W LAKE ST FROM N CENTRAL AVE (5600 W) TO N 38.00 ","11,400.00",NA,"28","Street Light Pole Painting",2013,11400
"1174","300 S HAMLIN BLVD 1.00 ","400.00",NA,"28","Street Light Upgrade",2013,400
"1175","3345 W JACKSON BLVD ","400.00",NA,"28","Street Light Upgrade",2013,400
"1176","3335 W JACKSON BLVD ","400.00",NA,"28","Street Light Upgrade",2013,400
"1177","ON N KOSTNER AVE FROM W KINZIE ST (399 N) TO W 63.00 ","1.00",NA,"28","Street Light Upgrade",2013,1
"1178","3327 W JACKSON BLVD ","400.00",NA,"28","Street Light Upgrade",2013,400
"1179","3302 W VAN BUREN ST ","400.00",NA,"28","Street Light Upgrade",2013,400
"1180","224 S HAMLIN BLVD 1.00 ","400.00",NA,"28","Street Light Upgrade",2013,400
"1181","3509 W JACKSON BLVD 1.00 ","400.00",NA,"28","Street Light Upgrade",2013,400
"1182","ON W LAKE ST FROM N CENTRAL AVE (5600 W) TO N 2.00 ","3,300.00",NA,"28","Traffic Equipment",2013,3300
"1183","5085 W ADAMS ST Moore Park ","500,000.00",NA,"28","Chicago Park District",2013,500000
"1184","W JACKSON BLVD & S CICERO AVE Relocate from 653 N. Leamington to Jackson/Cicero ","1,800.00",NA,"28","High Definition Camera",2013,1800
"1185","W GLADYS AVE & S SPRINGFIELD AVE Relocate from 4859 Ferdinand to Gladys/Springfield ","1,800.00",NA,"28","High Definition Camera",2013,1800
"1186","N MONITOR AVE & N MENARD AVE & W POTOMAC AVE & 1.00 ","26,242.00",NA,"29","Alley Resurfacing Menu",2013,26242
"1187","N AUSTIN AVE & N MAYFIELD AVE & W LAKE ST & W 1.00 ","20,941.00",NA,"29","Alley Resurfacing Menu",2013,20941
"1188","N CENTRAL AVE & W JACKSON BLVD ","11,654.00",NA,"29","Bus Pad",2013,11654
"1189","ON N MENARD AVE FROM W HURON ST (700 N) TO W 0.00 ","33,464.00",NA,"29","Sidewalk Menu",2013,33464
"1190","5432 W JACKSON BLVD 0.00 ","2,498.00",NA,"29","Sidewalk Menu",2013,2498
"1191","W JACKSON BLVD & S LOTUS AVE 0.00 ","4,541.00",NA,"29","Sidewalk Menu",2013,4541
"1192","ON S MONITOR AVE FROM W ARTHINGTON ST (900 S) TO W 3.00 ","119,816.00",NA,"29","Street Resurfacing Menu",2013,119816
"1193","ON N MAYFIELD AVE FROM W FULTON ST (300 N) TO W 1.00 ","62,712.00",NA,"29","Street Resurfacing Menu",2013,62712
"1194","ON N WALLER AVE FROM W CHICAGO AV (800 N) TO W 1.00 ","104,775.00",NA,"29","Street Resurfacing Menu",2013,104775
"1195","ON W POTOMAC AVE FROM N AUSTIN BLVD (6000 W) TO N 3.00 ","6,158.00",NA,"29","Street Resurfacing Menu",2013,6158
"1196","ON S LEAMINGTON AVE FROM W CONGRESS PW (500 S) TO 1.00 ","36,016.00",NA,"29","Street Resurfacing Menu",2013,36016
"1197","ON N WALLER AVE FROM W AUGUSTA BV (1000 N) TO W 1.00 ","50,624.00",NA,"29","Street Resurfacing Menu",2013,50624
"1198","ON W FILLMORE ST FROM S MENARD AV (5800 W) TO S 2.00 ","155,322.00",NA,"29","Street Resurfacing Menu",2013,155322
"1199","ON S MAYFIELD AVE FROM W RAILROAD AV (807 S) TO W 1.00 ","138,890.00",NA,"29","Street Resurfacing Menu",2013,138890
"1200","ON N WALLER AVE FROM W LAKE ST (416 N) TO W OHIO ST 3.00 ","131,478.00",NA,"29","Street Resurfacing Menu",2013,131478
"1201","ON N WALLER AVE FROM W WASHINGTON BV (100 N) TO W 1.00 ","45,402.00",NA,"29","Street Resurfacing Menu",2013,45402
"1202","ON N WALLER AVE FROM W OHIO ST (600 N) TO W HURON 1.00 ","59,785.00",NA,"29","Street Resurfacing Menu",2013,59785
"1203","ON W IOWA ST FROM N WALLER AV (5700 W) TO N 2.00 ","62,883.00",NA,"29","Street Resurfacing Menu",2013,62883
"1204","ON N MASON AVE FROM W NORTH AV (1600 N) TO W 1.00 ","3,700.00",NA,"29","Street Speed Hump Menu",2013,3700
"1205","ON W OHIO ST FROM N MENARD AV (5800 W) TO N 1.00 ","3,700.00",NA,"29","Street Speed Hump Menu",2013,3700
"1206","ON N MASSASOIT AVE FROM W HIRSCH ST (1400 N) TO W LE 1.00 ","3,700.00",NA,"29","Street Speed Hump Menu",2013,3700
"1207","ON W GLADYS AVE FROM S LOTUS AV (5450 W) TO S 1.00 ","3,700.00",NA,"29","Street Speed Hump Menu",2013,3700
"1208","ON N MOBILE AVE FROM W NORTH AV (1600 N) TO W 2.00 ","144,000.00",NA,"29","Street Light Residential",2013,144000
"1209","ON N MONITOR AVE FROM W BLOOMINGDALE AV (1800 N) 1.00 ","72,000.00",NA,"29","Street Light Residential",2013,72000
"1210","ON N LINDER AVE FROM 2415 N TO W FULLERTON AVE 1.00 ","14,223.00",NA,"30","Alley Apron Menu",2013,14223
"1211","ON N MOBILE AVE FROM 2744 N TO W SCHUBERT AVE 1.00 ","9,590.00",NA,"30","Alley Apron Menu",2013,9590
"1212","W SCHOOL ST & W ROSCOE ST & N SPRINGFIELD AVE & N 1.00 ","26,206.00",NA,"30","Alley Resurfacing Menu",2013,26206
"1213","N KEELER AVE & W HENDERSON ST&N KILDARE AVE & W 1.00 ","700.00",NA,"30","Alley Speed Hump Menu",2013,700
"1214","N HAMLIN AVE & W CORNELIA AVE&N RIDGEWAY AVE & 1.00 ","700.00",NA,"30","Alley Speed Hump Menu",2013,700
"1215","ON N HARDING AVE FROM 3137 N TO N SPRINGFIELD AV 1.00 ","630.00",NA,"30","Bollard Menu",2013,630
"1216","ON N DAVLIN CT FROM 3141 N TO N MILWAUKEE AVE 1.00 ","630.00",NA,"30","Bollard Menu",2013,630
"1217","ON N LAWNDALE AVE FROM W ROSCOE ST (3400 N) TO W 0.00 ","26,133.00",NA,"30","Curb & Gutter Menu",2013,26133
"1218","ON W BARRY AVE FROM N AUSTIN AVE (6000 W) TO N 0.00 ","53,933.00",NA,"30","Curb & Gutter Menu",2013,53933
"1219","ON W EDDY ST FROM 3625 W TO N AVONDALE AVE (3630 1.00 ","1,427.00",NA,"30","Guardrail Menu",2013,1427
"1220","N MILWAUKEE AVE & N LAWNDALE AVE 1.00 ","550.00",NA,"30","In-Road ""State Law Stop",2013,550
"1221","N MILWAUKEE AVE & N SPRINGFIELD AVE 1.00 ","550.00",NA,"30","In-Road ""State Law Stop",2013,550
"1222","ON N LUNA AVE FROM W FULLERTON AVE (2400 N) TO W ","4,000.00",NA,"30","Miscellaneous Other",2013,4000
"1223","702 W ADDISON ST ","21,000.00",NA,"30","Miscellaneous Other",2013,21000
"1224","ON W PATTERSON AVE FROM N LAMON AVE (4900 W) TO N 0.00 ","4,333.00",NA,"30","Sidewalk Menu",2013,4333
"1225","ON N PARKSIDE AVE FROM W ALTGELD ST (2500 N) TO W 0.00 ","1,619.00",NA,"30","Sidewalk Menu",2013,1619
"1226","ON W WAVELAND AVE FROM N LAMON AVE (4900 W) TO N 0.00 ","3,422.00",NA,"30","Sidewalk Menu",2013,3422
"1227","ON W BARRY AVE FROM N HAUSSEN CT (3900 W) TO N 0.00 ","9,210.00",NA,"30","Sidewalk Menu",2013,9210
"1228","ON W EDDY ST FROM N LAWNDALE AVE (3700 W) TO N 0.00 ","2,557.00",NA,"30","Sidewalk Menu",2013,2557
"1229","ON N SPRINGFIELD AVE FROM W BELMONT AVE (3200 N) 0.00 ","38,724.00",NA,"30","Sidewalk Menu",2013,38724
"1230","ON W ROSCOE ST FROM N KEELER AVE (4200 W) TO N 0.00 ","10,716.00",NA,"30","Sidewalk Menu",2013,10716
"1231","ON W SCHUBERT AVE FROM N CENTRAL PARK AVE (3600 0.00 ","3,485.00",NA,"30","Sidewalk Menu",2013,3485
"1232","ON W ALTGELD ST FROM N MENARD AV (5800 W) TO N 1.00 ","36,216.00",NA,"30","Street Resurfacing Menu",2013,36216
"1233","ON W ALTGELD ST FROM N MASON AVE (5930 W) TO N 1.00 ","43,254.00",NA,"30","Street Resurfacing Menu",2013,43254
"1234","W SCHUBERT AVE & N MAJOR AVE ","23,070.00",NA,"30","Street Resurfacing Menu",2013,23070
"1235","ON N MELVINA AVE FROM W GEORGE ST (2900 N) TO W 1.00 ","69,215.00",NA,"30","Street Resurfacing Menu",2013,69215
"1236","ON N MASON AVE FROM W BARRY AVE (3100 N) TO W 1.00 ","55,190.00",NA,"30","Street Resurfacing Menu",2013,55190
"1237","ON W ALTGELD ST FROM N MONITOR AV (5832 W) TO N 1.00 ","41,397.00",NA,"30","Street Resurfacing Menu",2013,41397
"1238","ON W BARRY AVE FROM N MONITOR AVE (5830 W) TO N 1.00 ","6,926.00",NA,"30","Street Resurfacing Menu",2013,6926
"1239","ON W MELROSE ST FROM N KOSTNER AVE (4400 W) TO N 1.00 ","29,003.00",NA,"30","Street Resurfacing Menu",2013,29003
"1240","ON N MELVINA AVE FROM W SCHUBERT AV (2700 N) TO W 1.00 ","66,295.00",NA,"30","Street Resurfacing Menu",2013,66295
"1241","ON W SCHUBERT AVE FROM N AUSTIN AV (6000 W) TO N 1.00 ","64,351.00",NA,"30","Street Resurfacing Menu",2013,64351
"1242","ON N MCVICKER AVE FROM W WRIGHTWOOD AVE (2600 N) 1.00 ","61,180.00",NA,"30","Street Resurfacing Menu",2013,61180
"1243","ON W SCHOOL ST FROM N KILBOURN AVE (4500 W) TO N 1.00 ","49,156.00",NA,"30","Street Resurfacing Menu",2013,49156
"1244","ON W WELLINGTON AVE FROM N AUSTIN AV (6000 W) TO N 1.00 ","32,422.00",NA,"30","Street Resurfacing Menu",2013,32422
"1245","ON N LOCKWOOD AVE FROM W CORNELIA AVE (3500 N) 1.00 ","33,625.00",NA,"30","Street Resurfacing Menu",2013,33625
"1246","ON N MOBILE AVE FROM W DIVERSEY AVE (2800 N) TO W 1.00 ","60,759.00",NA,"30","Street Resurfacing Menu",2013,60759
"1247","ON N MEADE AVE FROM W SCHUBERT AV (2700 N) TO W 1.00 ","67,780.00",NA,"30","Street Resurfacing Menu",2013,67780
"1248","ON N KILBOURN AVE FROM W SCHOOL ST (3300 N) TO W 1.00 ","66,806.00",NA,"30","Street Resurfacing Menu",2013,66806
"1249","ON N MERRIMAC AVE FROM W GEORGE ST (2900 N) TO W 1.00 ","38,603.00",NA,"30","Street Resurfacing Menu",2013,38603
"1250","ON N MARMORA AVE FROM W GEORGE ST (2900 N) TO W 1.00 ","37,726.00",NA,"30","Street Resurfacing Menu",2013,37726
"1251","ON N MCVICKER AVE FROM W SCHUBERT AV (2700 N) TO W 1.00 ","38,441.00",NA,"30","Street Resurfacing Menu",2013,38441
"1252","ON N AVERS AVE FROM W ADDISON ST (3600 N) TO N 2.00 ","54,196.00",NA,"30","Street Resurfacing Menu",2013,54196
"1253","ON W HENDERSON ST FROM N LINDER AVE (5500 W) TO N 1.00 ","3,700.00",NA,"30","Street Speed Hump Menu",2013,3700
"1254","ON N KEELER AVE FROM N MILWAUKEE AVE (3500 N) TO 1.00 ","5,550.00",NA,"30","Street Speed Hump Menu",2013,5550
"1255","ON N MOBILE AVE FROM W SCHUBERT AVE (2700 N) TO W 1.00 ","3,700.00",NA,"30","Street Speed Hump Menu",2013,3700
"1256","ON N KARLOV AVE FROM W ROSCOE ST (3400 N) TO W 1.00 ","3,700.00",NA,"30","Street Speed Hump Menu",2013,3700
"1257","3658 W ADDISON ST ","7,500.00",NA,"30","Street Light Arterial",2013,7500
"1258","3701 W ADDISON ST ","7,500.00",NA,"30","Street Light Arterial",2013,7500
"1259","ON W BARRY AVE FROM N LECLAIRE AVE (5100 W) TO N 1.00 ","71,000.00",NA,"30","Street Light Residential",2013,71000
"1260","4121 W HENDERSON ST 1.00 ","400.00",NA,"30","Street Light Upgrade",2013,400
"1261","ON N CENTRAL PARK AVE FROM W EDDY ST (3532 N) TO W 4.00 ","1,600.00",NA,"30","Street Light Upgrade",2013,1600
"1262","ON N CENTRAL PARK BLVD FROM W EDDY ST (3532 N) TO 2.00 ","700.00",NA,"30","Street Light Upgrade",2013,700
"1263","ON W FLETCHER ST FROM N LOCKWOOD AVE (5300 W) TO 2.00 ","700.00",NA,"30","Street Light Upgrade",2013,700
"1264","ON W WOLFRAM ST FROM 5258 W TO N LARAMIE AV (5200 1.00 ","9,759.00",NA,"31","Alley Apron Menu",2013,9759
"1265","ON W SCHOOL ST FROM 5058 W TO N LECLAIRE AV (5100 W) 1.00 ","11,758.00",NA,"31","Alley Apron Menu",2013,11758
"1266","ON W WOLFRAM ST FROM 5301 W TO N LOCKWOOD AV 1.00 ","12,923.00",NA,"31","Alley Apron Menu",2013,12923
"1267","ON N LONG AVE FROM 2814 N TO W DIVERSEY AV (2800 N) 1.00 ","9,561.00",NA,"31","Alley Apron Menu",2013,9561
"1268","ON W ALTGELD ST FROM 5214 W TO N LARAMIE AV (5200 1.00 ","9,086.00",NA,"31","Alley Apron Menu",2013,9086
"1269","ON N AVERS AVE FROM 2701 N TO W SCHUBERT AV (2700 N) 1.00 ","12,318.00",NA,"31","Alley Apron Menu",2013,12318
"1270","ON W HENDERSON ST FROM 4900 W TO N LAMON AV (4900 1.00 ","11,402.00",NA,"31","Alley Apron Menu",2013,11402
"1271","ON W ALTGELD ST FROM 5215 W TO N LARAMIE AV (5200 1.00 ","8,755.00",NA,"31","Alley Apron Menu",2013,8755
"1272","ON N LONG AVE FROM 2815 N TO W DIVERSEY AV (2800 N) 1.00 ","10,776.00",NA,"31","Alley Apron Menu",2013,10776
"1273","N LOTUS AVE & N LONG AVE & W BARRY AVE & W 1.00 ","1,717.00",NA,"31","Alley Resurfacing Menu",2013,1717
"1274","N KILBOURN AVE & W DIVERSEY AVE & W PARKER AVE & 1.00 ","24,745.00",NA,"31","Alley Resurfacing Menu",2013,24745
"1275","W FULLERTON AVE & W ALTGELD ST & N MONTICELLO 1.00 ","33,886.00",NA,"31","Alley Resurfacing Menu",2013,33886
"1276","W MELROSE ST & W BELMONT AVE & N LAMON AVE & N 1.00 ","700.00",NA,"31","Alley Speed Hump Menu",2013,700
"1277","W ROSCOE ST & W HENDERSON ST & N LECLAIRE AVE & N 1.00 ","1,400.00",NA,"31","Alley Speed Hump Menu",2013,1400
"1278","ON W FULLERTON AVE FROM N KILBOURN AV (4500 W) TO 0.00 ","19,514.00",NA,"31","Curb & Gutter Menu",2013,19514
"1279","ON W DIVERSEY AVE FROM N LAMON AVE (4900 W) TO N 0.00 ","1,247.00",NA,"31","Curb & Gutter Menu",2013,1247
"1280","W DIVERSEY AVE & N LECLAIRE AVE 1.00 ","950.00",NA,"31","In-Road ""State Law Stop",2013,950
"1281","N CENTRAL AVE & W GEORGE ST 1.00 ","950.00",NA,"31","In-Road ""State Law Stop",2013,950
"1282","W DIVERSEY AVE & N LAMON AVE 1.00 ","550.00",NA,"31","In-Road ""State Law Stop",2013,550
"1283","N CENTRAL AVE & W BARRY AVE 1.00 ","950.00",NA,"31","In-Road ""State Law Stop",2013,950
"1284","N CENTRAL AVE & W GEORGE ST 1.00 ","950.00",NA,"31","In-Road ""State Law Stop",2013,950
"1285","4857 W WOLFRAM ST ","9,692.00",NA,"31","Miscellaneous Other",2013,9692
"1286","ON N LONG AVE FROM W WOLFRAM ST (2830 N) TO W ","1,011.00",NA,"31","Miscellaneous Other",2013,1011
"1287","ON N LARAMIE AVE FROM W SCHUBERT AV (2700 N) TO W 0.00 ","427.00",NA,"31","Sidewalk Menu",2013,427
"1288","ON W GEORGE ST FROM N LONG AV (5400 W) TO N 1.00 ","56,712.00",NA,"31","Street Resurfacing Menu",2013,56712
"1289","ON N KILDARE AVE FROM W SCHUBERT AV (2700 N) TO W 1.00 ","30,070.00",NA,"31","Street Resurfacing Menu",2013,30070
"1290","ON W WOLFRAM ST FROM N LAMON AVE (4900 W) TO N 1.00 ","41,157.00",NA,"31","Street Resurfacing Menu",2013,41157
"1291","ON N LUNA AVE FROM W BARRY AV (3100 N) TO W 1.00 ","38,489.00",NA,"31","Street Resurfacing Menu",2013,38489
"1292","ON W NELSON ST FROM N LOCKWOOD AVE (5300 W) TO N 1.00 ","55,792.00",NA,"31","Street Resurfacing Menu",2013,55792
"1293","ON N KILPATRICK AVE FROM W GEORGE ST (2900 N) TO W 1.00 ","66,027.00",NA,"31","Street Resurfacing Menu",2013,66027
"1294","ON W MELROSE ST FROM N LAMON AV (4900 W) TO N 1.00 ","53,960.00",NA,"31","Street Resurfacing Menu",2013,53960
"1295","ON N LAMON AVE FROM W OAKDALE AV (2932 N) TO W 1.00 ","39,053.00",NA,"31","Street Resurfacing Menu",2013,39053
"1296","ON N KOSTNER AVE FROM W BARRY AV (3100 N) TO W 1.00 ","54,190.00",NA,"31","Street Resurfacing Menu",2013,54190
"1297","ON N LINDER AVE FROM W DIVERSEY AV (2800 N) TO W 1.00 ","72,401.00",NA,"31","Street Resurfacing Menu",2013,72401
"1298","ON N LECLAIRE AVE FROM W MONTANA ST (2432 N) TO W 1.00 ","34,525.00",NA,"31","Street Resurfacing Menu",2013,34525
"1299","ON N LAVERGNE AVE FROM W BARRY AV (3100 N) TO W 1.00 ","85,838.00",NA,"31","Street Resurfacing Menu",2013,85838
"1300","ON N KOLMAR AVE FROM W DIVERSEY AV (2800 N) TO W 1.00 ","84,872.00",NA,"31","Street Resurfacing Menu",2013,84872
"1301","ON W WRIGHTWOOD AVE FROM N CICERO AVE (4800 W) 1.00 ","50,829.00",NA,"31","Street Resurfacing Menu",2013,50829
"1302","ON W WELLINGTON AVE FROM N LAMON AVE (4900 W) TO 1.00 ","66,864.00",NA,"31","Street Resurfacing Menu",2013,66864
"1303","ON W GEORGE ST FROM N LAMON AVE (4900 W) TO N 1.00 ","68,217.00",NA,"31","Street Resurfacing Menu",2013,68217
"1304","ON W WOLFRAM ST FROM N CICERO AV (4800 W) TO N 1.00 ","38,103.00",NA,"31","Street Resurfacing Menu",2013,38103
"1305","ON N KILPATRICK AVE FROM W ALTGELD ST (2500 N) TO W 1.00 ","47,228.00",NA,"31","Street Resurfacing Menu",2013,47228
"1306","ON N KILBOURN AVE FROM W GEORGE ST (2900 N) TO W 1.00 ","38,767.00",NA,"31","Street Resurfacing Menu",2013,38767
"1307","ON N LAMON AVE FROM W FLETCHER ST (3132 N) TO W 1.00 ","15,530.00",NA,"31","Street Resurfacing Menu",2013,15530
"1308","ON W DEMING PL FROM N LECLAIRE AVE (5100 W) TO N 2.00 ","7,400.00",NA,"31","Street Speed Hump Menu",2013,7400
"1309","ON N MONTICELLO AVE FROM W WRIGHTWOOD AVE (2600 1.00 ","3,700.00",NA,"31","Street Speed Hump Menu",2013,3700
"1310","4835 W ALTGELD ST 1.00 ","300.00",NA,"31","Floodlight Menu",2013,300
"1311","ON W ALTGELD ST FROM N CICERO AV (4800 W) TO N 2.00 ","74,100.00",NA,"31","Street Light Residential",2013,74100
"1312","4352 W DRUMMOND PL 1.00 ","400.00",NA,"31","Street Light Upgrade",2013,400
"1313","2924 N LONG AVE 1.00 ","400.00",NA,"31","Street Light Upgrade",2013,400
"1314","ON W NELSON ST FROM 1512 W TO N GREENVIEW AV (1500 1.00 ","11,355.00",NA,"32","Alley Apron Menu",2013,11355
"1315","N LEAVITT ST & W CORTLAND ST & N WILMOT AVE & W 1.00 ","5,223.00",NA,"32","Alley Resurfacing Menu",2013,5223
"1316","ON N WAYNE AVE FROM W WEBSTER AVE (2200 N) TO W ","1,215.00",NA,"32","Alley Resurfacing Menu",2013,1215
"1317","N CLYBOURN AVE & N SHEFFIELD AVE & W CONCORD LN 1.00 ","16,290.00",NA,"32","Alley Resurfacing Menu",2013,16290
"1318","ON N CLYBOURN AVE FROM W WEBSTER AV (2200 N) TO N 0.00 ","2,573.00",NA,"32","Curb & Gutter Menu",2013,2573
"1319","ON W WELLINGTON AVE FROM N DAMEN AVE (2000 W) TO 0.00 ","3,700.00",NA,"32","Resurfacing Street Speed",2013,3700
"1320","ON N WOLCOTT AVE FROM W WOLFRAM ST (2832 N) TO W 2.00 ","126,276.00",NA,"32","Street Resurfacing Menu",2013,126276
"1321","ON N PAULINA ST FROM W DIVERSEY PW (2800 N) TO W 2.00 ","190,813.00",NA,"32","Street Resurfacing Menu",2013,190813
"1322","ON N CLAREMONT AVE FROM W NORTH AV (1600 N) TO W 1.00 ","46,197.00",NA,"32","Street Resurfacing Menu",2013,46197
"1323","ON W ROSCOE ST FROM N HOYNE AV (2100 W) TO N 0.50 ","31,062.00",NA,"32","Street Resurfacing Menu",2013,31062
"1324","ON N WOLCOTT AVE FROM W CORTLAND ST (1900 N) TO W 1.00 ","64,840.00",NA,"32","Street Resurfacing Menu",2013,64840
"1325","ON W BELMONT AVE FROM N DAMEN AVE (2000 W) TO N 1.00 ","6,173.00",NA,"32","Street Resurfacing Menu",2013,6173
"1326","ON W FLETCHER ST FROM N LEAVITT ST (2200 W) TO N 1.00 ","39,737.00",NA,"32","Street Resurfacing Menu",2013,39737
"1327","ON N WOLCOTT AVE FROM W WELLINGTON AV (3000 N) TO 1.00 ","94,296.00",NA,"32","Street Resurfacing Menu",2013,94296
"1328","ON N PAULINA ST FROM W BLOOMINGDALE AV (1800 N) TO 1.00 ","60,191.00",NA,"32","Street Resurfacing Menu",2013,60191
"1329","ON W MCLEAN AVE FROM N HOYNE AVE (2100 W) TO N 1.00 ","52,369.00",NA,"32","Street Resurfacing Menu",2013,52369
"1330","ON W WELLINGTON AVE FROM N DAMEN AVE (2000 W) TO 2.00 ","82,215.00",NA,"32","Street Resurfacing Menu",2013,82215
"1331","ON W BARRY AVE FROM N PAULINA ST (1700 W) TO N 1.00 ","36,691.00",NA,"32","Street Resurfacing Menu",2013,36691
"1332","ON N OAKLEY AVE FROM W NORTH AV (1600 N) TO W 1.00 ","51,468.00",NA,"32","Street Resurfacing Menu",2013,51468
"1333","ON W ALTGELD ST FROM N SOUTHPORT AV (1400 W) TO N 1.00 ","79,971.00",NA,"32","Street Resurfacing Menu",2013,79971
"1334","ON W MCLEAN AVE FROM N LEAVITT ST (2200 W) TO N 1.00 ","34,126.00",NA,"32","Street Resurfacing Menu",2013,34126
"1335","ON W WOLFRAM ST FROM N PAULINA ST (1700 W) TO N 1.00 ","43,043.00",NA,"32","Street Resurfacing Menu",2013,43043
"1336","ON W WABANSIA AVE FROM N LEAVITT ST (2200 W) TO N 2.00 ","140,706.00",NA,"32","Street Resurfacing Menu",2013,140706
"1337","ON W WRIGHTWOOD AVE FROM N HERMITAGE AVE (1734 1.00 ","6,060.00",NA,"32","Street Resurfacing Menu",2013,6060
"1338","ON N GREENVIEW AVE FROM W WOLFRAM ST (2830 N) TO 1.00 ","13,414.00",NA,"32","Street Resurfacing Menu",2013,13414
"1339","ON N WOLCOTT AVE FROM W BARRY AV (3100 N) TO W 1.00 ","48,194.00",NA,"32","Street Resurfacing Menu",2013,48194
