"","program","description","costA","ward","year","cost","costB"
"1","Clemente High School - Field Restoration","1147 N WESTERN AVE","$70,100.00","1",2018,70100,NA
"2","Maplewood Park - Field House","1640 N MAPLEWOOD AVE","$150,000.00","1",2018,150000,NA
"3","Pritzker Elementary - Playground Renovation","2009 W SCHILLER ST","$400,000.00","1",2018,400000,NA
"4","Alley Apron Menu ","2534 W CHARLESTON ST","$12,110.28","1",2018,12110.28,NA
"5","Alley Apron Menu ","1212 W ERIE ST","$8,963.35","1",2018,8963.35,NA
"6","Alley Resurfacing Menu ","ROCKWELL ST","$22,793.05","1",2018,22793.05,NA
"7","Alley Resurfacing Menu ","BELDEN AVE","$13,205.57","1",2018,13205.57,NA
"8","Alley Resurfacing Menu (1-1) ","W OHIO ST & N DAMEN AVE&W RACE AVE & N WOLCOTT AVE","$19,090.16","1",2018,19090.16,NA
"9","Alley Resurfacing Menu ","N DAMEN AVE & W PIERCE AVE&N HOYNE AVE & W NORTH AVE","$8,966.32","1",2018,8966.32,NA
"10","Alley Resurfacing Menu ","W LE MOYNE ST & N DAMEN AVE&W PIERCE AVE & N HOYNE AVE","$37,924.70","1",2018,37924.7,NA
"11","Alley Resurfacing Menu ","W ARMITAGE AVE & N BINGHAM ST&W FRANCIS PL & N MILWAUKEE AVE","$96,085.28","1",2018,96085.28,NA
"12","Arterial Street Bump Outs Menu (2017)","N DAMEN AVE & W PIERCE AVE:N DAMEN AVE & W LE MOYNE ST","$18,513.27","1",2018,18513.27,NA
"13","High Definition Camera Menu ","$1,800.00","$1,800.00","1",2018,1800,NA
"14","In-Road State Law Stop For Pedestrians Signs","N CALIFORNIA AVE & W ALTGELD ST","$600.00","1",2018,600,NA
"15","In-Road State Law Stop For Pedestrians Signs","N CALIFORNIA AVE & W SHAKESPEARE AVE","$350.00","1",2018,350,NA
"16","In-Road State Law Stop For Pedestrians Signs","N CALIFORNIA AVE & W PALMER ST","$350.00","1",2018,350,NA
"17","In-Road State Law Stop For Pedestrians Signs","N MILWAUKEE AVE & W MEDILL AVE","$350.00","1",2018,350,NA
"18","In-Road State Law Stop For Pedestrians Signs","N MILWAUKEE AVE & N HONORE ST","$350.00","1",2018,350,NA
"19","In-Road State Law Stop For Pedestrians Signs","N DAMEN AVE & W HURON ST","$600.00","1",2018,600,NA
"20","In-Road State Law Stop For Pedestrians Signs","N DAMEN AVE & W EVERGREEN AVE","$600.00","1",2018,600,NA
"21","In-Road State Law Stop For Pedestrians Signs","N DAMEN AVE & W LE MOYNE ST","$600.00","1",2018,600,NA
"22","In-Road State Law Stop For Pedestrians Signs","W DIVISION ST & N HOYNE AVE","$350.00","1",2018,350,NA
"23","In-Road State Law Stop For Pedestrians Signs","W DIVISION ST & N PAULINA ST","$350.00","1",2018,350,NA
"24","In-Road State Law Stop For Pedestrians Signs","W AUGUSTA BLVD & N PAULINA ST","$350.00","1",2018,350,NA
"25","In-Road State Law Stop For Pedestrians Signs","(2018) AVE & W ALTGELD ST","$600.00","1",2018,600,NA
"26","In-Road State Law Stop For Pedestrians Signs","(2018) AVE & W MEDILL AVE","$350.00","1",2018,350,NA
"27","In-Road State Law Stop For Pedestrians Signs","(2018) AVE & N HONORE ST","$350.00","1",2018,350,NA
"28","In-Road State Law Stop For Pedestrians Signs","AVE & W EVERGREEN AVE","$350.00","1",2018,350,NA
"29","In-Road State Law Stop For Pedestrians Signs","(2018)ST & N PAULINA ST","$350.00","1",2018,350,NA
"30","Pedestrian Refuge Island Menu ","W NORTH AVE & N ARTESIAN AVE","$54,959.40","1",2018,54959.4,NA
"31","Sidewalk Menu ","1100-1171 N MARSHFIELD AVE","$1,949.34","1",2018,1949.34,NA
"32","Sidewalk Menu ","1364 W GRAND AVE","$15,931.05","1",2018,15931.05,NA
"33","Sidewalk Menu ","2459 W MOFFAT ST","$6,737.51","1",2018,6737.51,NA
"34","Sidewalk Menu ","1815 W RACE AVE","$5,826.73","1",2018,5826.73,NA
"35","Sidewalk Menu (2019)","836 N GREENVIEW AVE","$854.49","1",2018,854.49,NA
"36","Street Resurfacing Menu (1-5) ","CALIFORNIA AVE (2800 W)","$59,316.04","1",2018,59316.04,NA
"37","Street Resurfacing Menu (1-5) ","(1600 N)","$106,230.91","1",2018,106230.91,NA
"38","Street Resurfacing Menu (1-5) ","W)","$45,900.84","1",2018,45900.84,NA
"39","Street Resurfacing Menu ","ST (1500 N)","$29,548.88","1",2018,29548.88,NA
"40","Street Resurfacing Menu ","N)","$28,110.98","1",2018,28110.98,NA
"41","Street Resurfacing Menu ","ON W ANCONA ST FROM 1301 W TO N NOBLE ST (1400 W)","$50,156.41","1",2018,50156.41,NA
"42","Street Resurfacing Menu ","(1400 N)","$40,675.43","1",2018,40675.43,NA
"43","Street Speed Hump Menu ","ON N WASHTENAW AVE FROM W LE MOYNE ST (1500 N) TO W NORTH AVE (1600 N)","$3,700.00","1",2018,3700,NA
"44","Street Speed Hump Menu ","ON N TALMAN AVE FROM W LE MOYNE ST (1500 N) TO W NORTH AVE (1600 N)","$3,700.00","1",2018,3700,NA
"45","Curb & Gutter Menu ","LAKE SHORE DR (300 E)","$33,821.46","2",2018,33821.46,NA
"46","Floodlight Menu ","220 E LAKE SHORE DR:140 E LAKE SHORE DR:170 E LAKE SHORE DR","$2,700.00","2",2018,2700,NA
"47","In-Road State Law Stop For Pedestrians Signs","W FULLERTON AVE & N LAKEWOOD AVE","$350.00","2",2018,350,NA
"48","In-Road State Law Stop For Pedestrians Signs","N CLARK ST & W GERMANIA PL","$600.00","2",2018,600,NA
"49","In-Road State Law Stop For Pedestrians Signs","176 E CHESTNUT ST","$350.00","2",2018,350,NA
"50","In-Road State Law Stop For Pedestrians Signs","(2019)","ST","2",2018,NA,NA
"51","In-Road State Law Stop For Pedestrians Signs","Menu","(2019) AVE & N LAKEWOOD AVE","2",2018,NA,NA
"52","Left-Turn Arrow Menu (2019)","E CHICAGO AVE & N MIES VAN DER ROHE WAY","$17,183.81","2",2018,17183.81,NA
"53","Left-Turn Arrow Menu (2019)","W NORTH AVE & N WELLS ST","$14,688.47","2",2018,14688.47,NA
"54","Miscellaneous CDOT Projects ","E CHICAGO AVE & N LAKE SHORE DR","$15,764.68","2",2018,15764.68,NA
"55","Pedestrian Countdown Signal","W NORTH AVE & N ELSTON AVE","$3,551.00","2",2018,3551,NA
"56","OEMC POD CAMERA - 1500 W DIVISION","1500 W DIVISION ST","$27,011.00","2",2018,27011,NA
"57","POD CAMERA - 2210 N SOUTHPORT AVE","2210 N SOUTHPORT AVE","$27,011.00","2",2018,27011,NA
"58","POD CAMERA - PEARSON ST & DEWITT PLACE E PEARSON ST & N DEWITT PL","$27,011.00","$27,011.00","2",2018,27011,NA
"59","Sidewalk Menu ","N STATE ST & E BELLEVUE PL","$15,736.73","2",2018,15736.73,NA
"60","Sidewalk Menu ","23-29 W MAPLE ST","$13,195.30","2",2018,13195.3,NA
"61","Sidewalk Menu ","2125-2131 N LAKEWOOD AVE","$4,608.07","2",2018,4608.07,NA
"62","Sidewalk Menu ","102 W GERMANIA PL","$63,565.31","2",2018,63565.31,NA
"63","Street Bump Outs Menu ","172 E CHESTNUT ST","$7,933.16","2",2018,7933.16,NA
"64","Street Resurfacing Menu (1-5) ","(1500 N)","$202,970.98","2",2018,202970.98,NA
"65","Street Resurfacing Menu (1-5) ","W)","$110,515.00","2",2018,110515,NA
"66","Street Resurfacing Menu (1-5) ","AVE (1600 N)","$51,647.45","2",2018,51647.45,NA
"67","Street Resurfacing Menu ","(1600 N)","$270,338.00","2",2018,270338,NA
"68","Street Resurfacing Menu ","(2200 W)","$49,750.01","2",2018,49750.01,NA
"69","Street Resurfacing Menu ","ON E CEDAR ST FROM N STATE ST (1 E) TO N LAKE SHORE DR (100 E)","$47,938.03","2",2018,47938.03,NA
"70","Street Resurfacing Menu ","CLYBOURN AVE (1260 N)","$64,514.04","2",2018,64514.04,NA
"71","Street Resurfacing Menu ","(1800 N)","$84,422.57","2",2018,84422.57,NA
"72","Street Resurfacing Menu ","ON E ELM ST FROM N STATE ST (1 E) TO N LAKE SHORE DR (100 E)","$86,600.70","2",2018,86600.7,NA
"73","Street Resurfacing Menu ","AVE (1600 N)","$59,740.36","2",2018,59740.36,NA
"74","Street Resurfacing Menu ","CLYBOURN AVE (1260 N)","$15,781.86","2",2018,15781.86,NA
"75","Alley Apron Menu ","436 E 44TH ST","$30,565.67","3",2018,30565.67,NA
"76","Alley Resurfacing Menu (1-1) ","E 53RD ST & S WABASH AVE&E GARFIELD BLVD & S MICHIGAN AVE","$69,117.16","3",2018,69117.16,NA
"77","Alley Resurfacing Menu ","E 46TH ST & S VINCENNES AVE&E 46TH PL & S ST LAWRENCE AVE","$15,130.67","3",2018,15130.67,NA
"78","Alley Resurfacing Menu ","E 53RD ST & S INDIANA AVE&E GARFIELD BLVD & S MICHIGAN AVE","$65,082.24","3",2018,65082.24,NA
"79","Alley Speed Hump Menu ","E 14TH ST & S INDIANA AVE&E 16TH ST & S MICHIGAN AVE","$3,500.00","3",2018,3500,NA
"80","Alley Speed Hump Menu ","E 23RD ST & S MICHIGAN AVE&E 24TH ST & S INDIANA AVE","$700.00","3",2018,700,NA
"81","Alley Speed Hump Menu ","1474-1532 S MICHIGAN AVE","$4,200.00","3",2018,4200,NA
"82","Alley Speed Hump Menu ","E 14TH ST & S INDIANA AVE&E 16TH ST & S MICHIGAN AVE","$1,400.00","3",2018,1400,NA
"83","Arterial Street Bump Outs Menu ","S MICHIGAN AVE & E 46TH ST","$20,431.68","3",2018,20431.68,NA
"84","Floodlight Menu ","42 E 29TH ST","$900.00","3",2018,900,NA
"85","ROAD/STATE STREET UNDERPASS","E ROOSEVELT RD & S HOLDEN CT","$27,011.00","3",2018,27011,NA
"86","Countdown Signal ","S WABASH AVE & E 24TH ST","$48,000.00","3",2018,48000,NA
"87","Left-Turn Arrow Menu ","S MICHIGAN AVE & E 35TH ST","$23,310.00","3",2018,23310,NA
"88","Left-Turn Arrow Menu ","S INDIANA AVE & E 35TH ST","$19,830.00","3",2018,19830,NA
"89","Left-Turn Arrow Menu ","E 31ST ST & S STATE ST:W 31ST ST & S STATE ST","$70,000.00","3",2018,70000,NA
"90","Miscellaneous CDOT Projects (2017)","S INDIANA AVE & E 13TH ST","$27,176.14","3",2018,27176.14,NA
"91","Miscellaneous CDOT Projects ","ON S LOWE AVE FROM W 52ND ST (5200 S) TO W 53RD ST (5300 S)","$600.00","3",2018,600,NA
"92","Miscellaneous CDOT Projects ","445 E 45TH PL","$150.00","3",2018,150,NA
"93","Miscellaneous CDOT Projects ","4949-4951 S PRINCETON AVE:4953-4955 S PRINCETON AVE","$300.00","3",2018,300,NA
"94","Miscellaneous CDOT Projects ","3729-3733 S GILES AVE","$300.00","3",2018,300,NA
"95","Pavement Markings Menu (2019)","S MICHIGAN AVE & E 31ST ST","$512.79","3",2018,512.79,NA
"96","Sidewalk Menu ","ON S CALUMET AVE FROM E 51ST ST (5100 S) TO E 53RD ST (5300 S)","$114,229.96","3",2018,114229.96,NA
"97","Sidewalk Menu ","S STATE ST & E 54TH ST","$4,320.48","3",2018,4320.48,NA
"98","Sidewalk Menu ","S):4433 S ST LAWRENCE AVE","$133,834.01","3",2018,133834.01,NA
"99","Sidewalk Menu ","ON S MICHIGAN AVE FROM E 37TH ST (3700 S) TO E 37TH PL (3732 S)","$4,100.16","3",2018,4100.16,NA
"100","Sidewalk Menu ","4710 S WABASH AVE","$3,363.31","3",2018,3363.31,NA
"101","Sidewalk Menu ","5540 S LA SALLE ST","$10,300.83","3",2018,10300.83,NA
"102","Sidewalk Menu ","145-153 W SWANN ST","$24,726.84","3",2018,24726.84,NA
"103","Sidewalk Menu ","4931 S PRAIRIE AVE","$6,977.14","3",2018,6977.14,NA
"104","Sidewalk Menu ","5219 S CALUMET AVE","$14,357.52","3",2018,14357.52,NA
"105","Sidewalk Menu ","4430 S PRINCETON AVE","$25,306.91","3",2018,25306.91,NA
"106","Sidewalk Menu ","3831-3847 S MICHIGAN AVE","$32,506.48","3",2018,32506.48,NA
"107","Sidewalk Menu ","4430 S PRINCETON AVE","$4,744.74","3",2018,4744.74,NA
"108","Sidewalk Menu (2019)","77 E 37TH PL","$2,414.31","3",2018,2414.31,NA
"109","Speed Indicator Signs ","ON S MICHIGAN AVE FROM E 42ND ST (4200 S) TO E 43RD ST (4300 S)","$10,000.00","3",2018,10000,NA
"110","Speed Indicator Signs ","ON S MICHIGAN AVE FROM E 45TH ST (4500 S) TO E 46TH ST (4600 S)","$10,000.00","3",2018,10000,NA
"111","Speed Indicator Signs ","ON S MICHIGAN AVE FROM E 31ST ST (3100 S) TO E 32ND ST (3200 S)","$10,000.00","3",2018,10000,NA
"112","Speed Indicator Signs ","ON S INDIANA AVE FROM E 31ST ST (3100 S) TO E 32ND ST (3200 S)","$10,000.00","3",2018,10000,NA
"113","Street Speed Hump Menu ","VINCENNES AVE (499 E)","$3,700.00","3",2018,3700,NA
"114","Street Resurfacing Menu ","(5500 S)","$88,213.26","3",2018,88213.26,NA
"115","Street Resurfacing Menu ","(5500 S)","$92,609.88","3",2018,92609.88,NA
"116","Street Resurfacing Menu ","ON W 14TH ST FROM S PLYMOUTH CT (30 W) TO S FEDERAL ST (100 W)","$9,918.72","3",2018,9918.72,NA
"117","Street Resurfacing Menu ","ON S SHIELDS AVE FROM W 50TH ST (5000 S) TO W 51ST ST (5100 S)","$59,856.35","3",2018,59856.35,NA
"118","Street Resurfacing Menu ","(640 E)","$79,326.52","3",2018,79326.52,NA
"119","Street Resurfacing Menu ","ON E 45TH ST FROM S STATE ST (1 W) TO S PRAIRIE AVE (300 E)","$136,975.22","3",2018,136975.22,NA
"120","Bus Pad ","4227 S OAKENWALD AVE","$49,575.14","4",2018,49575.14,NA
"121","Curb & Gutter Menu ","1310 E 49TH ST","$14,321.54","4",2018,14321.54,NA
"122","Curb & Gutter Menu ","4930 S LANGLEY AVE","$11,417.64","4",2018,11417.64,NA
"123","Curb & Gutter Menu ","4471 S OAKENWALD AVE","$9,545.00","4",2018,9545,NA
"124","In-Road State Law Stop For Pedestrians Signs","S COTTAGE GROVE AVE & E 38TH ST","$350.00","4",2018,350,NA
"125","In-Road State Law Stop For Pedestrians Signs","S COTTAGE GROVE AVE & E 47TH PL","$600.00","4",2018,600,NA
"126","In-Road State Law Stop For Pedestrians Signs","S PRAIRIE AVE & E 31ST ST","$350.00","4",2018,350,NA
"127","Left-Turn Arrow Menu ","E HYDE PARK BLVD & S LAKE PARK AVE","$6,644.00","4",2018,6644,NA
"128","Miscellaneous CDOT Projects ","4149 S DREXEL BLVD","$300.00","4",2018,300,NA
"129","37th/Vincennes","S BLACKSTONE AVE & E 53RD ST:S VINCENNES AVE & E 37TH ST","$54,022.00","4",2018,54022,NA
"130","POD CAMERA - 4300 S. CHAMPLAIN","4300 S CHAMPLAIN AVE","$27,011.00","4",2018,27011,NA
"131","POD CAMERA - 5100 S. Lake Park Avenue","5100 S LAKE PARK AVE","$27,011.00","4",2018,27011,NA
"132","POD CAMERA - 4700 S. Woodlawn Ave","4700 S WOODLAWN AVE","$27,011.00","4",2018,27011,NA
"133","Sidewalk Menu ","4201 S LANGLEY AVE","$25,949.78","4",2018,25949.78,NA
"134","Sidewalk Menu ","(4000 S) TO E 41ST ST (4100 S)","$21,848.60","4",2018,21848.6,NA
"135","Sidewalk Menu ","48TH ST (4800 S) TO E 49TH ST (4900 S)","$58,422.27","4",2018,58422.27,NA
"136","Street Resurfacing Menu (1-5) ","S)","$58,090.01","4",2018,58090.01,NA
"137","Street Resurfacing Menu (1-5) ","(1300 E)","$21,850.16","4",2018,21850.16,NA
"138","Street Resurfacing Menu (1-5) ","ON S EBERHART AVE FROM E 31ST PL (3130 S) TO E 32ND ST (3200 S)","$17,961.55","4",2018,17961.55,NA
"139","Street Resurfacing Menu (1-5) ","ON S BERKELEY AVE FROM E 44TH ST (4400 S) TO E 45TH ST (4500 S)","$47,424.68","4",2018,47424.68,NA
"140","Street Resurfacing Menu (1-5) ","AVE (600 E)","$20,908.35","4",2018,20908.35,NA
"141","Street Resurfacing Menu ","ON E 50TH ST FROM S DREXEL BLVD (900 E) TO S ELLIS AVE (1000 E)","$62,192.41","4",2018,62192.41,NA
"142","Street Resurfacing Menu ","ON E 32ND PL FROM S RHODES AVE (500 E) TO S ELLIS AVE (598 E)","$55,596.43","4",2018,55596.43,NA
"143","Street Resurfacing Menu ","ON S PRAIRIE AVE FROM 2740 S TO E 26TH ST (2600 S)","$84,918.85","4",2018,84918.85,NA
"144","Street Resurfacing Menu ","ON S CHAMPLAIN AVE FROM E 48TH ST (4799 S) TO E 49TH ST (4900 S)","$80,684.63","4",2018,80684.63,NA
"145","Street Resurfacing Menu ","AVE (540 E)","$15,374.45","4",2018,15374.45,NA
"146","Street Resurfacing Menu ","ON E 40TH ST FROM S DREXEL BLVD (830 E) TO S ELLIS AVE (900 E)","$46,051.84","4",2018,46051.84,NA
"147","Street Resurfacing Menu ","(600 E)","$37,226.56","4",2018,37226.56,NA
"148","Street Resurfacing Menu ","ON S VERNON AVE FROM E 29TH ST (2900 S) TO S ELLIS AVE (2730 S)","$40,026.59","4",2018,40026.59,NA
"149","Street Resurfacing Menu ","ON S CALUMET AVE FROM E 33RD BLVD (3300 S) TO E 35TH ST (3500 S)","$122,345.51","4",2018,122345.51,NA
"150","Street Resurfacing Menu ","ON S DREXEL AVE FROM E 45TH ST (4500 S) TO E 47TH ST (4700 S)","$199,213.79","4",2018,199213.79,NA
"151","Street Resurfacing Menu ","ON S LANGLEY AVE FROM E 49TH ST (4900 S) TO E 50TH ST (5000 S)","$52,684.90","4",2018,52684.9,NA
"152","Viaduct Improvement Menu ","S LAKE PARK AVE & E 47TH ST","$23,069.72","4",2018,23069.72,NA
"153","Alley Resurfacing Menu (1-1) ","AVE:7520 S KENWOOD AVE","$50,357.16","5",2018,50357.16,NA
"154","Alley Resurfacing Menu ","ON S BERKELEY AVE FROM E 52ND ST (5200 S) TO E 53RD ST (5300 S)","$33,583.57","5",2018,33583.57,NA
"155","Alley Resurfacing Menu ","6600 S KIMBARK AVE","$41,276.26","5",2018,41276.26,NA
"156","Alley Resurfacing Menu ","AVE & E 54TH PL","$40,319.12","5",2018,40319.12,NA
"157","Alley Resurfacing Menu ","BLACKSTONE AVE","$40,726.68","5",2018,40726.68,NA
"158","Alley Resurfacing Menu ","68TH ST","$36,206.69","5",2018,36206.69,NA
"159","Alley Resurfacing Menu ","S CORNELL AVE & E 68TH ST&S EAST END AVE & E 69TH ST","$29,508.41","5",2018,29508.41,NA
"160","Curb & Gutter Menu ","ON S BERKELEY AVE FROM E 52ND ST (5200 S) TO E 53RD ST (5300 S)","$30,915.77","5",2018,30915.77,NA
"161","Miscellaneous Other Projects ","DORCHESTER AVE:6616 S GREENWOOD AVE","$2,100.00","5",2018,2100,NA
"162","Sidewalk Menu ","5311 S MARYLAND AVE","$20,822.34","5",2018,20822.34,NA
"163","Sidewalk Menu ","6639 S MARYLAND AVE","$1,330.91","5",2018,1330.91,NA
"164","Street Light Residential Staggered Piggy Back","ON S LUELLA AVE FROM E 71ST ST (7100 S) TO E 73RD ST (7300 S)","$166,000.00","5",2018,166000,NA
"165","Street Light Upgrade Menu ","2305 E 70TH PL","$500.00","5",2018,500,NA
"166","Street Resurfacing Menu (1-5) ","ON S INGLESIDE AVE FROM E 53RD ST (5300 S) TO E 54TH ST (5400 S)","$44,060.05","5",2018,44060.05,NA
"167","Street Resurfacing Menu (1-5) ","ON S ELLIS AVE FROM E 54TH PL (5453 S) TO E 55TH ST (5499 S)","$50,615.70","5",2018,50615.7,NA
"168","Street Resurfacing Menu ","ON E 73RD ST FROM S EUCLID AVE (1930 E) TO S JEFFERY BLVD (1999 E)","$49,420.32","5",2018,49420.32,NA
"169","Street Resurfacing Menu ","E)","$30,480.70","5",2018,30480.7,NA
"170","Street Resurfacing Menu ","(1332 E)","$32,726.34","5",2018,32726.34,NA
"171","Street Resurfacing Menu ","ON E 72ND ST FROM S CYRIL AVE (1960 E) TO S JEFFERY BLVD (1999 E)","$8,828.39","5",2018,8828.39,NA
"172","Street Resurfacing Menu ","ON S BLACKSTONE AVE FROM E 66TH PL (6630 S) TO E 67TH PL (6730 S)","$35,157.29","5",2018,35157.29,NA
"173","Street Resurfacing Menu ","DR W (4999 S)","$16,437.40","5",2018,16437.4,NA
"174","Street Resurfacing Menu ","ON S HARPER AVE FROM E 70TH ST (7000 S) TO E 71ST ST (7100 S)","$51,230.22","5",2018,51230.22,NA
"175","Street Resurfacing Menu ","S)","$12,615.29","5",2018,12615.29,NA
"176","Street Resurfacing Menu ","(6700 S)","$46,263.89","5",2018,46263.89,NA
"177","Street Resurfacing Menu ","ON S BENNETT AVE FROM E 68TH ST (6800 S) TO E 69TH ST (6900 S)","$41,111.15","5",2018,41111.15,NA
"178","Street Resurfacing Menu ","ON S KENWOOD AVE FROM E 57TH ST (5700 S) TO E 58TH ST (5800 S)","$56,177.10","5",2018,56177.1,NA
"179","Street Resurfacing Menu ","ON S HARPER AVE FROM E 56TH ST (5600 S) TO E 57TH ST (5700 S)","$89,423.92","5",2018,89423.92,NA
"180","Street Resurfacing Menu ","(6700 S)","$53,411.93","5",2018,53411.93,NA
"181","Street Resurfacing Menu ","(2399 E)","$38,320.16","5",2018,38320.16,NA
"182","Street Resurfacing Menu ","DORCHESTER AVE (1360 E)","$28,050.87","5",2018,28050.87,NA
"183","Street Resurfacing Menu ","E)","$104,884.97","5",2018,104884.97,NA
"184","Street Resurfacing Menu (2019)","DORCHESTER AVE (1360 E)","$22,357.39","5",2018,22357.39,NA
"185","Traffic Signal Upgrades ","E 69TH ST & S STONY ISLAND AVE","$14,780.00","5",2018,14780,NA
"186","Alley Apron Menu ","7446-7450 S PRAIRIE AVE","$20,159.04","6",2018,20159.04,NA
"187","Alley Speed Hump Menu ","315 E 75TH ST","$700.00","6",2018,700,NA
"188","Diagonal Parking Menu ","E 87TH ST & S VERNON AVE","$9,764.21","6",2018,9764.21,NA
"189","Diagonal Parking Menu (2019)","E 75TH ST & S PRAIRIE AVE","$37,559.11","6",2018,37559.11,NA
"190","& 71st & Champlain","CHAMPLAIN AVE","$54,022.00","6",2018,54022,NA
"191","Pedestrian Countdown Signal Menu ","E 75TH ST & S DR MARTIN LUTHER KING JR DR","$5,052.00","6",2018,5052,NA
"192","Pedestrian Countdown Signal Menu ","S HALSTED ST & W 69TH ST","$15,682.00","6",2018,15682,NA
"193","Sidewalk Menu ","759 E 69TH PL","$34,863.98","6",2018,34863.98,NA
"194","Sidewalk Menu (2019)","ON W 68TH ST FROM S PEORIA ST (900 W) TO S SANGAMON ST (930 W)","$9,680.49","6",2018,9680.49,NA
"195","Street Light Residential Staggered Piggy Back","(6900 S)","$200,000.00","6",2018,200000,NA
"196","Street Resurfacing Menu (1-5) ","ON S INDIANA AVE FROM E 69TH ST (6900 S) TO E 70TH ST (7000 S)","$49,392.79","6",2018,49392.79,NA
"197","Street Resurfacing Menu (1-5) ","ON W 68TH ST FROM S PARNELL AVE (540 W) TO S LOWE AVE (620 W)","$36,087.30","6",2018,36087.3,NA
"198","Street Resurfacing Menu (1-5) ","ON S PARNELL AVE FROM W 68TH ST (6800 S) TO W 69TH ST (6900 S)","$46,545.35","6",2018,46545.35,NA
"199","Street Resurfacing Menu (1-5) ","ON E 82ND ST FROM S CHAMPLAIN AVE (630 E) TO S EVANS AVE (730 E)","$44,747.75","6",2018,44747.75,NA
"200","Street Resurfacing Menu (1-5) ","S)","$43,512.70","6",2018,43512.7,NA
"201","Street Resurfacing Menu ","ON S THROOP ST FROM W 69TH ST (6900 S) TO W 70TH ST (7000 S)","$48,627.57","6",2018,48627.57,NA
"202","Street Resurfacing Menu ","ON S PERRY AVE FROM W 68TH ST (6800 S) TO W 69TH ST (6900 S)","$78,355.96","6",2018,78355.96,NA
"203","Street Resurfacing Menu ","ON S RHODES AVE FROM E 79TH ST (7900 S) TO E 80TH ST (8000 S)","$72,342.57","6",2018,72342.57,NA
"204","Street Resurfacing Menu ","(6800 S)","$38,839.51","6",2018,38839.51,NA
"205","Street Resurfacing Menu ","ON E 76TH ST FROM S PRAIRIE AVE (300 E) TO S CALUMET AVE (340 E)","$66,972.31","6",2018,66972.31,NA
"206","Street Resurfacing Menu ","ON S SANGAMON ST FROM W 71ST ST (7100 S) TO W 73RD ST (7300 S)","$100,009.88","6",2018,100009.88,NA
"207","Street Resurfacing Menu ","ON S PRAIRIE AVE FROM E 75TH ST (7500 S) TO E 76TH ST (7600 S)","$55,631.07","6",2018,55631.07,NA
"208","Street Resurfacing Menu ","ON S CALUMET AVE FROM E 75TH ST (7500 S) TO E 77TH ST (7700 S)","$128,704.88","6",2018,128704.88,NA
"209","Street Resurfacing Menu ","ON S INDIANA AVE FROM E 77TH ST (7700 S) TO E 78TH ST (7800 S)","$52,148.96","6",2018,52148.96,NA
"210","Street Resurfacing Menu ","ON S CHAMPLAIN AVE FROM E 75TH ST (7500 S) TO E 76TH ST (7600 S)","$42,676.27","6",2018,42676.27,NA
"211","Street Resurfacing Menu (2019)","S)","$27,440.89","6",2018,27440.89,NA
"212","Street Speed Hump Menu ","ON S CALUMET AVE FROM E 71ST ST (7100 S) TO E 72ND ST (7200 S)","$481.40","6",2018,481.4,NA
"213","Alley Speed Hump Menu (2019)","SOUTH CHICAGO AVE","$2,100.00","7",2018,2100,NA
"214","Miscellaneous Other Projects ","ST:3013 E 83RD ST:8147 S EXCHANGE AVE","$1,200.00","7",2018,1200,NA
"215","Pavement Markings Menu ","E 79TH ST & S LAKE SHORE DR","$9,500.00","7",2018,9500,NA
"216","Speed Indicator Signs","E 79TH ST & S LAKE SHORE DR","$10,000.00","7",2018,10000,NA
"217","Street Resurfacing Menu (1-5) ","(2900 E)","$20,384.65","7",2018,20384.65,NA
"218","Street Resurfacing Menu (1-5) ","(7800 S)","$24,793.08","7",2018,24793.08,NA
"219","Street Resurfacing Menu (1-5) ","(7740 S)","$39,874.46","7",2018,39874.46,NA
"220","Street Resurfacing Menu (1-5) ","ON S ESSEX AVE FROM E 82ND ST (8200 S) TO E 83RD ST (8300 S)","$50,086.46","7",2018,50086.46,NA
"221","Street Resurfacing Menu (1-5) ","ON E 84TH ST FROM S YATES BLVD (2400 E) TO S ESSEX AVE (2500 E)","$47,999.40","7",2018,47999.4,NA
"222","Street Resurfacing Menu ","(2870 E)","$22,914.64","7",2018,22914.64,NA
"223","Street Resurfacing Menu ","(2931 E)","$35,195.18","7",2018,35195.18,NA
"224","Street Resurfacing Menu ","ON S MUSKEGON AVE FROM E 79TH ST (7900 S) TO E 80TH ST (8000 S)","$56,434.57","7",2018,56434.57,NA
"225","Street Resurfacing Menu ","ON S OGLESBY AVE FROM E 81ST ST (8100 S) TO E 82ND ST (8200 S)","$56,611.51","7",2018,56611.51,NA
"226","Street Resurfacing Menu ","ON E 74TH ST FROM S MERRILL AVE (2130 E) TO S PAXTON AVE (2200 E)","$21,689.86","7",2018,21689.86,NA
"227","Street Resurfacing Menu ","ON E 74TH ST FROM S OGLESBY AVE (2330 E) TO S YATES BLVD (2400 E)","$22,600.48","7",2018,22600.48,NA
"228","Street Resurfacing Menu ","ON S CORNELL AVE FROM E 71ST ST (7100 S) TO E 73RD ST (7300 S)","$100,138.91","7",2018,100138.91,NA
"229","Street Resurfacing Menu ","E)","$21,322.56","7",2018,21322.56,NA
"230","Street Resurfacing Menu ","ON S CHAPPEL AVE FROM E 73RD ST (7300 S) TO E 74TH ST (7400 S)","$48,822.78","7",2018,48822.78,NA
