"","program","description","costA","ward","year","cost","costB"
"33","Miscellaneous CDOT Projects ","N LA SALLE DR & W BURTON PL","$105,000.00","2",2024,105000,NA
"34","Miscellaneous CDOT Projects ","N LA SALLE DR & W DELAWARE PL","$120,000.00","2",2024,120000,NA
"35","Miscellaneous CDOT Projects ","ON W FULLERTON AVE FROM N JANSSEN AVE (1430 W) TO N GREENVIEW AVE (1500 W)","$4,773.00","2",2024,4773,NA
"36","Sidewalk Menu ","1250 N LA SALLE DR","$23,843.94","2",2024,23843.94,NA
"37","Sidewalk Menu ","1339 N DEARBORN ST","$20,115.81","2",2024,20115.81,NA
"38","Sidewalk Menu ","1554 N DEARBORN PKWY","$12,840.21","2",2024,12840.21,NA
"39","Sidewalk Menu ","2210 N SOUTHPORT AVE","$21,667.54","2",2024,21667.54,NA
"40","Sidewalk Menu ","W WEBSTER AVE & N WAYNE AVE","$31,223.69","2",2024,31223.69,NA
"41","Street Light Pole Painting Menu ","ON N DEARBORN ST FROM W GOETHE ST (1300 N) TO W SCHILLER ST (1400 N)","$1,800.00","2",2024,1800,NA
"42","Street Resurfacing Menu ","ON E DELAWARE PL FROM N MICHIGAN AVE (150 E) TO N LAKE SHORE DR (300 E)","$156,618.88","2",2024,156618.88,NA
"43","Street Resurfacing Menu ","ON E LAKE SHORE DR FROM N LAKE SHORE DR RAMP (330 N) TO N MICHIGAN AVE (1000 N)","$55,540.08","2",2024,55540.08,NA
"44","Street Resurfacing Menu ","ON N MCCLURG CT FROM E OHIO ST (600 N) TO E ERIE ST (660 N)","$47,031.91","2",2024,47031.91,NA
"45","Street Resurfacing Menu ","ON N NORTH PARK AVE FROM W NORTH AVE (1600 N) TO W EUGENIE ST (1700 N)","$21,704.35","2",2024,21704.35,NA
"46","Street Speed Hump Menu ","ON N LAKEWOOD AVE FROM W BELDEN AVE (2300 N) TO W FULLERTON AVE (2400 N)","$2,440.00","2",2024,2440,NA
"47","Street Speed Hump Menu ","ON W CHESTNUT ST FROM N WELLS ST (200 W) TO N FRANKLIN ST (300 W)","$2,440.00","2",2024,2440,NA
"48","Street Speed Hump Menu ","ON W INSTITUTE PL FROM N WELLS ST (200 W) TO N FRANKLIN ST (300 W)","$2,440.00","2",2024,2440,NA
"49","Alley Resurfacing Menu ","E 44TH PL & S VINCENNES AVE&E 45TH ST & S ST LAWRENCE AVE","$57,146.97","3",2024,57146.97,NA
"50","Alley Resurfacing Menu ","$50,182.41","$50,182.41","3",2024,50182.41,NA
"51","Alley Resurfacing Menu ","S CALUMET AVE & E 42ND ST&E 43RD ST & S DR MARTIN LUTHER KING JR DR","$46,904.63","3",2024,46904.63,NA
"52","Alley Resurfacing Menu ","S INDIANA AVE & E 21ST ST&E CULLERTON ST & S PRAIRIE AVE","$17,335.18","3",2024,17335.18,NA
"53","Alley Resurfacing Menu ","S INDIANA AVE & E 50TH ST&E 51ST ST & S PRAIRIE AVE","$31,425.81","3",2024,31425.81,NA
"54","Alley Resurfacing Menu ","S MICHIGAN AVE & E 40TH ST&E PERSHING RD & S INDIANA AVE","$45,297.80","3",2024,45297.8,NA
"55","Alley Resurfacing Menu ","S STATE ST & W 43RD ST&E 44TH ST & S WABASH AVE","$67,066.03","3",2024,67066.03,NA
"56","Alley Resurfacing Menu ","S VINCENNES AVE & E 46TH PL&E 47TH ST & S ST LAWRENCE AVE","$44,617.99","3",2024,44617.99,NA
"57","Alley Speed Hump Menu ","E 16TH ST & S MICHIGAN AVE&S INDIANA AVE & E 18TH ST","$2,175.00","3",2024,2175,NA
"58","Arterial Street Bump Outs Menu ","$130,000.00","$130,000.00","3",2024,130000,NA
"59","Arterial Street Bump Outs Menu ","S STATE ST & E 14TH PL","$28,059.35","3",2024,28059.35,NA
"60","Curb & Gutter Menu ","3800-3814 S DR MARTIN LUTHER KING JR DR","$34,004.20","3",2024,34004.2,NA
"61","In-Road State Law Stop For Pedestrians Signs","S DR MARTIN LUTHER KING JR DR & E 41ST ST","$76,277.00","3",2024,76277,NA
"62","Miscellaneous CDOT Projects ","5327 S PRAIRIE AVE","$150.00","3",2024,150,NA
"63","Pavement Markings Menu ","$4,000.00","$4,000.00","3",2024,4000,NA
"64","Sidewalk Menu ","1310 S WABASH AVE","$17,451.31","3",2024,17451.31,NA
"65","Sidewalk Menu ","3330 S INDIANA AVE","$8,519.87","3",2024,8519.87,NA
"66","Sidewalk Menu ","4938 S DR MARTIN LUTHER KING JR DR","$3,323.41","3",2024,3323.41,NA
"67","Sidewalk Menu ","4948 S INDIANA AVE; 4918 S INDIANA AVE; 4938 S INDIANA AVE","$15,984.40","3",2024,15984.4,NA
"68","Sidewalk Menu ","ON S DR MARTIN LUTHER KING JR DR E FROM E 45TH ST (4500 S) TO E 45TH PL (4530 S)","$40,557.73","3",2024,40557.73,NA
"69","Speed Indicator Signs ","ON S INDIANA AVE FROM E 14TH ST (1400 S) TO E 15TH PL (1527 S)","$28,000.00","3",2024,28000,NA
"70","Street Bump Outs Menu ","W 16TH ST & S DEARBORN ST","$32,000.00","3",2024,32000,NA
"71","Street Resurfacing Menu ","3800-3814 S DR MARTIN LUTHER KING JR DR","$11,743.80","3",2024,11743.8,NA
"72","Street Resurfacing Menu ","ON E 29TH ST FROM S STATE ST (0 E) TO S MICHIGAN AVE (100 E)","$82,088.75","3",2024,82088.75,NA
"73","Street Resurfacing Menu ","ON E 44TH PL FROM S VINCENNES AVE (500 E) TO S ST LAWRENCE AVE (600 E)","$52,948.69","3",2024,52948.69,NA
"74","Street Resurfacing Menu ","ON E 44TH ST FROM S STATE ST (1 W) TO S INDIANA AVE (200 E)","$67,116.15","3",2024,67116.15,NA
"75","Street Resurfacing Menu ","ON S CALUMET AVE FROM E 35TH ST (3500 S) TO E 37TH ST (3700 S)","$114,792.51","3",2024,114792.51,NA
"76","Street Resurfacing Menu ","ON S CHAMPLAIN AVE FROM E 45TH ST (4500 S) TO E 46TH ST (4600 S)","$30,623.88","3",2024,30623.88,NA
"77","Street Resurfacing Menu ","ON S VINCENNES AVE FROM E 47TH ST (4699 S) TO E 49TH ST (4899 S)","$152,408.58","3",2024,152408.58,NA
"78","Street Resurfacing Menu ","ON W 17TH ST FROM S STATE ST (0 E) TO S CLARK ST (120 W)","$84,183.08","3",2024,84183.08,NA
"79","Street Resurfacing Menu ","ON W 19TH ST FROM 12 W TO S CLARK ST (120 W)","$88,334.35","3",2024,88334.35,NA
"80","Street Traffic Circle Menu ","W 46TH ST & S PRINCETON AVE","$35,000.00","3",2024,35000,NA
"81","Viaduct Improvement Menu ","1178 S PLYMOUTH CT","$281.11","3",2024,281.11,NA
"82","Alley Resurfacing Menu ","S ELLIS AVE & E 45TH ST&E 46TH ST & S GREENWOOD AVE","$23,218.24","4",2024,23218.24,NA
"83","Arterial Street Bump Outs Menu ","E 43RD ST & S BERKELEY AVE","$54,641.69","4",2024,54641.69,NA
"84","Concrete Alley Menu ","E 42ND PL & S ST LAWRENCE AVE&S VINCENNES AVE & E 43RD ST","$548,000.00","4",2024,548000,NA
"85","Concrete Alley Menu ","S CHAMPLAIN AVE & E 49TH ST&E 50TH PL & S ST LAWRENCE AVE","$7,685.70","4",2024,7685.7,NA
"86","Concrete Alley Menu ","S ELLIS AVE & E 45TH ST&E 46TH ST & S GREENWOOD AVE","$266,000.00","4",2024,266000,NA
"87","Curb & Gutter Menu ","4830-4832 S DORCHESTER AVE","$11,331.57","4",2024,11331.57,NA
"88","Miscellaneous CDOT Projects ","400 E PERSHING RD","$660.00","4",2024,660,NA
"89","Miscellaneous CDOT Projects ","4210-4212 S CHAMPLAIN AVE","$600.00","4",2024,600,NA
"90","Miscellaneous CDOT Projects ","4620 S LANGLEY AVE","$150.00","4",2024,150,NA
"91","Pavement Markings Menu ","E PERSHING RD & S RHODES AVE","$3,500.00","4",2024,3500,NA
"92","Pavement Markings Menu ","ON E 43RD ST FROM S DREXEL BLVD (900 E) TO S GREENWOOD AVE (1100 E)","$3,750.00","4",2024,3750,NA
"93","Pavement Markings Menu ","ON S COLUMBUS DR FROM E BALBO DR (700 S) TO E ROOSEVELT DR (1200 S)","$15,000.00","4",2024,15000,NA
"94","Sidewalk Menu ","4808 S EVANS AVE","$5,324.91","4",2024,5324.91,NA
"95","Sidewalk Menu ","E 8TH ST & S STATE ST","$28,140.59","4",2024,28140.59,NA
"96","Sidewalk Menu ","ON E 48TH ST FROM S WOODLAWN AVE (1200 E) TO S KIMBARK AVE (1300 E)","$1,988.56","4",2024,1988.56,NA
"97","Street Bump Outs Menu ","E 48TH ST & S DORCHESTER AVE","$26,626.81","4",2024,26626.81,NA
"98","Street Bump Outs Menu ","E HYDE PARK BLVD & S UNIVERSITY AVE","$5,620.00","4",2024,5620,NA
"99","Street Cul-de-Sac Menu ","S GREENWOOD AVE & E HYDE PARK BLVD; 4950 S GREENWOOD AVE","$5,481.90","4",2024,5481.9,NA
"100","Street Light Upgrade Menu ","640 E OAKWOOD BLVD","$500.00","4",2024,500,NA
"101","Street Light Upgrade Menu ","713 E 43RD ST","$500.00","4",2024,500,NA
"102","Street Resurfacing Menu ","ON S CHAMPLAIN AVE FROM E 45TH ST (4500 S) TO E 46TH ST (4600 S)","$30,623.88","4",2024,30623.88,NA
"103","Street Resurfacing Menu ","ON S HOLDEN CT FROM E 8TH ST (800 S) TO E 11TH ST (1100 S)","$88,379.74","4",2024,88379.74,NA
"104","Street Resurfacing Menu ","ON S OAKENWALD AVE FROM E 43RD ST (4300 S) TO E 44TH PL (4430 S)","$102,427.76","4",2024,102427.76,NA
"105","Street Resurfacing Menu ","ON S PARK TER FROM 1199 S TO W 9TH ST (900 S)","$82,002.05","4",2024,82002.05,NA
"106","Street Resurfacing Menu ","ON S PLYMOUTH CT FROM 1178 S TO W 9TH ST (900 S)","$48,672.61","4",2024,48672.61,NA
"107","Street Resurfacing Menu ","ON S PLYMOUTH CT FROM 840 S TO W POLK ST (800 S)","$26,975.29","4",2024,26975.29,NA
"108","Street Speed Hump Menu ","ON S INDIANA AVE FROM E 29TH ST (2900 S) TO E 31ST ST (3100 S)","$12,200.00","4",2024,12200,NA
"109","Street Speed Hump Menu ","ON S LAKE PARK AVE FROM E 44TH PL (4440 S) TO E 47TH ST (4699 S)","$5,790.75","4",2024,5790.75,NA
"110","Street Speed Hump Menu ","ON S RHODES AVE FROM E 31ST ST (3100 S) TO E 33RD ST (3300 S)","$12,200.00","4",2024,12200,NA
"111","Alley Resurfacing Menu ","E 70TH ST & S KIMBARK AVE&S WOODLAWN AVE & E 71ST ST","$18,956.29","5",2024,18956.29,NA
"112","Alley Resurfacing Menu ","S OGLESBY AVE & E 72ND ST&E 73RD ST & S CRANDON AVE","$38,052.80","5",2024,38052.8,NA
"113","Alley Resurfacing Menu ","S WOODLAWN AVE & E 55TH ST&E 56TH ST & S KIMBARK AVE","$40,634.16","5",2024,40634.16,NA
"114","In-Road State Law Stop For Pedestrians Signs","5491 S JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR NB","$15,000.00","5",2024,15000,NA
"115","Miscellaneous CDOT Projects ","1558 E 68TH ST","$660.00","5",2024,660,NA
"116","Pavement Markings Menu ","ON E HYDE PARK BLVD FROM S INGLESIDE AVE (920 E) TO S WOODLAWN AVE (1200 E)","$2,500.00","5",2024,2500,NA
"117","Sidewalk Menu ","ON E 73RD ST FROM 1148 E TO S UNIVERSITY AVE (1130 E)","$21,749.24","5",2024,21749.24,NA
"118","Street Bump Outs Menu ","E HYDE PARK BLVD & S UNIVERSITY AVE","$15,152.86","5",2024,15152.86,NA
"119","Street Light Residential Staggered Piggy Back Menu ","ON S MERRILL AVE FROM E 69TH ST (6900 S) TO E 71ST ST (7100 S)","$161,478.00","5",2024,161478,NA
"120","Street Light Residential Staggered Piggy Back Menu ","$170,500.00","$170,500.00","5",2024,170500,NA
"121","Street Resurfacing Menu ","ON E 65TH ST FROM S BLACKSTONE AVE (1500 E) TO S STONY ISLAND AVE (1600 E)","$56,391.64","5",2024,56391.64,NA
"122","Street Resurfacing Menu ","ON E 66TH PL FROM S BLACKSTONE AVE (1500 E) TO S STONY ISLAND AVE (1600 E)","$63,477.51","5",2024,63477.51,NA
"123","Street Resurfacing Menu ","ON E 72ND PL FROM S EUCLID AVE (1930 E) TO S MERRILL AVE (2130 E)","$134,783.03","5",2024,134783.03,NA
"124","Street Resurfacing Menu ","ON S DANTE AVE FROM E 69TH ST (6900 S) TO E 70TH ST (7000 S)","$82,218.05","5",2024,82218.05,NA
"125","Street Resurfacing Menu ","ON S EAST END AVE FROM E 70TH ST (7000 S) TO E 71ST ST (7100 S)","$54,281.74","5",2024,54281.74,NA
"126","Street Resurfacing Menu ","ON S ELLIS AVE FROM E 53RD ST (5300 S) TO E 54TH ST (5400 S)","$47,767.63","5",2024,47767.63,NA
"127","Street Resurfacing Menu ","ON S EUCLID AVE FROM E 69TH ST (6900 S) TO E 70TH ST (7000 S)","$46,775.45","5",2024,46775.45,NA
"128","Street Resurfacing Menu ","ON S GREENWOOD AVE FROM E 53RD ST (5300 S) TO E 55TH ST (5500 S)","$165,172.14","5",2024,165172.14,NA
"129","Street Resurfacing Menu ","ON S GREENWOOD AVE FROM E 74TH ST (7399 S) TO E 75TH ST (7470 S)","$50,561.01","5",2024,50561.01,NA
"130","Street Resurfacing Menu ","ON S HARPER AVE FROM E 57TH ST (5700 S) TO E 59TH ST (5900 S)","$109,291.87","5",2024,109291.87,NA
"131","Street Resurfacing Menu ","ON S HARPER AVE FROM E 69TH ST (6900 S) TO E 69TH PL (6930 S)","$41,063.85","5",2024,41063.85,NA
"132","Street Resurfacing Menu ","ON S OGLESBY AVE FROM 7100 S TO E 72ND ST (7200 S)","$42,130.88","5",2024,42130.88,NA
"133","Street Resurfacing Menu ","ON S OGLESBY AVE FROM E 68TH ST (6800 S) TO E 69TH ST (6900 S)","$54,483.27","5",2024,54483.27,NA
"134","Street Resurfacing Menu ","ON W 65TH PL FROM S BLACKSTONE AVE (1500 E) TO S STONY ISLAND AVE (1600 E)","$41,778.57","5",2024,41778.57,NA
"135","Street Speed Hump Menu ","5400 S RIDGEWOOD CT","$7,320.00","5",2024,7320,NA
"136","Street Speed Hump Menu ","ON S BLACKSTONE AVE FROM E 58TH ST (5800 S) TO E 59TH ST (5900 S)","$4,880.00","5",2024,4880,NA
"137","Street Speed Hump Menu ","ON S HARPER AVE FROM E 56TH ST (5600 S) TO E 57TH ST (5700 S)","$7,320.00","5",2024,7320,NA
"138","Curb & Gutter Menu ","ON S DREXEL AVE FROM E 73RD ST (7300 S) TO E 75TH ST (7500 S)","$13,150.84","6",2024,13150.84,NA
"139","Curb & Gutter Menu ","ON S PRAIRIE AVE FROM E 82ND ST (8200 S) TO E 84TH ST (8400 S)","$4,373.50","6",2024,4373.5,NA
"140","Miscellaneous CDOT Projects ","311 E 75TH ST","$660.00","6",2024,660,NA
"141","Miscellaneous CDOT Projects ","532 E 79TH ST","$660.00","6",2024,660,NA
"142","Miscellaneous CDOT Projects ","8216 S VINCENNES AVE","$660.00","6",2024,660,NA
"143","Miscellaneous CDOT Projects ","$660.00","$660.00","6",2024,660,NA
"144","Sidewalk Menu ","6931 S SOUTH CHICAGO AVE","$5,137.72","6",2024,5137.72,NA
"145","Sidewalk Menu ","7835 S CALUMET AVE","$9,142.41","6",2024,9142.41,NA
"146","Sidewalk Menu ","8101 S STEWART AVE","$22,165.71","6",2024,22165.71,NA
"147","Speed Indicator Signs ","ON S COTTAGE GROVE AVE FROM E 77TH ST (7700 S) TO E 78TH ST (7800 S)","$15,500.00","6",2024,15500,NA
"148","Speed Indicator Signs ","ON S HALSTED ST FROM W 81ST ST (8100 S) TO W 82ND ST (8200 S)","$15,500.00","6",2024,15500,NA
"149","Speed Indicator Signs ","ON S WENTWORTH AVE FROM W 71ST ST (7100 S) TO W 72ND ST (7200 S)","$15,500.00","6",2024,15500,NA
"150","Street Bump Outs Menu ","S ST LAWRENCE AVE & E 75TH ST","$15,753.91","6",2024,15753.91,NA
"151","Street Cul-de-Sac Menu ","8800 S STATE ST","$300,000.00","6",2024,300000,NA
"152","Street Light Upgrade Menu ","7228 S WABASH AVE","$500.00","6",2024,500,NA
"153","Street Light Upgrade Menu ","7938 S VERNON AVE","$500.00","6",2024,500,NA
"154","Street Light Upgrade Menu ","9110 S INDIANA AVE","$500.00","6",2024,500,NA
"155","Street Light Upgrade Menu ","9240 S MICHIGAN AVE; 9234 S MICHIGAN AVE","$1,000.00","6",2024,1000,NA
"156","Street Light Upgrade Menu ","E 84TH ST & S STATE ST&S WABASH AVE & E 85TH ST","$287.31","6",2024,287.31,NA
"157","Street Resurfacing Menu ","ON E 81ST ST FROM S PERRY AVE (100 W) TO S HARVARD AVE (330 W)","$153,184.35","6",2024,153184.35,NA
"158","Street Resurfacing Menu ","ON E 85TH ST FROM S MICHIGAN AVE (100 E) TO S WABASH AVE (50 E)","$58,919.47","6",2024,58919.47,NA
"159","Street Resurfacing Menu ","ON E 89TH ST FROM S CALUMET AVE (340 E) TO S DR MARTIN LUTHER KING JR DR (400 E)","$46,104.02","6",2024,46104.02,NA
"160","Street Resurfacing Menu ","ON E 91ST ST FROM S PRAIRIE AVE (300 E) TO S DR MARTIN LUTHER KING JR DR (400 E)","$94,657.42","6",2024,94657.42,NA
"161","Street Resurfacing Menu ","ON S DREXEL AVE FROM E 73RD ST (7300 S) TO E 75TH ST (7500 S)","$164,787.66","6",2024,164787.66,NA
"162","Street Resurfacing Menu ","ON S LANGLEY AVE FROM E 75TH ST (7500 S) TO E 76TH ST (7600 S)","$59,511.71","6",2024,59511.71,NA
"163","Street Resurfacing Menu ","ON S VERNON AVE FROM E 72ND ST (7200 S) TO E 74TH ST (7400 S)","$117,026.83","6",2024,117026.83,NA
"164","Street Speed Hump Menu ","ON E 69TH ST FROM S SOUTH CHICAGO AVE (600 E) TO S COTTAGE GROVE AVE (800 E)","$9,760.00","6",2024,9760,NA
"165","Street Speed Hump Menu ","ON E 72ND ST FROM S STATE ST (0 E) TO S DR MARTIN LUTHER KING JR DR (400 E)","$14,640.00","6",2024,14640,NA
"166","Street Speed Hump Menu ","ON E 73RD ST FROM S MICHIGAN AVE (100 E) TO S COTTAGE GROVE AVE (800 E)","$29,280.00","6",2024,29280,NA
"167","Street Speed Hump Menu ","ON E 78TH ST FROM S PRAIRIE AVE (300 E) TO S CALUMET AVE (340 E)","$2,440.00","6",2024,2440,NA
"168","Street Speed Hump Menu ","ON E 84TH ST FROM S CALUMET AVE (340 E) TO S DR MARTIN LUTHER KING JR DR (400 E)","$2,440.00","6",2024,2440,NA
"169","Street Speed Hump Menu ","ON E 84TH ST FROM S MICHIGAN AVE (100 E) TO S PRAIRIE AVE (300 E)","$4,880.00","6",2024,4880,NA
"170","Street Speed Hump Menu ","ON E 84TH ST FROM S VERNON AVE (440 E) TO S ST LAWRENCE AVE (599 E)","$4,880.00","6",2024,4880,NA
"171","Street Speed Hump Menu ","ON E 85TH ST FROM S INDIANA AVE (200 E) TO S PRAIRIE AVE (300 E)","$2,440.00","6",2024,2440,NA
"172","Street Speed Hump Menu ","ON E 85TH ST FROM S MICHIGAN AVE (100 E) TO S WABASH AVE (50 E)","$2,440.00","6",2024,2440,NA
"173","Street Speed Hump Menu ","ON E 86TH ST FROM S STATE ST (0 E) TO S ST LAWRENCE AVE (600 E)","$21,960.00","6",2024,21960,NA
"174","Street Speed Hump Menu ","ON E 90TH ST FROM S PRAIRIE AVE (300 E) TO S CALUMET AVE (340 E)","$2,440.00","6",2024,2440,NA
"175","Street Speed Hump Menu ","ON E 91ST ST FROM S PRAIRIE AVE (300 E) TO S DR MARTIN LUTHER KING JR DR (400 E)","$4,880.00","6",2024,4880,NA
"176","Street Speed Hump Menu ","ON S CALUMET AVE FROM E 75TH ST (7500 S) TO E 76TH ST (7600 S)","$4,880.00","6",2024,4880,NA
"177","Street Speed Hump Menu ","ON S CALUMET AVE FROM E 78TH ST (7800 S) TO E 79TH ST (7900 S)","$4,880.00","6",2024,4880,NA
"178","Street Speed Hump Menu ","ON S CALUMET AVE FROM E 85TH ST (8500 S) TO E 86TH ST (8600 S)","$4,880.00","6",2024,4880,NA
"179","Street Speed Hump Menu ","ON S CALUMET AVE FROM E 94TH ST (9400 S) TO E 95TH ST (9500 S)","$4,880.00","6",2024,4880,NA
"180","Street Speed Hump Menu ","ON S CHAMPLAIN AVE FROM E 78TH ST (7800 S) TO E 79TH ST (7900 S)","$4,880.00","6",2024,4880,NA
"181","Street Speed Hump Menu ","ON S CHAMPLAIN AVE FROM E 82ND ST (8200 S) TO E 83RD ST (8300 S)","$4,880.00","6",2024,4880,NA
"182","Street Speed Hump Menu ","ON S EBERHART AVE FROM E 75TH ST (7500 S) TO E 76TH ST (7600 S)","$4,880.00","6",2024,4880,NA
"183","Street Speed Hump Menu ","ON S EBERHART AVE FROM E 78TH ST (7800 S) TO E 79TH ST (7900 S)","$4,880.00","6",2024,4880,NA
"184","Street Speed Hump Menu ","ON S EBERHART AVE FROM E 79TH ST (7900 S) TO E 80TH ST (8000 S)","$4,880.00","6",2024,4880,NA
"185","Street Speed Hump Menu ","ON S EGGLESTON AVE FROM W 74TH ST (7400 S) TO W 75TH ST (7500 S)","$4,880.00","6",2024,4880,NA
"186","Street Speed Hump Menu ","ON S EVANS AVE FROM E 74TH ST (7400 S) TO E 75TH ST (7500 S)","$4,880.00","6",2024,4880,NA
"187","Street Speed Hump Menu ","ON S INDIANA AVE FROM E 71ST ST (7100 S) TO E 72ND ST (7200 S)","$4,887.66","6",2024,4887.66,NA
"188","Street Speed Hump Menu ","ON S INDIANA AVE FROM E 74TH ST (7400 S) TO E 75TH ST (7500 S)","$4,880.00","6",2024,4880,NA
"189","Street Speed Hump Menu ","ON S INDIANA AVE FROM E 89TH ST (8900 S) TO E 95TH ST (9500 S)","$26,840.00","6",2024,26840,NA
"190","Street Speed Hump Menu ","ON S LANGLEY AVE FROM E 75TH ST (7500 S) TO E 76TH ST (7600 S)","$4,880.00","6",2024,4880,NA
"191","Street Speed Hump Menu ","ON S LOWE AVE FROM W 78TH ST (7800 S) TO W 79TH ST (7900 S)","$4,880.00","6",2024,4880,NA
"192","Street Speed Hump Menu ","ON S MICHIGAN AVE FROM E 80TH ST (8000 S) TO E 81ST ST (8100 S)","$4,880.00","6",2024,4880,NA
"193","Street Speed Hump Menu ","ON S MICHIGAN AVE FROM E 84TH ST (8400 S) TO E 87TH ST (8700 S)","$14,640.00","6",2024,14640,NA
"194","Street Speed Hump Menu ","ON S NORMAL AVE FROM W MARQUETTE RD (6700 S) TO W 69TH ST (6900 S)","$9,760.00","6",2024,9760,NA
"195","Street Speed Hump Menu ","ON S PRAIRIE AVE FROM E 69TH ST (6900 S) TO E 71ST ST (7100 S)","$9,760.00","6",2024,9760,NA
