"","program","description","costA","ward","year","cost","costB"
"58","Street Resurfacing Menu ","ON N WINCHESTER AVE FROM W THOMAS ST (1100 N) TO W DIVISION ST (1200 N)","$40,126.76","2",2020,40126.76,NA
"59","Street Resurfacing Menu ","ON N WOLCOTT AVE FROM W AUGUSTA BLVD (1000 N) TO W THOMAS ST (1100 N)","$73,105.81","2",2020,73105.81,NA
"60","Street Resurfacing Menu ","ON W BELDEN AVE FROM N LAKEWOOD AVE (1300 W) TO N SOUTHPORT AVE (1399 W)","$60,210.65","2",2020,60210.65,NA
"61","Street Resurfacing Menu ","ON W EVERGREEN AVE FROM N ADA ST (1350 W) TO N NOBLE ST (1400 W)","$20,942.08","2",2020,20942.08,NA
"62","Street Resurfacing Menu ","ON W LE MOYNE DR FROM N HOYNE AVE (2100 W) TO N LEAVITT ST (2200 W)","$55,276.13","2",2020,55276.13,NA
"63","Street Speed Hump Menu ","$4,700.00","$4,700.00","2",2020,4700,NA
"64","Street Speed Hump Menu ","ON N MAGNOLIA AVE FROM N CLYBOURN AVE (2000 N) TO W DICKENS AVE (2100 N)","$1,567.61","2",2020,1567.61,NA
"65","Street Speed Hump Menu ","ON W DICKENS AVE FROM N RACINE AVE (1200 W) TO N LAKEWOOD AVE (1300 W)","$4,700.00","2",2020,4700,NA
"66","Alley Resurfacing Menu (1-1) ","E 44TH ST & S VINCENNES AVE&E 44TH PL & S ST LAWRENCE AVE","$15,846.77","3",2020,15846.77,NA
"67","Alley Resurfacing Menu ","221 E 51ST ST","$22,512.15","3",2020,22512.15,NA
"68","Alley Resurfacing Menu ","E 37TH ST & S CALUMET AVE&E 37TH ST & S GILES AVE","$37,645.26","3",2020,37645.26,NA
"69","Alley Resurfacing Menu ","$47,335.53","$47,335.53","3",2020,47335.53,NA
"70","Alley Resurfacing Menu ","E 43RD ST & S CALUMET AVE&S DR MARTIN LUTHER KING JR DR & E 44TH ST","$32,209.26","3",2020,32209.26,NA
"71","Alley Resurfacing Menu ","E 43RD ST & S WABASH AVE&S MICHIGAN AVE & E 44TH ST","$52,867.01","3",2020,52867.01,NA
"72","Alley Resurfacing Menu ","E 44TH ST & S DR MARTIN LUTHER KING JR DR E&E 45TH ST & S CALUMET AVE","$42,260.89","3",2020,42260.89,NA
"73","Alley Resurfacing Menu ","E 51ST ST & S MICHIGAN AVE&S INDIANA AVE & E 52ND ST","$49,610.38","3",2020,49610.38,NA
"74","Alley Resurfacing Menu ","E 53RD ST & S INDIANA AVE&S PRAIRIE AVE & E GARFIELD BLVD","$71,722.60","3",2020,71722.6,NA
"75","Alley Resurfacing Menu ","S INDIANA AVE & E 33RD BLVD&S MICHIGAN AVE & E 34TH ST","$37,792.98","3",2020,37792.98,NA
"76","Alley Resurfacing Menu ","S MICHIGAN AVE & E CULLERTON ST&S WABASH AVE & E 21ST ST; 2036 S MICHIGAN AVE","$21,953.23","3",2020,21953.23,NA
"77","Alley Speed Hump Menu ","W 52ND ST & S WELLS ST&S PRINCETON AVE & W 53RD ST; 5210 S WELLS ST","$2,100.00","3",2020,2100,NA
"78","Concrete Alley Menu ","4836 S CALUMET AVE","$14,244.23","3",2020,14244.23,NA
"79","Concrete Alley Menu ","E 45TH ST & S MICHIGAN AVE&S WABASH AVE & E 46TH ST","$20,150.08","3",2020,20150.08,NA
"80","Curb & Gutter Menu ","3700-3714 S CALUMET AVE","$10,896.74","3",2020,10896.74,NA
"81","In-Road State Law Stop For Pedestrians Signs","S DR MARTIN LUTHER KING JR DR & E 41ST ST","$27,211.00","3",2020,27211,NA
"82","Miscellaneous CDOT Projects ","4246-4250 S WABASH AVE","$10,000.00","3",2020,10000,NA
"83","Miscellaneous CDOT Projects ","4250 S WABASH AVE","$300.00","3",2020,300,NA
"84","Miscellaneous CDOT Projects ","434-442 E 46TH PL","$300.00","3",2020,300,NA
"85","Miscellaneous CDOT Projects ","445 E 45TH PL","$150.00","3",2020,150,NA
"86","Miscellaneous CDOT Projects ","4600-4614 S VINCENNES AVE","$300.00","3",2020,300,NA
"87","Miscellaneous CDOT Projects ","4758 S SHIELDS AVE","$150.00","3",2020,150,NA
"88","Miscellaneous CDOT Projects ","4826 S PRAIRIE AVE","$150.00","3",2020,150,NA
"89","Miscellaneous CDOT Projects ","5021 S PRAIRIE AVE","$150.00","3",2020,150,NA
"90","Miscellaneous CDOT Projects ","5213 S WABASH AVE; 5221 S WABASH AVE","$33.87","3",2020,33.87,NA
"91","Miscellaneous CDOT Projects ","5241 S INDIANA AVE","$150.00","3",2020,150,NA
"92","Miscellaneous CDOT Projects ","5305 S CALUMET AVE","$300.00","3",2020,300,NA
"93","Miscellaneous CDOT Projects ","5306-5312 S WELLS ST","$300.00","3",2020,300,NA
"94","Miscellaneous CDOT Projects ","5402 S INDIANA AVE","$150.00","3",2020,150,NA
"95","Pedestrian Refuge Island Menu ","S MICHIGAN AVE & E 21ST ST","$44,809.88","3",2020,44809.88,NA
"96","Sidewalk Menu ","200-250 E 40TH ST","$34,233.81","3",2020,34233.81,NA
"97","Sidewalk Menu ","341 W 42ND ST","$15,801.59","3",2020,15801.59,NA
"98","Sidewalk Menu ","ON E 29TH ST FROM S STATE ST (0 E) TO S WABASH AVE (40 E)","$21,889.70","3",2020,21889.7,NA
"99","Sidewalk Menu ","ON E 44TH ST FROM S ST LAWRENCE AVE (600 E) TO S EVANS AVE (730 E)","$141,755.61","3",2020,141755.61,NA
"100","Sidewalk Menu ","ON S PRAIRIE AVE FROM E 38TH ST (3799 S) TO E PERSHING RD (3900 S)","$3,815.36","3",2020,3815.36,NA
"101","Speed Indicator Signs ","5422 S WELLS ST","$505.00","3",2020,505,NA
"102","Street Bump Outs Menu ","S INDIANA AVE & E 44TH ST","$27,481.26","3",2020,27481.26,NA
"103","Street Light Pole Painting Menu ","ON E 18TH ST FROM S PRAIRIE AVE (300 E) TO S CALUMET AVE (334 E)","$3,800.00","3",2020,3800,NA
"104","Street Light Upgrade Menu ","421 E 41ST ST","$240.24","3",2020,240.24,NA
"105","Street Light Upgrade Menu ","5134 S MICHIGAN AVE","$500.00","3",2020,500,NA
"106","Street Resurfacing Menu (1-5) ","ON S PLYMOUTH CT FROM W 14TH ST (1400 S) TO W 13TH ST (1300 S)","$101,244.92","3",2020,101244.92,NA
"107","Street Resurfacing Menu (1-5) ","ON S WELLS ST FROM W 45TH ST (4500 S) TO W 45TH PL (4530 S)","$31,946.71","3",2020,31946.71,NA
"108","Street Resurfacing Menu (1-5) ","ON W 27TH ST FROM S FEDERAL ST (100 W) TO S STATE ST (0 E)","$72,627.39","3",2020,72627.39,NA
"109","Street Resurfacing Menu ","1401 S FEDERAL ST","$5,488.39","3",2020,5488.39,NA
"110","Street Resurfacing Menu ","3700-3714 S CALUMET AVE","$49,622.50","3",2020,49622.5,NA
"111","Street Resurfacing Menu ","ON E 40TH ST FROM S STATE ST (0 E) TO S PRAIRIE AVE (300 E)","$67,927.68","3",2020,67927.68,NA
"112","Street Resurfacing Menu ","$43,516.52","$43,516.52","3",2020,43516.52,NA
"113","Street Resurfacing Menu ","ON S FORRESTVILLE AVE FROM E 43RD ST (4300 S) TO E 44TH ST (4400 S)","$27,910.56","3",2020,27910.56,NA
"114","Street Resurfacing Menu ","ON S ST LAWRENCE AVE FROM E 47TH ST (4700 S) TO E 48TH ST (4800 S)","$33,959.44","3",2020,33959.44,NA
"115","Street Resurfacing Menu ","ON S VINCENNES AVE FROM E PERSHING RD (3900 S) TO E OAKWOOD BLVD (3946 S)","$17,025.64","3",2020,17025.64,NA
"116","Street Resurfacing Menu ","ON W 52ND PL FROM 322 W TO S PRINCETON AVE (300 W)","$24,371.26","3",2020,24371.26,NA
"117","Street Resurfacing Menu ","ON W 54TH ST FROM S WALLACE ST (600 W) TO S LOWE AVE (630 W)","$18,984.55","3",2020,18984.55,NA
"118","Street Speed Hump Menu ","ON S GILES AVE FROM E 35TH ST (3500 S) TO E 37TH ST (3700 S)","$11,750.00","3",2020,11750,NA
"119","1 POD Camera, 2 360 POD Cameras: Various Locations","4130 S OAKENWALD AVE; S OAKENWALD AVE & E 42ND PL; 4101 S OAKENWALD AVE","$73,446.00","4",2020,73446,NA
"120","ADA - Alley Resurfacing Menu ","E 46TH ST & S CHAMPLAIN AVE&S EVANS AVE & E 45TH ST","$14,490.00","4",2020,14490,NA
"121","Alley Resurfacing Menu ","933 E 50TH ST; E 50TH ST & S DREXEL BLVD&S ELLIS AVE & E HYDE PARK BLVD","$38,065.90","4",2020,38065.9,NA
"122","Alley Resurfacing Menu ","936 E 47TH ST; E 46TH ST & S DREXEL BLVD&S ELLIS AVE & E 47TH ST","$28,952.63","4",2020,28952.63,NA
"123","Alley Resurfacing Menu ","E 43RD ST & S BERKELEY AVE&S GREENWOOD AVE & E 44TH ST","$10,247.71","4",2020,10247.71,NA
"124","Alley Resurfacing Menu ","E 49TH ST & S COTTAGE GROVE AVE&S DREXEL BLVD & E 50TH ST; 834 E 50TH ST","$30,034.49","4",2020,30034.49,NA
"125","Concrete Alley Menu ","E 46TH ST & S CHAMPLAIN AVE&S EVANS AVE & E 45TH ST","$27,675.66","4",2020,27675.66,NA
"126","Concrete Alley Menu ","S VINCENNES AVE & E OAKWOOD BLVD&E PERSHING RD & S LANGLEY AVE","$320,000.00","4",2020,320000,NA
"127","Miscellaneous CDOT Projects ","4600 S LANGLEY AVE","$450.00","4",2020,450,NA
"128","Miscellaneous CDOT Projects ","4734 S INGLESIDE AVE","$150.00","4",2020,150,NA
"129","Miscellaneous CDOT Projects ","738 E 47TH ST","$150.00","4",2020,150,NA
"130","Pavement Markings Menu ","W HARRISON ST & S PLYMOUTH CT","$5,000.00","4",2020,5000,NA
"131","Speed Indicator Signs ","ON S DR MARTIN LUTHER KING JR DR FROM E 35TH ST (3500 S) TO E 37TH ST (3700 S)","$25,000.00","4",2020,25000,NA
"132","Street Bump Outs Menu ","S FORRESTVILLE AVE & E 43RD ST","$31,552.50","4",2020,31552.5,NA
"133","Street Light Pole for High Definition Camera Menu ","S OAKENWALD AVE & E 41ST ST; S OAKENWALD AVE & E 40TH PL","$10,500.00","4",2020,10500,NA
"134","Street Light Upgrade Menu ","4100 S ELLIS AVE","$3,500.00","4",2020,3500,NA
"135","Street Light Upgrade Menu ","632 W 41ST ST","$4,500.00","4",2020,4500,NA
"136","Street Resurfacing Menu (1-5) ","ON E 49TH ST FROM S VINCENNES AVE (499 E) TO S FORRESTVILLE AVE (540 E)","$36,012.60","4",2020,36012.6,NA
"137","Street Resurfacing Menu (1-5) ","ON S KENWOOD AVE FROM E 52ND ST (5200 S) TO E 53RD ST (5300 S)","$59,151.45","4",2020,59151.45,NA
"138","Street Resurfacing Menu (1-5) ","ON S VERNON AVE FROM E 31ST PL (3120 S) TO E 32ND ST (3200 S)","$49,280.78","4",2020,49280.78,NA
"139","Street Resurfacing Menu (1-5) ","ON S WOODLAWN AVE FROM E 44TH PL (4440 S) TO E 46TH ST (4625 S)","$111,396.30","4",2020,111396.3,NA
"140","Street Resurfacing Menu ","ON E 11TH ST FROM S STATE ST (0 E) TO S WABASH AVE (40 E)","$7,751.63","4",2020,7751.63,NA
"141","Street Resurfacing Menu ","ON E 32ND ST FROM S RHODES AVE (500 E) TO S ELLIS AVE (699 E)","$30,388.47","4",2020,30388.47,NA
"142","Street Resurfacing Menu ","ON E 36TH ST FROM S COTTAGE GROVE AVE (700 E) TO S LAKE PARK AVE (799 E)","$51,903.47","4",2020,51903.47,NA
"143","Street Resurfacing Menu ","ON E 41ST ST FROM S DREXEL BLVD (900 E) TO S LAKE PARK AVE (1050 E)","$63,026.61","4",2020,63026.61,NA
"144","Street Resurfacing Menu ","ON E 48TH ST FROM S COTTAGE GROVE AVE (800 E) TO S DREXEL BLVD (900 E)","$49,281.87","4",2020,49281.87,NA
"145","Street Resurfacing Menu ","$9,969.33","$9,969.33","4",2020,9969.33,NA
"146","Street Resurfacing Menu ","ON S GREENWOOD AVE FROM S LAKE PARK AVE (4300 S) TO E 43RD ST (4300 S)","$22,436.10","4",2020,22436.1,NA
"147","Street Resurfacing Menu ","ON S PRAIRIE AVE FROM E 26TH ST (2600 S) TO E 29TH ST (2900 S)","$46,136.51","4",2020,46136.51,NA
"148","Street Resurfacing Menu ","ON S ST LAWRENCE AVE FROM E 49TH ST (4900 S) TO E 50TH ST (5000 S)","$71,370.78","4",2020,71370.78,NA
"149","Street Resurfacing Menu ","ON S VERNON AVE FROM E 31ST ST (3100 S) TO E 31ST PL (3120 S)","$26,532.47","4",2020,26532.47,NA
"150","Street Resurfacing Menu ","ON S WOODLAWN AVE FROM E 46TH ST (4600 S) TO E 47TH ST (4700 S)","$61,646.73","4",2020,61646.73,NA
"151","Alley Resurfacing Menu ","S SHORE DR & E 55TH DR&E 55TH ST & S EVERETT AVE","$24,048.41","5",2020,24048.41,NA
"152","Sidewalk Menu ","ON S CORNELL AVE FROM E 49TH DR (4857 S) TO E 50TH ST (5000 S)","$9,824.80","5",2020,9824.8,NA
"153","Street Bump Outs Menu ","S EVERETT AVE & E 56TH ST; 1700 E 56TH ST","$13,299.51","5",2020,13299.51,NA
"154","Street Light Arterial Menu ","ON S WOODLAWN AVE FROM E 71ST ST (7100 S) TO E 73RD ST (7300 S)","$370,000.00","5",2020,370000,NA
"155","Street Light Residential Staggered Piggy Back Menu ","$290,000.00","$290,000.00","5",2020,290000,NA
"156","Street Light Residential Staggered Piggy Back Menu ","ON S MERRILL AVE FROM E 72ND ST (7200 S) TO E 74TH ST (7400 S)","$210,000.00","5",2020,210000,NA
"157","Street Resurfacing Menu (1-5) ","ON S DREXEL AVE FROM E 54TH ST (5400 S) TO E 55TH ST (5487 S)","$61,791.06","5",2020,61791.06,NA
"158","Street Resurfacing Menu (1-5) ","ON S RICHARDS DR FROM E HAYES DR (6300 S) TO E MARQUETTE DR (6600 S)","$248,690.47","5",2020,248690.47,NA
"159","Street Resurfacing Menu ","ON E 53RD ST FROM S CORNELL AVE (1640 E) TO S HYDE PARK BLVD (1700 E)","$39,509.02","5",2020,39509.02,NA
"160","Street Resurfacing Menu ","ON S DORCHESTER AVE FROM E MARQUETTE RD (6600 S) TO E 66TH PL (6630 S)","$18,979.51","5",2020,18979.51,NA
"161","Street Resurfacing Menu ","ON S HARPER AVE FROM E 77TH ST (7700 S) TO S SOUTH CHICAGO AVE (7799 S)","$33,857.21","5",2020,33857.21,NA
"162","1 POD Camera: 7527 S. Prairie Ave","7527 S PRAIRIE AVE","$24,776.00","6",2020,24776,NA
"163","ADA - Street Resurfacing Menu ","ON S PRAIRIE AVE FROM E 74TH ST (7400 S) TO E 75TH ST (7500 S)","$8,052.52","6",2020,8052.52,NA
"164","Alley Speed Hump Menu ","E 87TH ST & S MICHIGAN AVE&S INDIANA AVE & E 86TH ST; 110-112 E 87TH ST","$1,400.00","6",2020,1400,NA
"165","Curb & Gutter Menu ","ON S CALUMET AVE FROM E 74TH ST (7400 S) TO E 75TH ST (7500 S)","$39,198.59","6",2020,39198.59,NA
"166","Sidewalk Menu ","203 E 75TH ST","$28,419.95","6",2020,28419.95,NA
"167","Sidewalk Menu ","7030-7058 S HALSTED ST","$43,196.21","6",2020,43196.21,NA
"168","Sidewalk Menu ","7134 S PRAIRIE AVE","$5,980.16","6",2020,5980.16,NA
"169","Sidewalk Menu ","7348 S PRAIRIE AVE","$4,315.77","6",2020,4315.77,NA
"170","Sidewalk Menu ","7433 S STATE ST","$32,701.33","6",2020,32701.33,NA
"171","Sidewalk Menu ","7648-7658 S MICHIGAN AVE","$9,624.93","6",2020,9624.93,NA
"172","Sidewalk Menu ","7822 S LOWE AVE","$3,816.40","6",2020,3816.4,NA
"173","Sidewalk Menu ","8042 S INDIANA AVE","$3,657.40","6",2020,3657.4,NA
"174","Sidewalk Menu ","8100 S CHAMPLAIN AVE","$2,876.77","6",2020,2876.77,NA
"175","Sidewalk Menu ","8359 S VERNON AVE","$18,065.01","6",2020,18065.01,NA
"176","Street Bump Outs Menu ","E 77TH ST & S STATE ST","$16,178.08","6",2020,16178.08,NA
"177","Street Bump Outs Menu ","E 78TH ST & S STATE ST","$12,607.25","6",2020,12607.25,NA
"178","Street Resurfacing Menu (1-5) ","ON S HARVARD AVE FROM W 72ND ST (7200 S) TO W 75TH ST (7500 S)","$130,485.20","6",2020,130485.2,NA
"179","Street Resurfacing Menu (1-5) ","ON S INDIANA AVE FROM E 85TH ST (8500 S) TO E 86TH ST (8600 S)","$79,325.92","6",2020,79325.92,NA
"180","Street Resurfacing Menu (1-5) ","ON S PRAIRIE AVE FROM E 84TH ST (8400 S) TO E 85TH ST (8500 S)","$61,751.78","6",2020,61751.78,NA
"181","Street Resurfacing Menu ","ON E 72ND ST FROM S CHAMPLAIN AVE (630 E) TO S LANGLEY AVE (700 E)","$47,272.53","6",2020,47272.53,NA
"182","Street Resurfacing Menu ","ON E 74TH ST FROM S DR MARTIN LUTHER KING JR DR (400 E) TO S VERNON AVE (430 E)","$34,259.02","6",2020,34259.02,NA
"183","Street Resurfacing Menu ","ON E 74TH ST FROM S EBERHART AVE (500 E) TO S ST LAWRENCE AVE (600 E)","$60,887.67","6",2020,60887.67,NA
"184","Street Resurfacing Menu ","ON E 80TH ST FROM S EVANS AVE (730 E) TO S COTTAGE GROVE AVE (800 E)","$23,830.82","6",2020,23830.82,NA
"185","Street Resurfacing Menu ","ON E 82ND ST FROM S STATE ST (0 E) TO S WABASH AVE (40 E)","$42,236.74","6",2020,42236.74,NA
"186","Street Resurfacing Menu ","ON S CALUMET AVE FROM E 83RD ST (8300 S) TO E 85TH ST (8500 S)","$140,378.20","6",2020,140378.2,NA
"187","Street Resurfacing Menu ","ON S CHAMPLAIN AVE FROM E 77TH ST (7700 S) TO E 78TH ST (7800 S)","$62,056.82","6",2020,62056.82,NA
"188","Street Resurfacing Menu ","ON S EBERHART AVE FROM E 82ND ST (8200 S) TO E 83RD ST (8300 S)","$50,763.47","6",2020,50763.47,NA
"189","Street Resurfacing Menu ","ON S EMERALD AVE FROM W 76TH ST (7600 S) TO W 79TH ST (7900 S)","$96,989.37","6",2020,96989.37,NA
"190","Street Resurfacing Menu ","ON S PRAIRIE AVE FROM E 74TH ST (7400 S) TO E 75TH ST (7500 S)","$74,778.12","6",2020,74778.12,NA
"191","Street Resurfacing Menu ","ON S RHODES AVE FROM E 83RD ST (8300 S) TO E 85TH ST (8500 S)","$129,532.38","6",2020,129532.38,NA
"192","Street Resurfacing Menu ","ON W 74TH ST FROM S PRINCETON AVE (300 W) TO S HARVARD AVE (330 W)","$25,885.58","6",2020,25885.58,NA
"193","Street Speed Hump Menu ","ON S LANGLEY AVE FROM E 80TH ST (8000 S) TO E 81ST ST (8100 S)","$4,700.00","6",2020,4700,NA
"194","Alley Resurfacing Menu ","S MERRILL AVE & E 92ND ST&E 93RD ST & S CLYDE AVE; 9242 S MERRILL AVE","$22,601.07","7",2020,22601.07,NA
"195","Curb & Gutter Menu ","ON E 90TH ST FROM S MERRILL AVE (2130 E) TO S OGLESBY AVE (2330 E)","$201,586.18","7",2020,201586.18,NA
"196","Miscellaneous CDOT Projects ","10245 S OGLESBY AVE","$13,758.19","7",2020,13758.19,NA
"197","Miscellaneous CDOT Projects ","2305-2331 E 75TH ST","$450.00","7",2020,450,NA
"198","Miscellaneous CDOT Projects ","2445 E 74TH ST","$150.00","7",2020,150,NA
"199","Miscellaneous CDOT Projects ","2618 E 87TH ST","$300.00","7",2020,300,NA
"200","Miscellaneous CDOT Projects ","2719 E 75TH PL","$150.00","7",2020,150,NA
"201","Miscellaneous CDOT Projects ","$600.00","$600.00","7",2020,600,NA
"202","Miscellaneous CDOT Projects ","2727 E 93RD ST","$150.00","7",2020,150,NA
"203","Miscellaneous CDOT Projects ","2733 E 76TH ST; 2716 E 76TH ST; 2731 E 76TH ST","$450.00","7",2020,450,NA
"204","Miscellaneous CDOT Projects ","2758 E 83RD ST","$150.00","7",2020,150,NA
